GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001EA,B17020A_001MA,B17020A_002EA,B17020A_002MA,B17020A_003EA,B17020A_003MA,B17020A_004MA,B17020A_004EA,B17020A_005MA,B17020A_005EA,B17020A_006EA,B17020A_006MA,B17020A_007EA,B17020A_007MA,B17020A_008EA,B17020A_008MA,B17020A_009EA,B17020A_009MA,B17020A_010MA,B17020A_010EA,B17020A_011EA,B17020A_011MA,B17020A_012EA,B17020A_012MA,B17020A_013EA,B17020A_013MA,B17020A_014MA,B17020A_014EA,B17020A_015MA,B17020A_015EA,B17020A_016EA,B17020A_016MA,B17020A_017EA,B17020A_017MA,state
0400000US30,922082,2479,105129,6687,9407,1831,7343,1590,7038,1327,57784,4073,16209,2067,4908,1056,2440,780,816953,7231,51615,2446,54461,2554,56274,2917,418958,5273,170520,2905,49609,1728,15516,1633,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1229684,2308,138045,7120,10404,1893,9571,1509,10899,1968,72010,4168,23519,2199,7875,1254,3767,1025,1091639,7437,58792,2535,57330,2246,70370,2361,573499,5699,239747,3865,65958,2130,25943,1737,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6929735,18419,768658,25015,67863,6216,73053,5568,69379,5727,421657,14055,92546,5070,30452,2645,13708,2036,6161077,28333,363625,7997,389717,8652,426198,7927,3314763,17472,1181623,10848,361921,4497,123230,4314,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,5996975,17848,654458,22047,57207,5468,63923,5324,63586,5818,349338,12808,84556,5772,26544,2770,9304,1808,5342517,27294,335884,8942,370626,9137,403015,10000,2935823,17686,922855,9854,282653,4620,91661,3342,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,464926,3278,34474,4026,3073,1132,2382,841,1950,751,20138,2261,5607,1104,1217,547,107,137,430452,4927,30389,1717,30757,1985,29074,1846,247683,3376,73158,2618,14363,1361,5028,1319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3234891,8066,382735,14623,32031,2911,29821,3648,31287,3353,214707,9539,52679,3595,16197,1856,6013,1197,2852156,15711,171555,4977,187295,6683,205576,5642,1498420,10507,549674,6218,183046,4241,56590,3709,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,566857,1316,60097,4958,3415,913,3771,1054,4985,1194,33642,3300,10039,1339,3108,884,1137,495,506760,5089,28983,1397,30548,2071,31270,1518,267340,3959,107981,2509,30272,1395,10366,1163,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1900241,16530,197579,9166,14358,2192,17834,2969,17969,2556,103303,6221,32760,3415,8089,1332,3266,954,1702662,16325,104429,4601,109695,5228,114055,4773,915861,10191,326804,5727,99863,3289,31955,2441,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1638174,3141,280251,14377,24826,3445,27773,3615,22382,2609,155228,7738,36702,2915,9339,1622,4001,960,1357923,14763,73455,3684,83405,4067,88566,4338,701703,9183,289786,4740,89873,2643,31135,2432,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2766176,8541,365519,11428,37673,3051,37300,3213,30362,2938,200717,6262,42233,2736,12371,1518,4863,968,2400657,13013,155695,3948,160639,4363,175358,4198,1274298,8496,439166,4951,143356,3247,52145,2877,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4842685,8578,424619,12713,31879,3309,31989,3134,28942,2393,239502,8524,58967,3278,21522,1928,11818,1340,4418066,14738,270823,4468,289428,5484,317192,5675,2357936,11094,838531,6719,247917,4232,96239,3624,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2058934,22339,841615,22891,64461,4220,73380,4502,70975,4842,418328,13050,134743,5554,57397,3370,22331,2184,1217319,24503,38423,3678,54003,4186,76697,5395,676861,16443,249329,6619,88663,4162,33343,2472,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5586872,16418,493699,20828,38410,3958,38399,4524,35216,4173,282657,11792,66080,4727,22592,2531,10345,1923,5093173,24847,326729,5828,337644,7143,360181,8147,2778776,13756,912252,8472,278599,4873,98992,4238,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,631224,2440,56504,4603,2946,1176,3453,1211,2311,702,34240,3437,6300,1047,3859,901,3395,964,574720,5294,46296,1950,42575,2322,40349,2185,310108,4312,97166,2302,27240,1379,10986,1424,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3327892,9390,356462,15943,27566,3760,31055,4044,29274,4144,196736,8451,49798,3835,15910,2322,6123,1185,2971430,16121,175654,4762,192949,5364,194476,5243,1561241,11138,600884,7297,187875,4089,58351,3844,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3457248,12643,411511,15397,34693,4425,34358,4162,30869,3507,231236,9169,57818,3880,13411,2291,9126,1744,3045737,18305,176703,5394,195317,6124,195502,5753,1632382,12280,600846,5914,180224,4569,64763,3334,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,516148,2857,54006,6718,5857,1524,4576,1511,4449,1164,29211,3952,7173,1463,1585,607,1155,544,462142,6987,29910,2113,34563,2699,35822,1999,242472,5295,87618,2675,24832,1662,6925,1299,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23136231,67061,2743041,48080,262254,10828,272446,12275,275569,11022,1437839,26840,329339,10260,109086,6121,56508,3840,20393190,68860,1310265,16229,1369409,18746,1450885,17126,11394963,42379,3394913,17990,1030651,9414,442104,8549,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1687314,4129,208008,12320,20631,3102,17830,3316,15064,2505,113367,7225,28577,3329,8127,1242,4412,1077,1479306,12897,92456,4138,100156,4707,111623,4438,765210,8847,284389,5300,96603,3551,28869,2852,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2614602,12931,204377,11379,15330,3112,16037,2422,15506,2157,110129,6774,30381,2874,9765,1563,7229,1190,2410225,16188,124090,4425,141319,4694,172232,4617,1286515,11197,473685,5185,145623,4080,66761,3267,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,20695054,43156,2864428,60805,368017,14685,362205,14577,322724,14848,1400449,29136,286201,12282,85518,5286,39314,3722,17830626,66345,1320832,18557,1379530,19149,1474960,18675,10000362,36836,2624020,16816,765937,9544,264985,6915,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3236539,14137,206208,10249,12828,2308,15651,3221,14428,2254,115891,6341,30459,2923,11433,1827,5518,908,3030331,16417,184348,5011,198187,5102,204845,5065,1633488,11009,564217,5497,175690,3831,69556,3452,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15633596,36468,1829740,39766,154949,8555,146199,10425,143320,8641,901473,21079,314454,11202,116008,5848,53337,5173,13803856,48283,731338,11837,765169,14017,822043,15098,7134575,31797,2822858,17051,1095918,12047,431955,9452,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5160564,17778,422505,15120,27218,3471,29254,3274,31528,4058,230456,9797,67110,4758,23502,2476,13437,1446,4738059,22762,256184,5987,281705,6531,315262,7255,2626244,16568,887540,8612,258711,5197,112413,5164,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,280647,5171,20037,2954,362,475,243,313,780,640,15267,2478,1976,942,1145,830,264,238,260610,5739,17581,1494,9902,1374,7363,1122,187584,3637,26570,1557,8703,954,2907,958,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2667968,9695,212575,12995,19913,3240,23113,3609,17457,2843,124375,7760,19293,2223,6301,1307,2123,736,2455393,16898,223300,4596,236145,6385,244695,5383,1319121,10781,310238,4269,91625,2554,30269,2409,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12072912,34819,1239466,28937,116747,7470,109745,7444,98288,6278,633540,15176,181136,7441,64202,4949,35808,3231,10833446,36080,632071,10166,648143,10922,707850,10557,5929233,20725,2004225,14574,633776,8352,278148,8557,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5860961,22933,433429,19625,42630,4995,37991,3809,42857,4876,213603,10549,62136,4814,22000,2268,12212,2039,5427532,30195,318732,7267,349927,9087,389551,8383,2929098,18110,987682,9630,309091,5785,143451,5030,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9230771,11734,1028308,28079,97921,7193,92782,7113,81550,5714,565320,15782,128448,5260,41571,2899,20716,2451,8202463,30989,500879,7854,526836,8741,599909,9416,4379844,18602,1547175,8555,469663,6581,178157,5927,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4896803,8878,553162,17283,52421,4478,50972,4590,50081,4825,298808,8914,70696,4893,21832,2152,8352,1399,4343641,20408,277997,5963,294735,6971,312560,7052,2314489,12381,802139,8050,253510,4312,88211,4696,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9969777,18179,937874,23931,75080,6055,75602,5760,72249,4679,509480,13174,129274,5346,51429,3667,24760,2275,9031903,26139,518050,7875,548980,8875,608246,7472,4770679,16139,1790662,9940,565227,6457,230059,6855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7672206,10496,873999,22231,76978,5065,76652,5143,71210,5101,483725,12272,114448,5527,35393,2538,15593,1882,6798207,24780,401351,6813,427195,7226,480743,7230,3619622,16379,1319609,7915,400052,5855,149635,5010,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1622956,5868,154466,7758,16162,2128,13034,2303,10810,1602,86987,4217,16215,2318,6099,1020,5159,823,1468490,8894,109947,2569,110536,3725,117776,3405,769493,5774,255692,3606,75286,2402,29760,2154,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1550333,8340,172516,11876,19329,2801,16498,2726,14446,3585,91465,6078,19788,3018,7756,1508,3234,883,1377817,13662,101368,3898,108501,4705,123474,5113,718174,8199,235261,4396,67822,2516,23217,2015,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1571169,12243,271024,13638,27353,3245,27385,3394,26691,3155,135166,7548,39405,3530,10895,1577,4129,1137,1300145,15016,73519,3692,90140,4844,95192,4884,680065,9974,253964,5384,78451,2797,28814,2865,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,330638,5016,31569,4623,1947,928,1496,803,1820,777,18301,2873,6550,1480,788,344,667,555,299069,6249,18304,1686,14827,1704,12463,1794,164201,4642,66076,2260,16525,1166,6673,1151,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,718319,2607,61731,4899,4777,1221,3576,793,4150,1006,35044,3164,7127,1418,3837,1076,3220,1038,656588,5104,47843,1874,50076,2231,48271,2154,337595,4251,125625,2365,33177,1947,14001,1747,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5542744,17306,491866,14940,38706,3986,33954,3569,36976,3627,286297,9349,65906,3912,20716,2544,9311,1558,5050878,20882,326592,6287,330091,7428,333067,7205,2763110,14956,939337,9107,260058,5067,98623,4282,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,822512,9074,89182,7427,7519,1835,8331,2030,5559,1570,47700,4891,12366,2359,5677,1116,2030,626,733330,10421,38983,2602,39906,2426,43822,2845,403491,6758,146999,3804,41213,1975,18916,1794,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5486921,22392,670088,24514,71844,5755,71476,6013,63119,5152,340277,12377,84020,4802,27352,3065,12000,1995,4816833,29576,300888,7511,319144,7754,347030,7412,2492054,16661,917546,8715,333183,5615,106988,5027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5116336,11722,641530,22307,63785,4964,61900,4987,51949,3831,349146,12869,79785,4422,25268,2760,9697,1414,4474806,22407,266959,5420,288430,8921,320434,7485,2417564,13195,840410,9114,260540,4507,80469,4025,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2383208,8467,244555,12331,21397,3058,23749,3084,20930,2782,132944,7394,31009,2947,9579,1405,4947,1115,2138653,14322,151707,3776,160018,4649,170099,4197,1128142,9188,370727,5274,111415,3379,46545,2909,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
