GEO_ID,B19013H_001E,B19013H_001M,NAME,B19013H_001EA,B19013H_001MA,state
0400000US08,77732,1079,Colorado,null,null,08
0400000US18,59587,764,Indiana,null,null,18
0400000US21,52165,602,Kentucky,null,null,21
0400000US22,59942,1168,Louisiana,null,null,22
0400000US17,72280,506,Illinois,null,null,17
0400000US19,61540,723,Iowa,null,null,19
0400000US33,75948,1321,New Hampshire,null,null,33
0400000US05,50831,778,Arkansas,null,null,05
0400000US10,70623,2211,Delaware,null,null,10
0400000US27,73608,767,Minnesota,null,null,27
0400000US30,57025,1276,Montana,null,null,30
0400000US23,55932,1346,Maine,null,null,23
0400000US37,61695,504,North Carolina,null,null,37
0400000US13,68055,1037,Georgia,null,null,13
0400000US02,83245,3339,Alaska,null,null,02
0400000US01,58257,1125,Alabama,null,null,01
0400000US50,62235,1673,Vermont,null,null,50
0400000US32,66540,1579,Nevada,null,null,32
0400000US54,44840,1058,West Virginia,null,null,54
0400000US40,56312,747,Oklahoma,null,null,40
0400000US55,63906,640,Wisconsin,null,null,55
0400000US72,26840,6645,Puerto Rico,null,null,72
0400000US51,78745,780,Virginia,null,null,51
0400000US38,67352,2589,North Dakota,null,null,38
0400000US45,61600,736,South Carolina,null,null,45
0400000US41,65236,1042,Oregon,null,null,41
0400000US56,62507,2153,Wyoming,null,null,56
0400000US06,87078,560,California,null,null,06
0400000US28,55820,1217,Mississippi,null,null,28
0400000US09,87666,1155,Connecticut,null,null,09
0400000US48,74509,755,Texas,null,null,48
0400000US24,93745,1425,Maryland,null,null,24
0400000US12,61446,408,Florida,null,null,12
0400000US25,86087,962,Massachusetts,null,null,25
0400000US11,142544,6168,District of Columbia,null,null,11
0400000US49,75399,962,Utah,null,null,49
0400000US36,77897,638,New York,null,null,36
0400000US34,93031,1202,New Jersey,null,null,34
0400000US39,61056,371,Ohio,null,null,39
0400000US29,57999,901,Missouri,null,null,29
0400000US42,65326,440,Pennsylvania,null,null,42
0400000US26,61331,371,Michigan,null,null,26
0400000US31,62422,1094,Nebraska,null,null,31
0400000US16,57506,1325,Idaho,null,null,16
0400000US35,58981,1767,New Mexico,null,null,35
0400000US15,80940,3648,Hawaii,null,null,15
0400000US46,60239,1622,South Dakota,null,null,46
0400000US53,76521,635,Washington,null,null,53
0400000US44,71366,1691,Rhode Island,null,null,44
0400000US04,64876,758,Arizona,null,null,04
0400000US47,56968,677,Tennessee,null,null,47
0400000US20,61447,652,Kansas,null,null,20
