GEO_ID,B22005G_001E,B22005G_001M,B22005G_002E,B22005G_002M,B22005G_003E,B22005G_003M,NAME,B22005G_001MA,B22005G_001EA,B22005G_002MA,B22005G_002EA,B22005G_003MA,B22005G_003EA,state
0400000US08,56303,3635,8002,1568,48301,3676,Colorado,null,null,null,null,null,null,08
0400000US18,40570,3739,7043,1306,33527,3487,Indiana,null,null,null,null,null,null,18
0400000US21,23010,2834,4434,1168,18576,2722,Kentucky,null,null,null,null,null,null,21
0400000US22,23518,2654,4226,1051,19292,2319,Louisiana,null,null,null,null,null,null,22
0400000US17,78888,4372,15196,2298,63692,3885,Illinois,null,null,null,null,null,null,17
0400000US19,12718,1903,3204,812,9514,1809,Iowa,null,null,null,null,null,null,19
0400000US33,7465,1501,787,685,6678,1322,New Hampshire,null,null,null,null,null,null,33
0400000US05,22292,2471,3706,1106,18586,2211,Arkansas,null,null,null,null,null,null,05
0400000US10,6074,1419,2254,1003,3820,1112,Delaware,null,null,null,null,null,null,10
0400000US27,37458,3190,6619,1262,30839,2828,Minnesota,null,null,null,null,null,null,27
0400000US30,10149,1405,1923,752,8226,1458,Montana,null,null,null,null,null,null,30
0400000US23,8145,1433,2441,793,5704,1219,Maine,null,null,null,null,null,null,23
0400000US37,65281,5029,13506,2347,51775,3994,North Carolina,null,null,null,null,null,null,37
0400000US13,62802,4940,9357,1557,53445,4800,Georgia,null,null,null,null,null,null,13
0400000US02,15010,2067,2245,776,12765,1747,Alaska,null,null,null,null,null,null,02
0400000US01,25436,2945,5172,1345,20264,2657,Alabama,null,null,null,null,null,null,01
0400000US50,4698,1009,786,388,3912,1013,Vermont,null,null,null,null,null,null,50
0400000US32,38327,3050,7554,1511,30773,2463,Nevada,null,null,null,null,null,null,32
0400000US54,7695,1413,1567,741,6128,1371,West Virginia,null,null,null,null,null,null,54
0400000US40,82253,3461,13458,1551,68795,3249,Oklahoma,null,null,null,null,null,null,40
0400000US55,31835,2901,7102,1618,24733,2515,Wisconsin,null,null,null,null,null,null,55
0400000US72,56031,3755,24874,2352,31157,2864,Puerto Rico,null,null,null,null,null,null,72
0400000US51,79576,4998,10268,1908,69308,4719,Virginia,null,null,null,null,null,null,51
0400000US38,5943,1209,753,493,5190,1173,North Dakota,null,null,null,null,null,null,38
0400000US45,21976,2781,3163,1052,18813,2586,South Carolina,null,null,null,null,null,null,45
0400000US41,53014,3552,12216,1989,40798,3643,Oregon,null,null,null,null,null,null,41
0400000US56,4974,1327,321,327,4653,1274,Wyoming,null,null,null,null,null,null,56
0400000US06,459516,12137,51046,3668,408470,11236,California,null,null,null,null,null,null,06
0400000US28,8843,1794,1239,620,7604,1722,Mississippi,null,null,null,null,null,null,28
0400000US09,24764,2603,6622,1474,18142,2258,Connecticut,null,null,null,null,null,null,09
0400000US48,184826,6652,21004,2691,163822,6416,Texas,null,null,null,null,null,null,48
0400000US24,54933,3688,7420,1828,47513,3326,Maryland,null,null,null,null,null,null,24
0400000US12,144716,7878,22276,2413,122440,7451,Florida,null,null,null,null,null,null,12
0400000US25,57711,4413,11805,1709,45906,3649,Massachusetts,null,null,null,null,null,null,25
0400000US11,8207,1429,1012,505,7195,1373,District of Columbia,null,null,null,null,null,null,11
0400000US49,18331,2164,1479,604,16852,2248,Utah,null,null,null,null,null,null,49
0400000US36,167827,6839,39212,3540,128615,5833,New York,null,null,null,null,null,null,36
0400000US34,54612,4473,6262,1162,48350,4165,New Jersey,null,null,null,null,null,null,34
0400000US39,78383,5399,19022,2571,59361,4637,Ohio,null,null,null,null,null,null,39
0400000US29,43794,3220,7642,1685,36152,2804,Missouri,null,null,null,null,null,null,29
0400000US42,74673,4631,21564,2753,53109,3872,Pennsylvania,null,null,null,null,null,null,42
0400000US26,69666,3233,13522,1680,56144,3263,Michigan,null,null,null,null,null,null,26
0400000US31,12955,1629,2416,728,10539,1554,Nebraska,null,null,null,null,null,null,31
0400000US16,12852,1834,1502,536,11350,1784,Idaho,null,null,null,null,null,null,16
0400000US35,18273,2279,4668,1101,13605,1928,New Mexico,null,null,null,null,null,null,35
0400000US15,79371,3326,14315,1844,65056,3066,Hawaii,null,null,null,null,null,null,15
0400000US46,4694,1136,968,543,3726,1039,South Dakota,null,null,null,null,null,null,46
0400000US53,111803,5447,17425,2680,94378,4903,Washington,null,null,null,null,null,null,53
0400000US44,8320,1472,1963,800,6357,1319,Rhode Island,null,null,null,null,null,null,44
0400000US04,69480,3978,11211,1847,58269,3397,Arizona,null,null,null,null,null,null,04
0400000US47,36380,3309,6704,1447,29676,3017,Tennessee,null,null,null,null,null,null,47
0400000US20,24040,2415,4003,1228,20037,2124,Kansas,null,null,null,null,null,null,20
