GEO_ID,B23026_001E,B23026_001M,B23026_002E,B23026_002M,B23026_003E,B23026_003M,B23026_004E,B23026_004M,B23026_005E,B23026_005M,B23026_006E,B23026_006M,B23026_007E,B23026_007M,B23026_008E,B23026_008M,B23026_009E,B23026_009M,B23026_010E,B23026_010M,B23026_011E,B23026_011M,B23026_012E,B23026_012M,B23026_013E,B23026_013M,B23026_014E,B23026_014M,B23026_015E,B23026_015M,B23026_016E,B23026_016M,B23026_017E,B23026_017M,B23026_018E,B23026_018M,B23026_019E,B23026_019M,B23026_020E,B23026_020M,B23026_021E,B23026_021M,B23026_022E,B23026_022M,B23026_023E,B23026_023M,B23026_024E,B23026_024M,B23026_025E,B23026_025M,B23026_026E,B23026_026M,B23026_027E,B23026_027M,B23026_028E,B23026_028M,B23026_029E,B23026_029M,B23026_030E,B23026_030M,B23026_031E,B23026_031M,B23026_032E,B23026_032M,B23026_033E,B23026_033M,B23026_034E,B23026_034M,B23026_035E,B23026_035M,B23026_036E,B23026_036M,B23026_037E,B23026_037M,B23026_038E,B23026_038M,B23026_039E,B23026_039M,B23026_040E,B23026_040M,B23026_041E,B23026_041M,B23026_042E,B23026_042M,B23026_043E,B23026_043M,B23026_044E,B23026_044M,B23026_045E,B23026_045M,B23026_046E,B23026_046M,B23026_047E,B23026_047M,B23026_048E,B23026_048M,B23026_049E,B23026_049M,NAME,B23026_001MA,B23026_001EA,B23026_002MA,B23026_002EA,B23026_003MA,B23026_003EA,B23026_004MA,B23026_004EA,B23026_005MA,B23026_005EA,B23026_006EA,B23026_006MA,B23026_007EA,B23026_007MA,B23026_008EA,B23026_008MA,B23026_009MA,B23026_009EA,B23026_010MA,B23026_010EA,B23026_011MA,B23026_011EA,B23026_012MA,B23026_012EA,B23026_013MA,B23026_013EA,B23026_014MA,B23026_014EA,B23026_015MA,B23026_015EA,B23026_016MA,B23026_016EA,B23026_017EA,B23026_017MA,B23026_018EA,B23026_018MA,B23026_019EA,B23026_019MA,B23026_020MA,B23026_020EA,B23026_021MA,B23026_021EA,B23026_022MA,B23026_022EA,B23026_023MA,B23026_023EA,B23026_024MA,B23026_024EA,B23026_025MA,B23026_025EA,B23026_026MA,B23026_026EA,B23026_027MA,B23026_027EA,B23026_028MA,B23026_028EA,B23026_029EA,B23026_029MA,B23026_030EA,B23026_030MA,B23026_031MA,B23026_031EA,B23026_032MA,B23026_032EA,B23026_033MA,B23026_033EA,B23026_034MA,B23026_034EA,B23026_035MA,B23026_035EA,B23026_036MA,B23026_036EA,B23026_037MA,B23026_037EA,B23026_038MA,B23026_038EA,B23026_039EA,B23026_039MA,B23026_040EA,B23026_040MA,B23026_041MA,B23026_041EA,B23026_042MA,B23026_042EA,B23026_043MA,B23026_043EA,B23026_044MA,B23026_044EA,B23026_045MA,B23026_045EA,B23026_046MA,B23026_046EA,B23026_047MA,B23026_047EA,B23026_048MA,B23026_048EA,B23026_049MA,B23026_049EA,state
0400000US08,807855,1906,369328,1283,113728,3808,65234,3263,49483,2964,1628,599,3775,1095,2732,768,3291,825,4325,897,33829,2733,15951,1809,1635,750,4175,907,4372,968,4227,947,3469,738,14665,1585,3874,1051,267,221,840,342,2246,655,1531,510,5907,1084,255600,4300,438527,1571,91925,4033,42066,2761,33512,2625,745,386,1305,527,1928,637,2272,629,2304,563,32610,2470,17287,1781,1358,508,3358,642,3927,1026,1852,598,4828,1070,17249,2027,5159,992,737,345,1901,619,2139,713,1531,488,5782,1050,346602,4310,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1051146,2952,462537,2171,123241,4306,69972,3544,53304,3054,1089,545,3256,635,3597,823,3815,821,4911,997,38287,2754,17040,1786,1589,587,5163,1052,5127,940,3925,773,5443,1163,14982,1541,3502,748,475,287,1361,472,1837,616,1564,567,6243,1115,339296,4417,588609,1848,106122,3974,44820,3031,34153,2739,431,292,1897,668,2772,741,1900,526,3667,915,42565,2948,24395,2636,882,400,4611,997,4146,903,4489,992,4042,944,18737,1756,7142,1197,748,421,1193,447,2260,688,2263,700,5131,911,482487,4213,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,731392,2338,323392,1546,75496,3085,40353,2627,32059,2454,756,334,2152,706,1664,488,1098,450,2624,730,26083,2118,13360,1564,1396,647,2773,655,2787,713,2626,805,3141,797,9060,1205,2952,771,330,242,875,409,1036,391,856,478,3011,701,247896,3461,408000,1596,63709,3207,28102,2159,21792,2136,334,242,1319,469,1356,526,1264,500,2037,680,26004,2277,15811,2033,610,328,2325,538,2342,693,1809,542,3107,849,9603,1594,3335,1147,283,185,1163,528,1434,561,1311,507,2077,500,344291,3399,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,720610,2987,315499,2373,80721,3490,50719,3215,40832,2928,690,361,1626,675,2772,847,2609,933,2190,636,21786,2403,12388,2046,209,165,1840,573,2433,737,2545,624,2371,737,8216,1365,2232,715,179,209,805,428,604,370,1111,515,3285,920,234778,4366,405111,2168,62609,3680,32709,2912,27702,2598,360,270,1048,454,1043,445,960,394,1596,765,19817,1909,11837,1531,848,539,1457,602,2325,704,1574,526,1776,596,10083,1424,3214,942,395,254,1022,453,913,400,1043,485,3496,849,342502,4056,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1990548,2970,869736,1783,229780,5939,135856,4676,108469,3903,2225,590,5396,1028,7376,1261,5441,975,6949,1068,65726,3844,32490,2802,2753,699,6187,1046,8699,1122,7895,1185,7702,1092,28198,1848,7306,1262,632,264,2864,605,3169,596,3894,731,10333,1185,639956,6248,1120812,2090,200601,5564,89997,3768,70169,3496,2110,571,3862,849,5249,910,3854,826,4753,949,73069,3252,39785,2592,3520,827,8930,1441,8391,1252,5815,977,6628,1162,37535,2496,11916,1524,1481,490,3662,751,3762,815,5395,1084,11319,1071,920211,5686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,537818,2027,239515,1176,73254,3130,40422,2290,30927,2103,803,334,1863,471,2282,516,1859,582,2688,538,23266,2090,10446,1241,1088,474,3095,862,3377,758,2622,682,2638,558,9566,1325,2514,556,213,180,662,277,1069,360,1563,513,3545,758,166261,2886,298303,1394,56611,2776,22078,2032,15637,1628,514,286,1053,374,1534,483,1199,415,2141,729,22317,1667,12387,1514,637,302,1958,704,2857,552,1957,471,2521,564,12216,1648,4003,964,210,156,1164,464,1558,524,1293,440,3988,774,241692,2912,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,245156,1267,112102,695,36883,2059,19136,1743,15655,1691,192,182,696,395,959,308,662,321,972,442,12777,1593,6823,1311,646,334,1131,378,1664,669,1672,492,841,364,4970,947,1268,531,179,144,647,408,303,209,1005,480,1568,447,75219,2238,133054,894,30846,2006,12357,1592,9300,1436,180,165,836,344,864,352,310,233,867,375,12202,1405,6555,1193,396,291,806,372,1639,517,1303,585,1503,489,6287,840,1772,582,143,133,695,312,476,279,898,356,2303,496,102208,2040,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,507676,2520,226122,1660,53176,2715,33635,2347,26147,2054,372,290,1765,720,1917,798,955,428,2479,781,14392,1699,7544,1393,534,295,2035,685,1035,466,1617,526,1627,465,5149,770,1392,524,31,53,396,268,691,351,504,248,2135,608,172946,3348,281554,1565,44145,3190,22997,2158,18089,2071,406,213,1095,427,1365,491,1078,480,964,373,14154,1538,7774,1148,515,287,999,460,1890,580,1587,543,1389,547,6994,1214,2656,633,251,280,149,123,680,361,822,407,2436,749,237409,3387,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,180756,919,80979,693,22169,1849,11937,1691,9704,1552,64,78,634,300,403,242,268,196,864,398,7216,1065,3387,799,240,219,852,415,1409,489,532,298,796,363,3016,805,645,373,0,200,600,428,377,241,503,306,891,415,58810,1814,99777,530,19513,1627,8283,1091,6401,1041,233,206,464,263,268,173,451,328,466,299,8113,1442,4201,1255,79,113,566,278,1343,550,806,394,1118,439,3117,727,496,258,57,85,619,366,266,176,836,490,843,324,80264,1628,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,888634,2323,403054,1407,119364,3387,61891,2482,43768,1952,1562,482,3328,610,4018,829,3790,633,5425,756,39445,2239,17328,1631,934,289,4872,861,6389,952,4293,818,5629,1003,18028,1557,4085,791,453,206,1832,591,1757,482,2522,561,7379,1050,283690,3698,485580,1639,93975,2909,35902,2136,27163,2008,1022,423,1253,326,2203,517,1612,447,2649,570,37113,2250,18907,1683,2011,654,3302,658,4781,906,3467,785,4645,891,20960,1584,5498,856,755,263,2398,552,2593,488,2787,616,6929,999,391605,3198,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
