GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001MA,B17002_001EA,B17002_002MA,B17002_002EA,B17002_003EA,B17002_003MA,B17002_004EA,B17002_004MA,B17002_005EA,B17002_005MA,B17002_006EA,B17002_006MA,B17002_007MA,B17002_007EA,B17002_008EA,B17002_008MA,B17002_009EA,B17002_009MA,B17002_010EA,B17002_010MA,B17002_011MA,B17002_011EA,B17002_012MA,B17002_012EA,B17002_013EA,B17002_013MA,state
0400000US40,3825027,2627,264068,8846,153949,11405,178932,9272,186805,10427,187801,8984,198749,10268,80622,7030,124736,7613,690215,18152,568342,16265,378240,13213,812568,19382,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5665153,2578,274093,11506,148135,10842,203598,10665,219561,10676,196782,10175,231153,12430,100664,7871,149531,8475,961584,18429,902195,19250,688875,15067,1588982,20899,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3165711,1397,734815,20630,322706,12522,306145,14073,285104,15489,245369,13907,207159,13648,79211,8024,105791,9381,442929,19025,197591,13230,98783,8504,140108,9806,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8264095,3584,423400,20585,204257,15599,256990,13443,261453,16350,282788,17561,321486,16179,114101,11375,199131,13091,1193494,31421,1077531,26985,891840,24038,3037624,40492,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,736671,693,39586,4192,13138,2366,25952,4649,28916,4724,26977,4303,22704,3676,11498,2923,21261,3557,108045,7245,116673,7692,90377,5400,231544,10855,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4944754,2221,334323,16953,176032,11715,244860,15114,229812,18346,257402,17843,256579,18223,100192,9955,139159,11581,865589,26007,712312,22101,497252,19736,1131242,28622,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4113142,3089,229916,12862,134914,12373,151740,11272,188481,12178,171112,12081,162491,10589,75652,8112,112352,9400,671002,22555,584304,21889,438859,19118,1192319,24947,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,563374,898,28721,3603,14611,2796,18969,3885,19991,4026,20323,3420,24256,3867,11214,2930,13572,3160,107120,8005,80182,7826,71400,7500,153015,7078,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38818454,7167,2275195,40838,1073271,33149,1620860,48293,1696121,45995,1608901,47187,1675161,40836,680301,22256,998922,32294,5863926,86123,4869828,67784,3640491,61511,12815477,87010,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2886448,1942,264940,16808,145743,10599,156962,12983,177115,14413,160171,13454,144020,11236,55310,7474,90638,10297,520936,20233,389077,15464,270418,17079,511118,19815,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3468263,1416,157621,10739,92230,8645,111526,8876,109371,9481,109995,10106,116868,10474,44414,6262,68118,7946,439311,18009,398731,13876,347754,15997,1472324,20229,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,28074573,7348,1815948,46057,1074265,40092,1290462,43333,1379197,33191,1369220,43261,1374878,40544,538801,26395,809280,30141,4567087,69255,3773404,61739,2749172,56882,7332859,76679,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5899819,3071,259827,14544,124223,11677,144153,11161,169788,12074,177234,13817,194715,15030,70907,8613,115378,10747,752487,25056,747991,21577,636230,22498,2506886,29986,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20882651,6372,1230013,33744,708425,32701,902539,29525,1018748,35758,972514,33701,1062909,34568,419224,21197,664555,24052,3714794,61704,2969288,53533,2079348,43788,5140294,59987,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6665083,2673,309113,12277,146973,9451,207832,13027,209244,15486,184646,11755,217432,14364,74164,8676,140619,11950,786366,26453,801019,28637,713518,20993,2874157,34421,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,669031,717,64617,7441,21200,4609,22238,3905,25500,5954,15992,4878,15518,4712,6377,2350,10841,2874,64036,8331,61541,6579,51422,5376,309749,8661,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3110944,2668,131030,10201,64940,8716,84803,9326,112425,13442,117715,9248,136037,10607,65383,8913,88354,8476,597725,23415,542363,20203,380133,17890,790036,16504,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,19037564,4341,1175106,32200,638126,26774,778159,25392,789819,26126,711062,22943,772122,29606,317975,20133,453048,19318,2611170,39312,2341558,40328,1885764,39445,6563655,53462,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8739304,2908,371646,15844,200767,15179,259720,16998,285472,18069,254473,16341,280066,18135,110635,9509,163830,13960,1078168,33215,1003265,26908,941887,26175,3789375,36903,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,11362304,4398,698757,26433,417040,17271,462876,19126,469250,17518,460089,16055,520181,22735,185531,11358,310244,15153,1883401,34290,1671389,32430,1306937,26297,2976609,33579,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5943658,3566,335885,14154,199893,12573,250552,15256,280353,14464,246546,13353,266435,13081,121408,10711,172641,11104,1042472,26069,907492,24346,645527,20993,1474454,23339,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12394000,4366,693015,25901,378478,17206,446377,19430,494207,18918,458473,17762,501311,19185,198463,13121,322153,12986,1957978,31150,1790544,31986,1396023,26960,3756978,40392,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9774124,3126,632834,19832,361964,16649,378551,17678,409339,17357,402137,18227,436532,19218,179226,12817,258480,11182,1636141,28714,1420667,29075,1069624,23929,2588629,34422,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1875342,1788,85297,6090,54233,6733,66811,5146,84096,7625,72394,6906,86071,7215,37711,4533,50186,5344,333700,12892,280970,12486,228583,10982,495290,11346,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1723154,1641,82577,8111,54699,7307,65988,8102,92336,10417,85218,8663,93509,9315,34159,4972,61604,7031,348402,16585,258397,16250,181317,11783,364948,15352,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2051759,2065,187319,11963,99665,10494,112472,9514,126640,10184,110197,9726,106374,8721,47325,6019,63023,7904,342940,17376,281838,15153,170690,12933,403276,13898,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1382448,1809,61108,6887,26138,4488,34897,5421,41368,6421,40128,5887,47274,6618,18385,4687,33957,5495,193308,11119,208290,13614,169809,11999,507786,15971,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,852419,1438,50823,5726,27454,4018,33349,4540,38339,5298,30133,4939,39018,5418,14913,2731,27026,3702,157382,8296,140484,7922,100473,7004,193025,8527,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7400557,3213,350974,16492,178930,13180,229109,14354,243764,13458,248264,16128,276179,16714,102502,11301,187116,13338,1119894,25348,1050578,26879,808468,22364,2604779,31839,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1016469,1124,56774,7829,32258,5032,42173,6696,38990,6863,34291,4939,35821,5368,14225,3353,20128,4302,140376,12451,149102,9793,113933,9665,338398,13904,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,7013444,3179,440556,17575,255588,18176,287355,19595,335649,18731,321388,16422,347288,19291,144667,11161,222788,15666,1235224,29148,985124,23845,715455,23004,1722362,26013,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6603013,4007,433900,19556,268636,16153,308480,17199,320708,16461,339160,17628,318114,17265,131367,12658,214999,14721,1155233,26954,946072,26341,672662,24085,1493682,32282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2825680,2043,143862,9057,86305,8788,108008,8205,122357,8839,122745,10108,132208,10206,52412,5085,79287,7056,502234,19117,435906,16961,306699,11880,733657,16904,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
