GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001EA,B19037_001MA,B19037_002EA,B19037_002MA,B19037_003EA,B19037_003MA,B19037_004EA,B19037_004MA,B19037_005EA,B19037_005MA,B19037_006EA,B19037_006MA,B19037_007EA,B19037_007MA,B19037_008EA,B19037_008MA,B19037_009EA,B19037_009MA,B19037_010EA,B19037_010MA,B19037_011MA,B19037_011EA,B19037_012EA,B19037_012MA,B19037_013EA,B19037_013MA,B19037_014EA,B19037_014MA,B19037_015EA,B19037_015MA,B19037_016EA,B19037_016MA,B19037_017EA,B19037_017MA,B19037_018EA,B19037_018MA,B19037_019EA,B19037_019MA,B19037_020EA,B19037_020MA,B19037_021EA,B19037_021MA,B19037_022EA,B19037_022MA,B19037_023EA,B19037_023MA,B19037_024EA,B19037_024MA,B19037_025EA,B19037_025MA,B19037_026EA,B19037_026MA,B19037_027EA,B19037_027MA,B19037_028EA,B19037_028MA,B19037_029EA,B19037_029MA,B19037_030EA,B19037_030MA,B19037_031EA,B19037_031MA,B19037_032EA,B19037_032MA,B19037_033MA,B19037_033EA,B19037_034EA,B19037_034MA,B19037_035EA,B19037_035MA,B19037_036EA,B19037_036MA,B19037_037EA,B19037_037MA,B19037_038EA,B19037_038MA,B19037_039EA,B19037_039MA,B19037_040EA,B19037_040MA,B19037_041EA,B19037_041MA,B19037_042EA,B19037_042MA,B19037_043EA,B19037_043MA,B19037_044MA,B19037_044EA,B19037_045EA,B19037_045MA,B19037_046EA,B19037_046MA,B19037_047EA,B19037_047MA,B19037_048EA,B19037_048MA,B19037_049EA,B19037_049MA,B19037_050EA,B19037_050MA,B19037_051EA,B19037_051MA,B19037_052EA,B19037_052MA,B19037_053EA,B19037_053MA,B19037_054EA,B19037_054MA,B19037_055MA,B19037_055EA,B19037_056EA,B19037_056MA,B19037_057EA,B19037_057MA,B19037_058EA,B19037_058MA,B19037_059EA,B19037_059MA,B19037_060EA,B19037_060MA,B19037_061EA,B19037_061MA,B19037_062EA,B19037_062MA,B19037_063EA,B19037_063MA,B19037_064EA,B19037_064MA,B19037_065EA,B19037_065MA,B19037_066MA,B19037_066EA,B19037_067EA,B19037_067MA,B19037_068EA,B19037_068MA,B19037_069EA,B19037_069MA,state
0400000US08,2176757,7548,92172,5028,11500,2019,5012,1251,5567,1359,8293,1729,4906,1271,6555,1229,6587,1663,3582,1102,3778,1129,11065,2002,9433,1703,7393,1621,3362,971,2845,942,1615,769,679,564,788767,8448,25995,2987,12997,2024,15389,2046,23655,2553,23463,3084,30885,3306,28613,3193,30931,2936,31234,3365,59800,3762,90658,5576,123131,5820,98148,4467,65460,4488,67781,4233,60627,4229,796016,7593,41409,3346,21822,2319,17962,2127,21373,2289,21210,2631,24833,2894,24110,2330,28063,3011,25295,2711,49086,3360,74271,4119,107523,5070,89689,3516,60353,3530,86152,4164,102865,4133,499802,5180,26682,2104,31095,2873,33257,2274,30555,2335,25377,2344,24854,2234,24978,2316,24331,2701,22131,1821,38962,2093,47921,2951,59042,3100,38071,2674,23323,2239,23953,2018,25270,2463,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,126828,5931,20000,2324,9472,1770,10384,1706,11629,2214,9674,1583,10407,2069,7716,1697,6497,1379,6358,1495,9973,1694,9986,1741,8567,1604,3339,1088,1276,680,648,513,902,492,842775,9686,45402,3963,22497,2376,28183,3249,37294,3799,32322,3151,43163,3162,37895,3304,42646,3890,38268,3681,77811,4631,100538,5356,136207,6010,82128,4458,50720,3933,42260,3063,25441,2468,969757,7315,56451,3719,36419,3145,32858,3073,34693,3128,34007,2749,41220,3419,37295,2719,44784,3473,34686,3337,74155,3773,102653,5023,143888,5429,105665,5071,65770,3795,64964,3657,60249,4025,659809,5888,37538,3184,46136,3134,54057,3357,51107,2776,45946,3312,44293,2916,40839,2870,35634,2831,33597,2488,57879,3257,68660,3893,66801,3454,32028,2588,17457,1988,13249,1474,14588,1666,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,77682,4434,13839,2125,5199,1175,5195,1153,7291,1494,5853,1183,6014,1313,6031,1380,5047,1193,3359,1057,4888,1114,6556,1454,5659,1542,1937,973,527,336,58,96,229,246,537335,7744,39038,3679,18945,2638,18945,2302,22012,2424,26226,2829,28946,2733,24616,2680,24641,2838,24484,2701,46830,3489,63788,3767,77203,4114,49484,3081,29832,2935,22631,2366,19714,2138,659676,6068,57878,3801,33441,2548,30701,3061,27509,2626,28600,2765,32166,2495,30143,2802,27600,2800,23307,2456,49001,3297,62555,3808,80234,4490,62565,2861,39334,2934,38180,2703,36462,2749,458020,5119,34875,2855,39153,2552,39158,2884,38152,2810,31517,2565,28585,2212,25822,2147,25255,2120,22594,2148,38023,2560,38452,2612,41513,2706,20624,1622,12288,1673,9202,1147,12807,1693,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,64005,3996,11699,1825,4947,1372,4661,1202,6842,1504,3464,908,5602,1834,4277,1190,3489,1136,3484,1020,4767,1250,3785,972,3494,1021,1672,811,1288,679,63,70,471,407,578497,9163,44138,3721,23531,2931,31065,3668,40157,4255,29902,3550,32661,3346,25482,3106,25753,3144,20325,2822,41508,4045,52396,3770,71627,4095,52685,4050,33044,3147,33251,3137,20972,2878,647739,8121,66114,4738,32821,3107,31571,2782,29647,3236,30036,2895,27660,2896,27991,2933,21919,2460,22687,2529,45181,3792,60546,4593,80357,4717,55100,3705,34702,2733,39093,3086,42314,3141,446979,5817,40509,3254,41721,3218,40542,2900,35731,2682,30798,2632,26814,2933,25351,2286,20835,2265,20307,2615,31853,2969,36150,2791,36733,3190,22511,2189,12517,1884,11116,1547,13491,1728,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,167420,5982,35082,3628,12780,2038,10752,1855,13105,1928,9137,1491,11788,2143,8018,1371,10526,1819,7147,1285,10674,1645,15695,2035,11433,1588,5540,1255,1893,868,1859,869,1991,816,1603287,12651,77027,6226,40236,3618,44785,3456,66557,5481,53961,4249,69271,4298,62486,3975,67220,4666,58342,4052,117994,6071,173399,6876,229295,7134,180695,6169,113663,6106,123243,5886,125113,5676,1852117,10356,112266,5471,54403,4694,52576,3284,57127,3999,57529,4077,56879,3743,58585,3738,63784,3702,58991,3559,123406,5291,180755,6304,238673,6055,199454,6541,138349,5361,178898,6600,220442,5600,1242040,8008,85424,4138,79729,4221,88665,5019,93926,4952,79195,3514,74907,3610,62201,3988,57448,2891,50506,3324,96686,4675,118318,5090,128340,4811,80240,3784,43763,2862,48091,2448,54601,2978,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,72980,4146,13281,1820,5748,1447,4146,1035,4359,1112,4666,1311,5031,1160,4470,1049,5336,1190,3307,881,5906,1303,6990,1256,5430,1201,2356,820,942,491,551,485,461,338,403607,5432,15417,2074,11022,1795,11143,1656,15120,2083,12931,1778,18548,2455,15735,1752,18721,2183,16881,2186,35445,2923,48069,3217,70644,3718,47856,2794,28149,2346,21982,2403,15944,1764,453127,4396,22126,2266,14127,1600,14044,1615,15191,1418,15335,1651,18903,1938,16461,1609,17520,1605,15175,1822,33098,2683,50807,2947,71218,2870,51563,3110,33086,2487,32635,2381,31838,2376,338159,3874,18608,1720,23793,2014,26157,2262,24057,1962,23932,2201,20346,1726,20706,1791,19027,2071,18462,1656,30000,2030,33991,2290,34652,2464,17162,1467,8945,1360,7291,1051,11030,1415,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,15845,2043,2728,1042,589,331,490,355,527,387,1008,422,1444,698,1072,701,732,492,764,521,1322,509,1693,637,1702,703,883,618,491,368,190,207,210,263,146356,4028,5386,1206,3631,1140,3265,970,3018,846,4544,1209,5165,1316,4147,927,6750,1303,4433,1141,10328,1681,15855,1981,23307,2084,19269,2226,12950,1529,12341,1694,11967,1965,223223,3914,7827,1346,4919,1240,6834,1640,6168,1147,6125,1122,6902,1414,5629,1091,7588,1399,5043,986,12295,1994,19021,1766,30386,2691,28137,2455,21506,1887,25230,2169,29613,2313,145788,2781,6571,1302,8000,1237,10266,1527,10326,1467,9169,1739,8185,1167,7002,1152,6710,1053,6337,1057,12378,1471,13445,1485,17772,1887,9335,1228,6885,1186,6858,1170,6549,1025,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,57448,3887,11864,1886,5642,1518,4273,1086,4093,985,5148,1271,5090,1166,2846,907,3367,1128,3034,899,3744,1052,4037,1101,2899,866,1085,588,120,120,44,59,162,158,367943,6945,22129,2311,14855,2208,17808,2366,21585,2888,18537,2434,18891,2581,22071,2452,18630,2449,19867,2674,33848,3202,42442,3253,43426,3501,31080,2855,17774,2103,14056,2205,10944,1921,416118,6350,37552,3500,21693,2155,18404,1851,22174,2346,19060,2279,20312,2797,18388,2144,17922,2172,17183,2181,31226,2731,37604,2895,52147,3891,36335,2855,21915,2482,21711,2816,22492,2486,314838,3765,23026,2657,27938,2431,26642,2448,26817,2275,22289,2100,20789,2212,18227,1887,17026,1922,16922,1947,26500,2632,26523,2300,23690,2190,15715,1994,6847,1082,7790,1329,8097,1365,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,8687,1343,1385,560,638,369,777,445,573,456,660,464,894,649,144,157,301,275,371,309,880,587,894,501,487,337,358,247,274,293,0,200,51,61,105843,3518,5670,1452,2903,890,2966,1006,6015,1443,5814,1483,5162,1443,3569,951,3621,1046,4343,1097,6575,1695,12116,1848,14867,1806,13350,1776,7279,1437,6039,1239,5554,975,145383,3141,10514,1957,5709,1318,3675,942,4024,1018,4867,1206,4794,1284,4618,1091,6311,1394,4836,1329,9646,1448,14765,2137,19309,1733,14648,1704,10826,1698,13077,1648,13764,1674,107758,2367,4471,1003,5317,997,4737,1061,7903,1123,5925,1051,6150,1084,5465,1027,4381,857,4408,1082,9948,1094,12216,1513,15799,1735,7553,1059,3583,707,4974,901,4928,999,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,91411,4340,9883,1444,5672,1071,5554,1402,6753,1331,7354,1256,8188,1405,6244,1439,4745,934,4609,932,7281,1236,9853,1391,9274,1507,3095,890,1856,810,751,365,299,177,726340,5530,22406,2258,14952,1672,12028,1587,19507,2106,20933,2451,27165,2584,26947,2255,30303,2775,27548,2289,52891,3535,77164,3604,115177,4457,95058,3770,66381,3382,65268,3641,52612,3459,824268,5447,36673,2635,23371,1959,18473,1945,22635,1868,22354,1955,23975,2123,28130,2293,27678,2259,24755,2049,51539,2779,77723,3729,117843,4076,98026,3077,71277,3069,84293,3640,95523,3379,552433,4269,28514,2133,39149,2961,39355,2740,36798,2529,32301,2095,32075,2450,30600,2075,26496,1853,27197,2005,48574,2355,57604,3056,61018,2879,35584,2091,20429,1741,17885,1721,18854,1789,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
