GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001MA,B25015_001EA,B25015_002EA,B25015_002MA,B25015_003MA,B25015_003EA,B25015_004EA,B25015_004MA,B25015_005EA,B25015_005MA,B25015_006EA,B25015_006MA,B25015_007MA,B25015_007EA,B25015_008MA,B25015_008EA,B25015_009EA,B25015_009MA,B25015_010EA,B25015_010MA,B25015_011EA,B25015_011MA,B25015_012MA,B25015_012EA,B25015_013EA,B25015_013MA,B25015_014EA,B25015_014MA,B25015_015EA,B25015_015MA,B25015_016EA,B25015_016MA,B25015_017MA,B25015_017EA,B25015_018MA,B25015_018EA,B25015_019EA,B25015_019MA,B25015_020EA,B25015_020MA,B25015_021EA,B25015_021MA,B25015_022MA,B25015_022EA,B25015_023MA,B25015_023EA,B25015_024EA,B25015_024MA,B25015_025EA,B25015_025MA,B25015_026EA,B25015_026MA,B25015_027EA,B25015_027MA,state
0400000US08,2176757,7548,1417981,9500,166206,5471,162972,5390,2767,1054,467,315,850826,8727,838300,8977,9874,1773,2652,764,400949,5810,399842,5808,727,398,380,243,758776,10471,310979,6860,294036,7008,9758,1781,7185,1537,348944,9012,329550,8661,13175,2313,6219,1325,98853,4660,97712,4650,640,502,501,346,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,223604,6420,219260,6119,3425,1017,919,511,1033673,10471,1020348,10526,10945,1643,2380,701,534472,5645,533223,5671,1032,456,217,191,807420,11150,307135,8186,294124,8171,7269,1311,5742,1547,374948,9017,361244,9087,9608,1973,4096,1310,125337,4564,124267,4651,267,260,803,653,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,129317,4662,125987,4668,2657,875,673,405,663449,8608,654160,8590,7378,1519,1911,804,374963,5339,373674,5296,791,431,498,288,564984,10983,203807,6750,193804,6758,7262,1480,2741,971,278120,8280,269384,8004,6530,1500,2206,898,83057,4131,82611,4163,282,215,164,134,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,129876,5649,126608,5545,2553,1066,715,404,642987,10438,633247,10395,7954,1474,1786,632,364661,5680,362192,5830,1702,820,767,288,599696,11233,211022,7333,201371,7363,6834,1459,2817,1013,306356,8988,293474,8706,9981,1555,2901,1080,82318,3734,81811,3748,392,386,115,132,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,333085,8983,324632,8913,5804,1355,2649,1071,1899637,11342,1868674,11562,24344,2191,6619,1222,977391,7811,973584,7862,2424,699,1383,429,1654751,16516,596329,12396,570389,12204,15638,2299,10302,1714,793773,12009,754853,11470,26543,2638,12377,2178,264649,7599,262477,7690,1196,571,976,380,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,122517,4479,120095,4477,2061,700,361,294,508742,6966,502533,7196,5030,985,1179,469,272492,3753,272127,3724,152,135,213,140,364122,7753,143885,4750,139374,4877,2881,807,1630,820,154570,5340,148051,5544,4478,1129,2041,778,65667,3621,65374,3601,74,80,219,219,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,32180,2767,31450,2783,643,466,87,102,230314,4328,228051,4215,1776,658,487,382,116248,3195,115854,3213,287,233,107,105,152470,5181,49127,3379,47051,3477,1107,463,969,514,73803,4110,71229,3801,2353,1074,221,188,29540,2561,29383,2553,0,192,157,209,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,82694,4251,79630,4308,2796,961,268,174,419727,6631,411596,6644,6731,1471,1400,593,257980,3958,257038,4057,521,342,421,269,395946,7521,153352,6202,143402,6322,5663,1250,4287,1361,185736,5290,174819,5455,6315,1484,4602,1229,56858,3506,56427,3450,58,76,373,296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,23097,2211,22508,2252,550,368,39,70,146715,3796,144695,3801,1806,657,214,212,91333,2370,90954,2273,235,354,144,138,106526,4571,35177,2779,34207,2806,557,329,413,335,54924,3803,52624,3934,1686,818,614,359,16425,1998,15847,1947,304,359,274,309,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,198398,5032,193423,4987,3668,795,1307,501,937243,7629,923935,7789,10619,1328,2689,756,432298,4635,431045,4654,762,323,491,270,626513,8243,242154,5744,225631,5710,11275,2085,5248,1287,264224,7626,249766,7500,8914,1615,5544,1117,120135,4330,119606,4349,146,119,383,240,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,291018,4709,31126,2748,29986,2823,907,550,233,173,160184,4056,158166,4018,1690,516,328,210,99708,2545,99399,2581,176,127,133,91,140403,5561,53279,3348,51456,3154,1206,748,617,379,63526,4361,61076,4243,2104,818,346,256,23598,2084,23378,2066,102,111,118,170,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
