GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001MA,B24092_001EA,B24092_002MA,B24092_002EA,B24092_003EA,B24092_003MA,B24092_004EA,B24092_004MA,B24092_005EA,B24092_005MA,B24092_006MA,B24092_006EA,B24092_007MA,B24092_007EA,B24092_008MA,B24092_008EA,B24092_009MA,B24092_009EA,B24092_010EA,B24092_010MA,B24092_011EA,B24092_011MA,B24092_012MA,B24092_012EA,B24092_013MA,B24092_013EA,B24092_014MA,B24092_014EA,B24092_015EA,B24092_015MA,B24092_016EA,B24092_016MA,B24092_017MA,B24092_017EA,B24092_018MA,B24092_018EA,state
0400000US08,56688,647,56070,711,55309,858,71505,4393,60744,1878,61812,1648,53618,4525,69350,3562,46800,3017,46574,493,43792,1298,43117,1175,53778,7384,50552,1450,49882,1436,51651,1259,66034,6260,41134,1931,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,50832,284,50816,305,50603,306,61730,3813,53152,4272,48893,2129,50772,2949,66165,3956,41345,2108,38102,690,36639,413,36612,409,40029,6899,42062,905,40785,917,42073,1180,57626,6449,29195,2852,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,47835,988,48038,1166,47347,849,65277,6129,52082,2087,45589,2831,46384,2434,59571,3190,36401,2161,37449,563,35720,586,35599,590,42794,11731,44170,2227,40476,1564,41023,1191,56504,6051,27473,2253,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,51682,469,51791,565,51581,591,61627,4435,54008,4392,48594,3286,52040,2479,65379,3449,44633,6063,35740,669,32445,973,32237,643,47702,12906,45389,2910,36797,2258,42478,2220,47457,6733,26248,5767,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,57022,477,55797,585,55133,737,68775,2893,61120,1196,70509,1677,66078,1846,69690,4001,42246,2007,46013,455,42792,844,42523,739,51295,3866,50400,646,54169,2435,53202,2163,61255,1469,31186,1094,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,51545,306,51263,323,51095,338,58014,6727,51435,1348,55542,2347,61761,1214,63327,4864,41956,2397,40407,444,37446,694,37371,572,43687,4782,42155,1647,46048,1799,53117,2160,59099,4528,24811,2058,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,61158,1106,61178,1424,61123,1376,63438,10776,65204,7623,60192,5871,65760,8583,70853,6761,49247,5072,45343,1070,43518,2233,43190,2164,61774,19324,46769,3587,50542,2249,46617,6380,61212,1347,40624,2598,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,42454,1134,42427,1192,41919,640,62208,12168,51641,3601,39344,2711,46088,2169,59630,5633,36016,2042,36104,557,34097,1381,33894,1354,40413,11029,40219,2187,38629,1800,43391,1410,51179,3440,23413,4283,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,52063,1503,52282,2848,51961,1665,60680,9029,50036,9650,56806,10631,54259,4087,67769,8133,35714,4092,43844,2906,38122,2179,37514,2013,49276,3470,50115,5978,71009,1829,52116,2623,60957,23114,26006,5883,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,56908,574,56541,618,55978,651,66666,4297,60104,2163,61508,1106,61774,2058,62280,2985,43891,3594,46915,460,44479,929,44172,950,51222,2638,51400,801,52227,1104,54132,2862,56714,6070,30469,2178,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
