GEO_ID,B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,NAME,B22010_001MA,B22010_001EA,B22010_002MA,B22010_002EA,B22010_003MA,B22010_003EA,B22010_004MA,B22010_004EA,B22010_005MA,B22010_005EA,B22010_006MA,B22010_006EA,B22010_007MA,B22010_007EA,state
0400000US08,2176757,7548,156794,5881,77135,4966,79659,4469,2019963,9232,403670,8197,1616293,10672,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,230522,7550,115024,5251,115498,5420,2368647,11696,580448,9720,1788199,12715,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,229058,7892,127976,5323,101082,5614,1503655,10558,440968,8569,1062687,12486,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,260842,8723,118278,5480,142564,7173,1476378,11681,390991,9560,1085387,15417,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,599358,11724,258509,8303,340849,9700,4265506,15032,841926,11070,3423580,16217,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,122222,4311,50965,2730,71257,3820,1145651,9071,242808,6912,902843,8914,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,35405,3142,20267,2539,15138,1854,495807,6423,119454,4891,376353,6949,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,131342,5544,72516,4161,58826,4194,1025005,7919,315724,7407,709281,7519,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,41515,3341,17851,2313,23664,2599,326156,4590,79311,4387,246845,5621,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,160758,4844,80038,3835,80720,4081,2033694,8804,407635,7695,1626059,10595,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,38358,3072,18211,1871,20147,2203,393063,4664,94715,3106,298348,5268,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,73727,3787,45060,3464,28667,2428,496580,6104,126825,4717,369755,7010,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,465045,11837,210602,7390,254443,8548,3546417,18398,829151,11956,2717266,21587,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,453168,11157,199072,7123,254096,9536,3349844,17063,735341,12986,2614503,18652,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,27815,1901,12894,1636,14921,1569,226736,3482,51094,3067,175642,3961,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,247434,7931,118687,5521,128747,6011,1607750,12299,456316,10488,1151434,13373,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,27163,2357,16692,2058,10471,1386,234210,4119,53334,3274,180876,4681,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,126476,4410,56631,3601,69845,3819,1003334,7396,227466,7276,775868,9212,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,122014,5305,65939,3502,56075,4288,612689,7551,187102,5220,425587,7698,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,185838,5850,94313,4308,91525,4535,1299472,8323,377690,6911,921782,8711,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,238242,6489,106644,4410,131598,5138,2133718,9497,436476,7802,1697242,10321,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,492527,8949,231038,6574,261489,7795,687110,10969,233193,6704,453917,9371,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,251693,9340,124943,6105,126750,6036,2923831,14420,637682,9766,2286149,16384,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,22273,2175,8971,1499,13302,2042,297082,4719,58509,2615,238573,4868,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,220112,7622,99972,5204,120140,6471,1707879,13106,436277,9173,1271602,13299,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,241059,8801,121011,6546,120048,6156,1398911,10738,322143,7684,1076768,11448,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,230252,3746,11545,1850,5738,1309,5807,1207,218707,3940,53149,3439,165558,4218,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13072122,21485,1114465,18430,408539,9148,705926,14767,11957657,25183,2606327,20996,9351330,30113,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1108630,9460,164100,7024,80797,4655,83303,5065,944530,8806,274863,7739,669667,10474,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1378091,6923,154161,6626,69370,4454,84791,5071,1223930,9399,233776,6156,990154,10479,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,9776083,21679,1166233,20236,486879,13090,679354,14652,8609850,25032,1875859,20662,6733991,26976,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2215935,9432,208654,7163,101798,4898,106856,5936,2007281,10685,415360,9205,1591921,12741,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,7809358,20825,1077869,17206,464654,11553,613215,14136,6731489,27144,1566715,17229,5164774,25461,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2624294,8879,301025,8559,155086,5930,145939,6706,2323269,11859,464569,9859,1858700,14509,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,287476,2752,40353,2804,17887,2182,22466,2252,247123,3466,38990,2870,208133,3648,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,998891,5079,64722,4087,28839,2655,35883,3602,934169,6381,204479,6429,729690,7495,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
