GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,NAME,C27010_001EA,C27010_001MA,C27010_002EA,C27010_002MA,C27010_003EA,C27010_003MA,C27010_004EA,C27010_004MA,C27010_005EA,C27010_005MA,C27010_006EA,C27010_006MA,C27010_007EA,C27010_007MA,C27010_008EA,C27010_008MA,C27010_009EA,C27010_009MA,C27010_010EA,C27010_010MA,C27010_011MA,C27010_011EA,C27010_012EA,C27010_012MA,C27010_013EA,C27010_013MA,C27010_014EA,C27010_014MA,C27010_015EA,C27010_015MA,C27010_016EA,C27010_016MA,C27010_017EA,C27010_017MA,C27010_018EA,C27010_018MA,C27010_019EA,C27010_019MA,C27010_020EA,C27010_020MA,C27010_021EA,C27010_021MA,state
0400000US08,5604105,2082,1345058,5020,820339,15339,411637,13483,50850,4289,62232,6011,1295169,6734,902575,12080,199495,8470,38466,3979,154633,8359,2170248,4661,1601564,12317,286051,9107,84424,4768,198209,8958,793630,2101,26289,2549,321008,7945,439763,8662,6570,1578,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,1660376,5565,975736,17992,503462,16433,72184,6969,108994,7363,1405727,7077,988665,12423,184843,7375,40660,3795,191559,9451,2510513,5955,1833457,16340,341567,11651,97344,5611,238145,9263,1015888,3127,22387,1996,388769,8909,598307,8467,6425,1620,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,1066094,4243,547047,12071,435194,12784,43829,4418,40024,4831,913345,5394,576903,10360,214741,8488,30406,3391,91295,6728,1699249,4537,1091581,12282,397587,10752,96127,4672,113954,5977,709516,2481,16008,2064,275495,8121,415645,8423,2368,945,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,1160494,4418,502594,12703,564048,13632,54648,4784,39204,4234,977614,5959,559579,12052,241923,8646,35009,4085,141103,8059,1719085,6453,1082941,12942,374094,9787,83419,5368,178631,8643,698885,3199,24173,2624,318184,7247,352104,7779,4424,1527,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,3027744,5964,1809973,19059,1018676,18672,96629,6761,102466,7229,2715568,6972,1907892,17418,424529,11097,54869,3523,328278,10769,4895060,5213,3644765,18464,680901,12215,142918,6178,426476,12663,1925536,3819,71719,3919,747722,11957,1088707,11048,17388,2843,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,780762,4106,477800,8866,234412,8950,47528,4041,21022,3389,655289,5200,477517,7654,96644,5087,22280,2356,58848,4276,1161273,4672,896614,8817,149461,7080,49234,3685,65964,4848,515705,2101,12143,1874,157726,4304,344631,4423,1205,558,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,279907,2464,190708,5579,72709,5494,9234,1615,7256,1719,268902,2826,199223,4622,35224,3256,5969,1238,28486,2614,553805,2063,431814,5352,60885,3973,20665,2394,40441,3168,236935,1307,8768,1694,78415,3984,148924,4411,828,423,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,746754,4497,322743,9220,366898,10512,23398,2826,33715,4726,622313,6034,384630,8061,117422,5677,23698,2839,96563,5719,1100544,5158,695010,10721,236275,8545,58587,4379,110672,6486,490892,2821,7184,1505,208884,5281,272189,6203,2635,824,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,215130,1599,125618,5072,73897,4476,7777,1864,7838,2190,193792,2010,126993,4785,38502,3953,9272,1848,19025,2838,366402,1555,262814,4759,59795,4610,17561,2437,26232,3391,176887,1004,4141,980,53464,3341,118415,3309,867,547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,1376114,3686,898735,11113,363317,10914,68868,5170,45194,3702,1172347,3855,870578,9147,186638,6960,31644,2526,83487,5519,2146751,3691,1672993,9976,285810,7218,75060,3508,112888,4982,858352,2411,23409,2160,246034,5717,586099,6031,2810,1134,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
