GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001EA,B20017B_001MA,B20017B_002EA,B20017B_002MA,B20017B_003MA,B20017B_003EA,B20017B_004MA,B20017B_004EA,B20017B_005MA,B20017B_005EA,B20017B_006EA,B20017B_006MA,B20017B_007EA,B20017B_007MA,state
0400000US08,31653,1346,33553,3069,41732,3791,15033,2913,30143,2985,37716,2438,12499,3082,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,25840,793,26548,1059,39380,3059,10944,859,25217,1258,35410,1171,10379,741,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,25763,939,27203,1797,37401,2093,8058,1583,23693,2551,34422,2508,9705,1497,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22953,813,26539,990,36242,2209,10925,692,21558,472,27175,680,10333,567,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,29006,988,31094,717,45191,2496,10877,718,26837,562,40020,1137,11224,518,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,23179,3090,25473,3013,32419,3753,9729,3047,21679,1748,30134,1797,11813,1533,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,24500,6834,30816,6228,41189,5415,5750,5002,18864,6403,29819,9669,6547,1966,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,24886,1333,25762,1820,32158,993,10209,1935,24119,1410,31918,987,10322,1132,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,29376,2392,31040,2186,41619,2086,10375,1853,27595,3981,38528,3705,10536,1340,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,26199,868,30594,1091,39015,2578,9837,1369,23537,1245,33642,2762,13039,1587,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,26611,4154,26126,9638,30572,8547,8632,6678,29018,8494,31736,7860,18705,41091,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,17813,9518,27591,7125,37737,4836,8356,3922,9786,5736,31791,5055,6997,1649,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,26670,395,28070,1092,36886,708,9079,713,25893,460,32834,847,10126,503,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,29679,716,31586,449,41063,633,11101,432,26850,471,35528,764,10993,411,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,31200,3111,35754,8001,47427,18502,12633,8820,25557,5384,33926,19688,12095,2252,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,25027,696,29284,2633,37725,2268,8274,889,22172,504,31242,798,8299,733,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,25361,6490,22980,6675,42558,24989,9682,20101,33373,20884,36535,28581,4158,3222,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,31340,921,31616,1205,37375,4322,15884,3393,31041,1549,37376,2667,11878,1293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,20511,1610,21402,1851,33316,6409,11876,2236,18857,3540,24092,3054,8853,4992,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
