GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001MA,B07008_001EA,B07008_002MA,B07008_002EA,B07008_003MA,B07008_003EA,B07008_004MA,B07008_004EA,B07008_005MA,B07008_005EA,B07008_006EA,B07008_006MA,B07008_007MA,B07008_007EA,B07008_008MA,B07008_008EA,B07008_009MA,B07008_009EA,B07008_010MA,B07008_010EA,B07008_011MA,B07008_011EA,B07008_012MA,B07008_012EA,B07008_013MA,B07008_013EA,B07008_014MA,B07008_014EA,B07008_015MA,B07008_015EA,B07008_016EA,B07008_016MA,B07008_017EA,B07008_017MA,B07008_018MA,B07008_018EA,B07008_019MA,B07008_019EA,B07008_020MA,B07008_020EA,B07008_021MA,B07008_021EA,B07008_022MA,B07008_022EA,B07008_023MA,B07008_023EA,B07008_024MA,B07008_024EA,B07008_025MA,B07008_025EA,B07008_026EA,B07008_026MA,B07008_027EA,B07008_027MA,B07008_028MA,B07008_028EA,B07008_029MA,B07008_029EA,B07008_030MA,B07008_030EA,B07008_031MA,B07008_031EA,B07008_032MA,B07008_032EA,B07008_033MA,B07008_033EA,B07008_034MA,B07008_034EA,B07008_035MA,B07008_035EA,B07008_036MA,B07008_036EA,state
0400000US08,4643242,3035,1508108,14869,2315186,21673,545680,13176,67469,4678,206799,6577,3802208,19023,1101075,16041,2016880,21191,452480,11644,49071,3933,182702,6561,359433,12441,166323,7555,123417,9406,49071,4114,10360,2042,10262,1728,244379,11119,128679,7567,79680,6081,24675,2844,4749,1328,6596,1587,205792,11700,97754,6643,82002,8314,16801,2107,2770,913,6465,1231,31430,3779,14277,2353,13207,2681,2653,927,519,506,774,425,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,1702711,16677,2637677,27517,661869,14544,71307,4552,318990,7947,4596863,20022,1311878,18227,2388930,26905,559201,12384,50547,3841,286307,7473,442493,13634,212916,9490,135547,8624,62126,4986,13284,1744,18620,2015,206617,8641,106650,6515,61314,5894,26044,2633,4629,1297,7980,1531,120151,6436,59498,3977,40511,4829,12733,1756,2705,844,4704,1136,26430,3783,11769,2197,11375,2225,1765,884,142,177,1379,715,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,1055005,13668,1789351,19839,464369,12487,81588,5221,238789,6999,3095036,15784,811778,14803,1617511,18559,390766,11209,58477,4195,216504,6671,299390,10805,136033,7424,93874,6140,44108,3627,12348,2027,13027,1773,134061,8193,61524,4194,40692,5108,19306,2362,6097,1325,6442,1253,90509,5986,41545,3668,32564,4103,9156,1530,4568,1326,2676,773,10106,1943,4125,1198,4710,1351,1033,472,98,131,140,138,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,1368204,17221,1629164,20450,424448,12488,83267,5914,237669,6917,3295824,15815,1137064,18428,1500693,20303,369838,12126,67470,5141,220759,6697,255635,12586,132723,9258,71482,5385,31797,3592,10212,1896,9421,1656,116863,7738,63851,4508,28365,3544,15448,2689,4395,1089,4804,1193,64205,4734,29163,2986,25262,3302,6710,1482,857,364,2213,709,10225,2031,5403,1342,3362,1114,655,433,333,311,472,338,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,3672166,20981,4938550,29354,1012382,16886,159014,6006,599135,11157,9088931,22461,2988531,24609,4533306,26834,888340,16345,129724,5988,549030,10811,782370,17433,409562,12516,240984,8712,78863,4067,20190,2286,32771,2985,272683,10546,147144,6814,83772,6235,27241,2431,5304,1258,9222,1451,179713,9640,101372,6284,55159,5983,15385,2152,2815,716,4982,1178,57550,4870,25557,3047,25329,3471,2553,822,981,638,3130,835,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,773879,10124,1304528,16286,280550,7420,27494,2858,159135,5407,2169752,11348,570722,10852,1195029,15562,240982,7017,18228,2065,144791,5148,206321,8447,104593,5624,63301,5544,25801,2551,4942,1030,7684,1354,96911,5610,58685,3983,23240,3269,8477,1424,2516,778,3993,975,62985,4206,36294,2658,18388,2561,4628,967,1376,719,2299,784,9617,2152,3585,1200,4570,1396,662,391,432,343,368,238,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,352113,7376,582407,11644,134804,7037,12872,1900,65598,3349,998538,7911,275553,8511,538900,11544,115493,6202,10033,1646,58559,3378,70797,6296,35741,3936,19044,3078,10879,2015,1978,751,3155,1002,29350,3683,14792,2032,8291,1796,4538,1397,300,171,1429,654,43587,4068,23504,2515,14127,2612,3269,938,561,377,2126,891,5522,1395,2523,1104,2045,905,625,553,0,192,329,270,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,712998,11245,1182906,17833,318611,9642,52521,4172,162672,6090,2086884,14142,562724,11944,1070534,17271,267395,9551,39303,3408,146928,5371,187148,10254,83052,5784,58260,5641,28877,3342,7479,1552,9480,1681,88221,6552,40508,4051,27992,3854,13950,2158,3125,852,2646,807,59488,5110,22460,3030,23971,3304,7563,1296,2407,956,3087,746,7967,2226,4254,1477,2149,877,826,495,207,214,531,529,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,272436,7636,377917,9879,87869,4607,13337,2205,47039,3135,710703,5537,226872,7681,350559,9366,79690,4333,10208,2012,43374,2997,46579,4097,24874,3123,13048,2095,5043,1135,1917,845,1697,547,8641,1728,4704,1322,2420,1048,417,287,467,445,633,552,29938,3280,14871,2278,10913,2279,2543,949,560,465,1051,661,2737,958,1115,578,977,579,176,147,185,225,284,282,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,1462327,13456,2324838,18630,468333,9850,47377,3727,222292,5335,3895145,14406,1131182,13932,2126252,18156,400523,9551,36092,3321,201096,5156,307428,11796,156467,8158,96735,6179,36271,3818,6283,1427,11672,1573,213569,8950,114898,5581,64748,4490,24517,2829,3402,869,6004,976,86968,4703,49070,3252,27953,3449,5959,965,1509,671,2477,706,22057,2408,10710,1467,9150,1877,1063,389,91,108,1043,485,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
