GEO_ID,C21001I_001E,C21001I_001M,C21001I_002E,C21001I_002M,C21001I_003E,C21001I_003M,C21001I_004E,C21001I_004M,C21001I_005E,C21001I_005M,C21001I_006E,C21001I_006M,C21001I_007E,C21001I_007M,C21001I_008E,C21001I_008M,C21001I_009E,C21001I_009M,C21001I_010E,C21001I_010M,C21001I_011E,C21001I_011M,C21001I_012E,C21001I_012M,C21001I_013E,C21001I_013M,C21001I_014E,C21001I_014M,C21001I_015E,C21001I_015M,NAME,C21001I_001MA,C21001I_001EA,C21001I_002MA,C21001I_002EA,C21001I_003EA,C21001I_003MA,C21001I_004EA,C21001I_004MA,C21001I_005EA,C21001I_005MA,C21001I_006MA,C21001I_006EA,C21001I_007MA,C21001I_007EA,C21001I_008MA,C21001I_008EA,C21001I_009MA,C21001I_009EA,C21001I_010MA,C21001I_010EA,C21001I_011MA,C21001I_011EA,C21001I_012MA,C21001I_012EA,C21001I_013EA,C21001I_013MA,C21001I_014EA,C21001I_014MA,C21001I_015EA,C21001I_015MA,state
0400000US32,596746,494,301209,1086,277417,1120,12113,1760,265304,2125,23792,855,6034,1233,17758,1371,295537,955,266361,1006,2079,806,264282,1430,29176,698,348,218,28828,736,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,18504,1689,9622,1392,8867,1354,290,219,8577,1343,755,321,292,225,463,310,8882,1537,7319,1529,0,201,7319,1529,1563,538,63,129,1500,535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,259744,685,136149,1613,128641,1555,7220,1050,121421,1734,7508,677,2133,601,5375,632,123595,1447,115524,1399,1060,396,114464,1407,8071,748,275,193,7796,714,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,252785,801,131085,1410,121897,1399,4658,1104,117239,1474,9188,1157,2509,705,6679,993,121700,1341,112284,1415,748,324,111536,1521,9416,974,215,231,9201,965,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2565017,4158,1193481,2907,909108,2715,25096,2727,884012,3862,284373,888,43999,2786,240374,2896,1371536,2457,1000825,2092,2232,1027,998593,2369,370711,917,1303,543,369408,1000,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,534342,3631,270447,3527,253599,3607,23481,2520,230118,4098,16848,1500,3233,883,13615,1532,263895,2889,240700,2791,6970,1261,233730,3165,23195,1627,480,267,22715,1657,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17836,1409,10255,1294,9825,1258,856,602,8969,1204,430,286,103,125,327,259,7581,935,7113,994,278,277,6835,964,468,342,0,161,468,342,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,186071,3089,97271,2732,91453,2755,5467,1365,85986,2757,5818,1025,2354,759,3464,828,88800,2112,79801,2129,1199,668,78602,2071,8999,1306,95,110,8904,1315,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,362150,732,187891,1232,174727,1424,6116,1569,168611,2053,13164,1155,3810,1073,9354,1301,174259,1019,160967,1093,810,456,160157,1147,13292,876,693,491,12599,911,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,38320,1213,18377,1309,16040,1279,856,435,15184,1333,2337,717,613,372,1724,665,19943,1089,17028,1180,122,158,16906,1182,2915,862,0,203,2915,862,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,10825986,3303,5404723,3763,4904694,3724,154184,8108,4750510,8616,500029,1145,87346,3714,412683,3794,5421263,1694,4770741,1723,23879,3067,4746862,3647,650522,1231,3049,915,647473,1637,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,55610,2279,31358,2264,29139,2268,2108,938,27031,2612,2219,773,991,522,1228,711,24252,1330,22539,1292,470,381,22069,1269,1713,660,156,157,1557,640,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,407403,453,200437,819,183847,941,6487,1507,177360,1741,16590,630,2560,790,14030,1082,206966,609,185917,679,1275,737,184642,955,21049,298,79,126,20970,343,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7691009,2138,3839221,2864,3472478,3215,153986,6918,3318492,7285,366743,1920,80845,4342,285898,4559,3851788,2134,3386110,2572,26605,3122,3359505,4255,465678,2137,2668,854,463010,2322,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,411133,1504,211695,1782,198988,1583,9104,1648,189884,1896,12707,717,2612,766,10095,712,199438,1020,180494,1309,3644,1079,176850,1747,18944,981,204,159,18740,989,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,4210982,1541,2052501,2203,1775565,2504,77403,4831,1698162,5359,276936,1278,39188,2744,237748,2815,2158481,1567,1767195,2021,11858,1993,1755337,2817,391286,1825,1979,980,389307,2090,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,587523,1324,289011,1167,267703,1292,7402,1609,260301,2262,21308,541,1880,624,19428,844,298512,518,267397,586,1749,802,265648,1024,31115,347,126,206,30989,407,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,57257,119,29107,119,27322,119,1135,604,26187,603,1785,-555555555,120,204,1665,204,28150,4,25299,3,225,226,25074,226,2851,-555555555,0,213,2851,4,District of Columbia,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,11
0400000US49,282979,464,145751,1086,135354,1111,3699,1094,131655,1566,10397,946,2243,670,8154,1179,137228,926,126010,973,334,236,125676,966,11218,610,281,313,10937,653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2732205,1952,1326295,1725,1180078,2015,32743,3093,1147335,3768,146217,1016,15998,2460,130219,2473,1405910,1683,1188278,1571,3868,803,1184410,1553,217632,838,774,378,216858,838,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1301279,1317,646849,1428,583694,1491,19880,2508,563814,2905,63155,519,7143,1299,56012,1303,654430,1455,569223,1531,3639,1278,565584,1885,85207,489,198,189,85009,514,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,293641,1954,150658,2333,139342,2477,8131,1658,131211,2764,11316,1303,3422,863,7894,1164,142983,1861,127109,2098,1687,659,125422,2104,15874,1258,338,278,15536,1246,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,158413,2461,80382,2032,73336,1990,3725,1027,69611,2056,7046,1134,2086,917,4960,1053,78031,2126,69578,2305,1217,515,68361,2420,8453,1110,174,194,8279,1096,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,643188,1411,324682,2043,301456,1950,13456,2744,288000,2942,23226,1026,4951,1059,18275,1287,318506,1621,289510,1944,2818,701,286692,1946,28996,1099,162,142,28834,1139,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,335345,1056,170537,1418,155069,1254,6051,1125,149018,1548,15468,1006,5162,917,10306,875,164808,1458,147385,1502,1411,585,145974,1524,17423,1216,9,17,17414,1219,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,130370,986,66477,1100,62067,1208,2523,758,59544,1423,4410,797,1301,479,3109,607,63893,1023,59460,1260,834,538,58626,1313,4433,729,60,88,4373,726,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,139947,754,73303,1509,68326,1770,2428,947,65898,2009,4977,872,1026,486,3951,892,66644,1438,62103,1524,322,261,61781,1518,4541,726,396,510,4145,627,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,736203,891,361005,708,307355,957,22717,2405,284638,2561,53650,660,20180,1801,33470,1809,375198,606,308639,994,2640,781,305999,1179,66559,853,687,394,65872,945,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,87598,1123,42635,998,39019,1064,5895,1166,33124,1591,3616,469,1287,461,2329,582,44963,570,40419,601,991,447,39428,764,4544,225,12,21,4532,229,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,21883,899,11893,1334,11438,1294,444,289,10994,1286,455,244,54,84,401,234,9990,1403,9484,1401,112,140,9372,1409,506,292,0,163,506,292,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,607105,1666,313746,2011,293237,1932,16469,2113,276768,2547,20509,1269,5005,943,15504,1393,293359,1057,271287,1983,2953,725,268334,2117,22072,1643,49,94,22023,1656,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,115148,657,57764,766,53686,685,1582,737,52104,872,4078,342,87,120,3991,368,57384,588,51739,560,444,317,51295,618,5645,343,34,60,5611,339,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1531928,1466,764711,1285,693869,1365,33225,2920,660644,3351,70842,533,19854,1933,50988,1999,767217,574,677988,751,6031,1511,671957,1784,89229,498,1423,753,87806,884,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,224108,2183,118482,2500,111852,2570,7629,1457,104223,2623,6630,1192,1910,847,4720,788,105626,2260,98468,2370,963,492,97505,2362,7158,1038,19,47,7139,1034,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,216304,1783,110335,2105,102048,2029,5764,1305,96284,2134,8287,1057,2250,588,6037,1048,105969,1647,96648,1893,855,468,95793,1824,9321,1229,71,130,9250,1207,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
