GEO_ID,B01002D_001E,B01002D_001M,B01002D_002E,B01002D_002M,B01002D_003E,B01002D_003M,NAME,B01002D_001MA,B01002D_001EA,B01002D_002MA,B01002D_002EA,B01002D_003MA,B01002D_003EA,state
0400000US08,35.3,0.6,34.2,0.9,36.1,0.9,Colorado,null,null,null,null,null,null,08
0400000US18,30.4,0.6,28.8,0.9,32.3,1.8,Indiana,null,null,null,null,null,null,18
0400000US21,33.0,1.7,31.8,1.3,34.0,2.2,Kentucky,null,null,null,null,null,null,21
0400000US22,35.6,1.8,32.7,2.0,37.9,1.3,Louisiana,null,null,null,null,null,null,22
0400000US17,36.5,0.3,35.6,0.3,37.4,0.4,Illinois,null,null,null,null,null,null,17
0400000US19,31.5,1.7,30.3,1.1,33.9,2.9,Iowa,null,null,null,null,null,null,19
0400000US33,33.6,1.3,34.2,2.0,33.3,2.2,New Hampshire,null,null,null,null,null,null,33
0400000US05,32.7,1.4,32.6,3.6,32.8,1.5,Arkansas,null,null,null,null,null,null,05
0400000US10,36.1,0.9,36.2,1.0,35.8,1.7,Delaware,null,null,null,null,null,null,10
0400000US27,30.4,0.4,29.5,0.5,31.5,0.5,Minnesota,null,null,null,null,null,null,27
0400000US30,33.3,4.6,31.0,3.0,37.4,8.1,Montana,null,null,null,null,null,null,30
0400000US23,38.9,3.4,32.8,7.1,41.8,6.1,Maine,null,null,null,null,null,null,23
0400000US37,34.4,0.5,34.0,0.7,34.8,0.7,North Carolina,null,null,null,null,null,null,37
0400000US13,35.6,0.5,34.5,0.7,36.8,0.6,Georgia,null,null,null,null,null,null,13
0400000US02,35.6,2.0,31.3,3.4,39.0,2.1,Alaska,null,null,null,null,null,null,02
0400000US01,35.7,1.8,32.0,3.9,36.8,2.0,Alabama,null,null,null,null,null,null,01
0400000US50,30.8,4.4,29.6,3.0,32.0,7.7,Vermont,null,null,null,null,null,null,50
0400000US32,43.0,0.6,40.1,1.0,45.5,0.6,Nevada,null,null,null,null,null,null,32
0400000US54,34.5,4.0,34.7,5.4,34.3,6.6,West Virginia,null,null,null,null,null,null,54
0400000US40,33.5,1.1,32.5,2.0,34.1,1.7,Oklahoma,null,null,null,null,null,null,40
0400000US55,29.7,0.5,29.2,0.8,30.1,0.7,Wisconsin,null,null,null,null,null,null,55
0400000US72,41.6,7.6,42.0,6.5,39.6,11.8,Puerto Rico,null,null,null,null,null,null,72
0400000US51,37.2,0.4,35.6,0.5,38.5,0.6,Virginia,null,null,null,null,null,null,51
0400000US38,30.4,2.1,28.7,1.8,32.5,3.2,North Dakota,null,null,null,null,null,null,38
0400000US45,35.0,1.6,29.5,2.7,39.4,2.4,South Carolina,null,null,null,null,null,null,45
0400000US41,36.4,0.6,34.5,0.7,38.2,1.1,Oregon,null,null,null,null,null,null,41
0400000US56,30.6,4.0,28.6,2.4,35.5,23.3,Wyoming,null,null,null,null,null,null,56
0400000US06,39.8,0.2,37.8,0.2,41.5,0.2,California,null,null,null,null,null,null,06
0400000US28,34.2,3.0,26.5,6.8,38.8,3.9,Mississippi,null,null,null,null,null,null,28
0400000US09,35.1,0.4,33.9,0.5,35.9,0.7,Connecticut,null,null,null,null,null,null,09
0400000US48,35.7,0.3,34.6,0.4,36.6,0.3,Texas,null,null,null,null,null,null,48
0400000US24,39.3,0.7,37.8,0.8,40.6,0.7,Maryland,null,null,null,null,null,null,24
0400000US12,39.0,0.6,36.5,0.6,40.9,0.7,Florida,null,null,null,null,null,null,12
0400000US25,34.0,0.3,33.5,0.4,34.5,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US11,33.9,0.9,34.6,2.0,33.6,1.0,District of Columbia,null,null,null,null,null,null,11
0400000US49,33.4,0.8,32.7,0.9,34.7,2.2,Utah,null,null,null,null,null,null,49
0400000US36,37.8,0.3,37.0,0.3,38.7,0.3,New York,null,null,null,null,null,null,36
0400000US34,37.7,0.3,37.3,0.4,38.1,0.3,New Jersey,null,null,null,null,null,null,34
0400000US39,33.9,0.5,32.9,0.7,35.0,0.6,Ohio,null,null,null,null,null,null,39
0400000US29,33.9,0.8,33.3,1.3,34.4,1.2,Missouri,null,null,null,null,null,null,29
0400000US42,34.5,0.3,33.9,0.5,35.0,0.4,Pennsylvania,null,null,null,null,null,null,42
0400000US26,33.5,0.4,32.3,0.5,34.8,0.6,Michigan,null,null,null,null,null,null,26
0400000US31,30.7,0.9,30.1,0.7,32.1,1.4,Nebraska,null,null,null,null,null,null,31
0400000US16,37.0,5.0,33.7,6.0,39.9,6.0,Idaho,null,null,null,null,null,null,16
0400000US35,39.8,2.5,37.7,3.4,41.9,3.0,New Mexico,null,null,null,null,null,null,35
0400000US15,49.5,0.6,48.0,0.9,50.8,0.7,Hawaii,null,null,null,null,null,null,15
0400000US46,28.3,1.5,28.1,1.3,31.6,7.7,South Dakota,null,null,null,null,null,null,46
0400000US53,36.5,0.3,34.9,0.3,38.2,0.4,Washington,null,null,null,null,null,null,53
0400000US44,32.9,2.0,33.1,2.6,32.7,2.3,Rhode Island,null,null,null,null,null,null,44
0400000US04,37.0,0.7,34.6,0.7,38.8,1.0,Arizona,null,null,null,null,null,null,04
0400000US47,35.4,0.8,32.9,1.5,36.5,1.2,Tennessee,null,null,null,null,null,null,47
0400000US20,34.3,0.9,32.3,1.4,35.7,2.1,Kansas,null,null,null,null,null,null,20
