GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001MA,B05004_001EA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005MA,B05004_005EA,B05004_006MA,B05004_006EA,B05004_007MA,B05004_007EA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010MA,B05004_010EA,B05004_011MA,B05004_011EA,B05004_012MA,B05004_012EA,B05004_013MA,B05004_013EA,B05004_014MA,B05004_014EA,B05004_015EA,B05004_015MA,state
0400000US08,36.9,0.1,36.0,0.1,37.9,0.2,36.0,0.2,35.1,0.2,36.8,0.2,42.0,0.6,41.0,0.7,43.1,0.7,47.4,0.8,47.3,1.1,47.6,1.1,38.5,0.9,37.9,0.9,39.2,1.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,37.8,0.2,36.5,0.2,39.2,0.2,37.6,0.2,36.3,0.2,39.0,0.2,39.6,0.8,38.9,1.0,40.2,0.8,48.3,1.0,49.1,1.2,47.5,1.3,35.4,0.5,35.2,0.8,35.7,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,39.1,0.2,37.6,0.3,40.4,0.2,39.1,0.2,37.6,0.3,40.5,0.2,38.7,1.2,37.6,1.1,39.7,1.0,44.8,1.4,43.1,2.3,45.9,2.1,34.5,0.9,34.9,1.3,34.2,0.9,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,37.3,0.2,36.1,0.2,38.6,0.2,37.1,0.2,35.8,0.2,38.4,0.2,40.6,1.1,39.5,0.8,41.9,1.9,50.9,1.8,49.7,2.0,52.4,2.2,34.9,0.9,34.5,0.7,36.0,2.2,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,38.3,0.1,37.0,0.1,39.7,0.1,36.1,0.1,34.6,0.1,37.7,0.2,45.7,0.4,45.4,0.4,46.1,0.4,52.4,0.4,52.3,0.5,52.4,0.5,39.6,0.4,39.4,0.5,39.8,0.5,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,38.1,0.2,37.0,0.2,39.3,0.3,38.2,0.2,36.9,0.3,39.5,0.2,37.6,0.8,37.4,0.7,37.9,1.4,44.4,1.4,45.1,2.4,44.0,1.8,34.5,1.3,34.1,1.4,34.8,2.1,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,43.1,0.2,41.9,0.4,44.3,0.2,42.8,0.3,41.5,0.4,44.0,0.4,46.0,1.4,45.2,2.9,47.1,2.8,50.9,2.8,49.3,2.8,52.3,2.3,35.4,1.6,35.4,2.6,35.3,2.1,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,38.1,0.3,36.9,0.3,39.5,0.2,38.0,0.2,36.6,0.3,39.5,0.3,39.7,0.9,39.9,1.5,39.4,1.1,46.2,1.5,45.8,1.9,46.6,2.1,36.3,1.4,37.7,1.7,35.4,1.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,41.1,0.5,39.1,0.4,43.1,0.3,40.9,0.6,38.9,0.5,43.1,0.5,41.6,1.7,40.3,1.4,43.4,1.3,51.1,2.3,51.2,2.5,50.9,3.5,35.5,1.3,34.6,1.1,37.0,2.1,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,38.2,0.2,37.2,0.1,39.1,0.2,38.1,0.2,37.1,0.2,39.2,0.2,38.2,0.5,38.1,0.7,38.4,0.5,43.3,0.8,43.8,1.0,42.7,1.1,34.5,0.6,34.6,0.8,34.4,0.9,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,40.1,0.3,38.9,0.5,41.2,0.4,39.9,0.4,38.9,0.5,41.0,0.4,44.6,4.5,39.1,5.8,46.4,4.0,50.8,4.5,49.7,6.5,51.7,5.6,34.3,2.8,31.0,6.1,37.4,4.6,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,45.1,0.2,43.3,0.4,46.6,0.3,45.0,0.2,43.3,0.4,46.5,0.3,46.4,2.2,42.9,3.6,48.9,5.0,55.1,4.0,54.2,5.8,57.5,6.9,38.4,2.2,36.4,3.0,42.0,4.6,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,38.9,0.2,37.3,0.2,40.5,0.2,38.5,0.2,36.8,0.2,40.3,0.2,41.0,0.4,40.5,0.5,41.6,0.6,48.4,0.7,48.6,1.0,48.3,0.9,37.3,0.6,37.0,0.8,37.8,0.6,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,36.8,0.3,35.6,0.2,38.1,0.2,35.7,0.1,34.0,0.3,37.0,0.2,42.4,0.4,41.6,0.5,43.1,0.4,48.7,0.5,48.9,0.7,48.5,0.7,37.8,0.5,37.2,0.5,38.5,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,34.9,0.2,34.6,0.3,35.2,0.2,33.3,0.3,33.2,0.5,33.4,0.4,46.9,2.5,48.3,1.7,45.4,1.7,50.2,2.2,51.1,1.9,49.1,2.4,40.7,2.8,38.5,7.4,41.2,2.8,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,39.3,0.2,37.6,0.2,40.9,0.3,39.3,0.2,37.4,0.3,40.9,0.2,40.2,0.9,38.9,1.2,41.4,1.5,50.8,1.9,49.3,2.1,52.7,2.7,34.7,1.5,34.7,2.0,34.7,1.9,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,43.1,0.3,41.5,0.5,44.2,0.5,42.8,0.4,41.3,0.5,43.9,0.3,46.8,2.4,45.8,3.9,48.0,4.4,56.5,3.2,52.9,4.3,57.6,5.6,37.0,4.2,37.1,5.1,36.9,7.7,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,38.2,0.2,37.5,0.2,38.9,0.3,34.3,0.2,33.8,0.3,34.8,0.3,46.7,0.5,45.8,0.4,47.5,0.5,52.0,0.9,51.6,1.0,52.5,1.0,41.9,0.8,41.0,0.7,43.0,0.9,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,42.8,0.2,41.4,0.3,44.2,0.2,42.7,0.2,41.4,0.4,44.1,0.2,43.7,7.1,41.2,4.4,50.2,3.1,55.8,4.5,54.8,5.2,56.7,5.3,33.9,3.6,33.1,3.1,36.0,7.3,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,36.7,0.2,35.7,0.2,37.9,0.2,36.3,0.1,35.2,0.2,37.4,0.2,40.5,0.6,40.3,1.0,40.7,0.6,48.4,1.2,47.2,1.8,49.6,1.6,36.9,0.9,37.1,0.9,36.7,1.2,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,39.6,0.2,38.5,0.1,40.8,0.2,39.5,0.2,38.4,0.1,40.7,0.2,40.5,0.5,39.5,0.8,41.5,0.9,48.0,1.5,48.3,2.2,47.8,1.8,36.1,0.6,35.6,0.6,36.8,0.9,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,42.9,0.2,41.0,0.2,44.5,0.2,42.5,0.2,40.6,0.2,44.2,0.2,52.8,1.4,52.4,1.8,53.1,1.5,59.7,2.1,59.0,3.4,59.9,2.1,45.7,1.8,45.4,2.0,46.2,3.2,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,38.3,0.1,37.0,0.2,39.7,0.2,37.1,0.2,35.7,0.2,38.5,0.2,42.6,0.3,41.7,0.4,43.5,0.4,48.5,0.4,48.2,0.5,48.9,0.6,36.7,0.5,36.2,0.7,37.2,0.6,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,35.4,0.3,34.4,0.3,36.7,0.5,35.4,0.3,34.4,0.3,36.7,0.5,35.7,2.0,34.3,2.3,36.9,2.2,39.9,5.5,39.3,3.2,45.1,7.9,32.1,1.5,31.4,1.9,33.3,3.2,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,39.7,0.2,37.8,0.3,41.1,0.2,39.4,0.1,37.6,0.2,40.9,0.2,42.0,1.0,40.4,0.9,43.7,1.2,50.9,1.4,49.0,2.1,53.2,1.6,36.6,0.7,36.2,0.8,37.1,1.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,39.6,0.2,38.7,0.2,40.5,0.2,38.8,0.2,37.8,0.3,39.9,0.2,43.1,0.6,42.3,0.9,43.8,0.7,50.2,1.0,50.4,1.6,50.0,1.4,38.3,0.9,38.2,1.2,38.3,1.3,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,38.5,0.3,37.8,0.5,39.3,0.6,38.4,0.4,37.8,0.5,39.2,0.6,40.0,3.6,38.0,5.5,41.1,9.6,51.8,2.2,45.7,16.9,52.0,1.5,36.0,3.8,34.3,4.8,36.8,3.9,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,36.7,0.1,35.6,0.1,37.9,0.2,30.5,0.1,29.8,0.2,31.2,0.1,48.0,0.1,47.1,0.2,48.8,0.1,54.3,0.2,53.7,0.2,54.9,0.2,41.0,0.2,40.4,0.2,41.7,0.2,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
