GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001MA,B05004_001EA,B05004_002MA,B05004_002EA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005MA,B05004_005EA,B05004_006MA,B05004_006EA,B05004_007MA,B05004_007EA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010MA,B05004_010EA,B05004_011MA,B05004_011EA,B05004_012MA,B05004_012EA,B05004_013MA,B05004_013EA,B05004_014MA,B05004_014EA,B05004_015EA,B05004_015MA,state
0400000US28,37.7,0.2,36.3,0.3,38.9,0.3,37.6,0.2,36.3,0.3,38.8,0.3,39.1,1.6,36.3,2.2,43.0,4.1,53.5,3.6,49.3,6.2,55.4,4.9,34.6,1.3,32.4,1.7,36.9,3.0,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,41.1,0.2,39.3,0.3,42.7,0.2,39.6,0.3,37.6,0.3,41.5,0.3,45.0,0.5,43.8,0.7,46.1,0.6,52.0,0.9,50.9,1.0,52.8,0.9,38.0,0.7,37.6,1.0,38.4,0.9,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,34.9,0.1,33.9,0.2,35.8,0.2,31.8,0.1,30.7,0.1,32.9,0.1,43.4,0.2,42.6,0.3,44.0,0.3,50.7,0.4,50.9,0.5,50.4,0.4,39.2,0.3,38.7,0.3,39.9,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,38.8,0.1,37.3,0.2,40.3,0.2,37.0,0.2,35.3,0.2,38.8,0.2,43.7,0.4,43.0,0.5,44.3,0.5,50.3,0.5,49.6,0.6,50.9,0.7,37.6,0.5,37.8,0.5,37.3,0.7,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,42.2,0.2,40.6,0.2,43.8,0.1,39.1,0.2,37.6,0.2,40.6,0.2,48.4,0.2,46.9,0.3,49.8,0.3,54.3,0.3,53.1,0.4,55.1,0.3,40.7,0.4,39.9,0.5,41.8,0.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,39.5,0.2,38.0,0.2,40.8,0.2,38.0,0.2,36.3,0.3,39.5,0.3,43.7,0.4,42.6,0.5,44.6,0.5,50.9,0.5,51.0,0.6,50.8,0.6,35.7,0.4,35.4,0.6,36.0,0.6,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,33.9,0.2,33.8,0.3,34.0,0.3,33.0,0.3,32.8,0.3,33.1,0.3,39.6,1.4,39.7,2.1,39.5,1.7,46.4,2.6,43.9,3.2,48.5,2.8,35.1,1.6,36.2,2.7,34.0,1.8,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,31.0,0.2,30.4,0.1,31.7,0.2,29.5,0.1,28.9,0.2,30.2,0.2,40.5,0.8,39.8,0.8,41.4,1.2,46.4,0.9,45.1,1.6,47.4,1.0,36.8,0.9,37.1,0.9,36.1,1.5,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,39.0,0.1,37.5,0.1,40.5,0.1,35.0,0.2,33.6,0.2,36.4,0.1,47.5,0.2,46.4,0.3,48.4,0.3,53.6,0.3,53.3,0.3,53.9,0.4,39.4,0.3,38.8,0.3,40.1,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,40.0,0.1,38.5,0.2,41.4,0.1,36.5,0.2,34.6,0.2,38.5,0.2,45.9,0.3,45.2,0.4,46.5,0.3,52.0,0.4,52.1,0.5,51.9,0.5,37.9,0.4,37.6,0.5,38.1,0.4,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,39.5,0.1,38.1,0.1,40.9,0.3,39.4,0.2,37.9,0.2,40.9,0.2,41.0,0.7,40.0,0.7,42.1,0.7,49.3,0.8,49.2,0.9,49.4,1.4,34.9,0.6,34.6,1.0,35.2,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,38.8,0.1,37.4,0.2,40.3,0.2,38.7,0.2,37.3,0.2,40.2,0.2,39.7,0.9,38.9,1.0,40.7,1.2,47.1,1.5,45.5,1.1,48.5,1.8,33.3,1.4,33.3,1.7,33.4,1.6,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,40.8,0.1,39.2,0.2,42.5,0.1,40.6,0.2,38.8,0.2,42.4,0.1,42.7,0.5,41.9,0.7,43.2,0.6,49.9,0.5,49.8,0.7,50.0,0.7,35.1,0.6,35.3,0.8,35.0,0.8,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,39.8,0.1,38.3,0.1,41.3,0.1,39.4,0.1,37.9,0.2,40.9,0.1,43.2,0.5,42.4,0.6,44.1,0.7,50.2,0.6,50.2,0.7,50.1,0.9,36.0,0.6,35.1,0.8,37.0,0.9,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,36.7,0.2,35.9,0.3,37.5,0.3,36.6,0.2,35.7,0.3,37.4,0.3,37.8,0.9,37.2,0.9,38.5,1.0,45.0,1.5,43.3,2.5,45.8,1.2,34.7,0.8,34.9,0.8,34.5,1.6,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,36.8,0.2,36.0,0.3,37.7,0.4,36.1,0.3,35.2,0.4,37.0,0.4,43.9,1.2,43.3,2.6,44.3,1.3,47.7,2.8,49.1,4.0,47.2,3.5,41.4,1.8,40.4,2.0,42.8,2.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,38.1,0.3,36.7,0.3,39.8,0.4,36.9,0.3,35.3,0.3,38.5,0.4,45.5,0.9,45.2,1.4,46.0,1.3,52.7,1.8,53.5,2.6,52.2,1.8,40.3,1.5,40.0,1.9,40.8,1.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,39.3,0.3,38.1,0.3,40.6,0.3,36.0,0.3,35.6,0.3,36.5,0.4,49.8,0.8,48.0,1.3,51.1,1.2,54.3,1.2,52.7,1.4,55.6,1.3,42.5,1.8,40.9,1.4,44.4,1.9,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,37.2,0.3,36.2,0.3,38.5,0.4,37.5,0.4,36.4,0.3,38.7,0.5,32.7,3.2,30.6,3.5,35.2,4.0,42.2,5.0,37.8,2.8,43.8,2.3,29.0,1.2,28.9,1.9,29.1,4.7,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,37.7,0.2,36.7,0.1,38.7,0.2,36.4,0.1,35.6,0.2,37.3,0.2,42.1,0.5,40.8,0.4,43.4,0.4,49.6,0.6,48.8,0.6,50.3,0.6,36.0,0.5,35.6,0.5,36.6,0.8,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,40.0,0.4,38.2,0.4,41.5,0.4,38.2,0.5,36.5,0.4,40.2,0.5,46.0,1.2,44.8,1.4,46.9,2.0,52.4,1.8,51.7,2.3,53.0,2.1,37.9,1.9,37.1,2.1,40.0,4.2,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,38.0,0.2,36.6,0.1,39.3,0.2,35.8,0.2,34.6,0.2,37.0,0.2,45.5,0.3,44.6,0.6,46.4,0.6,52.4,0.5,52.3,0.7,52.4,0.7,40.9,0.4,40.0,0.7,41.9,0.6,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,38.9,0.2,37.5,0.2,40.2,0.2,38.9,0.2,37.5,0.2,40.3,0.2,38.6,0.7,38.0,0.8,39.2,0.9,46.7,1.3,48.4,1.5,45.4,1.5,35.5,0.5,35.1,0.9,35.8,0.5,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,37.1,0.2,36.0,0.2,38.3,0.3,36.6,0.2,35.4,0.3,37.9,0.3,40.6,0.9,40.0,1.1,41.2,0.9,48.2,0.9,48.3,1.0,48.1,1.6,36.0,0.8,35.2,1.0,37.0,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
