GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,NAME,C21007_001EA,C21007_001MA,C21007_002MA,C21007_002EA,C21007_003MA,C21007_003EA,C21007_004MA,C21007_004EA,C21007_005MA,C21007_005EA,C21007_006MA,C21007_006EA,C21007_007MA,C21007_007EA,C21007_008MA,C21007_008EA,C21007_009MA,C21007_009EA,C21007_010EA,C21007_010MA,C21007_011EA,C21007_011MA,C21007_012MA,C21007_012EA,C21007_013MA,C21007_013EA,C21007_014MA,C21007_014EA,C21007_015MA,C21007_015EA,C21007_016MA,C21007_016EA,C21007_017MA,C21007_017EA,C21007_018MA,C21007_018EA,C21007_019MA,C21007_019EA,C21007_020MA,C21007_020EA,C21007_021MA,C21007_021EA,C21007_022EA,C21007_022MA,C21007_023EA,C21007_023MA,C21007_024EA,C21007_024MA,C21007_025EA,C21007_025MA,C21007_026MA,C21007_026EA,C21007_027EA,C21007_027MA,C21007_028EA,C21007_028MA,C21007_029EA,C21007_029MA,C21007_030MA,C21007_030EA,C21007_031MA,C21007_031EA,state
0400000US08,4301150,3297,3507520,3783,206218,7477,14496,2464,5075,1349,9421,1914,191722,7219,25534,2871,166188,7137,3301302,8005,314631,10155,63780,5144,250851,9809,2986671,13271,214506,8638,2772165,15091,793630,2101,160623,4044,8408,1440,4687,1239,3721,757,152215,4426,58569,3382,93646,4118,633007,4508,50470,3419,21379,2300,29091,2973,582537,5130,162078,5003,420459,6051,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4954299,3031,3938411,4128,185336,6824,15986,2321,7504,1342,8482,1630,169350,6600,28475,2526,140875,6303,3753075,7791,481106,13444,119456,5525,361650,11695,3271969,15583,312125,9465,2959844,17293,1015888,3127,185303,4792,11445,1409,5752,1059,5693,1127,173858,5038,74320,3775,99538,4358,830585,5647,68731,3836,30235,2685,38496,2696,761854,6010,244509,6013,517345,7573,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3339865,2731,2630349,3075,133862,6808,13379,1693,5828,1161,7551,1538,120483,6955,23081,2458,97402,5727,2496487,7194,418780,12264,121731,6508,297049,10825,2077707,13945,264036,8685,1813671,14616,709516,2481,122167,3343,6507,1041,3416,896,3091,683,115660,3500,50888,3257,64772,2851,587349,3834,65981,4308,35302,3223,30679,2548,521368,5937,192164,5337,329204,6657,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3435377,2370,2736492,4128,125709,6286,14750,2273,6211,1641,8539,1744,110959,6205,18967,2473,91992,5488,2610783,6909,458774,14629,105620,6227,353154,12915,2152009,15672,241823,10537,1910186,17354,698885,3199,116107,4381,8253,1283,4852,1030,3401,851,107854,4354,44957,3314,62897,3498,582778,4844,78466,4589,38804,3624,39662,2934,504312,5480,176908,6448,327404,7442,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9621236,2947,7695700,4555,251349,8026,19902,2491,7389,1203,12513,2188,231447,7533,34949,2986,196498,7150,7444351,8589,861564,17616,169149,7501,692415,16291,6582787,18311,458867,10416,6123920,18799,1925536,3819,293473,5604,15903,1538,6959,1189,8944,1206,277570,5253,103392,4426,174178,5167,1632063,6372,154459,6377,70793,4273,83666,4515,1477604,8027,434948,9024,1042656,9406,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2335082,2318,1819377,2655,80677,4105,4967,868,1591,573,3376,695,75710,4078,11163,1463,64547,3771,1738700,5187,204712,8021,41035,3039,163677,7204,1533988,8671,119155,5229,1414833,8958,515705,2101,98672,3393,5223,772,2579,664,2644,681,93449,3367,34854,2691,58595,2509,417033,3417,31380,2282,13220,1388,18160,1936,385653,3830,109773,3766,275880,4928,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1058831,1431,821896,1711,44167,2855,2140,815,577,344,1563,736,42027,2966,6541,1139,35486,2757,777729,3590,58161,3399,17013,2450,41148,2667,719568,4576,65792,4642,653776,6201,236935,1307,47599,2212,1279,509,340,224,939,425,46320,2330,17822,1604,28498,2209,189336,2298,11810,1909,4230,1213,7580,1378,177526,3038,49921,2746,127605,3837,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2231423,2793,1740531,4168,93986,4460,8272,1340,3671,830,4601,1008,85714,4519,20234,2258,65480,3851,1646545,6259,275120,12042,76632,5158,198488,10448,1371425,13596,173844,7449,1197581,12629,490892,2821,90972,4005,6872,1337,4352,1227,2520,574,84100,3930,40994,3084,43106,2788,399920,4158,43410,3413,21544,2364,21866,2236,356510,5106,138556,5370,217954,5708,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,738887,1252,562000,1571,31056,2830,2621,1000,784,504,1837,824,28435,2644,2978,791,25457,2434,530944,3319,66376,5695,14915,2235,51461,5106,464568,6103,41886,3636,422682,6991,176887,1004,35151,2047,1379,547,377,230,1002,465,33772,1952,12428,1422,21344,1686,141736,2104,9493,1425,3849,980,5644,971,132243,2456,37973,2420,94270,2974,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4206087,2220,3347735,3014,127764,4370,10086,1341,3164,772,6922,1211,117678,4023,16137,1770,101541,3659,3219971,4501,304386,9243,69395,4164,234991,8258,2915585,9637,204870,7484,2710715,11107,858352,2411,161510,3967,8088,1214,3860,896,4228,727,153422,3838,60530,3140,92892,3294,696842,4855,56966,3378,27411,2476,29555,2070,639876,5637,173007,4816,466869,5804,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
