GEO_ID,C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,NAME,C23002I_001EA,C23002I_001MA,C23002I_002EA,C23002I_002MA,C23002I_003EA,C23002I_003MA,C23002I_004MA,C23002I_004EA,C23002I_005MA,C23002I_005EA,C23002I_006EA,C23002I_006MA,C23002I_007EA,C23002I_007MA,C23002I_008EA,C23002I_008MA,C23002I_009EA,C23002I_009MA,C23002I_010MA,C23002I_010EA,C23002I_011EA,C23002I_011MA,C23002I_012EA,C23002I_012MA,C23002I_013EA,C23002I_013MA,C23002I_014MA,C23002I_014EA,C23002I_015MA,C23002I_015EA,C23002I_016EA,C23002I_016MA,C23002I_017EA,C23002I_017MA,C23002I_018EA,C23002I_018MA,C23002I_019MA,C23002I_019EA,C23002I_020EA,C23002I_020MA,C23002I_021EA,C23002I_021MA,C23002I_022EA,C23002I_022MA,C23002I_023EA,C23002I_023MA,C23002I_024EA,C23002I_024MA,C23002I_025EA,C23002I_025MA,C23002I_026MA,C23002I_026EA,C23002I_027MA,C23002I_027EA,state
0400000US08,882599,2716,450748,3002,412412,2775,342078,4122,4714,1164,337364,4439,320174,5520,17190,2658,70334,3933,38336,994,7630,1139,7457,1127,173,231,30706,1248,431851,2311,385067,2566,261903,6925,662,366,261241,6906,247002,6588,14239,2316,123164,7225,46784,1193,6999,1318,6781,1308,218,151,39785,1523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,314331,2390,162088,2260,152332,2316,127194,3065,155,196,127039,3088,122672,2976,4367,1076,25138,2735,9756,1075,1994,766,1994,766,0,198,7762,1013,152243,2291,142001,2363,92828,3542,307,229,92521,3508,87917,3784,4604,1346,49173,3873,10242,799,1535,642,1523,638,12,31,8707,1000,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,106116,2249,57800,2043,54554,1980,45792,2207,1635,387,44157,2172,42576,2109,1581,553,8762,1537,3246,821,1158,460,1129,444,29,77,2088,809,48316,1761,44156,1673,27825,2312,105,143,27720,2313,25933,2363,1787,712,16331,2056,4160,1033,479,388,479,388,0,197,3681,1075,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,170129,2908,91300,2842,82427,2703,66668,2434,1756,463,64912,2377,61486,2607,3426,1335,15759,2146,8873,1374,3380,1339,3250,1303,130,231,5493,1099,78829,2087,68660,2210,41580,2619,75,211,41505,2631,36668,2687,4837,1309,27080,2905,10169,1225,1811,835,1799,832,12,22,8358,1183,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1578172,3001,809618,2744,745727,2851,623153,5597,1990,896,621163,5634,585604,6025,35559,3556,122574,5643,63891,994,12006,1537,11325,1472,681,368,51885,1700,768554,2273,694949,2635,479763,7050,613,460,479150,7101,442027,7241,37123,3706,215186,6819,73605,1033,9418,1444,9277,1439,141,147,64187,1689,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,124328,2082,62379,1889,59336,1852,50993,1892,92,143,50901,1891,47474,2035,3427,1094,8343,1432,3043,786,947,408,798,396,149,166,2096,690,61949,1714,58665,1899,41063,2024,0,163,41063,2024,38273,1938,2790,847,17602,1858,3284,920,628,414,597,423,31,49,2656,768,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,38267,805,20271,679,18979,757,14245,872,105,188,14140,906,12476,1009,1664,818,4734,858,1292,421,322,313,322,313,0,192,970,349,17996,693,16288,755,11275,1158,178,272,11097,1166,10744,1166,353,361,5013,1068,1708,444,474,372,474,372,0,192,1234,477,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,152154,2535,79014,2082,75005,2260,61699,2309,285,299,61414,2305,60436,2302,978,512,13306,1875,4009,924,991,496,844,439,147,178,3018,892,73140,1685,69603,1726,45326,2758,61,111,45265,2744,43271,2703,1994,732,24277,2647,3537,708,99,134,99,134,0,201,3438,732,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,62711,680,32486,727,30477,820,25920,1101,217,237,25703,1148,24637,1262,1066,567,4557,1326,2009,407,665,469,665,469,0,200,1344,395,30225,731,28040,707,18706,1343,0,200,18706,1343,16774,1416,1932,865,9334,1368,2185,411,185,153,185,153,0,200,2000,395,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,203548,1700,106395,1721,101582,1607,84944,2226,76,75,84868,2220,80724,2265,4144,951,16638,2073,4813,694,1004,418,860,395,144,163,3809,695,97153,1456,91383,1678,68073,2408,0,147,68073,2408,63625,2416,4448,1212,23310,1977,5770,744,632,362,632,362,0,147,5138,761,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,27527,1367,13539,1584,12378,1538,9062,1295,105,104,8957,1323,8692,1291,265,230,3316,992,1161,561,312,224,312,224,0,172,849,520,13988,1332,12713,1249,10072,1254,57,80,10015,1254,9696,1332,319,278,2641,690,1275,517,299,285,299,285,0,172,976,421,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,17109,769,9226,800,8702,850,6227,934,347,302,5880,978,5636,1013,244,242,2475,730,524,277,20,42,20,42,0,170,504,277,7883,623,6459,574,4804,605,0,170,4804,605,4752,596,52,86,1655,435,1424,489,323,290,323,290,0,170,1101,439,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,653890,3822,336630,4044,321355,3944,272900,4662,15576,1660,257324,4795,247497,4526,9827,1881,48455,3459,15275,1758,5586,1167,5423,1186,163,229,9689,1615,317260,3700,297500,4234,193382,4866,1404,637,191978,4861,176710,4826,15268,2184,104118,4948,19760,1919,3898,1091,3464,1043,434,390,15862,1902,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
