GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001MA,B27019_001EA,B27019_002MA,B27019_002EA,B27019_003MA,B27019_003EA,B27019_004MA,B27019_004EA,B27019_005MA,B27019_005EA,B27019_006MA,B27019_006EA,B27019_007EA,B27019_007MA,B27019_008MA,B27019_008EA,B27019_009EA,B27019_009MA,B27019_010MA,B27019_010EA,B27019_011MA,B27019_011EA,B27019_012MA,B27019_012EA,B27019_013MA,B27019_013EA,B27019_014MA,B27019_014EA,B27019_015MA,B27019_015EA,B27019_016MA,B27019_016EA,B27019_017EA,B27019_017MA,B27019_018EA,B27019_018MA,B27019_019MA,B27019_019EA,B27019_020MA,B27019_020EA,B27019_021MA,B27019_021EA,B27019_022MA,B27019_022EA,B27019_023MA,B27019_023EA,B27019_024MA,B27019_024EA,B27019_025MA,B27019_025EA,B27019_026MA,B27019_026EA,B27019_027EA,B27019_027MA,B27019_028EA,B27019_028MA,B27019_029EA,B27019_029MA,B27019_030MA,B27019_030EA,B27019_031MA,B27019_031EA,B27019_032MA,B27019_032EA,B27019_033MA,B27019_033EA,B27019_034MA,B27019_034EA,B27019_035MA,B27019_035EA,B27019_036MA,B27019_036EA,B27019_037MA,B27019_037EA,B27019_038MA,B27019_038EA,B27019_039MA,B27019_039EA,B27019_040EA,B27019_040MA,B27019_041MA,B27019_041EA,B27019_042MA,B27019_042EA,B27019_043MA,B27019_043EA,state
0400000US08,3736656,6636,2943026,6274,231089,8764,166075,7643,97748,6029,76273,5399,65014,5739,582281,15671,495533,13579,372931,11410,147310,7415,86748,6739,863188,18165,777821,16980,636112,15628,184193,7857,85367,5838,1266468,15900,1208616,15192,1137626,14482,106978,5407,57852,4857,793630,2101,67322,3743,64044,3752,27538,2313,61886,3662,3278,1113,181162,5273,179434,5268,103405,4834,174216,5093,1728,853,231902,6321,230804,6277,138309,5998,224306,6241,1098,595,313244,6580,312778,6553,196800,5799,300363,6559,466,313,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4289715,8028,3273827,8831,326774,9862,241155,7682,138202,6303,119126,6010,85619,5467,1003278,14275,872842,13380,694540,13467,218792,8559,130436,7234,993929,15837,903565,15188,775819,15559,170075,7820,90364,5158,949846,18157,909668,18057,868969,17692,62610,3948,40178,3435,1015888,3127,135099,6023,131820,5754,66985,3760,129762,5722,3279,1242,409603,8627,407943,8535,251895,6992,401975,8389,1660,599,245829,6731,245382,6707,160360,5657,238920,6372,447,298,225357,7368,224318,7417,141454,5662,216419,7538,1039,692,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2907779,6653,2198263,6598,241176,8589,200291,7428,77655,4320,135724,6292,40885,3901,683196,10886,623761,10746,415205,9975,247177,9203,59435,5438,690247,13799,644507,12620,489705,11940,197336,8063,45740,3942,583644,10621,563508,9674,528830,9490,53556,4372,20136,2709,709516,2481,136487,4770,135513,4810,57920,3749,134518,4749,974,616,259328,6049,258741,6091,156968,6399,254428,6001,587,384,165129,5005,164786,4977,109750,4800,161119,4780,343,257,148572,5620,148108,5598,107015,4934,141075,5566,464,333,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2974541,7623,2275656,8203,286709,10467,222851,9383,88301,5242,148907,7871,63858,5849,763401,15561,649187,14602,445664,12779,240120,9686,114214,7714,645592,14028,586404,13915,457297,12585,163781,7772,59188,4933,579954,12161,553388,12151,512967,11763,60243,5234,26566,3304,698885,3199,120648,4978,119934,4943,40592,3026,117811,4795,714,428,252172,6900,249544,6670,129115,4531,244083,6543,2628,1303,170321,6249,169545,6169,99533,5076,163625,6189,776,550,155744,6043,155438,6036,107037,4798,144769,6149,306,400,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8379517,9095,6453981,9196,592821,13463,441385,10753,257820,8031,199252,8280,151436,8738,1538145,19621,1321999,17674,986323,14752,388771,11775,216146,9500,1880712,20850,1731540,19804,1421898,17800,379672,10062,149172,7345,2442303,19681,2338770,18825,2242448,19221,139633,6497,103533,6605,1925536,3819,270802,6703,262998,6354,108896,4006,254824,5995,7804,2375,629776,9411,626623,9517,373247,7677,611800,9423,3153,925,498422,8797,496376,8825,319729,6936,480696,8386,2046,715,526536,8515,522151,8412,358554,7331,489109,7894,4385,1249,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2030786,5404,1515081,5307,106420,5066,85970,4833,52363,3858,39574,3302,20450,2434,411931,7853,373331,7487,294714,6843,97242,4720,38600,3516,519977,8137,489029,8594,418031,7766,94862,4560,30948,3009,476753,9859,466602,9806,447146,9993,32075,2959,10151,1937,515705,2101,46554,2985,45997,2961,26745,1978,45329,2980,557,420,207275,4566,207065,4560,143550,4501,203146,4458,210,188,143000,4059,142632,4079,100125,3256,139797,4130,368,332,118876,4819,118806,4806,86354,4153,114085,4584,70,84,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,937701,2952,700766,3038,39960,3491,33254,3362,18634,2435,16287,2334,6706,1394,185882,5362,164063,5160,131772,5536,39629,3451,21819,2268,207740,5868,188247,6176,164491,5740,33146,3017,19493,2851,267184,6480,257589,6201,246174,5845,17877,2250,9595,1687,236935,1307,23482,2544,23247,2524,11533,1863,22957,2574,235,186,68955,3239,68768,3282,43686,3083,66914,3166,187,181,61666,3106,61480,3134,41824,2763,59665,3233,186,182,82832,3316,82612,3283,60649,3344,77803,3231,220,266,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1938253,5532,1447361,6064,161009,7328,120822,5902,58102,4183,68614,5030,40187,4240,475120,10781,412953,10699,280735,9103,159213,6105,62167,3673,457812,10134,411626,9945,324177,9646,114954,5692,46186,3904,353420,10494,336838,10479,314205,10199,35890,3313,16582,2065,490892,2821,84336,3749,83125,3820,33990,2573,82632,3864,1211,647,179778,6022,179338,6001,94763,4505,177162,6076,440,345,122881,4555,122352,4569,76208,3871,120373,4550,529,379,103897,4706,103442,4723,74412,3778,100906,4559,455,333,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,655342,2313,478455,2433,44172,4187,34490,3830,16095,2247,20406,3213,9682,2217,158005,6797,143962,6487,106734,6372,45893,4534,14043,2180,122466,5437,114215,5332,94188,5071,26536,3067,8251,1614,153812,5758,147246,5718,139195,5516,12773,2574,6566,1474,176887,1004,20043,2303,19762,2276,11009,1740,19459,2262,281,286,60052,3162,59965,3143,38504,2265,58770,3149,87,130,42091,2716,42091,2716,32042,2634,41011,2657,0,200,54701,3335,54202,3269,41001,3115,52639,3446,499,438,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3684376,5209,2826024,5034,172208,6115,140110,5565,72093,4018,73295,4533,32098,3145,594931,9934,540229,8757,409727,7353,155355,5286,54702,3822,954684,11917,902178,11972,762334,10654,180350,6649,52506,3833,1104201,11821,1079883,12070,1022736,11815,81741,4021,24318,2351,858352,2411,69216,3379,67834,3336,35528,2267,66522,3276,1382,901,284830,6115,283946,6034,198902,5355,278463,6029,884,509,246147,5562,245970,5586,181810,5382,238240,5682,177,151,258159,5466,257792,5524,193268,5278,248908,5765,367,276,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
