GEO_ID,B25116_001E,B25116_001M,B25116_002E,B25116_002M,B25116_003E,B25116_003M,B25116_004E,B25116_004M,B25116_005E,B25116_005M,B25116_006E,B25116_006M,B25116_007E,B25116_007M,B25116_008E,B25116_008M,B25116_009E,B25116_009M,B25116_010E,B25116_010M,B25116_011E,B25116_011M,B25116_012E,B25116_012M,B25116_013E,B25116_013M,B25116_014E,B25116_014M,B25116_015E,B25116_015M,B25116_016E,B25116_016M,B25116_017E,B25116_017M,B25116_018E,B25116_018M,B25116_019E,B25116_019M,B25116_020E,B25116_020M,B25116_021E,B25116_021M,B25116_022E,B25116_022M,B25116_023E,B25116_023M,NAME,B25116_001EA,B25116_001MA,B25116_002EA,B25116_002MA,B25116_003EA,B25116_003MA,B25116_004EA,B25116_004MA,B25116_005EA,B25116_005MA,B25116_006EA,B25116_006MA,B25116_007EA,B25116_007MA,B25116_008EA,B25116_008MA,B25116_009MA,B25116_009EA,B25116_010MA,B25116_010EA,B25116_011EA,B25116_011MA,B25116_012EA,B25116_012MA,B25116_013EA,B25116_013MA,B25116_014EA,B25116_014MA,B25116_015EA,B25116_015MA,B25116_016EA,B25116_016MA,B25116_017EA,B25116_017MA,B25116_018EA,B25116_018MA,B25116_019MA,B25116_019EA,B25116_020MA,B25116_020EA,B25116_021EA,B25116_021MA,B25116_022EA,B25116_022MA,B25116_023EA,B25116_023MA,state
0400000US08,2176757,7548,1417981,9500,318295,7667,97260,4995,81187,4359,77086,3596,62762,3259,1099686,10631,598782,8239,239803,4935,174264,4013,86837,3611,758776,10471,292560,8666,172307,6308,48198,3881,35335,3190,36720,3198,466216,10419,398784,8754,40634,2857,17681,2041,9117,1254,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,414568,9362,118211,4843,97132,4660,96527,4324,102698,3859,1377181,12085,737268,10132,304666,5697,217130,4239,118117,3557,807420,11150,337473,7586,188624,5908,58953,3713,45055,2426,44841,3195,469947,8814,384834,8209,49672,3947,20681,2122,14760,1928,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,276788,8064,69759,4084,69719,4154,68342,3925,68968,3691,890941,12046,455750,9018,197538,4667,154651,3916,83002,3387,564984,10983,209646,7426,109760,5553,45780,3605,26800,2198,27306,2713,355338,8498,287428,7181,38959,3194,19814,2282,9137,1500,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,284979,9615,83000,5677,67556,4283,68410,4007,66013,3788,852545,11776,432270,10282,190037,5004,145960,3659,84278,3679,599696,11233,247024,7288,142444,6512,48060,3545,31424,2649,25096,2261,352672,8889,289733,8716,37141,3067,17473,1887,8325,1327,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,762268,13342,228298,6536,164952,6189,174004,5991,195014,6282,2447845,16672,1279303,12581,560169,7514,384495,5850,223878,5218,1654751,16516,675319,12023,362309,9803,123657,5179,92233,5116,97120,4979,979432,14083,796024,13692,108112,4756,47867,3460,27429,2813,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,213459,5871,59459,3668,49503,2568,48911,2660,55586,3290,690292,9032,372281,6493,150016,3909,106961,2808,61034,2427,364122,7753,161771,5435,82794,4090,28885,2525,19302,1851,30790,2313,202351,6517,168393,6193,18383,2385,8396,1420,7179,1135,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,78847,4267,19755,2453,20169,2220,21510,2114,17413,1949,299895,6594,143233,5330,79337,3157,51732,2310,25593,1673,152470,5181,67623,4395,30173,3139,15637,2093,9576,1618,12237,1488,84847,4225,67872,3765,9248,1490,4799,1018,2928,730,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,177302,6713,43449,3624,42882,3582,45733,2842,45238,2530,583099,9098,291228,6862,124862,4290,104917,2928,62092,2612,395946,7521,148669,5699,79278,4690,31185,2670,18985,2084,19221,2226,247277,7133,205804,6968,22821,2209,11835,1640,6817,1213,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,63079,3554,17007,2200,16750,2052,15678,1798,13644,1424,198066,4342,88511,3552,47544,2582,38062,1688,23949,1644,106526,4571,43196,3643,23531,3146,8824,1857,6010,1123,4831,1089,63330,4399,52147,3718,5599,1451,4045,967,1539,576,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,345039,7335,106683,4436,87015,3475,76575,3493,74766,3255,1222900,9423,666837,7620,275106,4111,183873,3671,97084,2736,626513,8243,285740,6968,141537,5342,51448,2771,36554,2662,56201,3097,340773,8222,284799,7488,28594,2829,12799,1553,14581,1511,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
