GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004MA,B08101_004EA,B08101_005MA,B08101_005EA,B08101_006MA,B08101_006EA,B08101_007EA,B08101_007MA,B08101_008EA,B08101_008MA,B08101_009EA,B08101_009MA,B08101_010MA,B08101_010EA,B08101_011MA,B08101_011EA,B08101_012EA,B08101_012MA,B08101_013EA,B08101_013MA,B08101_014MA,B08101_014EA,B08101_015MA,B08101_015EA,B08101_016MA,B08101_016EA,B08101_017EA,B08101_017MA,B08101_018EA,B08101_018MA,B08101_019MA,B08101_019EA,B08101_020EA,B08101_020MA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023MA,B08101_023EA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027MA,B08101_027EA,B08101_028MA,B08101_028EA,B08101_029EA,B08101_029MA,B08101_030EA,B08101_030MA,B08101_031EA,B08101_031MA,B08101_032MA,B08101_032EA,B08101_033MA,B08101_033EA,B08101_034EA,B08101_034MA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038MA,B08101_038EA,B08101_039EA,B08101_039MA,B08101_040EA,B08101_040MA,B08101_041EA,B08101_041MA,B08101_042EA,B08101_042MA,B08101_043MA,B08101_043EA,B08101_044EA,B08101_044MA,B08101_045EA,B08101_045MA,B08101_046EA,B08101_046MA,B08101_047MA,B08101_047EA,B08101_048MA,B08101_048EA,B08101_049EA,B08101_049MA,B08101_050EA,B08101_050MA,B08101_051EA,B08101_051MA,B08101_052MA,B08101_052EA,B08101_053EA,B08101_053MA,B08101_054EA,B08101_054MA,B08101_055EA,B08101_055MA,B08101_056EA,B08101_056MA,state
0400000US08,2963212,17754,118447,4881,283325,6100,1359283,11203,571973,5794,261613,7262,204514,5334,164057,5255,2220259,19615,82076,4356,200287,6810,1026273,11219,430547,6100,205053,7490,157630,5523,118393,4896,253437,10333,15415,2230,31069,3914,123844,7001,44606,3582,17919,1891,11169,1653,9415,1775,81665,5061,3386,1130,11896,2035,40645,3470,12846,2167,4920,1170,3836,1170,4136,1036,88231,5517,10718,1270,21201,2606,36154,4087,9667,1461,3527,843,4100,862,2864,748,66100,4306,3375,1083,8144,1584,31749,3280,10646,1508,5075,1214,5237,1131,1874,523,253520,8712,3477,1093,10728,2180,100618,5327,63661,4240,25119,2133,22542,2319,27375,2360,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,136594,5572,324561,6664,1333489,10153,653743,7439,314803,7816,232381,6522,179451,6024,2631206,20103,93160,5024,254304,6742,1108778,11644,552193,7243,270375,7357,200591,5611,151805,5735,282715,9460,23856,2516,35560,3587,129546,6299,54242,4390,18831,2251,11733,1361,8947,1322,29453,3251,1448,621,4689,1205,12103,1796,6192,1286,2201,698,1468,707,1352,518,61795,3677,10836,1360,15543,1670,17103,2265,7840,1344,3687,1005,2824,797,3962,969,47568,4380,4408,1035,7477,1710,18995,2398,6805,1353,4807,1161,2752,802,2324,676,122285,5492,2886,858,6988,1393,46964,3386,26471,2519,14902,2268,13013,1591,11061,1305,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,84150,4242,204809,5585,842584,9990,404445,6343,187741,6316,129207,5046,112022,4621,1618938,17895,62082,3578,161940,5433,691250,11795,337275,5973,160476,6150,111015,4860,94900,4787,183996,8639,11250,1624,23244,2669,89179,5904,34333,3038,12228,2057,7308,1419,6454,1120,19302,2508,357,241,2389,886,8760,1677,3959,1189,1906,734,1286,552,645,396,38690,3237,6560,1275,11328,1793,12488,1867,3915,1223,1839,652,1362,610,1198,554,24268,2780,2382,1024,2671,848,10032,1590,3897,1136,3162,1033,1269,589,855,406,79764,4166,1519,633,3237,805,30875,3338,21066,1998,8130,1399,6967,1089,7970,1236,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,59935,4441,185012,6783,904641,10239,398581,8150,187549,5638,141284,5560,116977,4920,1650009,17792,44198,3661,148077,6641,745082,10930,335057,8214,159877,5407,120753,5581,96965,4852,179514,8760,10018,1932,19392,2739,86822,6160,33934,3462,12728,1846,8772,1806,7848,1542,23178,2801,538,343,2570,1115,13696,2217,3075,858,1091,510,1291,523,917,505,35902,3979,3448,1058,7171,2083,14163,2555,4652,1123,2407,871,1214,392,2847,816,38444,4304,840,432,5648,1629,17950,2750,6801,1487,3418,1064,2027,699,1760,767,66932,4870,893,433,2154,948,26928,3232,15062,2587,8028,1449,7227,1601,6640,1384,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,221499,5704,563365,9214,2714900,15609,1287656,8713,605424,10405,453865,8993,344877,7239,4500138,25050,149144,5347,373256,9231,1936714,17247,961088,9860,471157,9104,348876,7537,259903,6867,510939,14700,30227,3052,58286,4353,228306,8965,101972,5770,40523,3153,30398,2703,21227,2038,582223,14511,12659,2289,69901,4890,311139,11019,98179,4919,40820,3698,28919,2827,20606,2453,171445,6897,18668,2124,32652,3277,70278,4912,23325,2357,11425,1790,8574,1312,6523,1064,108248,5710,5447,1166,14028,2096,51065,3673,19106,2507,8769,1404,5763,1183,4070,1038,318593,9126,5354,1240,15242,2569,117398,5901,83986,4110,32730,2468,31335,2872,32548,2763,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,79963,3296,161138,4941,651105,5909,303834,4232,163546,4410,129445,3905,99689,3457,1295893,11943,56607,3198,125226,4553,532545,5937,255199,4504,136493,4028,108974,4049,80849,3367,129016,5522,10059,1585,16525,2011,59935,4193,20909,2211,10544,1371,7395,1122,3649,857,16184,2444,1126,609,2819,1002,7631,1616,2031,737,978,522,845,334,754,402,47472,3543,7838,1300,10272,1577,13743,1851,5192,1196,3515,902,3416,687,3496,519,18849,2153,1434,459,2849,987,7522,1323,3283,845,1686,602,1097,387,978,452,81306,3953,2899,753,3447,781,29729,2723,17220,2063,10330,1519,7718,1012,9963,1386,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,32622,2455,61572,2905,263752,4630,157393,3011,82679,4135,62552,3658,53415,2610,576686,8294,21572,1993,50164,2557,213470,4812,128943,3656,68573,3837,52027,3171,41937,2361,53106,4840,4365,1283,4633,1416,24586,3030,10749,1869,3684,895,3265,955,1824,517,6431,1731,569,448,268,225,3533,1081,798,550,397,322,382,289,484,612,18327,2604,3232,885,3313,1142,5235,1422,2385,796,1538,638,1199,514,1425,777,10449,1853,1132,682,1245,587,4413,1351,1239,541,1047,438,588,341,785,472,48986,3627,1752,614,1949,567,12515,1468,13279,1925,7440,1578,5091,942,6960,1269,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,48466,3291,131672,6131,568696,7558,262924,6188,119888,5052,90759,4192,78745,3884,1075012,12188,36629,2626,105346,5735,464945,8372,222463,6380,102560,4382,77690,3767,65379,3407,135838,6972,7813,1710,17515,2404,66385,4763,23595,2506,9715,1793,6022,1322,4793,958,5009,1346,31,60,1113,548,2038,925,733,400,460,411,385,261,249,195,20052,2460,1992,669,3047,1108,8355,1946,2736,851,1531,582,1254,483,1137,428,16473,2758,1043,517,2164,841,8195,1915,2878,1027,645,341,842,362,706,482,48766,4552,958,461,2487,1099,18778,2649,10519,1981,4977,989,4566,1084,6481,1451,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,17574,2001,39300,2262,186751,4102,94481,2522,46430,2687,34417,2654,33754,2811,360283,7081,11925,1451,28504,2542,152484,4379,74007,3398,37659,2762,28247,2520,27457,2711,41270,3928,3265,1254,5651,1536,16701,2328,8488,1571,3065,829,2302,868,1798,657,9756,1642,725,588,879,389,3478,1145,2776,903,1381,447,223,161,294,261,10720,1634,927,356,2459,719,3803,1189,1370,626,740,349,1022,555,399,287,4939,1154,195,152,489,317,1839,653,990,596,851,440,316,283,259,244,25739,2523,537,312,1318,587,8446,1710,6850,1308,2734,813,2307,654,3547,999,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,129366,4108,273548,4771,1253536,7642,581681,5154,310109,6647,214777,5961,159849,3868,2270810,14538,85979,3508,201227,5033,977140,9606,460659,6069,250689,5976,173670,4994,121446,3772,245484,7133,17874,2159,28625,2959,115275,4997,45262,2968,18534,1881,10625,1289,9289,1542,103737,5511,5093,1293,14103,1799,48975,3613,17617,2078,8208,1260,6031,1142,3710,853,80543,4347,9634,1387,15709,2139,30128,2956,9197,1197,5531,925,5474,859,4870,943,44587,3252,3497,853,5368,1279,19748,2352,7124,1077,3886,737,3136,725,1828,615,177705,5568,7289,1086,8516,1339,62270,3445,41822,2847,23261,1749,15841,1551,18706,1629,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
