GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001EA,B25098_001MA,B25098_002EA,B25098_002MA,B25098_003EA,B25098_003MA,B25098_004EA,B25098_004MA,B25098_005EA,B25098_005MA,B25098_006EA,B25098_006MA,B25098_007EA,B25098_007MA,B25098_008EA,B25098_008MA,B25098_009EA,B25098_009MA,B25098_010EA,B25098_010MA,B25098_011EA,B25098_011MA,B25098_012EA,B25098_012MA,B25098_013EA,B25098_013MA,B25098_014MA,B25098_014EA,B25098_015EA,B25098_015MA,B25098_016EA,B25098_016MA,B25098_017EA,B25098_017MA,B25098_018EA,B25098_018MA,B25098_019EA,B25098_019MA,state
0400000US08,1417981,9500,994356,9931,17931,2402,37319,2740,42818,3296,77456,4702,155216,5604,157165,6014,239397,5487,267054,7117,423625,8439,20964,2065,58950,3839,38005,2384,56518,3701,75370,3271,54761,3527,58017,3628,61040,3789,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,22006,2218,75032,4038,75098,4366,133027,5569,242161,7835,213587,6472,248477,7818,156902,5105,625459,8925,35323,2314,96123,4258,72604,3618,99825,4908,124495,4666,78736,4910,68450,3422,49903,3070,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,17620,2110,46048,2905,47644,3267,76589,4697,130771,5253,110699,5488,139515,5661,92634,4915,506209,9323,39925,3433,102668,5058,62095,3630,76466,4108,87836,4231,50390,3275,49876,3263,36953,2153,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,15942,2046,45791,3960,39014,3347,58396,3885,105943,5928,96938,5191,130202,5714,101507,5629,543791,9848,45143,3570,105845,5600,63133,3427,80669,5403,90602,5186,57083,3323,55388,3920,45928,3960,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,35155,2996,94058,5160,95658,4802,168952,6122,335047,7024,308080,7676,461509,9668,503965,9434,1207689,14489,64007,3728,166308,5013,120938,4877,165382,5378,215641,6305,144824,5141,164399,5262,166190,5633,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,8299,1371,29059,2558,30585,2205,55628,3310,107330,3914,103098,4375,127569,4882,81540,4049,360643,6410,15906,1687,53557,2884,38929,2996,58359,3263,70849,3586,46508,2699,43101,2525,33434,2187,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,3260,840,8036,1422,10524,1526,16028,1705,34817,2580,38661,3277,66400,3979,64350,3541,136666,5000,5084,1085,16939,1778,12644,1437,18262,2170,25053,2257,18184,2040,19325,1903,21175,2095,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,11784,1841,33638,3035,30367,2782,51783,3482,81975,4686,62311,4018,81585,4567,56692,4290,350266,7304,23680,2304,69257,3762,45101,3032,56947,3528,64385,3395,33836,2658,33933,2681,23127,2722,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,3920,1177,10195,1704,8002,1408,14651,2354,32016,2620,25841,2607,37210,2787,33590,2514,95720,3582,5009,1333,12899,1570,11952,1932,13052,1702,17455,1933,13426,1619,10885,1490,11042,1152,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,13278,1567,36475,2512,40723,2743,87675,4043,166252,5639,175149,5544,264182,5199,241240,5791,542965,7124,22458,1834,71430,3147,49128,2406,76545,2789,105400,3726,71607,3173,77860,3175,68537,3223,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
