GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001EA,B17023_001MA,B17023_002MA,B17023_002EA,B17023_003MA,B17023_003EA,B17023_004EA,B17023_004MA,B17023_005MA,B17023_005EA,B17023_006MA,B17023_006EA,B17023_007EA,B17023_007MA,B17023_008EA,B17023_008MA,B17023_009EA,B17023_009MA,B17023_010MA,B17023_010EA,B17023_011MA,B17023_011EA,B17023_012EA,B17023_012MA,B17023_013EA,B17023_013MA,B17023_014EA,B17023_014MA,B17023_015EA,B17023_015MA,B17023_016MA,B17023_016EA,B17023_017EA,B17023_017MA,B17023_018EA,B17023_018MA,B17023_019EA,B17023_019MA,B17023_020MA,B17023_020EA,B17023_021MA,B17023_021EA,B17023_022EA,B17023_022MA,B17023_023EA,B17023_023MA,B17023_024EA,B17023_024MA,B17023_025MA,B17023_025EA,B17023_026EA,B17023_026MA,B17023_027EA,B17023_027MA,B17023_028EA,B17023_028MA,B17023_029EA,B17023_029MA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032MA,B17023_032EA,B17023_033MA,B17023_033EA,B17023_034MA,B17023_034EA,B17023_035EA,B17023_035MA,state
0400000US08,1372705,11369,85547,4645,33505,2957,15479,2081,9813,1648,6807,1652,1406,778,52042,3833,9781,1619,3133,853,4731,1177,1712,820,205,141,42261,3590,10017,1718,22094,2395,8932,2084,1218,790,1287158,12066,1034680,11425,615081,9707,329448,8077,84922,4440,5229,1191,252478,7778,88954,4188,46856,3899,38202,3250,3598,946,298,284,163524,6574,85517,3651,67704,5192,9958,2060,345,258,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,25806,2397,16531,2360,10060,2024,2524,891,101664,5687,17619,2467,5082,974,9332,2008,3001,914,204,208,84045,5207,18327,2195,46137,3922,17186,2220,2395,804,1526591,12372,1193356,14682,755127,11915,327117,8390,100532,4817,10580,1469,333235,9913,112408,5718,55103,4503,49790,4052,7036,1515,479,427,220827,7451,113813,4881,92207,5742,14101,2563,706,550,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,28099,2430,16673,1834,8680,1603,1719,663,88328,5350,13980,1967,5768,1310,5999,1188,2173,1101,40,66,74348,4793,19417,2163,38894,3398,14006,2604,2031,873,995428,11461,782808,10652,499391,9346,229884,5869,49642,3750,3891,831,212620,7320,69704,4330,37473,3207,28695,2931,3536,1212,0,197,142916,6010,83452,4316,52818,3909,6392,1619,254,297,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,23518,2735,10909,1991,4748,1234,1670,817,109845,5963,18642,2556,7551,1759,7699,1807,3096,1207,296,349,91203,5519,24264,2627,45439,4184,19698,2408,1802,757,954157,12371,707759,11650,450963,8731,205660,7207,47830,3850,3306,1118,246398,8481,69647,4560,39673,4214,24300,3078,5438,1842,236,234,176751,6439,99667,5140,67932,4364,8741,1881,411,421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,42216,3288,25450,2760,17533,2481,2000,833,177479,7404,27547,2604,9880,1498,13207,2012,3604,1009,856,505,149932,7200,38240,3261,74796,5113,32922,3937,3974,967,2854423,16905,2205892,15963,1344455,11956,683857,10235,168014,6461,9566,1483,648531,10751,199653,6299,116235,5404,73071,4522,9756,1623,591,557,448878,8558,249709,7001,172923,6170,24629,3162,1617,797,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,9535,1219,5364,1279,3538,913,705,340,38169,3292,5738,1309,1596,609,3295,962,630,448,217,277,32431,2670,4617,949,18544,2166,8148,1391,1122,494,743018,8166,603000,8814,378157,6978,169476,5079,51501,3289,3866,950,140018,5254,51405,3386,21971,2317,25419,2708,3823,981,192,188,88613,4043,39504,2795,41167,3389,7144,1234,798,499,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2991,725,1429,605,436,379,158,194,11164,1824,1628,708,145,131,1197,609,286,237,0,192,9536,1739,1408,498,5027,1442,2849,1242,252,218,325574,5975,269295,5998,183094,4413,71362,3935,14196,2360,643,343,56279,3710,20561,2285,10745,1683,8977,1585,839,420,0,192,35718,2833,19234,2073,14504,1990,1980,724,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,18190,2326,8163,1458,5723,1265,1311,479,64066,4417,10347,1934,3916,1153,5771,1458,636,450,24,48,53719,4100,12271,1973,27867,3236,11907,2344,1674,830,671681,9873,520074,8925,333742,7420,143449,5810,39453,3081,3430,1203,151607,6598,47299,3860,25893,2816,19362,2401,2044,822,0,201,104308,4843,56701,3319,41848,3171,5491,1261,268,337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,3460,916,2232,1008,1224,698,248,248,12862,1831,2133,702,577,416,1245,577,311,241,0,200,10729,1770,2000,648,5819,1445,2758,1019,152,162,218373,5852,166670,4828,113534,3608,44006,3115,8500,1499,630,394,51703,3861,16090,2287,8948,1387,6564,1497,578,486,0,200,35613,3033,20704,2515,13359,1930,1451,580,99,153,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,13803,1519,7350,1085,5174,1175,3317,1059,50108,3748,8104,1274,2898,840,3631,890,1381,526,194,132,42004,3165,7653,1292,22890,2555,9706,1524,1755,676,1317075,9514,1073467,10241,653296,8032,319141,6185,93150,4003,7880,1054,243608,5880,88196,4329,41913,2798,38445,2669,7621,1387,217,164,155412,5083,71704,3799,72054,3717,10870,1554,784,324,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
