GEO_ID,C17010A_001E,C17010A_001M,C17010A_002E,C17010A_002M,C17010A_003E,C17010A_003M,C17010A_004E,C17010A_004M,C17010A_005E,C17010A_005M,C17010A_006E,C17010A_006M,C17010A_007E,C17010A_007M,C17010A_008E,C17010A_008M,C17010A_009E,C17010A_009M,C17010A_010E,C17010A_010M,C17010A_011E,C17010A_011M,C17010A_012E,C17010A_012M,C17010A_013E,C17010A_013M,C17010A_014E,C17010A_014M,C17010A_015E,C17010A_015M,C17010A_016E,C17010A_016M,C17010A_017E,C17010A_017M,NAME,C17010A_001EA,C17010A_001MA,C17010A_002EA,C17010A_002MA,C17010A_003EA,C17010A_003MA,C17010A_004EA,C17010A_004MA,C17010A_005EA,C17010A_005MA,C17010A_006MA,C17010A_006EA,C17010A_007MA,C17010A_007EA,C17010A_008MA,C17010A_008EA,C17010A_009EA,C17010A_009MA,C17010A_010EA,C17010A_010MA,C17010A_011EA,C17010A_011MA,C17010A_012EA,C17010A_012MA,C17010A_013EA,C17010A_013MA,C17010A_014EA,C17010A_014MA,C17010A_015EA,C17010A_015MA,C17010A_016EA,C17010A_016MA,C17010A_017EA,C17010A_017MA,state
0400000US37,1896275,14917,144101,7254,67858,4728,34285,3711,76243,5783,14916,2292,10858,2036,61327,4681,52067,4352,1752174,14307,1458224,13696,538120,9818,293950,8673,99227,4583,51963,4118,194723,6689,98708,4986,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1588864,13801,123226,5398,52029,3726,26052,3071,71197,4488,12762,1806,8370,1625,58435,3986,48205,3638,1465638,14513,1221994,13534,484814,11359,243644,9743,83406,5559,42906,4303,160238,7346,83614,5647,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,117522,3501,5341,1214,2760,640,1305,450,2581,961,1060,719,363,230,1521,582,1326,558,112181,3706,94247,3306,39543,2565,17934,1904,8050,1239,4116,929,9884,1309,5859,994,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,873693,9329,69842,3795,32528,2943,17003,2174,37314,3005,5450,1314,3492,1031,31864,2865,24824,2610,803851,9688,679153,9293,247299,7169,124698,5617,42003,3593,20540,2615,82695,4523,40043,3728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,149293,3349,8846,1516,3658,845,1665,575,5188,1234,910,451,554,225,4278,1147,3949,1108,140447,3222,115018,3310,38172,1968,25429,2387,10351,1260,5881,997,15078,1984,8115,1299,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,477067,7464,31152,2190,15039,1787,7160,1303,16113,1921,4521,985,3525,975,11592,1746,10125,1578,445915,7516,343106,7583,124499,5314,102809,4779,38607,3258,21154,2380,64202,3708,33424,2871,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,439946,6226,55376,4079,23607,2590,13398,2193,31769,2974,6988,1583,5138,1502,24781,2592,19979,2386,384570,6346,310999,7146,104337,5145,73571,4685,24636,2578,11294,1686,48935,3842,26032,2672,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,750193,6699,69954,2964,27608,1922,15850,1495,42346,2466,6254,1113,4674,1035,36092,2342,31483,2171,680239,6459,547828,6499,216186,5051,132411,4117,47565,2384,27462,2277,84846,3417,47697,2733,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1316162,9424,66508,3912,30463,2236,13794,1642,36045,2885,6647,1204,5001,1028,29398,2381,25619,2078,1249654,9330,1037003,9818,369874,6689,212651,6751,82439,3690,47842,3131,130212,5166,75410,4246,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,515603,9860,195485,7130,73426,3873,25569,2331,122059,5418,23446,2678,14518,2084,98613,4671,63812,3544,320118,8519,219797,6581,60337,3823,100321,4822,26177,2455,9296,1536,74144,3864,25895,2646,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1494374,12830,83219,4581,35263,2788,16315,2336,47956,3832,8221,1460,5741,1172,39735,3558,33926,3331,1411155,12828,1174647,11432,458954,7600,236508,7751,81631,4680,43686,3545,154877,5909,79902,4768,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,165254,4866,6943,1134,3125,857,1035,504,3818,888,907,476,592,422,2911,795,2512,784,158311,4838,134247,4767,52514,2952,24064,2746,9190,1410,5260,1121,14874,2054,9350,1769,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,893003,10418,62113,4036,26821,2635,11152,1672,35292,2962,6330,1226,4947,1089,28962,2909,24273,2612,830890,10548,694217,10156,247872,6547,136673,7130,46724,3952,23837,2973,89949,5420,43765,3529,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,896534,10357,67037,4488,27766,2942,14341,2363,39271,3968,7366,1602,5349,1307,31905,3699,27530,3555,829497,10167,673631,9523,239761,6239,155866,6522,55162,3742,28677,3001,100704,5359,54424,4541,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,134391,4547,8827,1714,3575,997,2434,892,5252,1352,1098,567,861,547,4154,1175,3912,1186,125564,4363,106008,4143,38160,2660,19556,2340,6880,1368,3961,1057,12676,1820,8165,1485,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5591428,27235,447161,10988,196905,7389,119743,6268,250256,8304,46785,3228,32344,2697,203471,8520,165811,7921,5144267,25146,3989226,26990,1646790,21419,1155041,17443,402121,9628,198139,6291,752920,14269,374942,10713,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,454022,7594,38466,3911,16553,2425,8749,1727,21913,3169,2983,926,1845,684,18930,3011,16298,3000,415556,6902,351544,7064,134215,4551,64012,4166,19254,2318,8412,1581,44758,3588,20826,2426,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,700481,8791,34553,2604,11955,1759,6005,1352,22598,2237,4381,1204,2978,1099,18217,2110,14733,1922,665928,8595,534990,9169,195341,5915,130938,5165,41566,3350,19778,2267,89372,4773,43340,3658,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,5090779,23976,521082,15093,230000,9731,147252,8178,291082,11006,42794,3928,30568,3187,248288,10228,214026,9165,4569697,24826,3622516,27611,1587270,19434,947181,15549,312708,10854,164515,8759,634473,11890,358440,9725,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,868659,8009,32578,2667,13374,1661,6112,1181,19204,2104,2852,829,2146,847,16352,2093,13113,1969,836081,8194,694175,8039,267754,5542,141906,5959,47912,3925,23778,2800,93994,4599,44299,2791,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3946971,21991,322350,9577,154323,7061,67007,4644,168027,7829,30768,3424,19452,3016,137259,7051,108069,6312,3624621,22366,2878376,23854,903845,14595,746245,14221,249573,8454,113281,6042,496672,12685,234610,9191,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1319667,10356,65621,4344,23113,2540,10417,1962,42508,3180,6274,1376,4307,1243,36234,3159,29871,2980,1254046,10433,1006400,10789,386034,8740,247646,7448,73426,3877,30593,3030,174220,6538,83647,4942,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,51726,2524,978,590,485,278,258,186,493,477,117,145,72,122,376,452,331,442,50748,2501,45693,2489,17989,1828,5055,950,1814,595,1019,487,3241,903,1770,680,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,660349,7679,33745,2819,17120,2303,9280,1652,16625,2116,1713,729,1402,694,14912,2048,13104,1924,626604,7840,535985,7144,271201,5438,90619,5314,32366,3126,16646,2279,58253,3666,31600,2617,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3066168,18782,203364,7704,96517,5644,52596,4082,106847,5774,17758,2454,12265,1868,89089,5146,69905,4882,2862804,16198,2287295,17395,852804,11296,575509,10964,182478,7057,82364,4885,393031,8708,183751,6579,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1553029,13815,79126,4479,33822,3695,17875,2759,45304,4268,8346,2030,5980,1789,36958,3700,30671,3448,1473903,13871,1195013,12331,470460,9027,278890,9324,90379,5013,39502,3526,188511,7085,79414,4322,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2469064,14632,186363,6379,65385,3543,32139,2610,120978,5795,21382,2341,15693,1997,99596,5646,86175,5362,2282701,15404,1834631,15649,669461,11255,448070,9167,156463,5978,84495,4815,291607,6787,156446,5683,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1320937,12223,99336,4765,44563,3638,22863,2740,54773,3482,10058,1632,7152,1304,44715,3112,38153,2915,1221601,12469,997568,11972,364510,8252,224033,7435,76864,4681,42636,3461,147169,5645,80515,4054,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2719995,14783,161173,6452,62560,3602,29025,2553,98613,5205,19995,2356,14431,2120,78618,4393,65088,4132,2558822,15437,2094777,15536,729999,9826,464045,9981,162649,6164,81542,4296,301396,8355,146945,5791,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2067545,11074,153858,5917,65807,3158,34766,2705,88051,4952,18293,2060,14219,1997,69758,4422,59093,3957,1913687,11811,1558999,10508,551157,7546,354688,8505,129617,5013,68238,4151,225071,6072,113221,4678,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,434137,5511,25863,2250,10677,1383,5567,984,15186,1855,2781,772,2160,695,12405,1520,11309,1393,408274,5199,339351,5253,137045,3396,68923,3096,25579,1977,14517,1728,43344,2350,27977,2283,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,404713,8401,31079,3367,14246,1904,7248,1335,16833,2997,3184,1391,1630,679,13649,2658,12299,2489,373634,8251,310479,8308,124238,6148,63155,5584,22458,3227,13040,2312,40697,4741,23519,3449,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,397526,7572,51822,3384,22121,2763,10158,1820,29701,2899,5636,1478,3767,1193,24065,2817,20801,2681,345704,7462,266217,5791,91464,3841,79487,4876,27366,2673,15162,1992,52121,3732,27467,2826,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,91966,2610,4463,1236,1497,666,586,331,2966,1015,415,290,256,213,2551,930,2337,937,87503,2653,74957,2748,27066,2154,12546,1912,3908,805,1558,512,8638,1537,4200,1074,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,195970,4905,9954,1395,3795,1081,1194,412,6159,1098,1196,481,833,370,4963,978,4307,976,186016,4656,157825,4583,57110,2436,28191,2817,9762,1376,5542,1068,18429,2226,11882,1887,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1482156,13120,75325,3950,28574,2603,15200,1962,46751,3201,7220,1483,5679,1246,39531,3205,32466,3013,1406831,12684,1148260,12504,436631,9018,258571,8051,90486,5240,49840,4583,168085,6776,93135,4883,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,207758,4198,14193,1824,4226,1135,2306,848,9967,1879,2372,832,1603,639,7595,1693,6716,1591,193565,4123,149206,4465,53084,3531,44359,3353,13530,2146,6724,1795,30829,2765,14389,2067,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1403431,13197,118249,5609,54503,3475,31835,2934,63746,4547,12528,2031,10058,1807,51218,4077,43545,3719,1285182,13346,1006803,12193,362455,7578,278379,9422,99933,5713,56655,4506,178446,7094,95896,5396,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1376402,11499,123740,5925,52277,4180,28537,3315,71463,4481,16045,2101,11628,1998,55418,3976,45245,3520,1252662,11569,1028982,12156,386995,8490,223680,7875,78188,3979,43054,3325,145492,6418,72490,4378,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,634684,8074,41582,2946,16979,1693,8435,1195,24603,2487,5485,1435,4331,1279,19118,2142,17480,2063,593102,7815,496345,6680,203166,5094,96757,4859,32892,2829,19415,2292,63865,3728,38601,2846,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
