GEO_ID,B20005H_001E,B20005H_001M,B20005H_002E,B20005H_002M,B20005H_003E,B20005H_003M,B20005H_004E,B20005H_004M,B20005H_005E,B20005H_005M,B20005H_006E,B20005H_006M,B20005H_007E,B20005H_007M,B20005H_008E,B20005H_008M,B20005H_009E,B20005H_009M,B20005H_010E,B20005H_010M,B20005H_011E,B20005H_011M,B20005H_012E,B20005H_012M,B20005H_013E,B20005H_013M,B20005H_014E,B20005H_014M,B20005H_015E,B20005H_015M,B20005H_016E,B20005H_016M,B20005H_017E,B20005H_017M,B20005H_018E,B20005H_018M,B20005H_019E,B20005H_019M,B20005H_020E,B20005H_020M,B20005H_021E,B20005H_021M,B20005H_022E,B20005H_022M,B20005H_023E,B20005H_023M,B20005H_024E,B20005H_024M,B20005H_025E,B20005H_025M,B20005H_026E,B20005H_026M,B20005H_027E,B20005H_027M,B20005H_028E,B20005H_028M,B20005H_029E,B20005H_029M,B20005H_030E,B20005H_030M,B20005H_031E,B20005H_031M,B20005H_032E,B20005H_032M,B20005H_033E,B20005H_033M,B20005H_034E,B20005H_034M,B20005H_035E,B20005H_035M,B20005H_036E,B20005H_036M,B20005H_037E,B20005H_037M,B20005H_038E,B20005H_038M,B20005H_039E,B20005H_039M,B20005H_040E,B20005H_040M,B20005H_041E,B20005H_041M,B20005H_042E,B20005H_042M,B20005H_043E,B20005H_043M,B20005H_044E,B20005H_044M,B20005H_045E,B20005H_045M,B20005H_046E,B20005H_046M,B20005H_047E,B20005H_047M,B20005H_048E,B20005H_048M,B20005H_049E,B20005H_049M,B20005H_050E,B20005H_050M,B20005H_051E,B20005H_051M,B20005H_052E,B20005H_052M,B20005H_053E,B20005H_053M,B20005H_054E,B20005H_054M,B20005H_055E,B20005H_055M,B20005H_056E,B20005H_056M,B20005H_057E,B20005H_057M,B20005H_058E,B20005H_058M,B20005H_059E,B20005H_059M,B20005H_060E,B20005H_060M,B20005H_061E,B20005H_061M,B20005H_062E,B20005H_062M,B20005H_063E,B20005H_063M,B20005H_064E,B20005H_064M,B20005H_065E,B20005H_065M,B20005H_066E,B20005H_066M,B20005H_067E,B20005H_067M,B20005H_068E,B20005H_068M,B20005H_069E,B20005H_069M,B20005H_070E,B20005H_070M,B20005H_071E,B20005H_071M,B20005H_072E,B20005H_072M,B20005H_073E,B20005H_073M,B20005H_074E,B20005H_074M,B20005H_075E,B20005H_075M,B20005H_076E,B20005H_076M,B20005H_077E,B20005H_077M,B20005H_078E,B20005H_078M,B20005H_079E,B20005H_079M,B20005H_080E,B20005H_080M,B20005H_081E,B20005H_081M,B20005H_082E,B20005H_082M,B20005H_083E,B20005H_083M,B20005H_084E,B20005H_084M,B20005H_085E,B20005H_085M,B20005H_086E,B20005H_086M,B20005H_087E,B20005H_087M,B20005H_088E,B20005H_088M,B20005H_089E,B20005H_089M,B20005H_090E,B20005H_090M,B20005H_091E,B20005H_091M,B20005H_092E,B20005H_092M,B20005H_093E,B20005H_093M,B20005H_094E,B20005H_094M,B20005H_095E,B20005H_095M,NAME,B20005H_001EA,B20005H_001MA,B20005H_002EA,B20005H_002MA,B20005H_003EA,B20005H_003MA,B20005H_004EA,B20005H_004MA,B20005H_005MA,B20005H_005EA,B20005H_006MA,B20005H_006EA,B20005H_007EA,B20005H_007MA,B20005H_008EA,B20005H_008MA,B20005H_009EA,B20005H_009MA,B20005H_010MA,B20005H_010EA,B20005H_011MA,B20005H_011EA,B20005H_012EA,B20005H_012MA,B20005H_013EA,B20005H_013MA,B20005H_014EA,B20005H_014MA,B20005H_015MA,B20005H_015EA,B20005H_016MA,B20005H_016EA,B20005H_017EA,B20005H_017MA,B20005H_018EA,B20005H_018MA,B20005H_019EA,B20005H_019MA,B20005H_020EA,B20005H_020MA,B20005H_021EA,B20005H_021MA,B20005H_022MA,B20005H_022EA,B20005H_023EA,B20005H_023MA,B20005H_024MA,B20005H_024EA,B20005H_025EA,B20005H_025MA,B20005H_026EA,B20005H_026MA,B20005H_027MA,B20005H_027EA,B20005H_028MA,B20005H_028EA,B20005H_029MA,B20005H_029EA,B20005H_030EA,B20005H_030MA,B20005H_031EA,B20005H_031MA,B20005H_032MA,B20005H_032EA,B20005H_033MA,B20005H_033EA,B20005H_034EA,B20005H_034MA,B20005H_035EA,B20005H_035MA,B20005H_036EA,B20005H_036MA,B20005H_037MA,B20005H_037EA,B20005H_038MA,B20005H_038EA,B20005H_039MA,B20005H_039EA,B20005H_040EA,B20005H_040MA,B20005H_041EA,B20005H_041MA,B20005H_042MA,B20005H_042EA,B20005H_043MA,B20005H_043EA,B20005H_044MA,B20005H_044EA,B20005H_045EA,B20005H_045MA,B20005H_046MA,B20005H_046EA,B20005H_047EA,B20005H_047MA,B20005H_048EA,B20005H_048MA,B20005H_049EA,B20005H_049MA,B20005H_050MA,B20005H_050EA,B20005H_051MA,B20005H_051EA,B20005H_052EA,B20005H_052MA,B20005H_053EA,B20005H_053MA,B20005H_054EA,B20005H_054MA,B20005H_055MA,B20005H_055EA,B20005H_056EA,B20005H_056MA,B20005H_057EA,B20005H_057MA,B20005H_058EA,B20005H_058MA,B20005H_059EA,B20005H_059MA,B20005H_060MA,B20005H_060EA,B20005H_061MA,B20005H_061EA,B20005H_062EA,B20005H_062MA,B20005H_063EA,B20005H_063MA,B20005H_064EA,B20005H_064MA,B20005H_065MA,B20005H_065EA,B20005H_066MA,B20005H_066EA,B20005H_067EA,B20005H_067MA,B20005H_068EA,B20005H_068MA,B20005H_069EA,B20005H_069MA,B20005H_070EA,B20005H_070MA,B20005H_071EA,B20005H_071MA,B20005H_072MA,B20005H_072EA,B20005H_073MA,B20005H_073EA,B20005H_074MA,B20005H_074EA,B20005H_075EA,B20005H_075MA,B20005H_076EA,B20005H_076MA,B20005H_077MA,B20005H_077EA,B20005H_078EA,B20005H_078MA,B20005H_079MA,B20005H_079EA,B20005H_080EA,B20005H_080MA,B20005H_081EA,B20005H_081MA,B20005H_082MA,B20005H_082EA,B20005H_083MA,B20005H_083EA,B20005H_084MA,B20005H_084EA,B20005H_085EA,B20005H_085MA,B20005H_086EA,B20005H_086MA,B20005H_087MA,B20005H_087EA,B20005H_088MA,B20005H_088EA,B20005H_089EA,B20005H_089MA,B20005H_090EA,B20005H_090MA,B20005H_091EA,B20005H_091MA,B20005H_092MA,B20005H_092EA,B20005H_093MA,B20005H_093EA,B20005H_094MA,B20005H_094EA,B20005H_095MA,B20005H_095EA,state
0400000US08,3231639,3505,1617291,2335,885431,10265,155,160,885276,10270,2519,924,1213,485,4608,1238,2563,948,6964,1458,8098,1774,10930,1731,6254,1208,22714,2851,15104,2200,31554,3004,51930,3865,43364,3714,55398,3957,44861,3157,54262,4397,84817,5490,72885,3886,132065,5399,233173,6138,731860,10139,377506,7896,354354,9104,47797,3167,36573,2976,31520,2554,17449,2368,29060,2623,11546,1805,19581,2484,9758,1687,19577,2530,9280,1360,19345,2023,16857,2080,11885,1824,11063,1880,5656,1067,6975,1278,9562,1553,7877,1378,10783,1468,22210,2243,1614348,2475,639655,9328,106,113,639549,9335,879,471,1175,509,3513,807,2559,750,10232,1849,4710,1171,12171,2090,9191,1270,21321,2386,15432,2231,36731,3497,56349,4560,46393,3248,45017,3193,45364,3514,52356,3528,66323,3223,50545,3401,71621,4061,87667,3649,974693,9786,527701,8631,446992,8789,61708,3678,44504,2921,40970,2882,25526,2571,42946,3216,17687,2429,27788,2723,13954,1837,28440,2876,11272,1638,22706,2021,21543,2036,16098,2048,14095,1806,8672,1471,10656,1680,11339,1533,8406,1319,9487,1274,9195,1280,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4290168,4247,2090518,3205,1103214,11063,0,198,1103214,11063,2311,700,1121,543,5268,1219,3658,1295,13254,1896,6377,1379,18148,2279,10379,2057,33801,2484,18825,2256,56854,3698,87142,5368,72464,4494,93764,6151,70074,5029,87205,5006,117290,5154,98823,4867,143843,6085,162613,6348,987304,11159,576414,9009,410890,8186,72291,3818,45607,2910,42100,3357,24585,2497,39152,2652,16025,1990,22634,2488,12279,1700,19579,2142,9202,1824,18117,2576,15607,1917,9835,1595,11252,1580,6809,1287,10109,1522,8448,1300,5478,971,9804,1504,11977,1544,2199650,2899,791716,9038,0,198,791716,9038,747,453,2448,984,6577,1465,6043,1384,16328,2225,11649,1642,22390,2620,20438,2119,41628,3539,26421,2708,75499,4177,94470,5247,77037,3906,70036,3905,52751,3729,53200,3689,66434,4395,48799,3335,52164,3996,46657,3252,1407934,8723,832955,8634,574979,8263,91884,3729,68775,3822,64634,3613,39147,2944,71935,3854,29391,2401,39013,3568,17214,2059,30651,2758,10687,1651,23290,2385,18671,1991,15291,2019,12901,1676,7314,1280,7759,1190,9875,1607,4758,936,5490,1234,6299,1532,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3075912,3140,1493889,2522,700363,7623,29,51,700334,7622,2151,799,757,428,2911,711,2450,724,13407,2024,6678,1565,15635,2349,11026,1987,28326,2970,17893,1931,45201,3177,55714,4362,49363,3518,57121,3828,40894,3030,53420,3541,71630,4055,53483,3100,77057,4236,95217,4370,793526,7937,504065,7376,289461,6219,45855,2945,32244,2485,31904,2918,21392,2465,29040,2524,12057,1763,16198,2014,8118,1365,15123,2375,6593,1230,12257,1847,10960,2026,8104,1286,7507,1149,3420,810,6571,1434,6112,1340,3020,797,6228,1265,6758,1063,1582023,2465,534774,8149,0,197,534774,8149,693,283,1114,547,5384,993,4394,992,12422,1566,8788,1826,19314,2036,12983,1822,30051,3092,22779,2690,53637,3679,60127,3858,46557,3365,43032,3271,34911,3068,38283,3195,43201,3257,29208,2402,34102,3133,33794,2639,1047249,8799,680820,8377,366429,7947,59540,3835,44704,3164,41693,3231,28137,2718,42374,2870,20640,2555,26644,2479,10881,1566,16212,2389,7849,1213,14296,2106,11972,1910,6771,1207,7136,1335,4244,991,5607,1080,7500,1388,3063,949,3787,786,3379,818,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2230864,2570,1088476,2061,550284,9856,95,154,550189,9852,1448,791,342,239,2591,852,2160,666,10371,2318,3808,1126,10563,2492,8931,1676,17572,2262,11245,2473,26889,3277,30697,3203,29028,2902,35989,3142,25425,2622,37698,3298,56289,4119,40993,3189,76014,5234,122136,5641,538192,9993,348122,8584,190070,7536,25626,2498,18401,2551,17137,2257,11592,2449,16333,2404,7200,1363,11820,2338,6103,1232,8963,1657,3502,1067,7133,1299,7704,1664,6406,1226,7015,1342,3702,1181,4853,1308,5492,1327,3518,783,7404,1421,10166,1669,1142388,2405,391834,7317,50,85,391784,7323,473,405,827,396,2045,762,2893,1098,9069,1656,7082,1680,12368,2132,11367,1996,24254,2752,15545,2202,32189,3581,34532,3646,26042,2522,36117,3011,28211,2491,31004,3262,35411,3259,26024,2466,30741,2695,25590,2847,750554,7136,507281,7762,243273,6709,38643,3139,29424,2773,28089,3097,17443,2638,25136,2510,9548,1848,14195,2083,7945,1400,11466,1792,7110,1389,10718,1565,8692,1442,7102,1620,6499,1207,4541,1059,5033,1190,4026,1254,3037,895,2097,711,2529,900,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6476152,4315,3157158,3436,1662531,10036,87,88,1662444,10053,3054,817,2208,746,7064,1253,3338,754,17001,1904,7787,1403,18116,1911,12672,1429,40769,3694,22088,2578,60558,4149,91219,4138,84057,4252,102284,4718,82083,4186,111838,4890,158507,5336,143946,6282,250494,6677,443361,9019,1494627,10609,861680,10067,632947,9506,100622,4936,65347,3766,62751,3457,40134,3047,55438,3680,21566,2019,32140,2499,15093,1846,26231,2338,11460,1899,27332,2658,23806,2396,15271,1753,19695,2217,13707,1956,17158,1875,19751,2252,13513,1606,22440,1930,29492,2722,3318994,3196,1221471,11001,185,201,1221286,10997,1173,465,2175,650,6947,1164,5711,1138,18980,1924,11425,1456,24596,2269,22552,2689,49041,3265,30438,2614,76062,4396,94812,4413,83792,4343,89760,4250,70899,3794,90728,3832,125066,5249,100362,4738,145516,4998,171251,6404,2097523,11148,1231137,10476,866386,10771,130011,4928,92188,4153,89054,4513,56134,3828,89984,4779,37189,3061,52314,2995,27841,2506,46126,3174,22457,2488,44848,3449,34871,2707,22902,1853,19666,2181,15780,1672,17750,1994,20673,2106,14301,1996,17982,1941,14315,1832,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2195486,2441,1076286,1680,579719,6682,20,24,579699,6679,2962,762,490,261,3138,749,2556,806,6482,1144,2345,743,6880,1245,6318,1608,15673,1897,9791,1536,31373,2301,40989,2911,38601,3159,46939,2969,38026,2871,54119,3812,70883,3709,52583,3268,65818,3434,83733,3664,496567,6823,269820,5228,226747,6430,39799,3043,28843,2565,25986,2147,17633,2102,18576,2374,6993,1180,12196,1473,5098,848,10755,1595,3549,756,10953,1594,6884,1158,5109,905,6282,1150,3888,855,5041,976,5648,1043,3334,749,3378,769,6802,1249,1119200,1667,433594,6848,30,38,433564,6850,825,343,1111,587,2925,717,3158,1080,8358,1249,5591,1418,11092,1745,7837,1027,23591,2784,13615,1731,37598,3276,46573,2691,39399,3004,39398,2912,28591,2298,35532,2544,42290,2762,28837,2165,31089,2473,26154,2414,685606,7026,375952,4768,309654,6374,48071,2860,38026,2977,38495,2986,20112,2011,28809,2085,16247,2047,22249,2591,11675,1415,16306,1667,6726,1184,12461,1857,11052,1602,6408,1138,7028,1027,5270,1368,4119,941,6220,1108,4329,1247,2612,554,3439,974,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1026837,1646,502557,1537,267171,5404,18,31,267153,5405,659,585,432,418,477,268,327,223,2071,962,1037,632,3000,1043,1701,568,7754,1554,2924,854,12328,1759,16202,2097,14776,2074,17244,2136,13678,2109,20512,2447,24660,2382,25697,2887,36716,3228,64958,3664,235386,5821,123688,3758,111698,4620,15564,2082,12114,1754,10473,1905,7468,1513,8604,1489,3260,873,8489,1629,3274,765,6103,1130,2125,666,5486,1136,3806,1018,3747,1171,4071,1164,1888,697,2344,786,3169,826,2119,644,3411,1052,4183,947,524280,975,197740,4871,0,192,197740,4871,295,256,370,261,850,557,540,276,1854,553,1207,626,3503,876,2547,1004,7784,1247,5277,1020,15812,2086,18327,2106,16245,2004,21803,2427,14072,1952,14092,1618,19308,2094,14338,1796,20854,2103,18662,1968,326540,5037,174580,4267,151960,4897,22878,1948,16683,1847,14683,2090,9181,1407,13979,1950,5776,1179,9021,1573,6230,1345,10279,1351,3932,1045,8018,1347,6751,1113,4699,928,4040,930,2293,767,2497,702,2665,694,3683,841,2723,638,1949,550,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1782959,2088,866228,1957,414445,7393,165,257,414280,7381,1924,776,561,327,2987,1168,3136,1209,7039,1501,3100,1108,8959,1578,6397,1424,17673,2658,11851,1809,27665,3040,37741,3681,31285,2419,33784,3103,25468,2352,32993,2771,38742,2653,23800,2142,39860,3034,59315,4394,451783,7489,302116,6903,149667,6153,24367,2594,16092,1930,14528,1804,11863,2064,15780,2304,6509,1407,9324,1755,4207,1216,7345,1554,2463,883,5787,1247,5208,1132,3813,924,4103,1043,2485,786,2347,736,2728,673,2114,774,2833,694,5771,1369,916731,1496,317502,7892,71,120,317431,7904,364,279,1252,607,2655,778,1638,562,7980,1568,4143,887,13598,2203,11070,1790,21404,2538,13691,2283,29042,2956,30840,2598,25547,2703,28755,2739,21797,2562,22890,2598,26835,2880,15888,1782,19329,1987,18713,2062,599229,8132,412783,6313,186446,7072,32645,2731,25482,2600,20937,2231,13858,1950,20662,2125,8698,1670,11250,1524,4714,860,7754,1279,3549,913,7820,1515,4858,1073,4873,1128,4492,1220,4001,1218,2671,627,3461,871,2236,705,972,487,1513,508,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,511752,904,245731,647,116474,3222,0,200,116474,3222,577,442,539,339,177,164,797,432,1015,486,86,92,1054,469,1684,724,4080,1257,1101,434,6133,1397,7010,1554,6596,1532,9190,1708,7286,1294,7349,1318,10962,1476,10290,1842,16050,1829,24498,2171,129257,3227,81569,2891,47688,3088,7253,1189,6550,1147,5363,1197,4402,1347,5026,982,1672,737,2815,685,598,333,1990,735,595,324,1483,544,1649,584,925,412,1789,701,709,371,781,373,1416,661,735,392,396,259,1541,540,266021,667,95909,3301,0,200,95909,3301,20,37,156,248,581,423,810,646,1058,529,743,457,2759,933,2682,966,3307,886,3215,1061,7232,1415,8953,1619,7909,1384,4770,1045,6654,1227,7252,1430,9166,1787,8023,1499,10078,1464,10541,1521,170112,3319,107022,3494,63090,3175,10937,1602,8797,1376,5615,1017,4000,953,5933,1154,2969,973,3327,1029,1337,531,2661,790,1705,590,2341,706,2669,689,1829,621,1871,831,988,567,1954,926,2189,747,466,242,919,339,583,272,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3664737,2828,1806574,2129,977216,6899,104,79,977112,6899,2187,536,1282,365,4751,855,2665,657,9182,1160,3545,950,11242,1695,7788,1283,19490,1764,12693,1439,39721,2245,56597,3497,56300,2843,71261,3626,57005,2803,73285,3768,103661,3538,92966,4004,142358,5686,209133,5239,829358,6964,426928,6218,402430,6830,56517,3241,40242,2686,42325,2826,24129,1962,34200,2434,15295,1765,23147,1913,12285,1474,19704,1782,7045,975,18146,2150,16976,1959,12350,1513,12958,1706,7363,1032,8912,1074,13135,1339,9046,1373,12285,1539,16370,1696,1858163,1723,738675,8053,0,147,738675,8053,1065,342,1316,450,4804,1097,3108,581,10122,1396,4498,852,9536,1101,8043,1081,24480,2101,17832,1664,45208,2893,64426,3958,60652,3556,65446,3476,50230,3348,56629,3367,78272,3511,60769,3459,84037,3742,88202,3899,1119488,8155,581465,6633,538023,7019,70383,2674,55291,2906,55207,3054,31990,1990,51457,3020,21905,1939,34769,2125,19553,1820,29633,1856,13988,1524,26255,2124,25160,2258,16136,1792,15272,1447,9974,1329,12123,1420,15454,1695,12277,1545,13677,1599,7519,1193,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
