GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001MA,B24021_001EA,B24021_002EA,B24021_002MA,B24021_003EA,B24021_003MA,B24021_004MA,B24021_004EA,B24021_005MA,B24021_005EA,B24021_006MA,B24021_006EA,B24021_007EA,B24021_007MA,B24021_008EA,B24021_008MA,B24021_009EA,B24021_009MA,B24021_010MA,B24021_010EA,B24021_011MA,B24021_011EA,B24021_012MA,B24021_012EA,B24021_013EA,B24021_013MA,B24021_014EA,B24021_014MA,B24021_015EA,B24021_015MA,B24021_016EA,B24021_016MA,B24021_017MA,B24021_017EA,B24021_018MA,B24021_018EA,B24021_019EA,B24021_019MA,B24021_020EA,B24021_020MA,B24021_021EA,B24021_021MA,B24021_022MA,B24021_022EA,B24021_023MA,B24021_023EA,B24021_024EA,B24021_024MA,B24021_025EA,B24021_025MA,B24021_026EA,B24021_026MA,B24021_027MA,B24021_027EA,B24021_028MA,B24021_028EA,B24021_029EA,B24021_029MA,B24021_030EA,B24021_030MA,B24021_031EA,B24021_031MA,B24021_032MA,B24021_032EA,B24021_033MA,B24021_033EA,B24021_034EA,B24021_034MA,B24021_035EA,B24021_035MA,B24021_036EA,B24021_036MA,state
0400000US08,51543,276,70085,886,74322,1806,76793,1988,70283,1799,85185,2117,89733,2794,86344,3938,65096,4673,51210,631,47216,1599,88960,9923,48460,1805,55101,5794,66877,1940,77404,3484,46067,2855,32372,658,32414,941,56956,3195,47259,3498,65706,2518,26702,1048,30727,1157,32192,2239,44246,1315,50196,1100,40478,853,45102,1987,33880,2514,42469,3281,50298,1962,40331,1005,42157,2250,46787,2650,31770,622,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,44945,538,58594,1262,62384,1130,65789,1131,58525,3107,70597,1469,67684,3593,74292,2531,61191,6289,44793,1024,42254,1333,67850,8221,45280,1575,40619,2315,57058,1834,67035,1942,40754,1147,27959,898,26779,723,45938,1465,45595,2415,46326,2469,20879,611,30201,1450,26808,950,39306,1115,45787,1459,36305,534,48626,1745,38769,4674,47026,1398,50837,851,40526,394,41222,490,49135,1947,32718,1267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,42354,323,54937,919,59317,2744,60536,1867,56592,2096,67157,2170,65475,2388,72495,3925,57704,3930,45750,1055,39598,1943,79035,12529,46229,1266,43600,3880,56238,1677,63123,3711,41248,1605,27015,483,26436,753,40208,1552,37676,5484,41541,1566,20902,750,30263,1266,25866,1166,37159,648,43567,2311,34904,767,44198,2808,28228,4665,41724,848,50733,1362,37701,1102,41072,746,42721,2885,29540,1159,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43070,890,56673,892,63368,2986,64880,3236,61641,2585,71111,3235,62238,5018,86274,5917,56228,12469,46699,718,45735,2515,69649,7084,45546,707,42241,7445,58106,2683,66964,1632,39060,2795,24478,803,22354,845,45488,2390,41317,3800,47447,3611,21062,640,22345,1152,25013,2063,35354,828,37579,3115,33896,1434,45041,2290,31086,10964,43677,3611,50122,5019,43814,2491,51538,1783,45865,1981,29748,2210,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,51543,185,71344,353,79094,1555,81724,834,75205,1564,81055,839,85071,3197,80835,1373,65350,3595,55731,736,46307,1354,119092,9293,53228,1928,53492,3610,65499,1200,75650,1480,42382,1596,31055,382,28992,1078,63412,3380,45845,3177,75593,2830,26088,607,30260,703,27729,1850,45088,687,51528,618,41390,344,50916,547,39290,2699,51169,733,51396,790,40013,693,39855,1033,48723,1806,31434,474,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,46831,501,60235,571,61852,726,62185,1386,61356,1061,71697,2350,76072,1797,73998,5043,55998,3632,50763,818,45578,2338,100296,23178,50192,1307,50882,2760,57164,2475,65820,1560,40041,1611,28883,926,30121,936,56203,4182,50932,6843,60072,3507,24965,1098,30779,1489,24134,1783,41153,568,47741,2437,38265,1115,46343,1065,40235,2980,45609,2016,50378,1397,41481,532,41252,730,50971,801,36416,955,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,52428,1079,71689,1058,77375,2221,80561,3332,75713,2259,85568,3846,92148,6647,82144,6566,66872,8173,53092,4396,41835,1214,69211,7760,52180,3080,61248,3631,63729,6639,80140,5346,41921,2129,33235,2160,34055,3341,67895,8043,68327,9542,66997,11178,30027,2432,31641,2109,31846,3941,44833,2782,51484,2045,41183,954,51401,966,30325,14899,51828,1360,52078,2927,41912,1042,42767,2626,51384,1888,33366,2255,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,40213,448,52920,1285,58639,3767,60516,2524,56121,2379,65536,4728,69331,8521,63620,8021,61038,7116,45971,1061,45924,3602,56062,7680,44569,1403,50223,5417,53981,1856,67297,3165,39959,3700,24602,1025,24767,2426,37645,2303,33960,1491,39693,2223,19728,1076,23800,1222,24943,5825,35792,709,40039,2872,34244,1503,39858,1709,31642,1771,37419,3232,42467,3037,34373,1347,34472,1466,42404,2945,30136,1389,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,48670,1645,66905,1714,73048,6370,78360,6391,66835,6270,77456,4622,80993,8628,81052,10323,74283,4806,54872,3366,47816,5706,82188,33112,53484,4001,58135,18721,69009,3165,77382,4317,45063,10010,28660,2315,30109,3819,46462,8652,29445,4302,54649,8623,21874,1039,33399,5361,24542,3925,40738,1791,41851,4605,39654,2207,41925,2890,40391,6021,40977,4349,45111,6066,38329,4602,42265,4086,45928,6373,33240,1920,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,51834,220,69915,885,73474,1763,75603,1466,71257,1555,79923,1887,83494,2625,76701,1200,71894,3290,54845,1023,49087,2567,87987,7543,52887,1306,57099,3549,65308,1801,77475,2814,44888,1870,32113,431,31540,704,59167,3607,43393,5530,66872,4209,28626,1594,32218,1025,30176,1802,45736,557,52053,794,41937,386,51301,507,36394,1066,52722,1879,51995,737,40767,351,40895,515,46989,981,33268,2501,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
