GEO_ID,B28006_001E,B28006_001M,B28006_002E,B28006_002M,B28006_003E,B28006_003M,B28006_004E,B28006_004M,B28006_005E,B28006_005M,B28006_006E,B28006_006M,B28006_007E,B28006_007M,B28006_008E,B28006_008M,B28006_009E,B28006_009M,B28006_010E,B28006_010M,B28006_011E,B28006_011M,B28006_012E,B28006_012M,B28006_013E,B28006_013M,B28006_014E,B28006_014M,B28006_015E,B28006_015M,B28006_016E,B28006_016M,B28006_017E,B28006_017M,B28006_018E,B28006_018M,B28006_019E,B28006_019M,NAME,B28006_001EA,B28006_001MA,B28006_002EA,B28006_002MA,B28006_003MA,B28006_003EA,B28006_004MA,B28006_004EA,B28006_005MA,B28006_005EA,B28006_006MA,B28006_006EA,B28006_007MA,B28006_007EA,B28006_008MA,B28006_008EA,B28006_009MA,B28006_009EA,B28006_010EA,B28006_010MA,B28006_011MA,B28006_011EA,B28006_012EA,B28006_012MA,B28006_013MA,B28006_013EA,B28006_014MA,B28006_014EA,B28006_015MA,B28006_015EA,B28006_016MA,B28006_016EA,B28006_017MA,B28006_017EA,B28006_018MA,B28006_018EA,B28006_019MA,B28006_019EA,state
0400000US08,3836495,4951,304018,10463,264886,9608,376,225,233730,9707,30780,4475,39132,3712,1912719,17905,1808578,17041,4699,1085,1693874,15991,110005,7894,104141,6404,1619758,16492,1599119,16343,2742,960,1559366,17278,37011,3565,20639,2581,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4369429,5626,469117,12407,364895,10354,1215,428,303474,9850,60206,6089,104222,7241,2700268,21503,2488530,20916,9632,1598,2270071,20924,208827,8964,211738,8440,1200044,20529,1174677,20311,1780,741,1129179,19836,43718,4916,25367,3124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2964880,5109,381915,10108,276111,9258,1158,484,233784,8435,41169,4280,105804,5461,1836459,14713,1679795,15292,7622,1630,1533724,16701,138449,7579,156664,7326,746506,12605,731278,12293,1131,444,706700,12292,23447,3569,15228,2208,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3038220,6366,407877,12639,298670,11674,401,276,241704,10841,56565,5307,109207,7668,1877165,17996,1691136,19873,3737,1331,1503321,20456,184078,8767,186029,9451,753178,13108,733282,12932,977,476,696988,12793,35317,3528,19896,2451,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8524314,5645,862257,15486,710574,15535,2192,780,619609,14991,88773,6517,151683,6542,4630118,23346,4266440,22529,14471,2085,3932934,22251,319035,13681,363678,10424,3031939,24578,2985308,23360,4965,1220,2889733,23509,90610,6005,46631,3972,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2058488,4436,153343,6217,119495,5474,416,233,102674,5091,16405,1952,33848,3150,1299705,10825,1187247,11764,6736,1148,1094539,11952,85972,4545,112458,6175,605440,11324,593375,11320,1205,404,573049,11361,19121,1950,12065,1729,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,953078,1727,63439,4199,54519,3815,181,166,48934,3739,5404,1498,8920,1610,534909,8044,506751,7877,2107,833,478883,8790,25761,3103,28158,3193,354730,7398,349865,7225,968,523,341365,7251,7532,1952,4865,1014,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1973083,5167,246958,8420,187985,8336,716,416,144138,7621,43131,4288,58973,4599,1259312,12188,1137424,12925,3322,960,980932,13174,153170,9078,121888,6930,466813,11339,455334,11092,479,280,428197,10762,26658,4006,11479,1845,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,667442,1060,64320,4733,51073,4657,43,74,46127,4774,4903,1218,13247,2465,391131,8317,366495,8602,842,425,347095,8160,18558,3534,24636,2516,211991,6688,209609,6511,186,167,205278,6520,4145,1170,2382,753,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3733039,3785,240100,7144,198538,6547,661,217,169663,6278,28214,3644,41562,3224,2105086,12680,1956730,12866,11478,1747,1823238,12939,122014,5549,148356,5681,1387853,12723,1366320,12464,2676,675,1327012,12327,36632,2879,21533,1961,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,718129,2367,40936,3153,32203,2870,205,150,27306,2569,4692,977,8733,1378,447046,6552,403759,6878,2897,897,372779,6882,28083,3201,43287,3818,230147,6021,223424,6158,380,222,215947,6175,7097,1156,6723,1421,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,964589,2021,64735,4022,50456,3574,371,213,44031,3185,6054,1364,14279,1864,591886,7769,541496,7449,4374,1151,499367,8451,37755,3713,50390,3712,307968,7021,301127,7021,1317,560,289697,6857,10113,1845,6841,1166,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6974527,8886,794748,17393,630412,16701,2445,1000,515624,15239,112343,7307,164336,8496,3922346,22009,3624924,22171,11038,2030,3286107,24419,327779,12730,297422,9646,2257433,22630,2216464,22259,2428,685,2134177,22867,79859,6150,40969,3852,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6838357,8903,822224,17966,662737,17248,1124,561,545798,15648,115815,8963,159487,8589,3800375,22408,3528042,23779,7117,1524,3185842,27883,335083,14643,272333,10305,2215758,23705,2182334,23589,2677,787,2111013,23225,68644,5693,33424,3649,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,466452,1456,31223,2766,27545,2691,378,426,23145,2512,4022,864,3678,814,292866,6058,282054,6018,441,299,255547,6130,26066,3351,10812,1749,142363,5916,140250,6020,201,207,134652,5801,5397,1283,2113,717,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3269618,5742,426555,14024,310952,12376,1613,700,250229,10028,59110,6420,115603,7772,1995327,15691,1783987,17383,9686,2950,1612238,18812,162063,8010,211340,9079,847736,14688,824954,14450,2820,1316,793197,14831,28937,3263,22782,2997,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,437967,1582,26729,2864,19497,2513,222,141,16258,2403,3017,889,7232,1284,240302,5258,221327,5210,1664,395,196303,4523,23360,2967,18975,2143,170936,5018,168420,5047,456,217,156775,4762,11189,1887,2516,736,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2068502,2521,267922,8065,242085,7724,738,611,203652,7728,37695,3988,25837,3573,1280697,13646,1219579,14229,2367,874,1126126,14418,91086,6025,61118,4294,519883,12051,509179,11788,951,551,490532,11603,17696,2637,10704,1810,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1253148,3254,149631,6672,101764,5654,245,220,84740,4715,16779,3092,47867,4329,831925,9904,742987,10641,3288,1007,673113,10628,66586,5374,88938,5540,271592,9514,264345,9461,846,525,253088,9448,10411,1878,7247,1287,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2542129,4231,284516,7281,229154,7100,754,413,186941,6259,41459,3574,55362,3212,1593954,12175,1465465,13201,4411,1034,1316273,13987,144781,5652,128489,5266,663659,12176,647124,12239,1318,485,617902,12085,27904,2254,16535,1791,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,3912825,3869,297992,8059,230547,7308,1242,336,204441,6471,24864,2606,67445,4037,2424215,12392,2215088,13042,14511,1606,2056915,13439,143662,6063,209127,7339,1190618,13077,1165000,13143,3739,891,1124284,13805,36977,3475,25618,2143,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
