GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001EA,B12504_001MA,B12504_002MA,B12504_002EA,B12504_003MA,B12504_003EA,B12504_004MA,B12504_004EA,B12504_005MA,B12504_005EA,B12504_006MA,B12504_006EA,B12504_007EA,B12504_007MA,B12504_008MA,B12504_008EA,B12504_009MA,B12504_009EA,state
0400000US23,22.5,0.7,22.2,0.8,22.8,0.9,14.9,4.9,15.4,5.3,22.7,0.8,22.9,0.9,20.5,7.2,21.9,6.3,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,19.8,0.3,19.7,0.2,20.4,0.3,10.9,1.4,16.0,1.0,19.8,0.2,20.4,0.3,11.8,1.5,16.2,0.9,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,18.7,0.2,18.6,0.2,19.2,0.4,9.6,1.9,15.8,0.9,18.8,0.3,19.4,0.3,10.4,0.9,16.7,1.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,16.8,0.7,17.2,0.7,17.3,0.7,14.2,3.4,18.6,0.7,16.5,0.8,16.9,0.8,11.5,4.3,15.3,3.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,20.4,0.3,20.3,0.4,21.1,0.4,10.3,2.1,14.9,1.7,20.4,0.4,21.3,0.4,10.7,2.9,14.5,1.9,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,22.3,0.8,22.7,0.8,23.4,1.0,13.9,9.3,12.8,3.6,22.0,1.0,22.2,1.0,22.0,7.6,12.4,7.6,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,17.4,0.4,17.5,0.5,18.0,0.5,11.2,2.2,17.0,2.0,17.3,0.5,17.9,0.5,13.2,2.0,15.1,1.8,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,23.1,0.5,23.2,0.5,23.6,0.5,18.8,3.8,16.8,4.5,22.9,0.6,23.5,0.5,14.8,2.1,14.8,1.9,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,18.6,0.3,18.6,0.3,19.1,0.4,12.7,1.2,14.3,1.8,18.6,0.3,19.2,0.4,12.7,2.4,14.8,1.2,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,22.1,0.3,22.2,0.3,22.4,0.3,18.0,2.4,18.0,1.2,22.1,0.3,22.5,0.3,16.2,2.3,16.3,1.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,26.3,0.4,26.6,0.6,27.4,0.8,17.8,2.6,21.6,2.1,26.0,0.4,27.0,0.6,15.5,1.6,21.7,1.6,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,19.0,0.2,19.0,0.2,19.6,0.3,11.2,1.6,16.6,1.0,19.1,0.2,19.8,0.3,10.7,1.3,15.9,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,19.2,0.9,19.2,1.0,19.4,1.0,24.0,15.3,10.9,1.8,19.2,1.0,19.6,1.1,15.8,9.8,7.6,5.0,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,20.9,0.4,21.0,0.4,21.4,0.4,12.9,1.6,20.0,2.0,20.9,0.4,21.5,0.4,13.2,2.1,17.9,1.3,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,19.4,0.4,19.4,0.4,20.0,0.4,11.1,1.7,16.5,1.8,19.4,0.5,19.8,0.5,12.9,2.0,16.7,2.1,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,20.3,0.7,20.1,1.0,20.5,0.8,14.8,6.3,11.1,7.4,20.6,0.8,20.9,1.1,12.4,8.8,18.4,1.1,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,19.0,0.2,18.8,0.1,19.3,0.1,11.8,0.5,18.6,0.6,19.1,0.1,19.5,0.1,12.9,0.7,19.8,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,19.1,0.5,19.2,0.5,19.9,0.5,9.3,3.2,18.0,1.6,19.1,0.4,19.9,0.5,10.5,1.4,15.0,2.2,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,21.0,0.4,20.9,0.5,21.3,0.5,12.0,2.8,20.6,5.3,21.0,0.5,21.5,0.5,14.4,3.7,18.5,1.8,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,17.8,0.2,17.8,0.2,18.4,0.2,10.5,0.5,15.3,0.9,17.9,0.2,18.4,0.2,10.6,0.7,15.1,0.6,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,19.3,0.3,19.3,0.3,19.7,0.3,11.7,1.2,16.6,1.6,19.3,0.3,19.9,0.4,12.2,1.5,17.2,1.2,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20.5,0.2,20.5,0.2,21.4,0.2,11.8,1.2,16.8,1.2,20.5,0.2,21.4,0.2,13.4,1.2,17.5,0.7,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,20.6,0.3,20.5,0.4,20.9,0.3,11.0,1.5,19.6,2.2,20.7,0.3,21.0,0.3,13.0,2.0,20.2,1.9,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,10.7,1.1,10.3,1.1,9.6,0.8,11.1,3.8,18.7,6.6,11.1,1.1,11.1,1.0,6.3,1.7,17.8,4.7,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,17.4,0.3,17.5,0.3,17.9,0.4,9.1,1.7,12.1,3.5,17.4,0.3,17.8,0.3,7.6,1.4,13.4,3.5,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,20.3,0.2,20.1,0.2,20.8,0.2,12.0,0.6,19.9,1.1,20.5,0.2,21.0,0.2,12.6,1.0,20.8,0.7,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,20.6,0.2,20.4,0.3,21.0,0.3,12.1,1.7,16.4,1.6,20.8,0.3,21.1,0.3,14.3,1.8,19.2,1.7,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,21.3,0.2,21.3,0.3,21.9,0.3,12.1,2.2,17.1,1.2,21.2,0.3,21.9,0.3,13.5,1.1,15.6,1.0,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,20.0,0.3,20.1,0.4,20.6,0.4,12.6,1.6,15.7,1.7,20.0,0.4,20.6,0.4,10.8,1.6,15.1,1.4,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,22.2,0.2,22.2,0.2,22.7,0.2,14.6,1.6,18.6,0.9,22.2,0.2,22.8,0.2,12.6,1.0,17.8,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,21.5,0.2,21.5,0.2,22.0,0.3,11.7,1.1,17.3,1.2,21.5,0.2,22.0,0.3,13.8,2.2,16.3,1.4,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,20.0,0.4,20.0,0.4,20.6,0.5,14.1,3.4,14.0,4.0,20.1,0.5,20.5,0.4,19.1,4.4,12.1,1.9,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,19.6,0.6,19.5,0.7,20.0,0.6,13.5,2.6,11.8,3.2,19.7,0.6,20.2,0.5,13.1,4.6,10.9,3.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,20.7,0.7,21.0,0.7,21.7,0.8,11.7,2.3,19.6,3.7,20.4,0.8,21.5,0.8,11.3,2.8,14.3,1.1,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,18.5,0.6,18.4,0.6,18.9,0.6,11.2,1.8,19.9,3.2,18.5,0.6,18.9,0.6,14.1,2.6,21.9,8.4,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,22.4,0.8,22.5,0.9,23.0,0.9,16.1,6.0,12.3,8.1,22.2,1.0,22.7,0.9,17.1,9.4,14.5,4.4,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,18.0,0.3,18.0,0.3,18.4,0.3,10.8,1.2,14.3,1.1,18.1,0.3,18.3,0.3,12.8,1.2,17.8,1.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20.0,0.9,19.9,0.9,20.1,1.0,13.9,6.5,21.3,2.9,20.1,0.9,20.6,1.0,14.4,3.2,20.5,4.8,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,19.8,0.3,19.8,0.3,20.4,0.3,11.6,0.9,14.7,1.0,19.9,0.4,20.5,0.4,12.1,1.6,15.7,1.6,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,19.7,0.3,19.9,0.3,20.4,0.4,13.7,1.4,15.6,1.7,19.4,0.3,20.4,0.3,10.6,1.5,13.6,0.8,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,20.2,0.4,20.1,0.4,20.6,0.4,10.2,3.8,12.7,2.9,20.3,0.4,20.7,0.4,16.0,6.9,11.7,1.0,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
