GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001MA,C17010_001EA,C17010_002MA,C17010_002EA,C17010_003EA,C17010_003MA,C17010_004EA,C17010_004MA,C17010_005EA,C17010_005MA,C17010_006EA,C17010_006MA,C17010_007EA,C17010_007MA,C17010_008EA,C17010_008MA,C17010_009EA,C17010_009MA,C17010_010EA,C17010_010MA,C17010_011EA,C17010_011MA,C17010_012EA,C17010_012MA,C17010_013MA,C17010_013EA,C17010_014MA,C17010_014EA,C17010_015EA,C17010_015MA,C17010_016EA,C17010_016MA,C17010_017EA,C17010_017MA,state
0400000US08,1372705,11369,85547,4645,33505,2957,19092,2383,52042,3833,9781,1619,7716,1540,42261,3590,36331,3330,1287158,12066,1034680,11425,442024,8331,252478,7778,88954,4188,48840,3478,163524,6574,92032,5824,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,32525,3420,101664,5687,17619,2467,13803,2452,84045,5207,74568,4806,1526591,12372,1193356,14682,466824,9841,333235,9913,112408,5718,63588,4253,220827,7451,130000,6831,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,31592,2664,88328,5350,13980,1967,10398,1771,74348,4793,62982,4444,995428,11461,782808,10652,309928,6250,212620,7320,69704,4330,37527,3041,142916,6010,75520,4858,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,20700,2577,109845,5963,18642,2556,12291,2134,91203,5519,78796,5485,954157,12371,707759,11650,278647,8134,246398,8481,69647,4560,35512,3637,176751,6439,97414,5265,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,48790,3781,177479,7404,27547,2604,19402,2469,149932,7200,125054,7066,2854423,16905,2205892,15963,913442,10699,648531,10751,199653,6299,97879,4540,448878,8558,241643,7731,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,10259,1716,38169,3292,5738,1309,4521,1180,32431,2670,28767,2689,743018,8166,603000,8814,234530,5974,140018,5254,51405,3386,33387,2998,88613,4043,56210,3397,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2378,768,11164,1824,1628,708,1507,688,9536,1739,8391,1655,325574,5975,269295,5998,91582,4213,56279,3710,20561,2285,10510,1586,35718,2833,20007,2191,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,17698,2349,64066,4417,10347,1934,7345,1636,53719,4100,45967,4022,671681,9873,520074,8925,200433,6273,151607,6598,47299,3860,25815,2843,104308,4843,58182,3694,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,4237,1314,12862,1831,2133,702,1679,617,10729,1770,9466,1712,218373,5852,166670,4828,57623,3776,51703,3861,16090,2287,8354,1677,35613,3033,18806,2050,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,16799,1744,50108,3748,8104,1274,5636,1088,42004,3165,36567,3061,1317075,9514,1073467,10241,434731,7085,243608,5880,88196,4329,50456,2946,155412,5083,95425,3928,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,9384,1462,4591,1069,11027,1463,2264,688,2056,632,8763,1313,8232,1293,245232,5528,203789,4862,73828,3390,41443,3111,15563,1994,9892,1819,25880,2283,15079,2023,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,9300,1407,4251,1081,15866,2093,3172,700,2569,726,12694,1864,11446,1805,317376,5824,257715,5871,84487,3379,59661,3817,21134,2427,10821,1526,38527,2971,20769,2468,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,266430,10873,94082,5614,50677,4265,172348,9710,27997,3085,20634,2646,144351,8417,123653,7671,2355865,20602,1826154,19501,711954,12657,529711,13915,150990,6409,76609,5295,378721,11309,206011,9769,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,275202,8546,88327,5121,48640,4034,186875,7293,29266,3896,20400,3456,157609,6344,132749,6363,2262204,21079,1695048,18376,717003,14004,567156,13788,154095,7603,76800,5977,413061,12027,237681,10897,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,12621,1743,5054,948,3204,796,7567,1325,2710,940,1549,538,4857,966,4405,935,154906,4331,122770,3806,56846,3452,32136,2711,12903,1670,7215,1212,19233,1875,12226,1607,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,148603,5524,47724,3630,26408,2851,100879,5233,11145,1924,7587,1550,89734,4879,75235,4669,1066191,13354,831503,12499,310878,8219,234688,7313,66804,4960,34144,3539,167884,6437,85165,4906,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,9658,1519,4220,921,2056,682,5438,1238,1013,472,657,263,4425,1124,4096,1084,146146,3549,118524,3336,39611,1998,27622,2484,11026,1374,6110,963,16596,2150,9238,1631,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,64271,3303,24851,2738,13800,2006,39420,3004,9671,1509,7175,1378,29749,2768,25776,2690,642367,8611,464530,8471,182425,5524,177837,6823,69006,4122,37320,2938,108831,4958,60669,3773,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,60272,4189,24544,2622,13612,2217,35728,3101,7766,1696,5657,1595,27962,2809,22324,2507,401639,6907,322727,7498,108746,5296,78912,4693,26062,2625,11843,1706,52850,3836,28743,2819,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
