GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,B25095_058E,B25095_058M,B25095_059E,B25095_059M,B25095_060E,B25095_060M,B25095_061E,B25095_061M,B25095_062E,B25095_062M,B25095_063E,B25095_063M,B25095_064E,B25095_064M,B25095_065E,B25095_065M,B25095_066E,B25095_066M,B25095_067E,B25095_067M,B25095_068E,B25095_068M,B25095_069E,B25095_069M,B25095_070E,B25095_070M,B25095_071E,B25095_071M,B25095_072E,B25095_072M,B25095_073E,B25095_073M,NAME,B25095_001EA,B25095_001MA,B25095_002EA,B25095_002MA,B25095_003EA,B25095_003MA,B25095_004EA,B25095_004MA,B25095_005EA,B25095_005MA,B25095_006EA,B25095_006MA,B25095_007EA,B25095_007MA,B25095_008EA,B25095_008MA,B25095_009EA,B25095_009MA,B25095_010EA,B25095_010MA,B25095_011EA,B25095_011MA,B25095_012EA,B25095_012MA,B25095_013EA,B25095_013MA,B25095_014EA,B25095_014MA,B25095_015EA,B25095_015MA,B25095_016EA,B25095_016MA,B25095_017EA,B25095_017MA,B25095_018EA,B25095_018MA,B25095_019MA,B25095_019EA,B25095_020EA,B25095_020MA,B25095_021EA,B25095_021MA,B25095_022EA,B25095_022MA,B25095_023EA,B25095_023MA,B25095_024EA,B25095_024MA,B25095_025EA,B25095_025MA,B25095_026EA,B25095_026MA,B25095_027EA,B25095_027MA,B25095_028EA,B25095_028MA,B25095_029EA,B25095_029MA,B25095_030EA,B25095_030MA,B25095_031EA,B25095_031MA,B25095_032EA,B25095_032MA,B25095_033EA,B25095_033MA,B25095_034EA,B25095_034MA,B25095_035EA,B25095_035MA,B25095_036EA,B25095_036MA,B25095_037EA,B25095_037MA,B25095_038EA,B25095_038MA,B25095_039EA,B25095_039MA,B25095_040EA,B25095_040MA,B25095_041EA,B25095_041MA,B25095_042EA,B25095_042MA,B25095_043EA,B25095_043MA,B25095_044EA,B25095_044MA,B25095_045EA,B25095_045MA,B25095_046EA,B25095_046MA,B25095_047EA,B25095_047MA,B25095_048EA,B25095_048MA,B25095_049EA,B25095_049MA,B25095_050EA,B25095_050MA,B25095_051EA,B25095_051MA,B25095_052EA,B25095_052MA,B25095_053EA,B25095_053MA,B25095_054EA,B25095_054MA,B25095_055EA,B25095_055MA,B25095_056MA,B25095_056EA,B25095_057EA,B25095_057MA,B25095_058EA,B25095_058MA,B25095_059EA,B25095_059MA,B25095_060EA,B25095_060MA,B25095_061EA,B25095_061MA,B25095_062EA,B25095_062MA,B25095_063EA,B25095_063MA,B25095_064EA,B25095_064MA,B25095_065EA,B25095_065MA,B25095_066EA,B25095_066MA,B25095_067EA,B25095_067MA,B25095_068EA,B25095_068MA,B25095_069EA,B25095_069MA,B25095_070EA,B25095_070MA,B25095_071EA,B25095_071MA,B25095_072EA,B25095_072MA,B25095_073EA,B25095_073MA,state
0400000US08,1417981,9500,38895,2846,530,483,248,179,167,123,894,396,559,329,1895,803,26098,2527,8504,1350,59616,4057,6998,1247,4508,895,5644,903,4962,1064,5029,1248,5863,1305,26612,2538,0,204,117476,4739,34167,2465,11302,1691,9974,1223,8128,1481,7860,1478,14079,1750,31966,2951,0,204,133974,6108,51670,3842,11161,1369,11986,1768,10925,1751,10728,1511,18073,2167,19431,2305,0,204,230586,6276,99879,4258,30231,2568,29654,2540,23957,2393,15750,2202,20908,2265,10207,1398,0,204,211926,7236,108645,5423,40743,2767,31241,2626,15629,1945,7668,1454,5811,1401,2189,645,0,204,297414,6026,192681,6469,59205,3754,26535,2054,9265,1244,4993,963,2428,741,2307,735,0,204,328094,8115,291682,7905,26226,2445,5759,1092,1681,493,1384,470,855,354,507,294,0,204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,57329,2999,493,307,299,269,728,394,1449,475,1327,690,2809,791,37370,2821,12854,1570,104621,4689,16108,1424,9967,1345,10419,1368,10333,1899,7178,1347,11904,1658,38712,2736,0,198,214236,5908,74570,3762,26606,1996,22219,2532,20614,2400,17478,2127,24718,2497,28031,2370,0,198,232852,6871,118080,5273,34541,2695,31493,2930,19402,2428,11662,1956,10175,1530,7499,1227,0,198,366656,9257,238911,7022,63755,3899,33359,2624,14865,1912,7406,1457,5419,1226,2941,924,0,198,292323,7975,236928,7484,34146,2606,11895,1736,5529,1151,1702,719,1346,649,777,386,0,198,316927,8679,282772,8206,23445,2695,7099,1482,1823,553,620,343,452,263,716,427,0,198,206805,6065,197298,5798,6080,1087,1944,712,741,395,406,412,294,245,42,57,0,198,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,57545,3930,2302,677,2443,789,1958,767,1644,654,2444,782,4739,1204,29583,2834,12432,1778,95354,4712,21672,2216,11620,1821,11123,1797,8303,1485,7245,1466,8145,1305,27246,2858,0,197,163101,6061,74867,3710,16712,1908,14142,1881,12002,1471,11642,1796,14622,1778,19114,2358,0,197,153055,6053,85916,4395,18975,2237,16147,1843,12330,1953,8623,1784,5903,1355,5161,1326,0,197,218607,6467,141118,4981,39623,3601,19254,2291,9111,1302,4609,1126,2926,725,1966,559,0,197,161089,5977,128901,5556,17519,1876,7232,1474,3751,944,1659,572,1304,492,723,495,0,197,189391,6372,166572,6167,15607,1868,3939,840,1869,597,384,230,630,285,390,240,0,197,129587,5350,123087,5411,4523,917,800,510,373,283,485,398,158,137,161,148,0,197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,61085,3786,3249,1070,2090,619,2029,680,1869,658,2473,963,4173,1159,30320,2717,14882,2055,96688,4556,28266,2639,11637,1645,10422,1416,5900,1391,5756,1200,8423,1281,26284,2748,0,217,157095,5612,78047,4163,14399,1800,12063,1764,9530,1860,10203,2159,11544,1559,21309,2588,0,217,139065,6196,82352,5502,13530,1993,12302,1726,10759,1775,7538,1507,6411,1225,6173,1547,0,217,196545,7428,127672,6126,26770,2791,17365,2575,10005,1522,6090,1515,5429,1329,3214,1019,0,217,154021,6023,112748,4802,21176,2572,10971,2068,5467,1134,1706,591,1607,710,346,299,0,217,185590,6938,158010,6885,16933,2084,6490,1421,2508,854,600,319,787,499,262,192,0,217,147435,6096,137952,5747,6223,1446,1912,726,452,318,539,464,122,166,235,187,0,217,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,99162,5063,1162,503,628,258,944,388,1269,561,849,367,2073,523,69117,4134,23120,2406,155997,5482,13473,1241,9951,1489,12029,1408,11957,1627,12078,1577,19873,2016,76636,3989,0,190,320965,7955,68802,3751,36023,2900,38459,2473,30319,3002,24350,2173,38138,3155,84874,4472,0,190,334334,7230,125198,4848,49206,3675,39052,3299,28073,2444,22065,2174,33791,3337,36949,2770,0,190,550688,9959,269751,6870,79782,4170,65888,3441,47074,3248,31683,2960,30428,2877,26082,2499,0,190,452904,8569,267582,6414,78510,4548,49729,3760,27762,2802,12842,2049,10604,1654,5875,1040,0,190,625908,10692,435532,8204,98663,4120,50176,3255,20499,2030,9258,1191,7094,1135,4686,1445,0,190,670155,10114,576478,9939,59121,3839,20852,1993,8134,1273,2730,963,1928,708,912,537,0,190,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,24205,2114,232,247,344,164,328,240,517,383,516,293,896,347,16144,1886,5228,911,49969,2815,5670,1064,4371,697,6180,1029,4719,875,4247,882,7104,1272,17678,1737,0,163,102161,4503,33671,2474,14496,1831,13072,1464,9606,1319,7638,1139,11887,1997,11791,1704,0,163,113987,4912,57375,3290,15924,1732,12864,1696,10510,1387,6828,1355,5628,1165,4858,943,0,163,178179,5023,113122,4286,29555,2468,18089,2040,8323,1334,4259,1018,3416,934,1415,343,0,163,149606,4939,114664,4399,21311,2279,8572,1500,2659,787,1050,448,948,411,402,223,0,163,170670,5727,144240,5304,18628,2333,4188,834,2100,776,1155,662,198,140,161,153,0,163,114974,4231,109004,4089,4073,912,1350,579,72,76,243,195,195,187,37,63,0,163,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,8344,1451,53,84,0,192,0,192,0,192,0,192,156,194,6250,1219,1885,751,14379,1904,898,439,177,149,645,464,733,426,2066,871,1683,580,8177,1428,0,192,33764,2770,2810,693,3427,979,3850,871,4115,1095,3482,871,4703,1109,11377,1633,0,192,34290,2831,7662,1256,5486,1139,4157,966,3469,820,3889,862,4480,838,5147,1076,0,192,59870,3479,22572,2164,8008,1235,8391,1331,8829,1351,5069,944,3752,905,3249,862,0,192,56845,3789,26138,2377,11547,1669,8812,1400,5979,1194,2028,603,1676,639,665,314,0,192,85725,4545,52388,3356,17185,1842,10265,1623,3680,1064,1222,690,548,331,437,296,0,192,85525,3903,72484,3760,9668,1547,2639,836,410,291,17,29,162,240,145,165,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,35464,2992,1183,423,905,431,1020,450,1662,597,850,427,1462,430,21144,2453,7238,1227,62223,3572,15770,1886,8333,1245,6135,1283,5751,1175,4154,894,7184,1362,14896,1952,0,201,116140,4799,55125,3368,13433,2045,10874,1437,8118,1587,8116,1452,8554,1726,11920,1792,0,201,108730,4795,63242,3782,14098,1771,11032,1745,7443,1527,4761,1012,4683,1199,3471,1220,0,201,146360,5723,107915,4741,19045,2411,9578,1620,4703,1019,2220,821,1501,615,1398,497,0,201,96147,4993,81811,4754,8318,1467,3324,945,1643,700,387,377,438,338,226,205,0,201,115518,4795,103518,4724,8239,1774,2012,717,1132,660,226,199,391,383,0,201,0,201,79819,5439,77246,5344,1559,553,470,322,13,29,175,192,356,298,0,201,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,8929,1708,419,405,11,18,22,35,80,89,385,368,458,243,5210,1210,2344,903,13241,1539,883,423,807,361,877,424,1139,665,934,431,2037,784,6564,1173,0,200,29807,2673,7819,1358,4026,1109,3101,1032,1843,658,1782,671,3264,878,7972,1769,0,200,27703,2988,11894,1640,2400,825,1685,645,2392,624,2377,712,3514,1186,3441,1034,0,200,49471,3344,21908,1992,6337,1197,7958,1515,5698,1266,3293,895,2172,674,2105,661,0,200,39267,2931,24088,2224,6582,1139,4108,957,2988,1094,747,310,607,303,147,148,0,200,48095,2987,36828,2548,6799,1570,2371,868,1542,757,289,191,192,166,74,123,0,200,44632,2682,40992,2521,2393,756,627,351,172,156,93,153,243,205,112,139,0,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,35736,2284,303,164,177,103,286,160,310,171,563,273,1780,488,24395,2173,7922,1079,64471,2809,5395,602,5916,864,4564,585,5877,855,4666,837,9318,1261,28735,2016,0,147,133285,4227,34920,2426,18165,1594,13689,1194,11795,1420,10757,1400,15099,1478,28860,2477,0,147,164220,5008,69697,2894,19135,1435,18972,1627,15392,1563,13286,1539,14438,1503,13300,1314,0,147,271652,7129,141453,4436,42454,2876,37470,2424,23246,1980,11911,1593,9290,1083,5828,954,0,147,246756,6420,152397,4651,48212,3028,25369,1940,11212,1610,4751,1049,2995,651,1820,621,0,147,342042,5938,258205,5421,54210,3171,18289,1788,5687,1073,2698,660,1682,616,1271,463,0,147,309777,6339,281002,5971,20115,1668,5474,930,1449,538,406,217,572,264,759,397,0,147,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
