GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001MA,C14007G_001EA,C14007G_002MA,C14007G_002EA,C14007G_003EA,C14007G_003MA,C14007G_004EA,C14007G_004MA,C14007G_005EA,C14007G_005MA,C14007G_006MA,C14007G_006EA,C14007G_007MA,C14007G_007EA,state
0400000US28,40509,5235,22753,3776,2712,954,10659,2928,4892,1819,4490,1286,17756,2923,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,111329,6971,57956,4965,9063,1599,25128,3196,12784,1881,10981,1686,53373,4162,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,697597,19932,320747,12966,44997,4249,144980,8527,67589,5786,63181,5475,376850,11529,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,205500,10678,97954,6350,13650,2039,44715,4495,19362,2827,20227,2401,107546,6524,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,569584,19362,254710,12918,39543,4718,117160,8059,49177,4250,48830,4932,314874,12246,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,216798,11688,101045,7535,17526,2532,40824,4439,18924,2545,23771,2680,115753,6984,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,22014,2598,8470,1553,1889,791,2369,672,1043,514,3169,795,13544,1995,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,90992,5833,48685,4290,6612,1377,21700,2722,10990,1717,9383,1466,42307,2971,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,593017,22289,249725,11544,38425,3463,111082,7011,44405,3775,55813,4671,343292,15106,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,226328,15192,104750,8680,17694,3036,47730,5122,18747,2840,20579,2583,121578,9103,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,323625,13550,163849,8090,20377,2290,80045,5381,37826,3628,25601,2897,159776,7971,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,158438,7084,75627,5054,11499,1771,38831,3640,14342,2153,10955,1784,82811,4577,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,302939,12826,147822,8481,21714,2743,72054,4760,26889,3204,27165,2743,155117,7662,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,267650,9812,124921,7258,16817,2050,59876,4474,25394,2447,22834,2939,142729,5957,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,54293,4966,27646,3245,4625,1051,14121,2101,5084,883,3816,1001,26647,3040,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,49369,4873,20444,2904,1571,864,9625,1699,5178,1463,4070,1021,28925,3408,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,61992,5191,26600,3273,4217,1196,12092,1985,4905,1097,5386,1122,35392,3766,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,323364,11542,124028,6140,15468,1960,60928,3631,24355,2096,23277,2608,199336,8111,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,21638,3365,9918,1973,1370,650,5135,1581,2127,727,1286,629,11720,2114,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,417138,14728,189896,9472,28180,3062,91985,6404,32580,2508,37151,3439,227242,9214,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,29753,3418,13694,2113,1642,592,5162,1508,2348,983,4542,1161,16059,2313,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,263433,13422,114193,7463,14709,2490,54725,4920,22628,2624,22131,2605,149240,8382,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,135276,8298,65106,5593,8987,1700,34224,4291,10781,2022,11114,1924,70170,5326,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,100797,6944,53765,4401,6932,1372,24800,2675,10503,1771,11530,1978,47032,4670,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
