GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001EA,C27006_001MA,C27006_002EA,C27006_002MA,C27006_003EA,C27006_003MA,C27006_004EA,C27006_004MA,C27006_005EA,C27006_005MA,C27006_006EA,C27006_006MA,C27006_007MA,C27006_007EA,C27006_008EA,C27006_008MA,C27006_009EA,C27006_009MA,C27006_010EA,C27006_010MA,C27006_011EA,C27006_011MA,C27006_012EA,C27006_012MA,C27006_013EA,C27006_013MA,C27006_014EA,C27006_014MA,C27006_015EA,C27006_015MA,C27006_016EA,C27006_016MA,C27006_017EA,C27006_017MA,C27006_018EA,C27006_018MA,C27006_019EA,C27006_019MA,C27006_020EA,C27006_020MA,C27006_021EA,C27006_021MA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,4089,1458,685390,4954,1740818,4923,42884,3955,1697934,6863,364556,1466,348402,2402,16154,1840,2809252,4984,655579,5202,3886,2126,651693,5409,1724599,4440,49261,3430,1675338,5782,429074,1808,410883,2938,18191,2160,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,3407,1022,846920,5441,1931120,5133,84270,4578,1846850,7557,449671,2582,433632,3016,16039,1915,3361386,5708,810049,5289,3550,1148,806499,5251,1985120,4474,85989,4200,1899131,5380,566217,2122,551743,3065,14474,1916,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,5167,1249,542272,4787,1279495,3802,80994,4206,1198501,5582,315636,1680,306239,2130,9397,1351,2245634,5101,518655,4640,3562,1267,515093,4879,1333099,4411,85463,4696,1247636,6732,393880,2043,384248,2609,9632,1562,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,3563,1200,592926,6061,1291675,5183,74405,5035,1217270,6830,306627,2448,292042,3142,14585,2081,2361287,6963,564005,6317,3510,1075,560495,6200,1405024,4938,76611,5371,1328413,8379,392258,2581,376604,3258,15654,1956,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,6146,1501,1542032,4809,3754521,4868,112875,5172,3641646,7004,845725,2427,801758,3733,43967,3152,6415484,5220,1479566,5816,5571,1298,1473995,5697,3856107,5191,127888,5602,3728219,8392,1079811,3233,1032342,4118,47469,2887,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,1077,369,399388,4117,907758,3810,29211,2476,878547,4575,232467,1499,224450,1991,8017,1348,1572339,3755,380297,3470,2452,1020,377845,3664,908804,2992,31281,2511,877523,3763,283238,1719,277179,2060,6059,1178,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,730,403,139897,1968,409590,2410,19024,1998,390566,3342,109075,974,104191,1522,4884,1174,680257,2304,139280,2217,325,216,138955,2188,413117,2064,18199,2074,394918,3125,127860,1097,122913,1463,4947,1075,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,4361,1603,374660,4576,840718,4243,56442,4354,784276,6326,221858,1991,216291,2428,5567,1254,1518906,4340,367733,3729,3300,1194,364433,3865,882139,3631,61384,4577,820755,5310,269034,1977,263933,2376,5101,1109,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,431,483,107582,1597,268647,1688,13445,2226,255202,2414,79759,817,77318,974,2441,828,495792,1400,107117,1727,232,232,106885,1721,291547,1196,12489,1913,279058,2212,97128,703,94427,968,2701,667,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,1462,635,702920,3527,1663527,3713,47640,2644,1615887,4071,393627,1810,380069,2244,13558,1651,2792028,3590,671732,3241,1953,674,669779,3416,1655571,3428,46570,2850,1609001,4149,464725,2044,450995,2345,13730,1487,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
