GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001MA,C17023_001EA,C17023_002MA,C17023_002EA,C17023_003EA,C17023_003MA,C17023_004EA,C17023_004MA,C17023_005EA,C17023_005MA,C17023_006EA,C17023_006MA,C17023_007EA,C17023_007MA,C17023_008MA,C17023_008EA,C17023_009MA,C17023_009EA,C17023_010MA,C17023_010EA,C17023_011MA,C17023_011EA,C17023_012EA,C17023_012MA,C17023_013MA,C17023_013EA,C17023_014MA,C17023_014EA,C17023_015MA,C17023_015EA,C17023_016EA,C17023_016MA,C17023_017EA,C17023_017MA,C17023_018MA,C17023_018EA,C17023_019MA,C17023_019EA,C17023_020MA,C17023_020EA,C17023_021MA,C17023_021EA,C17023_022MA,C17023_022EA,C17023_023MA,C17023_023EA,state
0400000US08,1372705,11369,85547,4645,33505,2957,15479,2081,18026,2280,52042,3833,9781,1619,3133,853,6648,1459,42261,3590,10017,1718,32244,2884,1287158,12066,1034680,11425,615081,9707,419599,8586,252478,7778,88954,4188,46856,3899,42098,3418,163524,6574,85517,3651,78007,5513,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,25806,2397,29115,3265,101664,5687,17619,2467,5082,974,12537,2419,84045,5207,18327,2195,65718,4689,1526591,12372,1193356,14682,755127,11915,438229,9170,333235,9913,112408,5718,55103,4503,57305,4163,220827,7451,113813,4881,107014,6602,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,28099,2430,27072,2351,88328,5350,13980,1967,5768,1310,8212,1534,74348,4793,19417,2163,54931,4250,995428,11461,782808,10652,499391,9346,283417,6258,212620,7320,69704,4330,37473,3207,32231,3140,142916,6010,83452,4316,59464,4354,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,23518,2735,17327,2644,109845,5963,18642,2556,7551,1759,11091,2051,91203,5519,24264,2627,66939,5039,954157,12371,707759,11650,450963,8731,256796,7802,246398,8481,69647,4560,39673,4214,29974,3455,176751,6439,99667,5140,77084,4517,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,42216,3288,44983,3627,177479,7404,27547,2604,9880,1498,17667,2348,149932,7200,38240,3261,111692,6312,2854423,16905,2205892,15963,1344455,11956,861437,10102,648531,10751,199653,6299,116235,5404,83418,4554,448878,8558,249709,7001,199169,7245,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,9535,1219,9607,1695,38169,3292,5738,1309,1596,609,4142,1121,32431,2670,4617,949,27814,2660,743018,8166,603000,8814,378157,6978,224843,5758,140018,5254,51405,3386,21971,2317,29434,2897,88613,4043,39504,2795,49109,3463,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2991,725,2023,694,11164,1824,1628,708,145,131,1483,685,9536,1739,1408,498,8128,1645,325574,5975,269295,5998,183094,4413,86201,4226,56279,3710,20561,2285,10745,1683,9816,1551,35718,2833,19234,2073,16484,2121,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,18190,2326,15197,2006,64066,4417,10347,1934,3916,1153,6431,1529,53719,4100,12271,1973,41448,3821,671681,9873,520074,8925,333742,7420,186332,6093,151607,6598,47299,3860,25893,2816,21406,2488,104308,4843,56701,3319,47607,3317,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,3460,916,3704,1253,12862,1831,2133,702,577,416,1556,627,10729,1770,2000,648,8729,1582,218373,5852,166670,4828,113534,3608,53136,3511,51703,3861,16090,2287,8948,1387,7142,1542,35613,3033,20704,2515,14909,1952,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,13803,1519,15841,1679,50108,3748,8104,1274,2898,840,5206,1072,42004,3165,7653,1292,34351,2932,1317075,9514,1073467,10241,653296,8032,420171,7029,243608,5880,88196,4329,41913,2798,46283,2775,155412,5083,71704,3799,83708,3906,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,9384,1462,5224,1037,4160,1017,11027,1463,2264,688,394,280,1870,599,8763,1313,1201,436,7562,1264,245232,5528,203789,4862,134753,3927,69036,3212,41443,3111,15563,1994,6574,1044,8989,1761,25880,2283,13043,1669,12837,1978,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,9300,1407,5174,858,4126,1059,15866,2093,3172,700,721,345,2451,734,12694,1864,2326,667,10368,1752,317376,5824,257715,5871,178838,4994,78877,3431,59661,3817,21134,2427,11761,1929,9373,1504,38527,2971,20065,2006,18462,2359,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,266430,10873,94082,5614,49273,3609,44809,4043,172348,9710,27997,3085,10332,1793,17665,2378,144351,8417,35832,2903,108519,7362,2355865,20602,1826154,19501,1163383,13982,662771,12179,529711,13915,150990,6409,85463,4736,65527,5101,378721,11309,212027,7891,166694,8678,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,275202,8546,88327,5121,42828,3796,45499,3741,186875,7293,29266,3896,11742,1951,17524,3293,157609,6344,42620,3671,114989,6093,2262204,21079,1695048,18376,1032354,15104,662694,15105,567156,13788,154095,7603,91177,6009,62918,5348,413061,12027,227282,7325,185779,9569,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,12621,1743,5054,948,2246,595,2808,717,7567,1325,2710,940,1270,791,1440,538,4857,966,876,295,3981,908,154906,4331,122770,3806,70147,3049,52623,3067,32136,2711,12903,1670,6832,1478,6071,1155,19233,1875,9438,1265,9795,1535,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,148603,5524,47724,3630,24793,2822,22931,2550,100879,5233,11145,1924,4575,1111,6570,1504,89734,4879,27954,2521,61780,4263,1066191,13354,831503,12499,550555,8733,280948,8345,234688,7313,66804,4960,38990,3224,27814,3381,167884,6437,101440,4935,66444,4257,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,9658,1519,4220,921,2752,737,1468,583,5438,1238,1013,472,356,363,657,263,4425,1124,462,268,3963,1084,146146,3549,118524,3336,81062,3138,37462,1941,27622,2484,11026,1374,5831,1137,5195,947,16596,2150,8811,1429,7785,1299,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,64271,3303,24851,2738,12074,1668,12777,1945,39420,3004,9671,1509,3037,971,6634,1289,29749,2768,6637,1199,23112,2595,642367,8611,464530,8471,296634,7119,167896,5152,177837,6823,69006,4122,39034,3344,29972,2675,108831,4958,59150,3211,49681,3483,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,60272,4189,24544,2622,13043,1603,11501,1900,35728,3101,7766,1696,3575,997,4191,1368,27962,2809,8670,1239,19292,2454,401639,6907,322727,7498,225265,5950,97462,4755,78912,4693,26062,2625,15823,2078,10239,1548,52850,3836,30943,2745,21907,2815,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,112542,4172,41055,2392,18876,1563,22179,1888,71487,3683,11867,1730,3654,731,8213,1619,59620,3360,11940,1411,47680,3203,870765,7305,675235,7220,416582,6343,258653,5798,195530,4504,67287,3264,34147,2395,33140,2575,128243,3951,67760,3087,60483,3424,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,103509,4884,37813,2556,19333,1762,18480,1838,65696,4093,12464,1768,3159,883,9305,1575,53232,3618,9183,1387,44049,3273,1383861,10404,1112837,10666,716884,8535,395953,7890,271024,8041,100665,4859,47252,3081,53413,3719,170359,5643,81333,3578,89026,4585,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,791354,11339,314362,8322,117423,5167,82875,4439,34548,2763,196939,6652,40671,3550,18429,2384,22242,2741,156268,5478,68569,3753,87699,4194,476992,9063,320647,7229,240919,6146,79728,4358,156345,5562,41547,3143,28962,3045,12585,1883,114798,4205,83568,3482,31230,2676,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2094307,16182,148530,6199,51107,3994,27521,2330,23586,3139,97423,5126,13713,1988,5225,1352,8488,1624,83710,5020,23061,2651,60649,4251,1945777,15975,1527971,14740,934611,12405,593360,9284,417806,10834,131504,6476,75133,4987,56371,4506,286302,8152,162922,5621,123380,6556,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,187919,5457,10750,1615,3914,1091,2548,809,1366,601,6836,1312,1385,634,551,290,834,549,5451,1274,836,365,4615,1225,177169,5279,145435,5370,89146,3460,56289,3250,31734,3004,11670,1583,4919,907,6751,1386,20064,2233,7895,1196,12169,1924,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1258273,13739,136160,5539,41703,3533,25952,2731,15751,2097,94457,4424,14768,2259,5479,1246,9289,1797,79689,4252,22561,2357,57128,3980,1122113,13870,853849,11439,566582,8494,287267,7952,268264,9353,72204,4980,41377,3290,30827,3589,196060,7595,117224,6271,78836,5131,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1027648,10811,82653,5378,34677,3587,16557,1774,18120,2739,47976,4594,10053,1917,3660,1062,6393,1590,37923,4088,8208,1538,29715,3558,944995,11105,758860,10348,488151,9185,270709,6959,186135,6564,67226,4127,36785,3308,30441,2777,118909,5810,62520,4339,56389,5008,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,144525,4783,10239,1789,4041,1077,1723,598,2318,867,6198,1463,1226,588,385,282,841,512,4972,1267,585,268,4387,1281,134286,4506,112665,4199,73512,3156,39153,2671,21621,2479,7407,1396,3673,863,3734,1061,14214,1941,6532,1236,7682,1326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
