GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002MA,B21001H_002EA,B21001H_003MA,B21001H_003EA,B21001H_004MA,B21001H_004EA,B21001H_005MA,B21001H_005EA,B21001H_006MA,B21001H_006EA,B21001H_007MA,B21001H_007EA,B21001H_008MA,B21001H_008EA,B21001H_009MA,B21001H_009EA,B21001H_010MA,B21001H_010EA,B21001H_011MA,B21001H_011EA,B21001H_012MA,B21001H_012EA,B21001H_013MA,B21001H_013EA,B21001H_014MA,B21001H_014EA,B21001H_015MA,B21001H_015EA,B21001H_016MA,B21001H_016EA,B21001H_017MA,B21001H_017EA,B21001H_018MA,B21001H_018EA,B21001H_019MA,B21001H_019EA,B21001H_020EA,B21001H_020MA,B21001H_021MA,B21001H_021EA,B21001H_022MA,B21001H_022EA,B21001H_023MA,B21001H_023EA,B21001H_024MA,B21001H_024EA,B21001H_025MA,B21001H_025EA,B21001H_026MA,B21001H_026EA,B21001H_027MA,B21001H_027EA,B21001H_028MA,B21001H_028EA,B21001H_029MA,B21001H_029EA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032MA,B21001H_032EA,B21001H_033MA,B21001H_033EA,state
0400000US08,3130687,2694,1556874,2172,457373,1801,24490,2738,432883,3190,517296,1411,63528,4232,453768,4601,272504,540,42799,2731,229705,2828,199808,329,73048,2761,126760,2711,109893,181,61546,2460,48347,2459,1573813,1879,425667,1481,5177,1365,420490,1831,499710,1164,10623,1383,489087,1922,286018,575,7221,1211,278797,1273,215206,682,3985,1222,211221,1417,147212,696,2399,761,144813,1010,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4156928,3342,2019829,2383,575496,1363,25444,2911,550052,3148,657894,1371,64086,3416,593808,3586,367650,646,51061,3204,316589,3363,258340,706,92051,3648,166289,3712,160449,453,78117,2999,82332,2983,2137099,1503,562286,1274,3033,1007,559253,1513,662034,787,7757,1417,654277,1694,384506,643,5244,984,379262,1061,290020,55,3078,772,286942,770,238253,199,2583,658,235670,678,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2978050,1948,1439002,1694,404012,1889,15976,2163,388036,2589,479263,1307,48728,3664,430535,3840,256707,288,36010,2648,220697,2700,187382,259,62325,2482,125057,2499,111638,241,49346,2065,62292,2099,1539048,1195,400427,908,1864,796,398563,1264,488121,1014,6695,1530,481426,1929,276624,486,3385,877,273239,1004,211544,343,1854,525,209690,632,162332,265,1517,489,160815,535,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2156119,2029,1044756,1812,287794,1795,11598,1980,276196,2655,340678,1599,38263,3559,302415,3929,190339,148,20869,2146,169470,2177,139801,932,44208,2495,95593,2727,86144,853,43339,2211,42805,2213,1111363,1143,287804,1558,2274,846,285530,1799,344379,1480,5289,1489,339090,2189,201016,227,2667,768,198349,839,154496,583,2030,649,152466,855,123668,536,1623,671,122045,796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6293229,3445,3058589,2479,820810,1719,29298,2540,791512,2795,987720,1913,73865,3612,913855,4074,579933,671,58482,3095,521451,3151,403241,227,129311,4106,273930,4149,266885,144,122607,2924,144278,2896,3234640,1915,793191,1626,4385,1224,788806,2121,989888,845,11164,1839,978724,1898,603164,788,5354,1029,597810,1312,449005,282,2796,668,446209,723,399392,252,4096,874,395296,929,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2127249,1585,1040549,935,291507,852,10180,1573,281327,1615,325217,854,32880,2621,292337,2462,191870,203,23069,1804,168801,1830,138368,143,50749,2421,87619,2417,93587,59,47016,1953,46571,1954,1086700,1022,281666,681,1313,555,280353,871,321798,460,3509,770,318289,933,197283,330,3776,919,193507,1014,148447,89,1157,363,147290,375,137506,279,1228,430,136278,572,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,999075,1354,488373,1275,128949,881,5016,1276,123933,1202,152335,699,15008,1754,137327,1928,98920,75,16462,1779,82458,1779,68147,194,23874,1840,44273,1867,40022,34,22443,1246,17579,1255,510702,383,124026,303,731,407,123295,501,155895,223,2627,784,153268,797,102699,61,1905,555,100794,556,72768,77,1169,447,71599,435,55314,164,861,324,54453,322,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1729690,1100,838224,869,227538,1032,9902,1894,217636,2037,267199,1083,31179,2675,236020,2827,147124,69,22404,1665,124720,1659,116804,176,42556,2478,74248,2475,79559,177,37483,2097,42076,2090,891466,632,223453,866,1737,753,221716,1131,269707,1000,4247,1275,265460,1677,156514,11,2826,778,153688,780,132115,327,1445,469,130670,537,109677,325,1146,405,108531,474,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,496848,945,236854,742,57800,634,2130,761,55670,1050,67823,271,6511,1263,61312,1280,46029,39,7352,1131,38677,1132,39773,200,15048,1487,24725,1487,25429,200,14130,1030,11299,1030,259994,387,58122,274,124,149,57998,305,71668,283,1246,570,70422,672,51435,98,1241,502,50194,497,45065,57,256,220,44809,227,33704,18,251,243,33453,244,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3560338,1606,1752265,1300,470328,828,13663,1413,456665,1552,568139,611,43791,2668,524348,2779,335569,317,39749,2551,295820,2588,228392,257,79073,2960,149319,2949,149837,25,75922,2559,73915,2559,1808073,817,453911,552,3070,791,450841,1043,558326,363,6285,1039,552041,1134,342301,299,4696,961,337605,976,244059,190,2470,537,241589,566,209476,69,2265,511,207211,501,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
