GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001EA,C21001A_001MA,C21001A_002EA,C21001A_002MA,C21001A_003MA,C21001A_003EA,C21001A_004MA,C21001A_004EA,C21001A_005MA,C21001A_005EA,C21001A_006EA,C21001A_006MA,C21001A_007MA,C21001A_007EA,C21001A_008MA,C21001A_008EA,C21001A_009MA,C21001A_009EA,C21001A_010MA,C21001A_010EA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013MA,C21001A_013EA,C21001A_014MA,C21001A_014EA,C21001A_015MA,C21001A_015EA,state
0400000US08,3755010,12244,1871718,7746,1532283,7332,147251,6239,1385032,8757,339435,1587,144237,3596,195198,3585,1883292,7068,1485063,6941,26320,2291,1458743,7012,398229,2126,6641,1402,391588,2446,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4330093,7456,2110250,4757,1685589,4516,143927,5230,1541662,7164,424661,1304,171482,4536,253179,4546,2219843,3609,1685355,3420,16241,1993,1669114,3591,534488,1027,5816,1017,528672,1469,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3041893,4139,1470054,2779,1168445,2538,102358,5575,1066087,6258,301609,780,112134,3149,189475,3266,1571839,2605,1194620,2688,12194,1842,1182426,3418,377219,996,3461,776,373758,1209,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2265481,4687,1102339,3329,869314,3403,72761,4554,796553,5539,233025,1063,89409,3350,143616,3603,1163142,3154,877325,3264,10684,1776,866641,3808,285817,1332,3653,734,282164,1530,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7225453,17560,3535528,9681,2821648,9322,176635,5653,2645013,9670,713880,2193,257331,5063,456549,5574,3689925,10000,2792570,9477,22564,2652,2770006,9874,897355,2144,6995,1084,890360,2487,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2218090,3911,1085171,2292,850989,2354,67711,3580,783278,4251,234182,643,98545,3184,135637,3117,1132919,2642,844021,2513,9197,1489,834824,2992,288898,893,2385,534,286513,1006,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1024417,2314,501539,1637,392323,1595,36872,2633,355451,3160,109216,424,46521,2226,62695,2329,522878,1196,393502,1187,5503,1056,387999,1672,129376,417,2030,529,127346,633,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1811615,4483,881031,2964,681962,2876,64891,3665,617071,4173,199069,746,80717,3686,118352,3694,930584,2514,686096,2554,9081,1579,677015,3016,244488,669,2591,626,241897,952,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,537058,3539,257740,2290,191100,2157,16946,1908,174154,2755,66640,544,29515,1731,37125,1729,279318,1828,199072,1746,2845,809,196227,1996,80246,443,507,323,79739,577,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3670366,5013,1808682,3529,1427040,3430,99707,3699,1327333,4933,381642,750,156370,3766,225272,3743,1861684,2824,1404222,2876,14680,1601,1389542,3286,457462,801,4884,816,452578,1200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,749695,1933,373957,1666,282688,1693,30729,2653,251959,3240,91269,561,39483,2164,51786,2174,375738,1343,277778,1290,5694,1198,272084,1861,97960,522,1816,519,96144,689,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
