GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,C27017_042E,C27017_042M,C27017_043E,C27017_043M,C27017_044E,C27017_044M,C27017_045E,C27017_045M,C27017_046E,C27017_046M,C27017_047E,C27017_047M,C27017_048E,C27017_048M,C27017_049E,C27017_049M,C27017_050E,C27017_050M,C27017_051E,C27017_051M,NAME,C27017_001EA,C27017_001MA,C27017_002EA,C27017_002MA,C27017_003MA,C27017_003EA,C27017_004MA,C27017_004EA,C27017_005EA,C27017_005MA,C27017_006EA,C27017_006MA,C27017_007EA,C27017_007MA,C27017_008EA,C27017_008MA,C27017_009MA,C27017_009EA,C27017_010EA,C27017_010MA,C27017_011EA,C27017_011MA,C27017_012EA,C27017_012MA,C27017_013MA,C27017_013EA,C27017_014MA,C27017_014EA,C27017_015EA,C27017_015MA,C27017_016EA,C27017_016MA,C27017_017EA,C27017_017MA,C27017_018EA,C27017_018MA,C27017_019EA,C27017_019MA,C27017_020EA,C27017_020MA,C27017_021EA,C27017_021MA,C27017_022EA,C27017_022MA,C27017_023EA,C27017_023MA,C27017_024EA,C27017_024MA,C27017_025MA,C27017_025EA,C27017_026MA,C27017_026EA,C27017_027MA,C27017_027EA,C27017_028EA,C27017_028MA,C27017_029EA,C27017_029MA,C27017_030EA,C27017_030MA,C27017_031MA,C27017_031EA,C27017_032EA,C27017_032MA,C27017_033EA,C27017_033MA,C27017_034EA,C27017_034MA,C27017_035MA,C27017_035EA,C27017_036MA,C27017_036EA,C27017_037MA,C27017_037EA,C27017_038EA,C27017_038MA,C27017_039EA,C27017_039MA,C27017_040EA,C27017_040MA,C27017_041EA,C27017_041MA,C27017_042MA,C27017_042EA,C27017_043EA,C27017_043MA,C27017_044EA,C27017_044MA,C27017_045MA,C27017_045EA,C27017_046MA,C27017_046EA,C27017_047MA,C27017_047EA,C27017_048MA,C27017_048EA,C27017_049MA,C27017_049EA,C27017_050EA,C27017_050MA,C27017_051EA,C27017_051MA,state
0400000US08,5555265,3104,537492,18885,157795,10958,29251,4247,128544,10664,320819,10379,113408,6893,207411,9337,58878,3868,23789,2327,35089,3155,281013,19124,89982,9378,17592,3103,72390,8682,143765,9596,49426,4594,94339,8515,47266,3666,20969,2309,26297,2507,556790,22143,164598,10627,65083,6127,99515,7963,312791,14139,171824,11257,140967,8217,79401,4651,40600,3073,38801,2882,1631931,35106,407587,14802,284126,13117,123461,8910,987987,21344,734339,18764,253648,9906,236357,7048,132666,5864,103691,4963,2548039,27271,499695,10901,458793,10914,40902,5128,1676616,19461,1535709,18560,140907,8297,371728,8050,248028,7937,123700,5605,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6485781,4621,852638,24677,288425,13435,54521,6539,233904,13223,484037,13720,163884,6560,320153,13139,80176,4196,34627,2954,45549,3314,422758,19416,141325,11512,43152,6639,98173,8922,211209,8917,87748,6634,123461,6799,70224,4416,31821,2698,38403,3435,743169,23168,216471,11272,108078,8396,108393,8814,395259,13171,238788,9760,156471,9162,131439,5570,69721,3553,61718,4669,2185957,39566,549485,17040,435197,15691,114288,8306,1260521,24002,1020528,21277,239993,12105,375951,9896,238080,8067,137871,6339,2281259,35603,414253,14046,382063,14178,32190,4370,1508908,22799,1398885,23166,110023,6489,358098,9811,246445,8162,111653,5636,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4320783,3937,730357,22168,234750,11962,27697,3779,207053,11893,423119,12807,97088,5823,326031,11066,72488,4614,25119,3007,47369,3858,318520,16148,86384,7488,19257,3037,67127,6907,163621,7953,54157,4605,109464,6721,68515,4671,28119,2820,40396,3524,533587,20626,141659,8481,57744,5195,83915,7514,296318,11511,154943,8302,141375,7547,95610,5843,48317,3699,47293,3780,1370965,26278,312008,11150,231544,9956,80464,6778,808629,16863,634012,14221,174617,7665,250328,6985,165229,6783,85099,5246,1367354,27187,255328,10227,237371,9614,17957,2661,889451,18211,827080,17510,62371,4243,222575,7610,164869,6891,57706,4189,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4518116,3547,843461,23598,298497,13130,31728,4243,266769,13044,458245,15097,109259,7014,348986,12671,86719,4826,27444,2811,59275,4478,379717,19819,118624,11105,28171,4997,90453,9296,191413,10624,73021,5933,118392,8555,69680,3788,25062,2460,44618,3907,586503,22825,156466,10166,55553,6226,100913,8350,332329,13905,167675,7864,164654,11446,97708,6386,42122,3708,55586,4198,1269629,30380,303958,12241,199690,11566,104268,9773,743626,17830,544492,15451,199134,11308,222045,9320,129793,6680,92252,5559,1438806,28815,263802,10639,236531,10094,27271,4028,952271,20537,850698,19283,101573,7865,222733,8394,151856,7336,70877,4225,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12439217,4084,1508754,32746,480177,19347,72522,7882,407655,17972,858215,16795,268262,9937,589953,14613,170362,6559,61157,3227,109205,6110,724402,24813,239931,11955,59143,6975,180788,10705,360189,14673,127038,7201,233151,11756,124282,5935,50671,3866,73611,4431,1264349,33839,358583,14054,153719,10652,204864,11597,678661,19312,364668,14871,313993,12535,227105,8990,109020,5990,118085,6008,3611146,49326,876765,25393,635913,19644,240852,12462,2133289,28400,1643270,26449,490019,14201,601092,11978,369006,8724,232086,9184,5330566,40281,1014776,14957,953201,14362,61575,4593,3513095,29717,3287241,26951,225854,10871,802695,13041,570572,11477,232123,7356,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3054586,1660,343504,13910,103237,7713,18755,3044,84482,7072,203664,7803,73733,4335,129931,6760,36603,2446,20183,1799,16420,1767,186573,8436,58176,4684,16961,2961,41215,3959,89333,4756,37408,2940,51925,4301,39064,3371,22206,2652,16858,1915,320314,14246,91898,7020,44097,4232,47801,5480,167684,8231,103275,5465,64409,5417,60732,3189,37334,2938,23398,2053,1033427,21006,274767,9866,213547,8994,61220,5271,569725,12889,480563,12063,89162,5352,188935,5556,133216,5079,55719,3133,1170768,21846,227178,8557,214949,8239,12229,1917,753219,13962,719261,13426,33958,4030,190371,6042,143835,4935,46536,3112,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1310916,1744,100220,6538,28419,4189,5806,1788,22613,3547,58712,3339,17925,1894,40787,2899,13089,2031,5215,1101,7874,1585,52482,5183,11705,3027,1702,949,10003,2810,26352,2991,7659,1854,18693,2221,14425,1810,6797,1501,7628,1345,105878,7688,24095,3540,8652,2205,15443,3090,58161,5057,30071,3291,28090,3638,23622,2838,14095,2167,9527,1606,376253,14397,80979,5559,61242,5130,19737,3431,218666,9493,170757,8647,47909,3964,76608,3936,50134,3333,26474,2246,676083,14723,122027,5576,113992,5018,8035,1535,444865,10329,416720,10151,28145,3337,109191,3716,81451,3747,27740,2833,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2922262,2564,504443,19790,180230,10671,13881,2509,166349,10149,273931,12135,73563,7544,200368,8800,50282,3879,16053,2008,34229,3324,251203,11286,75743,5290,12776,2568,62967,5264,131203,6655,47972,4571,83231,5810,44257,3143,16579,2127,27678,2765,404879,18046,109424,8043,35983,4414,73441,6880,220777,11097,122441,7610,98336,7589,74678,4541,36626,3340,38052,3404,932233,21344,213921,8272,141426,7364,72495,6031,549663,15149,416120,13223,133543,7572,168649,5089,98228,4542,70421,4614,829504,20007,149687,7043,133405,6310,16282,2673,526791,14162,483771,14002,43020,3463,153026,5955,111887,4823,41139,3558,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937739,1670,117152,9234,38811,5315,7521,2511,31290,4350,67469,5765,20233,2745,47236,4782,10872,1561,5684,1038,5188,1103,49251,6558,17583,3870,3141,1535,14442,3727,23990,3499,7990,1644,16000,2924,7678,1500,4061,931,3617,1208,89504,8536,23310,3903,10790,2595,12520,3028,48766,5498,29469,3919,19297,2928,17428,2033,8779,1431,8649,1561,275156,10833,61482,4868,46072,4326,15410,2963,157814,6938,119529,6709,38285,4586,55860,3232,38716,2765,17144,2281,406676,11314,66599,4706,61093,4611,5506,2106,255028,7759,233186,7401,21842,3551,85049,3666,65316,3583,19733,2339,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5486021,2678,529028,16511,157365,9362,28314,3717,129051,8681,306609,9137,107975,5316,198634,7782,65054,3732,31470,2493,33584,2837,275136,13698,84688,7595,25085,3311,59603,6815,137527,7079,56579,4264,80948,5194,52921,3298,29363,2213,23558,2178,489517,16386,145447,7462,62746,5492,82701,5614,250965,9637,136115,6079,114850,7127,93105,4878,61260,4252,31845,2607,1594518,24376,404295,11721,306836,10464,97459,6287,906872,14729,725602,12979,181270,8020,283351,6479,205008,5855,78343,4300,2597822,24410,549669,10685,522108,10618,27561,3564,1684232,16170,1592878,15392,91354,4373,363921,6476,282407,6098,81514,3731,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
