GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001EA,B06003_001MA,B06003_002MA,B06003_002EA,B06003_003EA,B06003_003MA,B06003_004EA,B06003_004MA,B06003_005EA,B06003_005MA,B06003_006EA,B06003_006MA,B06003_007EA,B06003_007MA,B06003_008EA,B06003_008MA,B06003_009EA,B06003_009MA,B06003_010EA,B06003_010MA,B06003_011EA,B06003_011MA,B06003_012EA,B06003_012MA,B06003_013MA,B06003_013EA,B06003_014EA,B06003_014MA,B06003_015EA,B06003_015MA,state
0400000US08,5695564,-555555555,2864761,4727,2830803,4727,2388284,25845,1210297,16976,1177987,15542,2657342,21884,1332615,14695,1324727,13120,100757,7306,53884,4658,46873,4139,549181,15539,267965,10130,281216,8770,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,3295973,5458,3395905,5458,4541102,22400,2244781,16463,2296321,14625,1748523,22373,845367,14922,903156,13649,47905,4898,26520,3360,21385,2690,354348,11369,179305,7131,175043,6166,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,2199021,4805,2269381,4805,3075790,19926,1510902,13171,1564888,11464,1188267,18347,581810,11290,606457,11469,34999,3099,20650,2166,14349,2113,169346,6623,85659,4219,83687,3772,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,2276530,6576,2383448,6576,3640067,17708,1772710,10494,1867357,13592,792252,15503,384141,8454,408111,12280,32632,4326,16330,2332,16302,3305,195027,8647,103349,6145,91678,4470,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,6266062,4378,6475018,4378,8532802,27139,4225721,19908,4307081,17345,2263406,24222,1079942,17339,1183464,14956,153559,8325,77287,5495,76272,5098,1791313,19750,883112,13980,908201,11675,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,1564888,3527,1591257,3527,2206656,13913,1091447,8935,1115209,9727,755212,14304,375108,9230,380104,9040,19140,2430,10225,1634,8915,1623,175137,7654,88108,4517,87029,4666,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,669442,2055,687016,2055,552045,9222,274147,6249,277898,5794,701928,10120,346404,6521,355524,6406,19483,2901,10471,1995,9012,1565,83002,4796,38420,2968,44582,3553,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,1476680,3794,1537145,3794,1857941,16334,914365,10371,943576,10456,991663,16634,480493,9746,511170,10548,20512,2971,9975,2220,10537,1843,143709,6235,71847,3963,71862,4068,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,467924,1358,499247,1358,434235,12326,214167,6916,220068,7204,426915,11311,201862,6395,225053,7032,14791,2280,7134,1343,7657,1465,91230,5598,44761,3215,46469,3133,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,2793980,3564,2817199,3564,3783324,18984,1898204,11214,1885120,12094,1296492,17320,636727,10729,659765,11595,47171,3803,25062,2508,22109,2517,484192,12617,233987,7540,250205,7566,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
