GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005MA,B12002G_005EA,B12002G_006MA,B12002G_006EA,B12002G_007EA,B12002G_007MA,B12002G_008EA,B12002G_008MA,B12002G_009EA,B12002G_009MA,B12002G_010MA,B12002G_010EA,B12002G_011MA,B12002G_011EA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US08,141733,7641,70767,5296,39959,3624,22028,2322,829,507,807,552,7144,1841,70966,4479,31507,2997,25822,2513,1956,924,2396,835,9285,1818,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,102189,6486,49126,4153,29528,3050,13646,2139,781,399,1049,647,4122,1057,53063,4319,27700,3087,15658,2480,1144,486,3227,940,5334,1489,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,58749,4919,27975,3354,17503,2658,6482,1319,841,482,508,405,2641,951,30774,3531,15758,2370,7925,1599,1254,834,2648,1361,3189,994,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,57077,4791,28241,3113,15714,2350,8613,1357,434,360,761,423,2719,1028,28836,3371,14328,2454,9323,1509,861,561,1978,746,2346,772,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,198896,9009,98322,5432,58902,3902,31559,3087,850,398,1253,721,5758,1353,100574,5236,50718,3767,32996,2683,2082,730,3520,784,11258,2169,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,35503,3502,17275,2509,11500,2006,4318,1104,221,212,320,193,916,401,18228,2087,10465,1811,4619,1089,419,334,550,353,2175,955,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,19261,2503,10022,1826,5818,1235,3369,826,159,235,67,98,609,449,9239,1683,5011,1308,2706,890,0,192,407,363,1115,797,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,52663,4036,26966,2808,13775,1931,8493,1542,376,304,718,480,3604,1030,25697,2309,10504,1623,7951,1283,1064,472,1842,644,4336,1169,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,15309,2414,8008,1684,5020,1250,2186,874,37,85,53,94,712,538,7301,1449,4482,1052,1384,559,0,200,263,231,1172,651,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,97041,5739,48389,3979,29704,2992,14644,2114,345,292,283,167,3413,885,48652,3536,28267,2626,13181,1592,469,229,1181,471,5554,1276,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,21911,2395,11594,1724,5691,1382,4207,1028,175,171,90,110,1431,622,10317,1508,4111,1035,3282,940,104,95,424,294,2396,856,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,19460,1914,9032,1352,4623,967,2528,675,39,67,143,137,1699,718,10428,1572,4009,944,2902,687,373,299,342,204,2802,1082,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,173701,10069,87024,6157,50313,4801,26376,2994,2372,1001,1617,687,6346,1436,86677,5972,44135,4058,27632,2684,2770,1298,3515,1004,8625,1610,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,168323,9808,82774,6205,47490,4785,27086,2746,1390,738,1433,842,5375,1186,85549,6741,40385,4324,28927,3494,3007,1249,2695,991,10535,2075,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,37989,3672,20000,2224,10828,1842,6829,1222,526,457,131,105,1686,743,17989,2220,8042,1318,6732,1432,376,319,354,209,2485,759,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,63547,5411,29267,3142,14512,2486,10658,1729,816,628,149,156,3132,871,34280,3797,13261,2434,12589,1944,1286,712,2319,873,4825,1444,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,8730,1445,4478,1168,2478,973,1290,492,30,60,8,18,672,528,4252,893,1449,591,1620,490,0,157,182,168,1001,554,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,92635,6258,43957,3816,25198,2814,13083,1685,732,413,643,354,4301,1064,48678,3896,24744,2981,14591,1720,1078,462,1735,659,6530,1109,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,20520,2298,9564,1621,5692,1288,2448,760,0,201,185,169,1239,597,10956,1898,7069,1674,2391,763,150,243,473,382,873,434,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,197091,6359,97168,4011,46325,3097,37210,2094,1561,451,2225,627,9847,1140,99923,4187,39978,2621,36519,2335,2349,684,6087,844,14990,1539,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,84535,5680,42889,3283,25721,2597,13271,1726,427,266,263,181,3207,820,41646,3520,22015,2543,12758,1806,601,499,1853,612,4419,1018,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,127209,7853,60438,3813,26648,3040,23319,2700,1636,845,1931,660,6904,1590,66771,5204,26788,2914,21090,2390,1950,686,7033,1571,9910,1735,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,206090,9797,96194,6036,53313,4225,32212,3286,1656,907,1658,679,7355,1691,109896,6115,52271,4309,38499,2980,2572,991,4518,1062,12036,2486,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,10737,1586,5258,1303,2791,941,1770,621,0,161,90,120,607,688,5479,1118,2342,862,2223,791,134,204,219,267,561,338,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,65316,5849,33347,3578,18134,2881,10748,1959,436,279,125,130,3904,1285,31969,3670,14612,2304,9858,1609,484,297,2967,918,4048,1447,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,133040,6564,65345,4042,34425,3170,22432,2603,906,613,857,491,6725,1384,67695,4503,31141,3611,25178,2560,608,384,2762,802,8006,1611,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,9413,1826,4997,1495,2067,1002,2153,881,0,203,120,141,657,355,4416,1068,1524,558,1786,757,39,61,288,227,779,455,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1273831,24984,628093,14462,346370,10892,223442,8137,8773,1546,7731,1537,41777,3624,645738,15978,320180,11788,217354,7937,13744,2072,29768,2988,64692,4477,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,24855,3883,12638,2544,7765,2058,3654,1178,308,325,299,265,612,351,12217,2142,6024,1598,4030,1172,28,57,749,474,1386,785,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,72061,4774,33261,2735,20171,2695,9605,1486,589,358,438,283,2458,910,38800,3693,22101,3225,11181,1815,885,518,1560,634,3073,815,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,470246,13749,240769,8119,123877,6887,87780,5297,6916,1893,2632,866,19564,2312,229477,9495,99455,5863,89972,4862,6069,1564,9823,1700,24158,3150,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,136101,7642,66061,4474,35522,3525,23585,2483,505,430,1136,556,5313,1537,70040,4589,32454,3357,24229,2723,1387,614,3638,1090,8332,1528,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,383579,15056,183204,9741,99035,6598,61883,4695,2687,989,2762,1044,16837,2402,200375,9195,90730,6625,66057,5037,5029,1571,10789,2154,27770,3257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,149253,7785,70929,5113,40882,4101,23626,2576,991,535,774,706,4656,1377,78324,4468,42938,3723,23783,2575,3135,1110,2476,842,5992,1335,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,17284,2314,8132,1453,5899,1297,1894,662,0,213,0,213,339,302,9152,1575,5753,1283,2122,692,0,213,406,360,871,432,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
