GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005MA,B12002G_005EA,B12002G_006MA,B12002G_006EA,B12002G_007EA,B12002G_007MA,B12002G_008EA,B12002G_008MA,B12002G_009EA,B12002G_009MA,B12002G_010MA,B12002G_010EA,B12002G_011MA,B12002G_011EA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US49,56698,3947,28245,2726,14295,2004,11447,1705,70,123,5,17,2428,733,28453,2606,13012,1735,12888,1996,283,265,436,304,1834,635,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,418151,17054,196712,10501,105277,7298,74033,5543,2869,902,2300,732,12233,2017,221439,9536,109053,6636,71070,4395,5972,1407,12068,1975,23276,2706,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,152687,10250,74622,5943,39392,3918,30109,2987,701,460,356,244,4064,1093,78065,6356,37727,4172,28238,2986,1119,490,3381,907,7600,1263,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,202298,9312,102818,5453,65938,5149,25667,2812,1802,815,996,480,8415,1677,99480,5936,55864,4884,25721,2594,2510,706,4586,1389,10799,1743,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,98054,5014,46938,3983,24944,3078,15627,2498,573,376,1115,556,4679,1126,51116,3158,22064,2747,18903,1920,1152,512,2713,874,6284,1488,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,192824,9311,93607,5582,55413,4035,27081,3138,2590,964,967,474,7556,1395,99217,6259,54484,4538,25937,2765,4009,1084,4541,934,10246,1872,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,175873,6924,85876,4909,47377,4380,28130,2245,1386,632,1866,669,7117,1361,89997,4948,47947,4195,27231,1964,1066,428,4200,1040,9553,1481,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,32557,3238,17162,2142,9289,1586,5535,1117,359,265,479,472,1500,623,15395,1874,7556,1149,4976,1122,544,305,948,495,1371,470,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,35194,3832,18414,2500,10129,1827,6688,1270,300,239,111,90,1186,548,16780,2491,6864,1611,6200,1444,914,608,227,178,2575,945,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,42160,3693,22238,2486,10867,1802,6880,1170,399,316,736,450,3356,1162,19922,2307,8754,1547,7153,1196,323,199,1181,719,2511,890,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,233403,8404,119355,4751,61958,4127,47222,2837,949,384,2004,731,7222,1486,114048,5279,49075,3313,46290,3530,1649,705,6333,1293,10701,1642,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,13269,2201,6174,1470,4002,1288,1458,503,28,40,114,168,572,609,7095,1351,4523,1080,1750,670,28,47,45,53,749,433,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,276651,10944,134706,6134,74483,4966,47594,3288,2038,834,1320,496,9271,1643,141945,7578,67969,5866,51063,3394,2319,889,5051,949,15543,1991,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,22500,3143,11420,1998,6220,1638,3368,1030,680,632,92,162,1060,466,11080,1995,7359,1759,2366,697,74,125,475,408,806,526,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,180583,9566,89295,6066,47459,4122,29286,2986,1438,566,1254,544,9858,1609,91288,5994,43354,4580,28807,2231,2317,860,4684,1402,12126,2018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,83630,5522,37599,3728,21064,2800,11254,1827,712,729,666,504,3903,1139,46031,3696,22700,2352,14336,1890,981,460,2325,708,5689,1604,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,63603,5431,33149,3611,16404,2390,12714,1789,753,727,606,320,2672,895,30454,2916,15568,2053,10118,1592,373,401,1756,703,2639,668,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
