GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001MA,B25011_001EA,B25011_002MA,B25011_002EA,B25011_003MA,B25011_003EA,B25011_004EA,B25011_004MA,B25011_005EA,B25011_005MA,B25011_006MA,B25011_006EA,B25011_007MA,B25011_007EA,B25011_008MA,B25011_008EA,B25011_009EA,B25011_009MA,B25011_010EA,B25011_010MA,B25011_011MA,B25011_011EA,B25011_012MA,B25011_012EA,B25011_013MA,B25011_013EA,B25011_014EA,B25011_014MA,B25011_015EA,B25011_015MA,B25011_016EA,B25011_016MA,B25011_017MA,B25011_017EA,B25011_018MA,B25011_018EA,B25011_019MA,B25011_019EA,B25011_020EA,B25011_020MA,B25011_021EA,B25011_021MA,B25011_022EA,B25011_022MA,B25011_023EA,B25011_023MA,B25011_024MA,B25011_024EA,B25011_025MA,B25011_025EA,B25011_026EA,B25011_026MA,B25011_027EA,B25011_027MA,B25011_028EA,B25011_028MA,B25011_029MA,B25011_029EA,B25011_030MA,B25011_030EA,B25011_031EA,B25011_031MA,B25011_032EA,B25011_032MA,B25011_033EA,B25011_033MA,B25011_034MA,B25011_034EA,B25011_035MA,B25011_035EA,B25011_036EA,B25011_036MA,B25011_037EA,B25011_037MA,B25011_038EA,B25011_038MA,B25011_039MA,B25011_039EA,B25011_040MA,B25011_040EA,B25011_041EA,B25011_041MA,B25011_042EA,B25011_042MA,B25011_043EA,B25011_043MA,B25011_044EA,B25011_044MA,B25011_045EA,B25011_045MA,B25011_046MA,B25011_046EA,B25011_047MA,B25011_047EA,B25011_048MA,B25011_048EA,B25011_049EA,B25011_049MA,state
0400000US08,2176757,7548,1417981,9500,1029458,10905,867728,10382,96124,4186,557703,8052,213901,4836,161730,6082,53793,3610,8451,1401,35742,3028,9600,1330,107937,4650,11943,2239,71149,4023,24845,1884,388523,8920,318295,7667,25888,2738,152559,6600,139848,4563,70228,3523,23800,2432,33673,2601,12755,1481,758776,10471,343247,8747,200457,6756,73660,4174,111639,4585,15158,1798,142790,6985,44942,3539,18870,2838,24286,2538,1786,639,97848,6405,34758,3768,56232,4311,6858,1463,415529,8473,292560,8666,92278,3979,128227,6946,72055,4438,122969,5300,91413,4377,28560,2809,2996,794,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,1298996,11725,1072488,12993,132025,5246,669413,9518,271050,5000,226508,7814,74705,4559,13942,1972,47865,3751,12898,1491,151803,5923,19127,2459,93710,4358,38966,2894,492753,9805,414568,9362,33479,2863,181864,6345,199225,5636,78185,4646,25031,2376,40821,3875,12333,1635,807420,11150,384180,9122,175789,7503,60171,3867,96865,5690,18753,2052,208391,7538,55322,5081,22313,2662,28915,3464,4094,1395,153069,6802,62266,4685,81300,4820,9503,1659,423240,8088,337473,7586,101646,4936,145931,5606,89896,4141,85767,4857,60739,4549,21937,2213,3091,804,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,844796,11678,692457,9959,77761,3825,426206,7657,188490,4231,152339,6864,47650,3017,8778,1690,30504,2700,8368,1098,104689,5529,12174,2115,60925,4140,31590,2541,322933,8493,276788,8064,18350,2428,121128,5877,137310,5542,46145,3808,12254,1821,24686,2554,9205,1531,564984,10983,294131,7308,145522,4964,55720,3422,74460,3800,15342,1921,148609,5918,36034,3515,16352,2465,17603,2308,2079,665,112575,4671,44967,3093,58441,3946,9167,1539,270853,8797,209646,7426,49005,3746,106535,5888,54106,3520,61207,3842,37763,2913,21081,2911,2363,746,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,810258,10566,631967,11010,72172,3980,387653,7992,172142,4238,178291,7072,50022,3778,9709,1867,29836,2927,10477,1471,128269,5795,16789,2654,72682,4814,38798,3034,327266,9680,284979,9615,19950,2609,130606,6814,134423,5659,42287,3784,11256,2164,22210,2354,8821,1547,599696,11233,294589,8550,116637,5934,39504,4465,65858,4127,11275,1659,177952,7069,38267,3309,12467,2272,23836,2858,1964,736,139685,6182,54283,3954,75607,4340,9795,1370,305107,7703,247024,7288,65133,4366,125371,6230,56520,3352,58083,4779,39635,3488,15684,2182,2764,704,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,2331448,16564,1910446,15235,184908,5379,1243492,11541,482046,5707,421002,9883,136045,5442,26182,3295,83795,3896,26068,2206,284957,7669,26915,2306,177760,6324,80282,3826,878665,14238,762268,13342,62292,3911,330958,8528,369018,7839,116397,4909,32788,2477,63632,3445,19977,2003,1654751,16516,787653,13087,382645,9424,118268,5468,223930,7437,40447,3015,405008,10108,91155,6011,36236,3332,49640,4084,5279,1022,313853,8896,108583,6261,182727,6744,22543,2723,867098,12704,675319,12023,193831,7189,292135,8931,189353,6656,191779,6778,139411,5959,45341,3429,7027,1386,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,649130,9081,547660,8635,68110,3586,333937,6509,145613,3143,101470,4242,37813,2709,9121,1344,24953,2362,3739,839,63657,3571,11403,1628,39656,2939,12598,1573,254621,6158,213459,5871,19285,2122,89677,4410,104497,4432,41162,2688,14598,1958,20519,1779,6045,981,364122,7753,151199,5547,74482,3965,25949,2363,37887,3000,10646,1748,76717,4488,19330,2361,9992,1747,8300,1433,1038,447,57387,3515,24015,2296,30989,2625,2383,647,212923,6657,161771,5435,47725,3476,63954,3307,50092,3192,51152,3784,36204,3473,13440,1617,1508,522,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,278412,6072,238409,5916,17615,1914,158332,4529,62462,2550,40003,2989,13869,1894,1818,698,8994,1520,3057,990,26134,2423,2883,922,16579,2035,6672,1102,100330,4522,78847,4267,4201,1072,35723,3226,38923,2621,21483,1873,5663,1021,10686,1344,5134,978,152470,5181,63340,4093,35900,2984,9324,1453,20605,2546,5971,1119,27440,3225,8320,1475,2817,987,5346,1263,157,183,19120,2573,6302,1279,11736,2077,1082,506,89130,4630,67623,4395,15049,1871,30761,3283,21813,2210,21507,2459,15635,2159,5355,1266,517,366,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,557945,9355,455392,8871,52111,3590,269861,5980,133420,3413,102553,5660,31030,3239,5808,1346,18500,2299,6722,1320,71523,4480,9026,1576,41544,3581,20953,2171,202456,7438,177302,6713,9450,1547,76881,5154,90971,4121,25154,2599,6299,1338,12941,1782,5914,1095,395946,7521,211189,6481,98069,4766,37096,3029,50392,3455,10581,1547,113120,5580,26616,3107,11739,1975,13667,2365,1210,591,86504,4885,38818,3335,42253,3766,5433,1366,184757,6474,148669,5699,40871,3755,69592,3732,38206,2889,36088,3650,24828,2492,9832,1846,1428,623,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,185391,4470,148616,4642,12374,1632,86622,3624,49620,2238,36775,3302,10466,1915,1036,571,7041,1504,2389,741,26309,2565,3035,1103,16233,2290,7041,1118,75754,4171,63079,3554,4371,1260,29386,2714,29322,2199,12675,1791,2281,711,7433,1565,2961,831,106526,4571,53008,4191,25218,2634,6914,1545,15162,1892,3142,788,27790,2853,7757,1501,3752,1096,3954,1051,51,58,20033,2473,7401,1640,11354,1907,1278,559,53518,3887,43196,3643,11530,1860,20825,3061,10841,1610,10322,1523,5580,1172,3629,932,1113,510,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,1143685,9210,975011,9188,116998,3997,619473,6919,238540,4335,168674,4762,63156,3061,11604,1465,43625,2843,7927,1125,105518,4121,15733,1906,68026,3205,21759,1525,424254,7249,345039,7335,30496,2295,163202,5326,151341,5216,79215,3458,23567,2088,42917,2958,12731,1429,626513,8243,253142,7312,128100,5119,45853,3392,63793,3858,18454,1771,125042,5239,33144,3300,15249,2068,16857,2165,1038,413,91898,4051,38735,3418,47904,3386,5259,1223,373371,7298,285740,6968,74929,4042,118056,5008,92755,4105,87631,4171,67388,3594,17614,2037,2629,676,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
