GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001EA,C27009_001MA,C27009_002EA,C27009_002MA,C27009_003EA,C27009_003MA,C27009_004EA,C27009_004MA,C27009_005EA,C27009_005MA,C27009_006EA,C27009_006MA,C27009_007EA,C27009_007MA,C27009_008EA,C27009_008MA,C27009_009EA,C27009_009MA,C27009_010MA,C27009_010EA,C27009_011EA,C27009_011MA,C27009_012EA,C27009_012MA,C27009_013EA,C27009_013MA,C27009_014EA,C27009_014MA,C27009_015EA,C27009_015MA,C27009_016EA,C27009_016MA,C27009_017EA,C27009_017MA,C27009_018EA,C27009_018MA,C27009_019EA,C27009_019MA,C27009_020EA,C27009_020MA,C27009_021MA,C27009_021EA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,477,365,689002,4841,1740818,4923,61391,4693,1679427,5902,364556,1466,53515,2979,311041,3378,2809252,4984,655579,5202,1181,639,654398,5350,1724599,4440,13044,2021,1711555,5082,429074,1808,5378,1148,423696,2145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,340,252,849987,5369,1931120,5133,57568,4117,1873552,7064,449671,2582,80882,3817,368789,4500,3361386,5708,810049,5289,317,224,809732,5297,1985120,4474,10026,1805,1975094,4879,566217,2122,9242,1418,556975,2593,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,778,407,546661,4818,1279495,3802,45238,3352,1234257,5085,315636,1680,60172,3071,255464,3525,2245634,5101,518655,4640,681,544,517974,4625,1333099,4411,9090,1843,1324009,4473,393880,2043,7833,1429,386047,2343,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,623,352,595866,6104,1291675,5183,40065,3732,1251610,5993,306627,2448,47276,2782,259351,3234,2361287,6963,564005,6317,326,227,563679,6337,1405024,4938,10852,1685,1394172,5198,392258,2581,6756,1222,385502,2761,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,1849,1100,1546329,4995,3754521,4868,72353,3779,3682168,5915,845725,2427,117485,4333,728240,5000,6415484,5220,1479566,5816,1219,889,1478347,5840,3856107,5191,14995,2121,3841112,5692,1079811,3233,8212,1187,1071599,3502,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,556,588,399909,3975,907758,3810,26188,2504,881570,4620,232467,1499,48017,2834,184450,2915,1572339,3755,380297,3470,452,351,379845,3481,908804,2992,4918,1178,903886,3418,283238,1719,3382,825,279856,1799,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,0,192,140627,1960,409590,2410,11916,1531,397674,2906,109075,974,20375,1934,88700,1997,680257,2304,139280,2217,21,35,139259,2219,413117,2064,2769,870,410348,2340,127860,1097,1698,488,126162,1215,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,537,358,378484,4186,840718,4243,32250,2533,808468,4961,221858,1991,45839,3193,176019,3214,1518906,4340,367733,3729,180,195,367553,3742,882139,3631,7774,1402,874365,3864,269034,1977,5217,1002,263817,2131,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,0,200,108013,1518,268647,1688,5960,1211,262687,1889,79759,817,10300,1476,69459,1489,495792,1400,107117,1727,0,200,107117,1727,291547,1196,1954,774,289593,1335,97128,703,884,442,96244,916,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,487,336,703895,3666,1663527,3713,38249,2395,1625278,4201,393627,1810,81924,3339,311703,3669,2792028,3590,671732,3241,771,480,670961,3374,1655571,3428,8492,1242,1647079,3606,464725,2044,6405,1016,458320,2311,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
