GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002EA,B05008_002MA,B05008_003EA,B05008_003MA,B05008_004EA,B05008_004MA,B05008_005EA,B05008_005MA,B05008_006EA,B05008_006MA,B05008_007MA,B05008_007EA,B05008_008EA,B05008_008MA,B05008_009EA,B05008_009MA,B05008_010EA,B05008_010MA,B05008_011EA,B05008_011MA,B05008_012EA,B05008_012MA,B05008_013EA,B05008_013MA,B05008_014EA,B05008_014MA,B05008_015EA,B05008_015MA,B05008_016EA,B05008_016MA,B05008_017EA,B05008_017MA,B05008_018MA,B05008_018EA,B05008_019EA,B05008_019MA,B05008_020EA,B05008_020MA,B05008_021EA,B05008_021MA,B05008_022EA,B05008_022MA,B05008_023EA,B05008_023MA,B05008_024EA,B05008_024MA,B05008_025EA,B05008_025MA,B05008_026EA,B05008_026MA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029MA,B05008_029EA,B05008_030EA,B05008_030MA,B05008_031EA,B05008_031MA,B05008_032EA,B05008_032MA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035EA,B05008_035MA,B05008_036EA,B05008_036MA,B05008_037EA,B05008_037MA,B05008_038EA,B05008_038MA,B05008_039EA,B05008_039MA,B05008_040MA,B05008_040EA,B05008_041EA,B05008_041MA,B05008_042EA,B05008_042MA,B05008_043EA,B05008_043MA,B05008_044EA,B05008_044MA,B05008_045EA,B05008_045MA,B05008_046EA,B05008_046MA,B05008_047EA,B05008_047MA,B05008_048EA,B05008_048MA,B05008_049EA,B05008_049MA,B05008_050EA,B05008_050MA,B05008_051EA,B05008_051MA,B05008_052EA,B05008_052MA,B05008_053EA,B05008_053MA,B05008_054EA,B05008_054MA,B05008_055EA,B05008_055MA,B05008_056EA,B05008_056MA,B05008_057EA,B05008_057MA,B05008_058EA,B05008_058MA,B05008_059EA,B05008_059MA,B05008_060EA,B05008_060MA,B05008_061EA,B05008_061MA,B05008_062MA,B05008_062EA,B05008_063EA,B05008_063MA,B05008_064EA,B05008_064MA,B05008_065EA,B05008_065MA,B05008_066EA,B05008_066MA,B05008_067EA,B05008_067MA,B05008_068EA,B05008_068MA,B05008_069EA,B05008_069MA,state
0400000US08,549181,15539,267965,10130,31472,2846,5619,1249,6815,1421,19038,2032,62018,4167,23482,3089,12438,1996,26098,2108,146077,7816,26238,4124,46250,4711,73589,4647,4008,1209,1064,658,828,703,2116,766,132226,7582,116301,7299,18408,3894,36399,3992,61494,4588,15925,3280,4256,1974,6272,1771,5397,1624,9843,1709,2510,812,2751,1046,4582,1168,28398,3287,10199,2373,8758,1710,9441,1337,281216,8770,40777,3244,6602,1345,7448,1420,26727,2718,77952,3893,25020,2852,18589,2740,34343,2503,133321,6115,21879,4000,37887,3330,73555,4748,3842,1380,815,579,811,690,2216,898,118145,6109,104189,5896,13334,2790,29171,2820,61684,5016,13956,2663,4698,1828,4643,1598,4615,1366,11334,2153,3032,1269,3262,866,5040,1273,29166,3577,11327,2736,7289,1607,10550,1705,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,354348,11369,179305,7131,18991,2572,5115,1347,3268,1128,10608,1432,62434,3935,30997,4005,13967,2224,17470,2034,78686,4191,12838,2139,28528,3073,37320,3452,4254,1729,1349,920,755,607,2150,1275,68317,3401,58165,3416,7086,1577,20848,2760,30231,2903,10152,2137,2172,923,4754,1322,3226,1232,6115,1579,2231,960,2171,890,1713,709,19194,3046,10151,2551,4524,1262,4519,1045,175043,6166,22436,2800,4567,1419,3369,942,14500,2030,63525,3346,26326,2865,16031,2068,21168,1998,70561,3759,11418,2042,30040,3204,29103,2654,5290,1561,1957,993,960,508,2373,1026,59199,3303,49827,3038,5911,1543,23011,3023,20905,2215,9372,2007,1665,846,4068,1392,3639,1035,6072,1315,1885,769,2001,812,2186,804,18521,3067,9068,2399,6219,1672,3234,969,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,169346,6623,85659,4219,11173,1724,1829,900,3706,1027,5638,1112,25667,1645,11838,1664,6341,1320,7488,1414,37707,2551,14191,2371,15658,2203,7858,1405,7937,1550,3941,1256,2593,1249,1403,641,26155,2529,17147,2339,4713,1432,8218,1531,4216,1043,9008,2112,3473,1310,3988,1275,1547,639,3615,1304,2064,1042,859,579,692,422,11112,2507,5657,1785,3833,1422,1622,645,83687,3772,12722,1745,2044,661,2958,895,7720,1416,31946,2401,13482,2521,8925,1730,9539,1371,29801,2131,11711,1924,12594,1963,5496,1067,7229,1721,2995,929,3135,1292,1099,557,18924,2203,12573,1671,4144,1467,5859,1371,2570,809,6351,1801,3039,1194,2195,969,1117,447,3648,1258,1533,752,1405,705,710,462,9218,1884,4090,1220,2963,1175,2165,726,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,195027,8647,103349,6145,7034,1551,1986,823,1564,743,3484,908,31005,2884,12194,2021,5477,1621,13334,1760,59081,4030,19236,3264,20759,2609,19086,2505,6603,1840,1294,642,2247,1085,3062,1154,46947,3652,18049,2944,5189,1893,6975,1970,5885,1589,28898,3232,10891,2260,9647,2219,8360,1491,5531,1499,1862,1137,1890,964,1779,705,6229,1949,1983,837,1638,642,2608,1695,91678,4470,7067,1272,1359,572,1555,681,4153,958,31795,2343,9959,1958,5742,1383,16094,1627,47346,3773,17708,3712,13202,2671,16436,1859,7973,1805,2974,1060,1122,633,3877,1036,33687,3566,11737,2255,3273,1539,4425,1598,4039,1315,21950,2722,9670,2855,5929,1832,6351,1290,5686,1118,1791,712,1726,815,2169,721,5470,1392,2222,880,1343,710,1905,837,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1791313,19750,883112,13980,168768,6720,24703,3470,36563,3268,107502,4932,270053,5931,87242,4966,59687,4216,123124,4643,397389,10292,38417,4721,99584,6813,259388,7041,12245,1819,2404,992,2542,794,7299,1323,358697,10270,335402,9991,25638,3857,85315,6586,224449,7041,23295,2946,4277,1683,5966,1341,13052,2106,26447,3015,6098,1478,5761,1369,14588,2005,46902,3826,14979,2349,15164,2269,16759,1897,908201,11675,193072,5865,24419,3502,45737,3670,122916,4585,304665,5513,93233,6112,72217,5207,139215,4989,369831,9113,35435,4373,101160,6406,233236,7116,14510,2437,2896,1227,2591,912,9023,1889,324165,8688,297623,8326,19953,2906,81691,5617,195979,6885,26542,3383,4542,1595,8359,2013,13641,2102,31156,4013,8044,1855,8519,1964,14593,2382,40633,4023,14017,2077,12005,1977,14611,1851,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,175137,7654,88108,4517,9374,1663,1314,515,2229,718,5831,1517,33683,2628,18024,2450,7027,1782,8632,1496,29299,2779,7031,1799,9810,1476,12458,1670,1775,1113,1392,1098,279,210,104,121,26168,2395,21090,2283,3662,1070,7234,1367,10194,1557,5078,1462,1494,730,1874,792,1710,752,1356,581,483,323,423,352,450,314,15752,2529,8082,1946,5120,1593,2550,810,87029,4666,10059,1916,2124,1058,2655,1080,5280,959,34538,2431,15177,2103,8796,1660,10565,1622,28137,2172,5764,1307,10747,1652,11626,1493,1451,797,686,593,300,281,465,350,25237,1958,20949,2031,2881,776,8477,1675,9591,1317,4288,1174,1562,852,1667,883,1059,502,1449,472,635,376,303,232,511,310,14295,2541,8779,2098,3628,1170,1888,763,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,83002,4796,38420,2968,8893,1666,693,301,2485,853,5715,1382,13578,1372,5303,1001,3179,1018,5096,1072,7881,1335,2071,791,1224,494,4586,997,3440,1266,556,406,693,412,2191,1006,2151,771,499,367,229,248,41,70,229,257,1652,662,643,416,199,202,810,466,2290,978,643,607,291,260,1356,538,8068,1799,1365,741,2127,1005,4576,1135,44582,3553,11634,1817,541,325,2653,1096,8440,1536,17784,2024,6555,1397,5629,1651,5600,992,8477,1526,2627,896,2733,874,3117,923,3863,1251,1544,850,1183,733,1136,546,1962,682,516,333,154,181,148,222,214,194,1446,627,545,362,495,353,406,368,2652,804,384,290,907,432,1361,622,6687,1219,1969,988,1065,541,3653,828,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,143709,6235,71847,3963,3318,914,670,426,332,246,2316,768,15369,1836,4603,1380,4075,1260,6691,1376,47513,2857,8723,1975,16231,2551,22559,2117,803,607,16,25,144,237,643,498,44054,2955,31592,2846,4884,1344,10821,2060,15887,2021,12462,2432,3001,1162,4667,1525,4794,1325,2656,934,822,595,599,402,1235,656,5647,1376,2762,993,1669,857,1216,598,71862,4068,5665,1346,1028,533,551,397,4086,1054,17968,1791,7112,1503,4406,1331,6450,1119,41572,2952,7691,1867,16025,2181,17856,2146,753,534,227,197,289,412,237,271,38000,2876,26981,2462,3973,1233,11270,1758,11738,1742,11019,2419,2330,1083,3633,1273,5056,1493,2819,1007,1161,771,833,555,825,474,6657,1760,2028,1051,1840,1234,2789,1103,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,91230,5598,44761,3215,3178,846,279,211,680,392,2219,630,15338,1234,5382,1460,3761,897,6195,1013,21555,2325,4450,1348,9493,1855,7612,1283,4401,1556,1693,1095,1187,666,1521,633,15086,1899,9761,2032,836,485,5640,1621,3285,989,5325,1649,1697,874,2186,888,1442,748,2068,726,224,187,480,319,1364,636,4690,1514,1222,703,1447,821,2021,831,46469,3133,6313,1235,806,585,1542,727,3965,772,15071,926,5936,1235,3361,998,5774,935,20132,2405,3549,1143,8092,1521,8491,1743,5278,1438,1312,761,1166,676,2800,1097,12415,1699,7614,1612,829,486,4078,1126,2707,950,4801,1280,868,633,2031,1057,1902,1024,2439,757,540,422,817,392,1082,448,4953,1604,1056,718,1811,742,2086,1005,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,484192,12617,233987,7540,23091,2544,5338,1347,6079,1244,11674,1821,83577,3566,25385,3041,18985,2247,39207,2395,59596,3420,12927,2144,19700,2286,26969,2336,3072,685,1321,445,479,263,1272,473,45801,3388,34031,3178,4570,1054,11790,1743,17671,2065,11770,2440,3245,1338,3734,1111,4791,1354,10723,1961,3791,1256,3697,1343,3235,883,67723,4108,26635,3289,25041,2791,16047,2283,250205,7566,25442,2599,3782,1121,5180,1144,16480,2086,96963,3505,29867,2786,22695,2310,44401,2633,51799,3232,12884,2365,18418,2103,20497,2179,3349,1189,1721,939,695,512,933,407,36814,2939,26222,2522,4064,1026,10164,1626,11994,1736,10592,2138,3191,1480,3463,1053,3938,1105,11636,1811,3908,1167,4096,1244,3632,847,76001,5193,28558,3669,28591,3283,18852,2897,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
