GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001MA,B17017_001EA,B17017_002MA,B17017_002EA,B17017_003MA,B17017_003EA,B17017_004MA,B17017_004EA,B17017_005EA,B17017_005MA,B17017_006EA,B17017_006MA,B17017_007EA,B17017_007MA,B17017_008EA,B17017_008MA,B17017_009EA,B17017_009MA,B17017_010MA,B17017_010EA,B17017_011EA,B17017_011MA,B17017_012MA,B17017_012EA,B17017_013EA,B17017_013MA,B17017_014EA,B17017_014MA,B17017_015MA,B17017_015EA,B17017_016MA,B17017_016EA,B17017_017MA,B17017_017EA,B17017_018EA,B17017_018MA,B17017_019EA,B17017_019MA,B17017_020MA,B17017_020EA,B17017_021MA,B17017_021EA,B17017_022EA,B17017_022MA,B17017_023EA,B17017_023MA,B17017_024EA,B17017_024MA,B17017_025MA,B17017_025EA,B17017_026MA,B17017_026EA,B17017_027MA,B17017_027EA,B17017_028EA,B17017_028MA,B17017_029EA,B17017_029MA,B17017_030MA,B17017_030EA,B17017_031MA,B17017_031EA,B17017_032MA,B17017_032EA,B17017_033EA,B17017_033MA,B17017_034MA,B17017_034EA,B17017_035EA,B17017_035MA,B17017_036EA,B17017_036MA,B17017_037EA,B17017_037MA,B17017_038MA,B17017_038EA,B17017_039MA,B17017_039EA,B17017_040EA,B17017_040MA,B17017_041EA,B17017_041MA,B17017_042EA,B17017_042MA,B17017_043MA,B17017_043EA,B17017_044EA,B17017_044MA,B17017_045EA,B17017_045MA,B17017_046EA,B17017_046MA,B17017_047EA,B17017_047MA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050EA,B17017_050MA,B17017_051EA,B17017_051MA,B17017_052EA,B17017_052MA,B17017_053MA,B17017_053EA,B17017_054MA,B17017_054EA,B17017_055EA,B17017_055MA,B17017_056EA,B17017_056MA,B17017_057EA,B17017_057MA,B17017_058EA,B17017_058MA,B17017_059EA,B17017_059MA,state
0400000US08,2176757,7548,211680,7115,85547,4645,33505,2957,1313,722,15026,1921,11336,1812,5830,927,52042,3833,9781,1619,1178,570,4028,1301,3957,1110,618,391,42261,3590,2777,944,24614,2579,11875,2137,2995,945,126133,5546,54456,3535,10237,1562,13833,1934,21100,2207,9286,1361,71677,4145,12734,1798,11396,1786,22814,2932,24733,2180,1965077,9438,1287158,12066,1034680,11425,12966,2163,378326,7217,420159,7233,223229,4937,252478,7778,88954,4188,6343,1487,39991,2922,31852,2896,10768,1369,163524,6574,5080,1325,63748,4752,65988,3694,28708,2075,677919,11287,342353,9003,21206,2442,144852,6498,107036,5204,69259,4165,335566,7088,18338,2401,92953,4171,99899,4514,124376,4396,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,328497,8491,156585,6413,54921,4024,1914,682,23783,2859,19324,2196,9900,1417,101664,5687,17619,2467,1994,853,8744,1960,5741,1231,1140,481,84045,5207,11469,1860,49967,4166,17568,2174,5041,1123,171912,6146,74475,4587,15099,2078,16370,2055,29513,2847,13493,2049,97437,4832,16368,2029,15627,2413,34169,2854,31273,2412,2270672,11747,1526591,12372,1193356,14682,16774,2331,392872,9946,503807,8342,279903,5385,333235,9913,112408,5718,6465,1478,51579,3659,38512,3121,15852,1898,220827,7451,7780,1643,89763,6313,79856,4082,43428,2547,744081,11400,362883,8383,27157,3185,121651,5611,126755,6697,87320,3761,381198,7900,21808,3268,72419,4599,114512,4799,172459,4831,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,284340,9037,143499,6052,55171,3642,2432,734,22779,2454,20910,2185,9050,1229,88328,5350,13980,1967,1891,866,6139,1538,5089,1240,861,387,74348,4793,9298,2035,40823,3867,17679,1921,6548,1445,140841,6786,58891,4320,7169,1309,13844,2054,26815,2886,11063,1525,81950,4853,9122,1441,10456,1695,33807,2866,28565,2691,1448373,11413,995428,11461,782808,10652,14614,2262,250819,6375,322593,6680,194782,4473,212620,7320,69704,4330,4275,1430,30436,3630,25407,2548,9586,1252,142916,6010,3879,878,48919,4060,55909,3676,34209,2669,452945,9748,219757,6533,15337,2143,70075,4406,79092,4119,55253,3080,233188,6457,9665,1505,43045,3868,72375,3946,108103,4469,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,314236,8537,150690,6789,40845,3593,1139,677,14271,2448,16641,1864,8794,1468,109845,5963,18642,2556,1182,593,9669,1900,6121,1719,1670,665,91203,5519,7803,1604,55737,4305,19392,2222,8271,1348,163546,6236,63854,4085,4863,1100,14115,2287,30472,2946,14404,2023,99692,4749,10996,1740,15844,2081,40006,3435,32846,2506,1422984,11897,954157,12371,707759,11650,8668,1527,228707,7152,295761,6328,174623,4587,246398,8481,69647,4560,3809,1248,28524,3306,26543,2873,10771,1559,176751,6439,3952,1216,73692,4709,58785,3715,40322,2887,468827,9427,228452,7069,12370,2088,81722,4858,80054,4636,54306,3532,240375,6994,9223,1898,56216,4061,73964,4500,100972,4295,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,588923,12676,264678,8286,87199,4895,1803,678,36088,3293,30503,2771,18805,2170,177479,7404,27547,2604,2557,801,14144,1960,8912,1383,1934,674,149932,7200,12656,2502,88802,5762,36603,2783,11871,1725,324245,9096,137695,6131,24273,2472,29787,3253,55397,4087,28238,2412,186550,6396,26952,2363,29986,2993,61910,3888,67702,3879,4275941,16206,2854423,16905,2205892,15963,14255,1919,717978,9376,969971,9129,503688,6033,648531,10751,199653,6299,11683,1949,85604,4959,72953,3821,29413,2510,448878,8558,11338,1612,166189,6202,180397,5705,90954,4157,1421518,17798,682507,11840,32655,2923,261511,6915,227864,7264,160477,6436,739011,11565,29248,2730,173198,6525,207607,6152,328958,6655,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,142646,5001,57311,3654,19142,2117,1018,761,7623,1434,6262,1115,4239,709,38169,3292,5738,1309,1111,520,2803,905,1697,608,127,108,32431,2670,4530,1278,21624,2236,5485,926,792,323,85335,4319,35040,2708,8425,1671,7628,1479,11987,1526,7000,936,50295,3364,12265,1515,6341,1330,14833,1929,16856,1516,1125227,9064,743018,8166,603000,8814,8076,1496,196500,5380,246404,4847,152020,3323,140018,5254,51405,3386,4179,1115,26294,2191,16282,1741,4650,935,88613,4043,3620,1079,40434,3218,30370,2423,14189,1665,382209,7669,192830,5230,18251,2273,63678,3187,65186,3115,45715,2858,189379,5409,11505,1620,30682,2768,54621,3148,92571,3308,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,42254,3285,16178,1948,5014,998,130,146,1334,629,2096,628,1454,566,11164,1824,1628,708,113,137,1012,599,466,298,37,47,9536,1739,1034,727,6179,1493,1817,606,506,310,26076,3022,12185,1960,2272,844,2697,1031,4490,1186,2726,812,13891,2401,1166,544,2153,937,5229,1465,5343,1241,488958,5904,325574,5975,269295,5998,1303,479,70812,4012,130201,3486,66979,2435,56279,3710,20561,2285,910,545,7317,1268,9157,1550,3177,980,35718,2833,575,415,12957,2003,14938,1878,7248,1166,163384,5365,81354,4480,5297,1236,26445,2471,28861,2411,20751,1926,82030,3583,3045,846,15450,1834,25968,2509,37567,2393,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,193614,8014,97453,5721,33387,3343,1986,687,11468,1793,12611,1817,7322,1245,64066,4417,10347,1934,1571,793,4548,1367,3152,1065,1076,544,53719,4100,6494,1594,32213,3202,11668,2012,3344,1022,96161,5762,38368,3992,6408,1400,8782,1847,14775,1870,8403,1258,57793,3617,7135,1500,7340,1775,23568,2083,19750,2130,962733,9055,671681,9873,520074,8925,9651,1605,166104,5149,207640,5788,136679,3407,151607,6598,47299,3860,2662,804,21346,2545,16435,1864,6856,1337,104308,4843,3899,1185,44995,3182,32372,2757,23042,2230,291052,8075,140352,5927,10723,1856,44443,4154,48945,3315,36241,3324,150700,4370,6919,1283,26704,2406,44952,2830,72125,2871,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,46383,3397,20026,2424,7164,1520,0,200,3026,1100,3023,774,1115,375,12862,1831,2133,702,153,207,1333,557,611,420,36,59,10729,1770,767,631,7098,1539,2125,763,739,341,26357,2663,11984,1958,753,506,2635,1024,6482,1381,2114,827,14373,2090,1525,452,2036,938,6838,1548,3974,930,321288,4875,218373,5852,166670,4828,1149,705,44531,2937,69343,2936,51647,2138,51703,3861,16090,2287,530,336,7313,1670,5843,1184,2404,726,35613,3033,241,275,13431,1834,14361,2103,7580,1198,102915,5151,46580,3337,2320,922,12942,2189,17879,1862,13439,1391,56335,3543,1249,447,11498,1856,18878,2283,24710,1848,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,209289,6734,79752,4368,29644,2266,1171,493,11583,1695,10208,1355,6682,994,50108,3748,8104,1274,1452,676,3665,931,2664,672,323,225,42004,3165,4680,1271,25940,2496,9091,1524,2293,703,129537,5420,54717,3363,9220,1542,12368,1633,21744,2209,11385,1326,74820,3922,12476,1670,10294,1474,23781,2197,28269,2393,1985163,8636,1317075,9514,1073467,10241,8897,1218,361583,7242,452675,5467,250312,4149,243608,5880,88196,4329,5077,1189,41301,3168,33176,2470,8642,1244,155412,5083,8481,1718,66943,3808,55263,3265,24725,1813,668088,8606,327541,6215,22012,1962,117643,4364,111188,3876,76698,3481,340547,6815,17945,1942,75020,3038,104478,4128,143104,3665,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
