B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046MA,B27018_046EA,B27018_047MA,B27018_047EA,B27018_048MA,B27018_048EA,B27018_049MA,B27018_049EA,B27018_050MA,B27018_050EA,B27018_051MA,B27018_051EA,B27018_052MA,B27018_052EA,B27018_053MA,B27018_053EA,B27018_054MA,B27018_054EA,B27018_055MA,B27018_055EA,B27018_056EA,B27018_056MA,B27018_057EA,B27018_057MA,B27018_058MA,B27018_058EA,B27018_059MA,B27018_059EA,B27018_060MA,B27018_060EA,B27018_061MA,B27018_061EA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065MA,B27018_065EA,B27018_066MA,B27018_066EA,B27018_067EA,B27018_067MA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070MA,B27018_070EA,B27018_071MA,B27018_071EA,B27018_072MA,B27018_072EA,B27018_073MA,B27018_073EA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076MA,B27018_076EA,B27018_077MA,B27018_077EA,B27018_078EA,B27018_078MA,B27018_079EA,B27018_079MA,B27018_080EA,B27018_080MA,B27018_081MA,B27018_081EA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085MA,B27018_085EA,B27018_086MA,B27018_086EA,B27018_087MA,B27018_087EA,B27018_088MA,B27018_088EA,B27018_089EA,B27018_089MA,B27018_090EA,B27018_090MA,B27018_091MA,B27018_091EA,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003MA,B27018_003EA,B27018_004MA,B27018_004EA,B27018_005MA,B27018_005EA,B27018_006MA,B27018_006EA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010MA,B27018_010EA,B27018_011MA,B27018_011EA,B27018_012EA,B27018_012MA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015MA,B27018_015EA,B27018_016MA,B27018_016EA,B27018_017MA,B27018_017EA,B27018_018MA,B27018_018EA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021EA,B27018_021MA,B27018_022MA,B27018_022EA,B27018_023MA,B27018_023EA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026MA,B27018_026EA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030MA,B27018_030EA,B27018_031MA,B27018_031EA,B27018_032MA,B27018_032EA,B27018_033MA,B27018_033EA,B27018_034EA,B27018_034MA,B27018_035EA,B27018_035MA,B27018_036MA,B27018_036EA,B27018_037MA,B27018_037EA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041MA,B27018_041EA,B27018_042MA,B27018_042EA,B27018_043EA,B27018_043MA,B27018_044MA,B27018_044EA,B27018_045EA,B27018_045MA,state
58902,4517,14030,1728,44872,3781,18664,1881,18491,1865,173,190,99180,7789,24831,3701,13339,2497,11492,2721,54221,4463,10582,1846,43639,3985,20128,2267,19990,2259,138,130,86689,8004,21712,4038,6723,2315,14989,2926,46733,4224,6582,1383,40151,4025,18244,2482,17779,2465,465,291,148397,8755,31734,3312,5813,1469,25921,2937,89552,6446,10576,1840,78976,5939,27111,2316,26600,2273,511,258,362664,11479,63719,5136,7066,1477,56653,5009,222182,7863,16304,2158,205878,8253,76763,3315,74260,3430,2503,695,0400000US30,1034912,1363,56235,5526,16671,2641,13719,2490,2952,1099,33873,3504,16225,2297,17648,2476,5691,1337,5321,1285,370,294,78879,6204,21383,3628,18153,3361,3230,1252,44767,3255,25832,2788,18935,1907,12729,1657,12528,1663,201,175,75233,7600,23404,3818,17319,3136,6085,1943,39916,4315,19754,3089,20162,2968,11913,1598,11840,1594,73,90,20875,3515,4876,1635,3836,1488,1040,741,11771,2049,4758,1385,7013,1784,4228,924,4228,924,0,172,106760,7093,29194,3546,16368,2628,12826,2465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
66254,5559,17713,2559,48541,4609,28809,2828,28734,2819,75,82,121304,8361,26200,4000,7783,1835,18417,3486,65934,4726,14651,2208,51283,4073,29170,2704,28781,2699,389,322,104308,8218,21702,2876,5177,1321,16525,2475,58264,5261,7076,1550,51188,4740,24342,2552,24028,2519,314,301,194095,9726,36514,3604,4711,1373,31803,3045,120335,6760,11793,1825,108542,6151,37246,2805,36584,2757,662,289,502320,12263,80648,4741,5575,1407,75073,4614,327400,8380,20709,2286,306691,8252,94272,3737,89086,3662,5186,1003,0400000US23,1300542,1551,60253,6003,15638,2637,11233,2352,4405,1344,37802,3760,17380,2577,20422,2438,6813,1213,6456,1207,357,218,91196,6242,21115,3274,16800,2779,4315,1377,52633,3818,31973,2979,20660,2415,17448,2198,17183,2113,265,299,77311,6626,17208,3378,13166,2993,4042,1265,37878,3944,19039,2655,18839,2415,22225,2092,22139,2102,86,105,26814,3675,5309,1510,3672,1292,1637,617,14230,2283,5514,1092,8716,1965,7275,1631,7275,1631,0,170,122941,9259,27878,3817,14197,2586,13681,2495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
573767,18111,112462,8723,461305,15182,175086,8226,170815,8060,4271,1372,904250,25699,213010,12216,84967,7831,128043,8727,522677,15990,73757,5374,448920,15040,168563,6959,165545,7190,3018,822,838409,23707,195585,10462,52369,5156,143216,9647,499634,16626,59205,5570,440429,15190,143190,5569,138080,5663,5110,1095,1385837,32954,286019,14728,49701,5418,236318,13751,866695,20260,80333,5059,786362,20362,233123,8779,227198,8637,5925,1311,3535148,45311,646618,15855,44570,4503,602048,15162,2279219,29704,130414,6911,2148805,29184,609311,11323,587815,11091,21496,2307,0400000US37,10045417,5827,621924,21308,210556,13049,170703,11198,39853,6228,369914,12216,127003,6872,242911,10157,41454,3370,38893,3269,2561,934,794072,27688,269267,13345,224884,11407,44383,5476,423286,15529,180369,8609,242917,11466,101519,5700,100112,5558,1407,764,707405,23374,216314,10914,162381,9761,53933,5931,353591,14530,112517,7276,241074,11833,137500,7289,135903,7295,1597,934,238277,15156,71118,8743,46849,6373,24269,4987,127860,8041,31471,3221,96389,7166,39299,3725,38633,3759,666,452,1020095,32356,271242,13456,157017,10963,114225,8212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
534854,19653,83946,6946,450908,16722,141273,6654,138573,6507,2700,1052,906073,31741,239067,13851,95309,9407,143758,10708,531814,19402,72276,6538,459538,16588,135192,7800,132455,7735,2737,900,777637,26529,200351,11489,53485,6490,146866,10641,462274,15639,52441,5125,409833,14533,115012,6404,110440,6133,4572,1391,1397519,32732,321715,14279,57909,7558,263806,12940,875541,23082,80034,5699,795507,21315,200263,8287,193491,8113,6772,1351,3741196,51487,708651,19100,52256,5710,656395,17875,2484186,34017,140458,7685,2343728,32246,548359,11444,522649,11202,25710,2811,0400000US13,10210069,6421,668573,27517,234134,15234,177106,14128,57028,5603,384215,16084,100474,6382,283741,13561,50224,3750,44618,3519,5606,1600,799060,32594,301500,18336,238637,16536,62863,8157,402059,16110,148030,8193,254029,12829,95501,6166,93137,6287,2364,990,726188,28653,251998,14501,166338,11490,85660,9171,369730,17184,95144,8166,274586,14136,104460,5427,101516,5286,2944,1213,231281,14528,67466,8013,41230,6389,26236,4756,128300,8497,27994,3722,100306,6785,35515,3907,34619,3805,896,545,962542,34609,286415,15532,141709,10571,144706,11023,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
29368,4011,10941,2174,18427,2514,8180,1139,8100,1135,80,69,56979,6694,19154,3444,8517,2247,10637,2681,31817,3785,8468,1752,23349,3244,6008,1091,5945,1095,63,52,55936,6208,16335,2902,3851,1078,12484,2645,33699,3771,7296,1990,26403,2989,5902,1261,5684,1227,218,184,95007,7826,27423,3366,7594,2134,19829,2954,56037,4862,8643,1545,47394,4557,11547,2064,10699,1968,848,433,321258,10740,70232,4570,6256,1415,63976,4224,209208,7192,22766,2535,186442,6507,41818,2202,39038,2325,2780,902,0400000US02,708637,1661,37476,4083,11183,2320,8181,1787,3002,1410,24310,2374,13285,1802,11025,1480,1983,716,1934,705,49,44,40681,5798,15158,3312,12005,3235,3153,1189,21677,2663,11895,2072,9782,1823,3846,1138,3524,1091,322,269,34227,4170,10386,1981,7483,1605,2903,1116,18980,2498,11019,1826,7961,1596,4861,1085,4688,1050,173,173,13504,3835,3562,1242,1941,748,1621,1084,7689,2561,3355,1051,4334,2180,2253,700,2216,705,37,50,53569,6685,16021,3082,9419,2227,6602,1779,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
250235,11165,54777,5173,195458,9608,91218,5397,89661,5330,1557,676,426101,18345,98714,6980,40074,4355,58640,4981,240291,11949,37471,4483,202820,10542,87096,5843,85935,5876,1161,618,376573,18187,88059,8141,26868,5548,61191,6505,222582,12153,28800,2843,193782,11258,65932,4324,64313,4177,1619,714,671835,22537,150655,8338,23396,3175,127259,7741,410681,16068,40128,4246,370553,15334,110499,4677,108827,4717,1672,704,1540055,28006,275763,10658,25767,4315,249996,10535,988903,20748,65629,5058,923274,20118,275389,7582,265616,7362,9773,1777,0400000US01,4753499,3318,363345,15162,128434,9150,108762,8502,19672,3366,210121,9662,67121,4721,143000,8605,24790,2619,23589,2570,1201,532,436855,18170,141418,9605,117969,9386,23449,4988,236979,10307,111868,5662,125111,7864,58458,4156,57871,4093,587,354,365790,18165,102981,9330,72196,8623,30785,4596,186444,10223,58292,4997,128152,7733,76365,4053,75829,4080,536,378,116947,10586,32953,5243,20281,3871,12672,3122,61687,5964,17514,2992,44173,4866,22307,2690,22253,2681,54,69,455998,19066,114545,8210,65009,6738,49536,5740,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
27677,2582,11079,1784,16598,2011,10252,1240,10014,1267,238,355,50305,4278,8179,1697,4403,1061,3776,1291,29040,2922,6644,1423,22396,2634,13086,1794,12378,1533,708,751,50295,5442,12131,2000,5328,1358,6803,1534,29148,3568,7244,1651,21904,2773,9016,1430,8932,1438,84,74,90928,5558,19951,2145,5262,1276,14689,2136,54949,3513,7942,1474,47007,3132,16028,1952,15822,1922,206,158,253685,8155,43659,3192,5629,1407,38030,3157,160072,5417,12208,1692,147864,5314,49954,2368,47167,2315,2787,737,0400000US50,600507,857,28379,3903,6722,1418,5336,1438,1386,523,18788,2899,11614,2265,7174,1670,2869,744,2750,724,119,119,37607,4062,7233,1689,6817,1673,416,400,22037,2392,16426,2307,5611,1142,8337,1688,8248,1674,89,91,27190,3225,6257,1637,4896,1385,1361,1141,13228,1966,8170,1460,5058,1249,7705,1264,7634,1271,71,90,11778,2153,2289,941,2046,929,243,192,6171,1464,3402,1035,2769,1011,3318,759,3318,759,0,157,50340,3877,12411,1813,8531,1626,3880,1022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
160693,10061,40010,4056,120683,7902,45199,3637,43314,3594,1885,958,295983,16416,83001,8141,23722,4669,59279,6728,170104,9980,29219,3906,140885,8686,42878,3259,41267,3260,1611,736,273181,14623,65800,6378,15295,3401,50505,5228,164719,9472,27377,3315,137342,8660,42662,3522,40826,3386,1836,754,432607,18622,93323,7063,12821,3056,80502,6259,271233,12629,31684,4637,239549,10571,68051,4669,65526,4660,2525,845,1029223,22799,162343,8800,12189,2474,150154,8426,682585,16475,52437,4430,630148,16772,184295,5703,175101,5809,9194,1618,0400000US32,2984469,2936,174453,11075,50773,6280,37803,5350,12970,2600,108247,6119,51204,4259,57043,5079,15433,2177,13259,1876,2174,923,212703,13194,74651,6343,55298,5752,19353,3497,107314,6756,51900,4523,55414,4815,30738,3539,29488,3249,1250,851,201451,14914,65534,6742,44622,5833,20912,4207,104906,8709,40263,4960,64643,6063,31011,3056,29945,2915,1066,580,68905,8376,24283,4675,13913,3298,10370,3104,34265,4368,11230,2087,23035,3333,10357,2024,9809,2005,548,419,295963,18452,90071,8298,40326,6346,49745,6503,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
95969,6581,34933,3545,61036,5242,39500,3934,38863,3929,637,517,167716,10597,33106,4265,13654,2592,19452,3048,93326,6681,21359,2916,71967,5295,41284,3153,40772,3151,512,301,157275,11578,32562,4747,8204,2236,24358,4268,88632,7206,16623,2496,72009,6367,36081,3800,35251,3756,830,521,241759,13882,42917,5047,6689,1621,36228,4718,145101,8695,21966,2575,123135,8040,53741,4460,53412,4429,329,207,504115,15438,81457,6440,10377,2177,71080,6093,320116,9953,29683,2903,290433,9261,102542,4710,99927,4667,2615,782,0400000US54,1752423,2246,132751,9424,40878,5332,33760,4829,7118,2006,84780,5144,49570,4168,35210,3114,7093,1331,6566,1294,527,307,179364,11341,51016,5336,43685,5346,7331,2521,100278,6864,73735,5154,26543,3420,28070,2875,27706,2843,364,286,145230,11281,37292,5439,30070,5087,7222,2134,73176,5936,46584,4518,26592,3295,34762,3459,34432,3436,330,282,45001,6373,11339,2901,7527,2448,3812,1367,24748,3356,10972,2296,13776,2113,8914,1503,8906,1502,8,16,179212,10977,43743,5374,24388,3474,19355,3562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
216406,7484,38461,3707,177945,7211,65669,3638,64343,3479,1326,625,377233,13398,101042,5917,41003,3543,60039,4802,214666,8996,28309,2895,186357,7863,61525,3617,60788,3688,737,300,309729,13088,80462,5919,16810,2799,63652,5090,175413,6855,17319,1995,158094,6425,53854,3750,52956,3761,898,327,565721,15992,132920,7026,23453,3133,109467,6248,341834,10385,31692,2671,310142,9559,90967,4838,87386,4662,3581,1146,1186909,18970,218097,7899,19878,2520,198219,7465,755594,12318,43738,3517,711856,11315,213218,6179,204755,6095,8463,1113,0400000US40,3813121,3202,264042,8857,97725,5426,78710,4898,19015,2277,153941,5663,44113,3070,109828,4964,12376,1405,11609,1352,767,257,332441,13798,114511,7211,91601,6343,22910,3212,177944,7861,65265,3956,112679,6484,39986,2708,38870,2621,1116,545,283196,11816,91900,6105,66966,5530,24934,2944,142227,6628,37129,2587,105098,5677,49069,2779,48511,2810,558,309,90933,5776,26846,2891,19160,2233,7686,1651,50086,3235,10154,1366,39932,3029,14001,1555,13867,1541,134,124,402917,13100,120842,7320,61720,5201,59122,4715,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
249128,8546,59583,4282,189545,6893,102571,4714,101452,4696,1119,537,498133,16311,129555,7318,40864,3821,88691,6979,265242,9905,46985,4074,218257,8849,103336,4366,102325,4338,1011,377,462347,14877,114507,6844,25705,3382,88802,6217,256178,8428,33712,2860,222466,7796,91662,4984,90750,4961,912,403,901427,19318,204022,7689,22036,2407,181986,7409,538011,13176,47506,3586,490505,12575,159394,5534,156072,5548,3322,723,2275538,20746,420497,9037,23315,3081,397182,9138,1512524,14762,71323,4095,1441201,14556,342517,7370,328515,7417,14002,1731,0400000US55,5660640,2907,274093,11506,78713,6149,60315,5118,18398,2785,167028,7160,77535,4839,89493,4823,28352,1913,26849,1814,1503,529,351547,15507,105650,7717,86697,6442,18953,3741,198214,9382,109079,5890,89135,6026,47683,2977,47380,2953,303,311,319138,12731,100196,7153,69486,5907,30710,4056,155217,7076,69252,4806,85965,4972,63725,3440,63393,3471,332,218,97167,7913,26924,3739,17571,2916,9353,2248,48048,4569,16389,2171,31659,3552,22195,2209,22137,2205,58,59,481250,15483,129551,7635,62943,5939,66608,4758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
239795,11487,81158,6169,158637,10041,87799,6050,84445,5730,3354,942,270135,15255,43185,4231,7752,1720,35433,3991,172792,11623,40549,4957,132243,9339,54158,5091,51121,5120,3037,1000,172397,11599,22482,3182,4067,1561,18415,3142,113621,8585,24529,3605,89092,7001,36294,3250,35056,3144,1238,593,197282,13198,23618,3636,2082,972,21536,3770,131356,9429,21275,3322,110081,8801,42308,3664,40374,3626,1934,674,238357,12494,35669,4034,2584,1097,33085,3877,156316,9164,12359,2248,143957,8893,46372,3940,43874,3859,2498,840,0400000US72,3164201,1428,734815,20630,223390,9217,208500,9025,14890,2710,422644,13215,355820,12035,66824,5994,88781,4738,86186,4636,2595,785,628851,17984,135520,7294,104241,7404,31279,4077,332531,11471,240461,9596,92070,7165,160800,6222,158586,6263,2214,666,413841,18170,68910,5294,34584,4089,34326,3984,234702,11434,126401,9713,108301,7243,110229,6792,106668,6672,3561,982,116433,12032,18929,3505,7339,1963,11590,2585,70918,8065,31917,5186,39001,4631,26586,3656,26012,3597,574,416,392090,18127,64496,6039,20996,3852,43500,4617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
