GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,NAME,C24050_001MA,C24050_001EA,C24050_002MA,C24050_002EA,C24050_003MA,C24050_003EA,C24050_004MA,C24050_004EA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007MA,C24050_007EA,C24050_008MA,C24050_008EA,C24050_009MA,C24050_009EA,C24050_010EA,C24050_010MA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013MA,C24050_013EA,C24050_014MA,C24050_014EA,C24050_015MA,C24050_015EA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018MA,C24050_018EA,C24050_019MA,C24050_019EA,C24050_020MA,C24050_020EA,C24050_021EA,C24050_021MA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024MA,C24050_024EA,C24050_025MA,C24050_025EA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029MA,C24050_029EA,C24050_030MA,C24050_030EA,C24050_031MA,C24050_031EA,C24050_032MA,C24050_032EA,C24050_033MA,C24050_033EA,C24050_034MA,C24050_034EA,C24050_035MA,C24050_035EA,C24050_036MA,C24050_036EA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039MA,C24050_039EA,C24050_040MA,C24050_040EA,C24050_041MA,C24050_041EA,C24050_042MA,C24050_042EA,C24050_043EA,C24050_043MA,C24050_044MA,C24050_044EA,C24050_045MA,C24050_045EA,C24050_046MA,C24050_046EA,C24050_047MA,C24050_047EA,C24050_048MA,C24050_048EA,C24050_049MA,C24050_049EA,C24050_050MA,C24050_050EA,C24050_051MA,C24050_051EA,C24050_052MA,C24050_052EA,C24050_053MA,C24050_053EA,C24050_054MA,C24050_054EA,C24050_055MA,C24050_055EA,C24050_056MA,C24050_056EA,C24050_057MA,C24050_057EA,C24050_058MA,C24050_058EA,C24050_059MA,C24050_059EA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062MA,C24050_062EA,C24050_063MA,C24050_063EA,C24050_064MA,C24050_064EA,C24050_065EA,C24050_065MA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068MA,C24050_068EA,C24050_069MA,C24050_069EA,C24050_070MA,C24050_070EA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073MA,C24050_073EA,C24050_074MA,C24050_074EA,C24050_075MA,C24050_075EA,C24050_076EA,C24050_076MA,C24050_077MA,C24050_077EA,C24050_078MA,C24050_078EA,C24050_079MA,C24050_079EA,C24050_080MA,C24050_080EA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083MA,C24050_083EA,C24050_084MA,C24050_084EA,state
0400000US08,2982794,18123,67846,4653,244390,9645,194121,8041,68555,4613,330730,10451,142312,5932,82194,4562,209293,7416,419623,11526,626583,11151,311855,10599,143291,6983,142001,6885,1282098,13753,28513,2676,54160,3607,83458,4518,15583,1731,41092,3343,22615,2286,53307,3594,103677,6297,270151,8356,437399,10663,67131,5179,40848,3819,64164,4078,485587,12233,2257,680,3948,1307,3523,992,581,422,12848,2059,2288,815,1687,648,4994,1004,59191,4804,106237,5916,188303,7543,55959,4007,43771,3329,646737,14401,4394,947,18330,2541,25197,2513,33226,3223,203025,9110,31157,3055,18970,2035,94707,5090,67028,4483,68842,4638,38413,3302,16708,2179,26740,2639,271212,10490,26628,2940,157015,7785,8795,2072,4569,1133,13396,1846,11421,1934,6139,1417,3177,872,8508,1598,4515,1089,5559,1504,16606,2237,4884,1343,297160,9348,6054,1462,10937,1897,73148,5293,14596,2246,60369,4958,74831,4245,2091,650,2738,900,14745,2068,9590,1451,12449,2095,13170,2297,2442,810,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3238769,17111,40996,3428,196142,7652,629324,11918,76288,5772,353805,10364,177590,7046,41823,3476,172837,7247,269438,8670,735088,13814,280791,9686,149014,5884,115633,6048,1117127,16751,18462,2658,36034,3817,145010,6325,11879,2106,41512,2921,26245,2769,18916,2271,76676,4522,135627,6017,474511,10880,48605,4052,38667,3406,44983,3350,531078,11823,1455,746,992,571,14512,2379,872,414,16224,2143,2794,854,1844,780,5554,1206,49879,4328,161660,6707,183268,7907,50953,3381,41071,3693,672259,14035,2223,759,11941,1645,64695,4277,36025,3528,210183,8069,36337,3230,14261,1996,82433,4735,53875,3996,78342,4910,35615,3003,22581,2505,23748,2561,277288,8225,15735,1957,138014,6047,41312,3312,3895,850,15818,2075,12689,2055,5037,1205,4132,1041,9040,1662,5330,1039,1261,544,21540,2139,3485,932,641017,11827,3121,823,9161,1307,363795,9491,23617,2956,70068,4978,99525,5188,1765,677,4042,882,21017,2367,15245,2029,12042,2052,15273,2217,2346,584,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1995789,14195,43656,3403,121345,5587,278003,8159,45842,3535,228334,7847,126293,5705,33352,3335,109467,4755,179339,6619,475629,10485,173210,7414,89963,4880,91356,4836,694175,12856,16281,2249,21509,2605,55281,3716,8049,1494,26964,2627,15778,1891,15026,2287,51005,3222,81504,4221,309327,8995,32755,3151,23670,2364,37026,2787,337900,10621,2055,798,1132,519,8884,1267,799,573,7763,1383,2770,928,2583,1184,2952,820,39965,3706,105377,5515,107084,6272,29565,2729,26971,2812,425612,11826,1523,531,7703,1610,26409,2624,20567,2452,137280,6128,26998,2779,10555,1615,51152,3495,38824,3576,45802,3062,24425,2493,12993,1515,21381,2194,177204,7099,21042,2503,81922,4763,20528,2429,1873,598,8180,1515,9254,1726,4110,1119,2234,669,2833,961,4567,1203,2023,932,15428,2325,3210,1013,360898,9073,2755,861,9079,1908,166901,5622,14554,2064,48147,3844,71493,4810,1078,517,2124,852,16213,2239,10556,1811,6923,1525,8307,1419,2768,787,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2015672,17879,69836,4422,166987,8080,155608,7228,51297,3885,228123,8986,110201,5900,27278,3521,99153,5760,193655,8689,482783,12808,221111,9501,100555,6235,109085,6792,692798,12355,18266,2605,29073,3243,42090,3721,7442,1368,23084,3059,13484,2036,14289,2434,44829,3503,94954,5819,305838,10639,36427,3544,22766,2525,40256,3596,398045,12371,1257,685,1049,526,4834,1481,810,504,10690,2345,2985,885,1091,534,1898,686,42606,4183,108690,6643,146346,7704,39741,3944,36048,3368,436378,11012,6112,1335,9383,1826,18516,2102,24068,2938,144969,6960,23216,2962,7474,1737,46938,4372,36347,3326,52814,4461,29245,3678,12013,1824,25283,3166,230867,7261,31550,3410,116097,6358,17256,2810,5754,1847,9202,2276,13128,2178,3803,1135,2707,1090,6369,1416,3820,1360,1957,688,15200,2554,4024,1225,257584,8392,12651,1958,11385,2213,72912,4872,13223,2126,40178,4050,57388,4187,621,421,2781,891,13379,2632,11621,1879,7136,1504,10835,2302,3474,1337,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6294086,22560,68671,3940,340773,9942,741270,13516,177032,6617,662419,11722,430628,10292,115383,5733,451448,11244,760131,15574,1460524,17606,571290,12449,292359,9069,222158,7704,2458382,24172,32353,2380,56962,3763,219854,6442,41918,2777,88875,4982,55993,3992,67269,4211,235789,7075,441947,10958,957035,13911,101716,4950,76426,4472,82245,4699,1079502,15588,2448,884,1190,542,13735,1859,1713,682,29404,2612,12695,2053,4122,1023,14386,2133,119478,6586,316661,9496,356632,10250,112634,5152,94404,5764,1368492,17908,4572,1304,24000,2210,100231,4694,82233,4041,402593,8879,86114,4589,31625,2961,188509,6935,135723,6066,153181,6118,85775,4827,38476,3612,35460,3180,445327,11916,23997,2599,245082,8750,34434,3111,8355,1323,23511,2549,25525,2521,8538,1685,6493,1187,13425,1910,8936,1429,4316,1086,38594,3550,4121,834,942383,14287,5301,1079,13539,2018,373016,10291,42813,3072,118036,5460,250301,8389,3829,1147,6271,1208,49558,4053,24711,2425,22851,2498,26229,2911,5928,1261,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1615999,9976,55931,2990,99730,4944,244422,7354,44363,3270,193329,5880,83327,4910,23298,2148,121852,5148,114447,5334,396587,8566,124491,5908,65574,3909,48648,3179,586859,10853,30871,2272,14483,1804,58932,4072,7768,1394,20888,2263,11375,1618,11778,1367,63853,4239,60445,4009,246320,7103,20589,2138,17714,1920,21843,2560,267948,7846,660,293,1137,634,5287,959,965,492,14034,2152,1899,618,822,371,1583,515,20112,2286,98939,4393,84847,5310,23680,2271,13983,1683,334410,8217,2434,625,6251,1266,23329,2238,19151,1909,111283,4657,18869,2170,8293,1401,52078,3641,21259,1987,40400,3131,13794,1691,8454,1407,8815,1166,148324,5254,18480,1555,71571,4380,16131,1584,3569,750,7842,1084,6993,1142,1515,498,2642,1420,2945,893,3492,875,858,386,10694,1472,1592,585,278458,7042,3486,753,6288,1159,140743,5165,12910,1471,39282,2816,44191,2978,890,418,1696,538,9686,1786,7436,1148,4403,1071,5032,1006,2415,810,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,729001,7362,5650,1219,49619,3239,92892,5226,17065,1977,93598,5342,25966,2689,13263,1684,43855,3340,85558,4695,176651,6312,64992,4298,33440,3491,26452,2573,294942,8418,1547,597,9493,1489,36254,2883,3541,870,9656,1719,3831,795,7782,1275,24217,2517,50356,3593,117834,5192,13517,1859,6679,1177,10235,1599,120558,5218,226,187,211,196,910,428,49,58,3206,820,305,222,403,290,1113,521,14581,1884,34128,3228,42343,3725,13930,2053,9153,1559,160533,6375,766,455,3383,775,11702,1657,9013,1263,58467,4173,6912,1313,3842,945,16976,2209,13830,1911,19591,2111,6421,1429,4584,1407,5046,1048,62538,3833,2896,812,34103,2820,4012,1091,1195,592,4461,1224,1727,659,1110,533,943,640,2896,1124,1627,643,822,398,5389,1096,1357,564,90430,6032,215,151,2429,704,40014,3976,3267,866,17808,2411,13191,2102,126,108,606,325,3895,1182,3471,1368,1889,940,2858,1096,661,365,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1317275,12542,37561,4082,88455,5775,187817,8431,31588,3124,169215,6718,74995,4709,18073,2310,58886,3712,101361,5201,323433,8237,105474,6311,63754,4288,56663,4188,443571,10857,12513,1949,14373,2341,31626,3532,5013,1397,26591,2790,12352,1963,8851,1941,25706,2901,44575,3716,206784,6678,17194,2374,18825,2368,19168,2682,222937,8043,541,565,1019,546,4189,1012,676,412,8114,1410,857,504,332,292,2154,992,22917,2956,72155,4258,67344,5746,21646,2568,20993,2548,281588,8328,1571,530,4667,1165,18273,2475,13922,1784,96586,5394,16969,2557,5294,1207,28934,2744,22201,2682,35002,2848,16466,2396,9253,1703,12450,1790,130516,6847,19244,2849,63714,5339,11669,1672,2448,875,5390,920,7288,1695,2593,739,1196,526,3242,882,2583,749,906,428,8050,1377,2193,783,238663,8101,3692,868,4682,1152,122060,6628,9529,1652,32534,2987,37529,2797,1003,678,896,450,8426,1523,6909,1347,3564,1105,5980,1528,1859,784,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,458434,6653,6146,1211,30425,3543,40645,4008,9328,1833,56067,3633,23602,2920,4631,1027,40218,2834,43474,3194,114026,5011,43498,4038,21192,2489,25182,2571,177791,6173,2169,785,5654,1235,14844,2257,1441,609,5174,1160,3309,971,2920,878,22365,2424,25018,2375,72715,3842,6466,1295,4314,1108,11402,1754,86552,5109,250,229,842,702,834,445,394,317,2966,835,709,422,97,158,1585,786,8965,1815,25675,3177,29518,3140,8971,1784,5746,1411,101410,4850,555,330,1626,615,5645,1338,4720,1313,35431,2832,4855,1121,799,367,14722,1984,7526,1447,11868,1941,6148,1342,2344,730,5171,1125,39745,3263,2753,904,21490,2923,2172,702,694,608,1834,773,2535,1006,722,391,1084,621,522,401,1440,762,260,273,3210,906,1029,565,52936,4403,419,349,813,410,17150,2801,2079,985,10662,1678,12194,2144,93,156,462,308,1443,742,2328,871,1106,606,2353,1041,1834,738,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2973535,12514,64982,2758,171645,5154,389544,8239,82125,4428,332415,8658,143279,5420,46097,2971,211036,7009,290498,7783,765611,11654,240931,7007,130248,5145,105124,4610,1224645,12514,31265,1576,32725,2540,128371,5394,19911,2102,47442,3382,20942,1822,25769,2320,116143,4544,180768,5941,483746,9389,49393,3340,37024,2559,51146,3096,477814,9099,922,243,1739,666,5473,1075,987,313,14951,1768,2555,710,1168,473,5475,902,41143,3451,183927,5991,151093,5655,42493,2802,25888,2176,628938,11036,2590,576,10775,1295,51753,3252,36984,2650,198669,6346,32562,2686,14958,1903,84367,4388,47019,3041,76431,4076,29821,2328,21188,2130,21821,2016,231481,6170,25741,1822,116422,4302,17728,1577,5352,876,14294,1831,13062,1539,2904,790,2003,696,5357,1025,4248,863,1885,449,19528,2037,2957,628,410657,8320,4464,851,9984,1269,186219,5795,18891,2089,57059,3458,74158,3716,1298,389,3048,770,16211,1941,17259,2307,8739,1510,10015,1446,3312,798,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
