GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001EA,B23006_001MA,B23006_002EA,B23006_002MA,B23006_003EA,B23006_003MA,B23006_004MA,B23006_004EA,B23006_005EA,B23006_005MA,B23006_006EA,B23006_006MA,B23006_007MA,B23006_007EA,B23006_008MA,B23006_008EA,B23006_009MA,B23006_009EA,B23006_010EA,B23006_010MA,B23006_011EA,B23006_011MA,B23006_012EA,B23006_012MA,B23006_013EA,B23006_013MA,B23006_014EA,B23006_014MA,B23006_015EA,B23006_015MA,B23006_016EA,B23006_016MA,B23006_017MA,B23006_017EA,B23006_018MA,B23006_018EA,B23006_019MA,B23006_019EA,B23006_020EA,B23006_020MA,B23006_021EA,B23006_021MA,B23006_022MA,B23006_022EA,B23006_023EA,B23006_023MA,B23006_024EA,B23006_024MA,B23006_025EA,B23006_025MA,B23006_026MA,B23006_026EA,B23006_027EA,B23006_027MA,B23006_028EA,B23006_028MA,B23006_029EA,B23006_029MA,state
0400000US08,3092432,5298,247011,9608,164754,7460,0,204,164754,7460,156072,7511,8682,1903,82257,5385,626795,15628,469542,13622,1816,619,467726,13559,447444,13343,20282,2486,157253,7574,909073,18660,734917,17917,9448,1395,725469,17548,702768,17650,22701,2771,174156,7474,1309553,15954,1148690,14764,8032,1408,1140658,14575,1114237,14433,26421,2534,160863,6691,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3416747,6099,348229,9884,200308,7559,0,198,200308,7559,184395,7392,15913,2488,147921,6238,1051554,15219,773533,13944,199,213,773334,13913,736914,13823,36420,3270,278021,8878,1035006,15957,839647,15918,1157,594,838490,16043,812832,15859,25658,3070,195359,7109,981958,18384,862483,18350,1725,865,860758,18206,844557,17882,16201,2563,119475,6070,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2308022,5001,257130,8876,114743,5840,0,197,114743,5840,102224,5657,12519,2108,142387,6438,723779,11750,477706,10167,1128,463,476578,10118,449508,9633,27070,3771,246073,7875,724452,13476,549354,11631,2990,965,546364,11621,524012,11011,22352,3155,175098,8041,602661,10939,524027,9686,2147,766,521880,9699,512402,9500,9478,1757,78634,4151,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2405123,7061,315355,11532,160360,7763,0,217,160360,7763,140391,6968,19969,3004,154995,7771,810064,16830,555676,15399,1084,533,554592,15348,517823,14813,36769,4469,254388,9029,679883,14970,519527,14204,4566,1365,514961,14031,492713,13657,22248,3056,160356,7094,599821,12298,517480,11985,3435,1132,514045,11902,502248,11869,11797,1959,82341,4816,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6715828,5732,629802,13749,392101,10764,0,190,392101,10764,356275,10660,35826,3378,237701,8125,1610641,20513,1201017,16630,1005,585,1200012,16752,1116305,15312,83707,5073,409624,11560,1958331,20729,1588879,19017,2447,862,1586432,18979,1513163,18450,73269,4932,369452,9946,2517054,20201,2216645,21570,3222,835,2213423,21489,2159995,21093,53428,4202,300409,7962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1566974,4184,111432,5243,70570,4196,0,163,70570,4196,64446,4168,6124,1329,40862,3190,430494,8110,335430,7717,45,68,335385,7720,322359,7522,13026,1775,95064,4417,536433,8135,456034,7421,386,256,455648,7361,444022,7333,11626,1671,80399,3583,488615,9781,439498,9285,365,186,439133,9246,434636,9157,4497,856,49117,3230,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,725592,1683,41601,3475,25156,3079,0,192,25156,3079,23558,2956,1598,819,16445,2050,196487,5782,151781,5236,71,111,151710,5243,146358,5162,5352,1087,44706,3312,214286,5939,178599,5797,287,304,178312,5812,173045,5825,5267,1275,35687,3002,273218,6828,238946,6459,533,341,238413,6438,233810,6376,4603,1161,34272,2923,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1514263,5485,170320,7495,92669,5368,0,201,92669,5368,85942,5050,6727,1613,77651,4498,500188,10788,334054,8410,259,248,333795,8391,318438,8410,15357,2354,166134,6863,480033,10846,363615,10160,954,523,362661,10095,350292,9911,12369,1745,116418,5210,363722,10484,307059,9837,1418,604,305641,9892,300908,9815,4733,1131,56663,3644,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,498944,1178,47480,4194,26601,3072,0,200,26601,3072,24415,2893,2186,920,20879,2261,164808,6953,121663,5947,203,166,121460,5959,113529,5828,7931,2138,43145,3524,128978,5553,103317,4950,1954,908,101363,4970,96826,4912,4537,1082,25661,2813,157678,5735,136168,5035,469,255,135699,5027,131907,5089,3792,1195,21510,2123,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2920595,4314,178571,6212,120752,5013,0,147,120752,5013,110705,5089,10047,1570,57819,3829,622067,10007,485757,9868,49,81,485708,9873,466424,9562,19284,2064,136310,4705,985162,11725,840049,10028,931,496,839118,9979,814108,10198,25010,2926,145113,5554,1134795,11404,1020993,11183,975,441,1020018,11202,1003905,11033,16113,1888,113802,4861,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
