GEO_ID,B27020_001E,B27020_001M,B27020_002E,B27020_002M,B27020_003E,B27020_003M,B27020_004E,B27020_004M,B27020_005E,B27020_005M,B27020_006E,B27020_006M,B27020_007E,B27020_007M,B27020_008E,B27020_008M,B27020_009E,B27020_009M,B27020_010E,B27020_010M,B27020_011E,B27020_011M,B27020_012E,B27020_012M,B27020_013E,B27020_013M,B27020_014E,B27020_014M,B27020_015E,B27020_015M,B27020_016E,B27020_016M,B27020_017E,B27020_017M,NAME,B27020_001MA,B27020_001EA,B27020_002MA,B27020_002EA,B27020_003MA,B27020_003EA,B27020_004MA,B27020_004EA,B27020_005MA,B27020_005EA,B27020_006MA,B27020_006EA,B27020_007EA,B27020_007MA,B27020_008EA,B27020_008MA,B27020_009MA,B27020_009EA,B27020_010MA,B27020_010EA,B27020_011MA,B27020_011EA,B27020_012MA,B27020_012EA,B27020_013MA,B27020_013EA,B27020_014MA,B27020_014EA,B27020_015MA,B27020_015EA,B27020_016MA,B27020_016EA,B27020_017MA,B27020_017EA,state
0400000US08,5604105,2082,5061101,15467,4764363,19627,3652256,26625,1692637,22400,296738,12548,543004,15290,243125,10770,221754,9906,163492,8199,83001,5989,21371,3395,299879,12639,196344,10454,148522,8884,56056,5921,103535,8802,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,6240336,11360,5777506,20384,4411375,36467,2153440,26667,462830,16337,352168,11406,143839,7199,127921,6539,102246,5636,42241,3756,15918,3019,208329,10800,141954,8821,115119,6798,31455,4492,66375,5875,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,4220344,6604,4015206,11409,2724253,24553,1865600,21455,205138,8583,167860,6599,67898,4518,61922,4050,46297,3719,24531,2771,5976,2352,99962,5849,63435,5292,46996,4081,18893,3492,36527,4880,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,4365500,8843,4063895,15123,2604177,27180,1973489,24691,301605,11366,190578,8479,76729,5507,69517,5329,46442,4545,31693,3916,7212,1504,113849,7552,59304,6073,43848,5300,18247,3241,54545,5823,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,10781812,19795,10238477,26005,7719946,34205,3780676,28766,543335,15051,1782096,19742,921573,14726,849126,13400,632544,11724,318668,9718,72447,6614,860523,19659,601697,14819,464982,12244,155607,8807,258826,14164,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,2938909,7643,2822613,10318,2216695,17336,1057792,14751,116296,7730,174120,7626,67775,4608,62909,4596,49315,4477,20165,2466,4866,1155,106345,7067,80468,5997,61737,4487,23959,4597,25877,3569,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,1258192,4908,1191640,6868,958807,11238,407494,10148,66552,4727,81357,4782,49782,3598,45682,3384,36781,3219,16814,2639,4100,1178,31575,3488,25216,3274,19717,2691,7717,1879,6359,1927,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,2817655,6137,2616306,9853,1702763,20073,1285675,16276,201349,8752,142848,6191,50019,4675,44430,4126,36682,3703,12164,2302,5589,1540,92829,6710,56182,5868,47994,5416,9512,2091,36647,3631,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,861473,5779,822716,7428,614921,10046,350566,8297,38757,5169,90738,5599,42337,4124,40346,3855,31747,3291,16788,2539,1991,1070,48401,4734,35187,4368,25923,3403,11329,3130,13214,2904,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,5073290,12699,4887683,12517,3942134,18633,1680266,17621,185607,8565,480274,12724,252674,10632,238959,10388,159408,7360,100014,8119,13715,2248,227600,10189,182543,9677,125844,7269,63190,6995,45057,5132,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
