GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001MA,B18101_001EA,B18101_002MA,B18101_002EA,B18101_003MA,B18101_003EA,B18101_004MA,B18101_004EA,B18101_005MA,B18101_005EA,B18101_006MA,B18101_006EA,B18101_007MA,B18101_007EA,B18101_008MA,B18101_008EA,B18101_009MA,B18101_009EA,B18101_010MA,B18101_010EA,B18101_011MA,B18101_011EA,B18101_012MA,B18101_012EA,B18101_013MA,B18101_013EA,B18101_014MA,B18101_014EA,B18101_015MA,B18101_015EA,B18101_016MA,B18101_016EA,B18101_017MA,B18101_017EA,B18101_018MA,B18101_018EA,B18101_019EA,B18101_019MA,B18101_020MA,B18101_020EA,B18101_021MA,B18101_021EA,B18101_022MA,B18101_022EA,B18101_023MA,B18101_023EA,B18101_024MA,B18101_024EA,B18101_025MA,B18101_025EA,B18101_026MA,B18101_026EA,B18101_027MA,B18101_027EA,B18101_028MA,B18101_028EA,B18101_029MA,B18101_029EA,B18101_030EA,B18101_030MA,B18101_031MA,B18101_031EA,B18101_032MA,B18101_032EA,B18101_033MA,B18101_033EA,B18101_034MA,B18101_034EA,B18101_035MA,B18101_035EA,B18101_036MA,B18101_036EA,B18101_037MA,B18101_037EA,B18101_038MA,B18101_038EA,B18101_039MA,B18101_039EA,state
0400000US08,5604105,2082,2794853,5393,173224,2157,586,408,172638,2222,474747,3755,25897,2636,448850,4416,703601,4045,45078,3451,658523,5276,1078725,3600,110695,5358,968030,5962,237847,1330,57900,2777,179947,2941,126709,1018,59098,2461,67611,2368,2809252,4984,162418,2127,1330,679,161088,2283,454739,3372,15156,2028,439583,3877,671498,3634,35215,2984,636283,4065,1091523,2967,119994,5873,971529,6628,260627,1922,49123,3192,211504,3529,168447,2076,80592,3105,87855,3211,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,215131,2456,1278,554,213853,2518,584220,3958,39676,3778,544544,4753,754924,4044,57217,3912,697707,4976,1227172,4624,173068,5240,1054104,6760,283231,1950,80921,3276,202310,4253,166440,1919,81262,2812,85178,2950,3361386,5708,202643,2417,1036,527,201607,2340,561189,3611,25818,2567,535371,4307,747996,3667,52889,4281,695107,5266,1283341,3555,189270,5752,1094071,6231,321759,1995,76102,3454,245657,3852,244458,1970,116531,3818,127927,4386,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,139724,2265,982,450,138742,2389,376250,4129,37302,3214,338948,5099,483799,3502,41511,3546,442288,4953,827161,3179,159298,5428,667863,6035,201184,1437,68063,3181,133121,3006,114452,1464,57521,2645,56931,2666,2245634,5101,133765,2580,995,597,132770,2463,355847,3529,23245,3364,332602,4412,490054,3458,39659,3761,450395,5269,872088,3480,177340,5828,694748,6694,228741,1587,70576,3488,158165,3632,165139,1437,85610,3206,79529,3342,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,153089,3936,637,470,152452,3890,409189,4346,36185,4024,373004,5142,506850,3839,45425,4652,461425,5370,819036,4675,146019,7790,673017,8526,197498,2605,61485,3437,136013,4102,109129,1990,54514,2403,54615,2514,2361287,6963,148768,3513,372,374,148396,3513,384790,4099,24126,3431,360664,4847,535422,3711,36890,4045,498532,5225,900049,4090,146087,7120,753962,7817,229927,2816,63666,4169,166261,4724,162331,2444,85856,3713,76475,3427,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,390752,2206,2532,887,388220,2299,1070379,2941,60853,3879,1009526,4515,1447445,4468,84494,4928,1362951,6195,2394123,4759,247397,8517,2146726,9644,523834,2299,124831,4436,399003,4435,321891,1720,134683,3565,187208,3704,6415484,5220,368673,2413,1962,837,366711,2515,1022127,2950,36091,3120,986036,4228,1443936,2774,73982,4768,1369954,5588,2500937,3179,269219,6088,2231718,6265,602170,2425,132345,4472,469825,5070,477641,2429,224233,5084,253408,5294,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,101085,1958,791,420,100294,2039,273970,2547,18604,1785,255366,3071,356341,3283,21340,2212,335001,3837,576827,3763,66520,3316,510307,4803,141383,1123,33185,2204,108198,2164,91084,851,41578,2057,49506,2042,1572339,3755,96798,2426,803,493,95995,2455,259395,2241,10039,1345,249356,2670,348462,2700,20585,1813,327877,2781,584446,2751,66512,3742,517934,4222,153923,1314,29634,2006,124289,2474,129315,1444,56029,2748,73286,2726,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,32106,1205,687,571,31419,1355,97727,1336,6953,1247,90774,1555,147862,1496,12603,1631,135259,2015,272522,1684,33580,3259,238942,3702,69896,922,16885,1807,53011,2045,39179,695,18058,1419,21121,1354,680257,2304,30751,1073,0,192,30751,1073,97330,1621,4084,919,93246,1625,143033,1364,10194,1633,132839,2449,281283,1481,34377,2425,246906,2762,74678,910,13875,1517,60803,1721,53182,908,23495,2033,29687,1915,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,96447,2414,591,359,95856,2466,260523,3340,26631,2786,233892,4184,331781,3482,29220,3132,302561,4611,530988,3765,104471,4698,426517,4963,136296,1722,49303,2954,86993,2794,85562,1232,48425,2177,37137,2336,1518906,4340,91645,2848,657,460,90988,2752,253730,2963,14519,1751,239211,3675,334941,2912,26521,2761,308420,4120,569556,3597,115498,4620,454058,5407,156164,1821,45962,2973,110202,2801,112870,1563,61756,2515,51114,2531,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,27611,929,436,433,27175,966,74794,791,5349,1403,69445,1608,101168,1211,8407,1690,92761,2053,173087,1286,22033,2506,151054,2623,49319,912,11958,1549,37361,1746,30440,770,12647,1387,17793,1364,495792,1400,26724,920,296,356,26428,986,73605,654,3560,950,70045,1217,105020,913,6144,1355,98876,1334,193315,1000,24947,2519,168368,2371,57612,670,12898,1277,44714,1281,39516,705,17124,1558,22392,1471,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,181160,1814,1654,710,179506,1892,484216,2312,30271,2646,453945,3701,632031,2649,38255,3055,593776,3649,1070502,2812,112095,4639,958407,4796,242775,1445,57512,2929,185263,3240,150852,1513,69720,2585,81132,2326,2792028,3590,173772,1847,1223,513,172549,1964,460984,2228,14307,1994,446677,2690,616298,2108,35271,2858,581027,3131,1076249,2627,110860,4411,965389,5156,262786,1633,49200,2888,213586,2916,201939,1787,88376,3351,113563,3135,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
