GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001EA,B24031_001MA,B24031_002EA,B24031_002MA,B24031_003EA,B24031_003MA,B24031_004EA,B24031_004MA,B24031_005MA,B24031_005EA,B24031_006EA,B24031_006MA,B24031_007EA,B24031_007MA,B24031_008EA,B24031_008MA,B24031_009EA,B24031_009MA,B24031_010EA,B24031_010MA,B24031_011EA,B24031_011MA,B24031_012EA,B24031_012MA,B24031_013EA,B24031_013MA,B24031_014EA,B24031_014MA,B24031_015EA,B24031_015MA,B24031_016EA,B24031_016MA,B24031_017EA,B24031_017MA,B24031_018EA,B24031_018MA,B24031_019EA,B24031_019MA,B24031_020EA,B24031_020MA,B24031_021EA,B24031_021MA,B24031_022EA,B24031_022MA,B24031_023EA,B24031_023MA,B24031_024EA,B24031_024MA,B24031_025EA,B24031_025MA,B24031_026EA,B24031_026MA,B24031_027MA,B24031_027EA,state
0400000US08,41343,303,49978,3957,30207,1923,73411,5334,42392,1635,53715,3299,51407,1297,26670,651,47119,1502,42336,2524,75251,7956,60952,3034,55917,1506,60484,2405,50880,1883,54667,2444,70535,1459,65750,17023,31252,965,40760,636,40436,968,41027,790,21006,571,21632,1501,20877,620,30716,798,59336,2127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,36073,290,40974,1200,37494,4093,61913,8666,42271,1056,45711,673,42008,1959,23664,734,45926,1427,42284,1377,67283,6194,37468,5454,45850,1315,48952,2546,36763,2660,40937,946,51265,1355,55016,13211,29350,2288,35038,822,34852,1583,35114,899,13557,951,20832,1794,12478,642,25858,1091,43300,1704,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,33850,620,37384,5921,26172,1973,65591,3879,38759,2158,42387,1154,44994,3904,21887,694,40539,1374,36948,1990,55488,6491,33526,3047,45117,1963,48806,2922,35691,2098,34868,1852,50916,1169,66375,9447,24443,1912,35697,663,36748,1063,35034,1031,13594,893,15402,2500,13403,894,25446,1108,42250,1066,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33955,930,51779,2677,27467,5904,62016,3251,40845,947,56831,3646,45094,2315,22062,611,47107,2521,45219,3313,56929,7520,40482,3739,41827,1845,48793,5630,34367,3400,41727,1269,53096,3699,45880,19111,25497,2628,34859,1512,40308,866,31485,774,17106,660,20665,1387,16245,757,24501,2124,44010,2553,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,40668,195,42858,3041,40565,1760,66104,5753,47512,1602,46833,631,50653,808,24327,685,45703,1096,42159,770,77255,3731,51358,1281,61981,939,67519,2658,47473,2925,53190,1893,71512,725,70739,8020,30414,562,38678,803,41882,590,36406,524,18233,733,21162,1036,17628,667,27399,1251,63281,2188,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,37087,325,40546,1466,40188,2261,51575,7691,42003,852,45375,1020,50289,1508,23391,1421,50554,987,46557,2695,70127,6025,35833,2610,50713,882,52010,1275,40657,3672,42531,2195,54605,3176,52451,8231,26229,1894,33488,1018,36316,2054,32193,547,13020,1720,16475,3700,12437,1152,27444,1975,58618,3026,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,41616,504,26992,9470,21879,8227,73524,50294,48392,3044,52366,3153,51670,1176,25619,1888,58117,6241,52066,3393,86720,6147,56412,8405,70303,4787,75507,3640,41402,6823,55992,3523,75584,3950,62289,91305,34164,3553,40416,1083,42582,1930,38702,1972,20269,1198,20193,6567,20278,1363,26938,1588,57924,5094,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,32287,340,33192,3923,30489,1863,61863,4754,32312,2117,36735,1000,42025,1760,25711,985,44921,2793,43384,2890,50917,5332,40375,2473,41102,1336,41762,1935,37775,5789,33402,2322,46712,3751,65323,29255,25148,1535,35191,1036,36727,1137,33108,2637,14079,1600,23058,2344,12454,1220,24726,2528,40036,1591,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,38023,1600,34425,12729,33144,15895,60983,47775,38474,6777,50670,3149,37115,4282,20806,1474,46049,5162,41763,6738,71245,18051,50060,22066,55197,5425,60093,6388,46265,4007,49519,2885,70615,7473,63281,33208,27189,3071,41611,1191,47612,3547,38851,2411,15375,1928,20946,7047,14133,2648,28719,4569,51652,2481,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,41433,216,37258,1098,35342,1223,83990,7274,51232,581,48364,1517,51984,1110,26369,547,49259,2158,44656,2334,80471,2784,51288,1284,61149,1007,65769,2018,44345,4551,54343,2184,67340,1940,74059,4545,31599,985,38860,739,40751,774,37614,753,17480,1034,24646,2509,16247,627,30802,805,57956,2029,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
