GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001MA,C16009_001EA,C16009_002EA,C16009_002MA,C16009_003EA,C16009_003MA,C16009_004EA,C16009_004MA,C16009_005MA,C16009_005EA,C16009_006EA,C16009_006MA,C16009_007EA,C16009_007MA,C16009_008EA,C16009_008MA,C16009_009MA,C16009_009EA,C16009_010MA,C16009_010EA,C16009_011MA,C16009_011EA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US30,976875,1805,124133,7821,118154,7443,1541,916,1873,904,601,429,1964,1085,852742,7839,816091,8775,15282,2825,11445,1802,4326,1167,5598,1652,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1239981,1646,141947,7042,131903,7042,1410,569,6254,1507,665,490,1715,745,1098034,7030,1033052,7857,8021,1759,37754,3966,9300,1815,9907,2698,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9513974,5193,1290448,32280,1052899,28549,177379,11774,19378,4751,25797,4481,14995,4399,8223526,32571,7305907,31481,568364,16192,162496,11304,146523,7697,40236,6316,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9603564,7580,1328200,29229,1102906,25816,158407,11508,21605,3520,25910,4285,19372,5398,8275364,29175,7144178,36035,614551,17166,221856,14291,211150,9577,83629,8936,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,669540,1042,70236,6128,52726,4827,1491,647,1407,788,6691,2913,7921,1278,599304,6302,507357,5742,23920,3891,12390,1884,33371,3039,22266,2357,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4481817,5359,726948,18671,671471,18667,45423,5899,4025,1250,3635,1365,2394,1138,3754869,19504,3573319,20755,102332,8267,38957,4717,32215,4041,8046,3253,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,573202,865,63039,5177,58609,4988,999,535,2363,1524,946,660,122,146,510163,5370,483516,5455,5465,1022,15583,2490,4484,1447,1115,660,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2810556,2117,352304,13298,219821,10822,102888,8456,8886,2061,15945,3240,4764,1758,2458252,14003,1717472,14376,496749,12881,60598,6334,155409,5548,28024,4783,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1662417,2428,286953,13508,277122,13352,3109,804,3076,1319,2240,1285,1406,1522,1375464,13743,1344887,13394,14124,2471,9594,1913,4557,1115,2302,1610,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3573875,2611,534815,14927,457364,12911,58763,5648,4831,1623,7508,1613,6349,2681,3039060,14754,2734127,15229,205454,7427,29638,3546,45940,3011,23901,3499,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5341021,2989,574130,15373,494075,13628,45646,5511,14967,2717,13768,2724,5674,2401,4766891,15689,4373052,13087,210983,8574,89620,6197,76029,5008,17207,3007,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3041054,1488,1283345,22440,56926,4351,1226037,21749,114,135,168,174,100,116,1757709,22726,106340,8216,1647721,22976,2632,920,975,684,41,68,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,7770276,4719,809052,25421,660496,20849,78239,9363,23686,3709,24914,3219,21717,4274,6961224,25507,5825171,26473,505885,12466,248923,11621,268205,10587,113040,8710,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,685448,1588,72408,5588,63034,4761,2117,970,3313,1582,552,336,3392,2073,613040,5470,572368,5981,10789,2005,14569,2282,5041,1750,10273,3151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4662112,3254,687226,21115,618347,20464,54747,6469,6259,2287,5486,1400,2387,1386,3974886,21187,3699323,22895,162618,8854,63333,5816,41272,4638,8340,2408,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3888069,2678,478018,17265,376854,12805,63372,9191,9118,2062,17971,3964,10703,3816,3410051,17236,2891714,19041,301083,11203,85997,7452,110475,5931,20782,4749,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,528697,1441,56410,5984,49167,5654,5543,1709,290,304,970,687,440,249,472287,6088,443145,6427,18951,2746,4418,1157,2698,862,3075,941,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,36426183,6346,4552640,55669,2107896,37971,1763146,39394,194976,13295,410741,16358,75881,9279,31873543,55805,18009804,58977,8814388,56517,1471155,30585,3255634,27024,322562,15005,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2712511,3089,515157,17013,494165,17254,13714,3184,1335,669,3214,1210,2729,1371,2197354,16786,2119513,17912,44671,5031,14439,3077,11710,2539,7021,1905,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3289684,1724,334486,12650,214113,10609,89847,7793,18315,3210,6925,1748,5286,1585,2955198,12824,2339370,16453,305529,10360,214559,11320,67274,5030,28466,5180,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,26091402,7402,3731600,59958,1917547,39818,1602191,43696,65004,8102,91143,9788,55715,8673,22359802,60971,14772223,61194,6102535,56672,534006,24708,728499,17423,222539,16957,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5545599,3091,487123,19365,376643,16505,56440,8141,22888,3582,16578,3362,14574,3895,5058476,19141,4086911,21047,417832,10478,221241,11404,193909,8472,138583,10952,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,19767024,5631,2600824,44299,1647075,31965,732852,27207,151682,12861,40678,4992,28537,5082,17166200,44858,12193607,51832,3685694,33876,893883,29343,282141,11083,110875,9206,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6315992,2236,617981,18815,369686,14764,138789,8541,57104,6226,37714,3892,14688,3626,5698011,18928,4406887,23999,460909,11652,522291,18769,232330,9016,75594,7005,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,624016,577,99220,7416,84773,6652,7715,3078,2311,927,2013,774,2408,1118,524796,7472,436547,8303,44440,4208,20913,2887,11074,2034,11822,3283,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2863552,2892,254859,14262,190205,12221,46383,5424,6368,1947,6745,1735,5158,2262,2608693,14040,2219466,15736,262851,10247,54009,5232,57630,4736,14737,2926,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,17920866,4670,2372993,39753,1355748,25893,559699,19807,250514,13759,141360,10403,65672,7394,15547873,40474,11024070,48626,2140725,27846,1331023,29093,784714,17601,267341,16562,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8228154,2796,753741,22917,419386,18355,234144,13178,46879,5447,30645,4759,22687,4636,7474413,23227,5179056,29131,1144849,15514,645541,21869,376317,11043,128650,10290,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,10683368,4685,1426195,32684,1275282,31717,62515,7032,37381,5123,19624,3056,31393,6177,9257173,32803,8620938,31866,191301,9303,250441,11952,114759,8169,79734,8693,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5581634,3504,714230,18895,653362,17144,26824,4207,15948,3687,7455,1926,10641,4742,4867404,19603,4575874,21936,112439,6420,87647,7806,66603,4810,24841,4627,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,11706986,3649,1396646,27035,1139379,24977,148153,9776,52774,6238,36676,4225,19664,4375,10310340,27070,9164462,32045,464345,12206,400423,16672,212138,8812,68972,8989,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9215619,3157,1249834,23983,1080755,19823,51635,6757,36953,5515,19115,2881,61376,7522,7965785,24125,7226292,29528,223870,8647,224640,9338,144184,6544,146799,10907,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1745830,2316,186077,8703,148127,7012,24725,3765,3391,1169,4223,1343,5611,2347,1559753,8954,1402701,9381,100975,6160,23081,3511,23746,2531,9250,2367,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1611073,1804,184476,11496,154673,10524,21543,4197,3032,1091,2091,1634,3137,1732,1426597,11678,1280829,12821,110548,7228,13014,3167,14799,2519,7407,3284,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1935423,2096,366471,15946,201458,12111,123983,9586,3102,1114,1552,761,36376,3737,1568952,15782,1076381,16189,385108,12194,16706,2855,18880,2528,71877,5409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1297502,1361,109551,7280,77408,6895,2553,1081,2562,1605,25873,3524,1155,723,1187951,7745,862256,12913,28579,4204,12061,2221,273634,11330,11421,2233,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,793577,1965,100860,5813,88400,5599,2427,819,2485,1200,1348,1315,6200,1562,692717,5896,651203,6332,14085,2382,10676,2035,5256,1464,11497,3161,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,6951123,3191,699935,20316,502811,13874,98563,12378,29481,5794,47816,5323,21264,4752,6251188,20420,5050188,24189,502068,14269,245272,12333,377418,10734,76242,9321,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,962596,1573,120486,8415,71107,6378,35101,5907,8036,2170,4750,2022,1492,1897,842110,8758,680554,9162,84329,7135,54035,5091,15925,2374,7267,2544,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,6586092,3167,889223,24881,524396,17496,268682,15255,16550,3568,17741,3043,61854,8447,5696869,25595,4245765,28975,1095652,19964,122089,8101,118924,7046,114439,8070,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6208290,4837,905664,24832,808749,22898,61751,7588,12771,3870,9544,2774,12849,4215,5302626,26196,4944246,28632,197244,8974,65211,5413,63733,5148,32192,6375,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2642140,3102,307348,13023,254524,12107,38705,5443,4546,1990,5779,1858,3794,2087,2334792,13066,2074619,13862,172975,6672,32617,3531,44024,3970,10557,2913,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
