GEO_ID,B09021_001E,B09021_001M,B09021_002E,B09021_002M,B09021_003E,B09021_003M,B09021_004E,B09021_004M,B09021_005E,B09021_005M,B09021_006E,B09021_006M,B09021_007E,B09021_007M,B09021_008E,B09021_008M,B09021_009E,B09021_009M,B09021_010E,B09021_010M,B09021_011E,B09021_011M,B09021_012E,B09021_012M,B09021_013E,B09021_013M,B09021_014E,B09021_014M,B09021_015E,B09021_015M,B09021_016E,B09021_016M,B09021_017E,B09021_017M,B09021_018E,B09021_018M,B09021_019E,B09021_019M,B09021_020E,B09021_020M,B09021_021E,B09021_021M,B09021_022E,B09021_022M,B09021_023E,B09021_023M,B09021_024E,B09021_024M,B09021_025E,B09021_025M,B09021_026E,B09021_026M,B09021_027E,B09021_027M,B09021_028E,B09021_028M,NAME,B09021_001MA,B09021_001EA,B09021_002MA,B09021_002EA,B09021_003MA,B09021_003EA,B09021_004MA,B09021_004EA,B09021_005EA,B09021_005MA,B09021_006EA,B09021_006MA,B09021_007MA,B09021_007EA,B09021_008MA,B09021_008EA,B09021_009MA,B09021_009EA,B09021_010MA,B09021_010EA,B09021_011MA,B09021_011EA,B09021_012MA,B09021_012EA,B09021_013MA,B09021_013EA,B09021_014MA,B09021_014EA,B09021_015EA,B09021_015MA,B09021_016EA,B09021_016MA,B09021_017EA,B09021_017MA,B09021_018MA,B09021_018EA,B09021_019MA,B09021_019EA,B09021_020MA,B09021_020EA,B09021_021MA,B09021_021EA,B09021_022MA,B09021_022EA,B09021_023MA,B09021_023EA,B09021_024MA,B09021_024EA,B09021_025MA,B09021_025EA,B09021_026EA,B09021_026MA,B09021_027EA,B09021_027MA,B09021_028EA,B09021_028MA,state
0400000US08,4311330,2738,610800,11408,2135108,22001,281891,11692,427790,9534,485796,14907,369945,13702,1347312,5125,118111,4692,349012,10650,151248,8115,341898,9445,143314,9660,243729,11448,2171463,4400,280786,8596,1344479,13426,115048,7154,82988,5930,245510,8809,102652,7222,792555,2140,211903,6214,441617,8356,15595,1991,2904,929,96972,4477,23564,4050,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4943116,3019,751888,11762,2497128,29365,366116,15206,527867,12642,567578,19931,232539,10292,1427504,4910,134972,5985,395885,11552,175863,9454,409738,9445,162801,9687,148245,7554,2503437,6144,327795,8284,1536225,19807,170991,10243,115692,6795,285360,9960,67374,5630,1012175,3295,289121,7115,565018,10179,19262,2366,2437,797,119417,5319,16920,2646,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3332232,2558,486434,9598,1676443,21450,239332,10350,361686,11654,412600,12141,155737,8873,929185,4627,67355,4226,275855,8944,117366,8242,267292,9001,112750,6212,88567,6251,1696200,4654,227663,8271,1007651,14223,109062,7561,91940,5449,206046,8402,53838,5245,706847,2610,191416,6081,392937,7429,12904,2154,2454,926,93804,4590,13332,2258,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3435023,1728,531967,11238,1497127,22171,218185,13204,484606,13798,534797,14457,168341,11287,1020792,5403,85047,5022,224635,10200,106184,8613,348313,10971,155540,8963,101073,9184,1716591,6294,255977,8991,915893,13797,96863,7932,132577,8119,261837,9134,53444,5484,697640,3237,190943,6901,356599,8637,15138,2673,3716,1085,117420,4952,13824,2618,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9592941,2356,1436941,16019,4585329,32759,609380,16801,1241740,18074,1252967,22513,466584,15953,2798063,4795,255477,7023,628108,11596,287497,11617,992868,15337,338029,11725,296084,12192,4875713,5467,623093,11194,2949699,23940,288393,11275,243625,9353,633515,13206,137388,8267,1919165,4100,558371,10434,1007522,11888,33490,3310,5247,1320,281423,8414,33112,2967,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2327434,2386,375230,7932,1244859,17261,187294,10025,182505,9138,210179,8331,127367,8447,655944,4355,67010,4294,194695,6906,98183,7136,148200,7461,64971,4620,82885,6588,1157497,4773,153631,5155,745299,11736,80405,5804,32715,3223,109653,5153,35794,3392,513993,2142,154589,5665,304865,6025,8706,1648,1590,627,35555,2887,8688,1734,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1056256,1314,146266,6038,549185,12554,84675,5673,121919,6669,98317,6181,55894,5712,267433,2075,19046,2133,57196,3887,39766,3897,97862,5110,19977,2759,33586,4213,553152,2113,66484,4702,356413,8845,38299,3847,23871,3216,51266,3602,16819,2866,235671,1306,60736,3334,135576,4345,6610,1287,186,206,27074,2939,5489,1327,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2228521,2632,325923,8567,1105617,19453,134023,9097,247597,9093,310812,11987,104549,7650,639228,4850,50273,3995,181556,7517,68541,6014,179194,8019,97592,6313,62072,4866,1099627,5178,146473,6599,647601,11856,58262,5678,66489,5317,148107,7978,32695,4316,489666,2860,129177,4657,276460,6970,7220,1814,1914,740,65113,4281,9782,1645,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,739890,439,106275,4955,347830,10220,55390,5322,99370,5306,98890,5811,32135,4542,196857,1385,15901,2037,39914,3955,19778,2626,74749,4373,29103,3528,17412,3261,366406,1329,50211,3845,204607,6727,29049,3988,24122,3051,46812,3753,11605,2552,176627,1025,40163,2507,103309,3664,6563,1767,499,310,22975,2486,3118,1144,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4181203,2172,630726,9563,2205046,20239,314696,10237,383256,9792,392652,11421,254827,12489,1196147,3202,105372,4484,327596,10035,153541,6575,320750,8451,118487,6355,170401,9567,2131844,3732,281258,6385,1375508,12639,142071,6854,61256,3809,202601,6688,69150,5515,853212,2608,244096,6184,501942,7566,19084,2308,1250,460,71564,4030,15276,2460,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
