GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001MA,B05003D_001EA,B05003D_002MA,B05003D_002EA,B05003D_003MA,B05003D_003EA,B05003D_004MA,B05003D_004EA,B05003D_005MA,B05003D_005EA,B05003D_006MA,B05003D_006EA,B05003D_007MA,B05003D_007EA,B05003D_008MA,B05003D_008EA,B05003D_009MA,B05003D_009EA,B05003D_010MA,B05003D_010EA,B05003D_011MA,B05003D_011EA,B05003D_012MA,B05003D_012EA,B05003D_013MA,B05003D_013EA,B05003D_014MA,B05003D_014EA,B05003D_015MA,B05003D_015EA,B05003D_016MA,B05003D_016EA,B05003D_017MA,B05003D_017EA,B05003D_018MA,B05003D_018EA,B05003D_019MA,B05003D_019EA,B05003D_020MA,B05003D_020EA,B05003D_021EA,B05003D_021MA,B05003D_022MA,B05003D_022EA,B05003D_023MA,B05003D_023EA,state
0400000US08,180277,5175,80387,3347,16923,2079,13078,1932,3845,1169,1132,429,2713,1160,63464,2100,19478,1851,43986,2364,24467,2027,19519,2192,99890,3123,19426,1889,14082,1685,5344,1246,3067,954,2277,680,80464,2202,19929,2506,60535,2598,35147,2432,25388,2297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,154220,5521,75733,3490,16407,1775,12176,1672,4231,1209,995,569,3236,1110,59326,2413,9749,1520,49577,2402,19197,1890,30380,2511,78487,3602,16152,1905,10138,1689,6014,1507,2480,896,3534,1328,62335,2600,10519,1914,51816,2673,25573,2347,26243,2431,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,65300,3463,29921,1963,7204,1189,5510,1190,1694,524,898,417,796,368,22717,1416,3809,964,18908,1589,9004,1367,9904,1622,35379,2516,8182,1340,4694,1223,3488,1100,1981,850,1507,771,27197,1897,4548,1028,22649,1833,11380,1670,11269,1716,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,76255,3102,37271,2197,7879,1363,5931,1239,1948,763,317,444,1631,797,29392,1612,6911,1249,22481,1829,12238,1808,10243,1512,38984,1918,7002,1071,5721,1033,1281,607,489,369,792,428,31982,1447,6396,1179,25586,1509,12935,1541,12651,1638,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,717938,6617,344244,3961,69419,2356,55577,2708,13842,1967,4909,1306,8933,1437,274825,2858,60250,3429,214575,4144,123348,3617,91227,4441,373694,4724,69708,2762,53174,3250,16534,1887,6992,1390,9542,1429,303986,3014,53867,3524,250119,3866,148957,5601,101162,5490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,79971,3082,38009,2184,8157,1072,5307,1104,2850,910,582,406,2268,848,29852,1801,3860,1023,25992,1944,9847,1482,16145,1955,41962,2145,8815,1312,5837,1299,2978,791,1112,521,1866,691,33147,1502,4271,1024,28876,1702,13555,2023,15321,1777,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,36048,2303,15215,1353,2707,736,1961,547,746,451,233,266,513,347,12508,919,1773,727,10735,1014,5558,960,5177,803,20833,1699,5217,1029,3441,863,1776,872,760,620,1016,736,15616,1097,2516,888,13100,1118,7347,1048,5753,1063,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,47548,2631,21885,2175,4112,1025,3330,1010,782,642,0,201,782,642,17773,2008,5430,1673,12343,1443,5434,1159,6909,1402,25663,1958,5745,1033,4226,956,1519,758,608,548,911,563,19918,1703,5162,1218,14756,1600,7007,1354,7749,1444,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,39023,1595,18072,987,3830,397,2725,689,1105,548,81,105,1024,584,14242,841,1123,484,13119,912,5933,1104,7186,1335,20951,923,4493,671,3865,849,628,412,155,168,473,353,16458,394,2249,572,14209,702,6409,905,7800,939,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,273126,4461,133879,3039,37412,1708,30921,2052,6491,1327,3297,911,3194,886,96467,2315,26285,2169,70182,2627,41437,2588,28745,2817,139247,2902,35218,1774,27796,1774,7422,1321,4205,1236,3217,710,104029,1922,22035,1846,81994,2340,52163,2356,29831,2644,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
