GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001EA,B12006_001MA,B12006_002EA,B12006_002MA,B12006_003MA,B12006_003EA,B12006_004MA,B12006_004EA,B12006_005MA,B12006_005EA,B12006_006EA,B12006_006MA,B12006_007MA,B12006_007EA,B12006_008MA,B12006_008EA,B12006_009MA,B12006_009EA,B12006_010MA,B12006_010EA,B12006_011EA,B12006_011MA,B12006_012EA,B12006_012MA,B12006_013MA,B12006_013EA,B12006_014MA,B12006_014EA,B12006_015MA,B12006_015EA,B12006_016MA,B12006_016EA,B12006_017MA,B12006_017EA,B12006_018MA,B12006_018EA,B12006_019MA,B12006_019EA,B12006_020MA,B12006_020EA,B12006_021MA,B12006_021EA,B12006_022MA,B12006_022EA,B12006_023EA,B12006_023MA,B12006_024EA,B12006_024MA,B12006_025EA,B12006_025MA,B12006_026MA,B12006_026EA,B12006_027MA,B12006_027EA,B12006_028EA,B12006_028MA,B12006_029MA,B12006_029EA,B12006_030MA,B12006_030EA,B12006_031MA,B12006_031EA,B12006_032MA,B12006_032EA,B12006_033EA,B12006_033MA,B12006_034EA,B12006_034MA,B12006_035EA,B12006_035MA,B12006_036MA,B12006_036EA,B12006_037MA,B12006_037EA,B12006_038MA,B12006_038EA,B12006_039EA,B12006_039MA,B12006_040MA,B12006_040EA,B12006_041MA,B12006_041EA,B12006_042MA,B12006_042EA,B12006_043EA,B12006_043MA,B12006_044EA,B12006_044MA,B12006_045EA,B12006_045MA,B12006_046MA,B12006_046EA,B12006_047MA,B12006_047EA,B12006_048MA,B12006_048EA,B12006_049MA,B12006_049EA,B12006_050EA,B12006_050MA,B12006_051MA,B12006_051EA,B12006_052MA,B12006_052EA,B12006_053EA,B12006_053MA,B12006_054EA,B12006_054MA,B12006_055EA,B12006_055MA,B12006_056MA,B12006_056EA,state
0400000US08,4570149,4715,1435212,15278,803471,11670,606621,11228,563404,11541,43217,4302,196850,7284,631741,9001,472703,8437,446139,8353,26564,2850,159038,7079,2314989,21711,1167123,14161,892694,12992,874890,12995,17804,2551,274429,7156,1147866,10952,712340,8769,696200,8825,16140,1848,435526,8288,67469,4678,28733,3176,19755,2636,18953,2586,802,444,8978,1783,38736,3413,28378,3330,26955,3238,1423,655,10358,1549,206799,6577,51361,3573,11866,1846,11234,1832,632,429,39495,3105,155438,5157,32670,3051,31965,2950,705,433,122768,4232,545680,13176,238938,7946,161143,6925,154277,6816,6866,1240,77795,3814,306742,8249,200246,6601,191901,6638,8345,1744,106496,5227,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5303153,4569,1614533,17036,869634,10219,586898,11707,540724,11331,46174,3574,282736,7897,744899,10656,513899,8524,475914,8400,37985,3527,231000,7428,2636551,27538,1314283,14895,963496,12556,942854,12234,20642,2441,350787,7063,1322268,14943,792353,12488,773886,11858,18467,2482,529915,10387,71210,4595,29157,2870,19917,2586,18125,2458,1792,739,9240,1366,42053,3872,28977,3476,26312,3308,2665,938,13076,1902,318990,7947,75103,3386,18538,2237,17787,2197,751,395,56565,2759,243887,6444,48569,3894,46963,3861,1606,682,195318,5590,661869,14544,297331,8215,190392,6699,181379,6873,9013,1264,106939,4482,364538,9715,228810,7758,218639,8024,10171,1640,135728,6158,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3572054,3865,998066,13769,543205,7838,354417,7477,321020,7675,33397,3526,188788,6266,454861,9221,292643,8375,269729,7942,22914,2922,162218,6200,1789242,19842,898945,9351,609353,9049,594770,9031,14583,2400,289592,6145,890297,12894,511758,9291,496046,9677,15712,2181,378539,9470,81588,5221,32912,2703,20409,2316,19206,2270,1203,624,12503,1568,48676,3914,27228,2754,22977,2528,4251,1311,21448,2774,238789,6999,53825,3570,12094,1797,11454,1693,640,420,41731,3081,184964,5111,31087,2986,30131,2938,956,496,153877,4349,464369,12487,210783,7856,116485,6215,108232,6380,8253,1704,94298,4777,253586,7667,141759,6068,133789,5811,7970,1863,111827,4775,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3682861,4138,1308647,17526,678069,11814,399265,9940,348359,10019,50906,4228,278804,9900,630578,10925,395487,10315,357391,10205,38096,4380,235091,8565,1628830,20452,820314,11854,575995,11824,561550,11921,14445,2138,244319,5986,808516,11846,455294,10508,442601,10354,12693,1847,353222,7838,83267,5914,33153,3448,20783,2827,19008,2661,1775,1035,12370,2122,50114,4681,31150,3677,28269,3482,2881,919,18964,2578,237669,6917,54354,3424,11114,2004,10750,1994,364,289,43240,2641,183315,5891,35590,3432,33662,3274,1928,1005,147725,5079,424448,12488,189907,7190,109754,6226,102651,6118,7103,1421,80153,4124,234541,8638,133953,6768,127014,6184,6939,1725,100588,5836,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10216304,5459,3508940,21372,1858836,12534,1285358,13153,1164275,13323,121083,6722,573478,9304,1650104,13491,1144002,12603,1047293,12818,96709,5280,506102,12038,4937024,29414,2487869,16182,1859017,15137,1812887,14445,46130,3016,628852,9822,2449155,17095,1518141,13729,1466271,13591,51870,3352,931014,12845,158823,6012,68089,4193,48388,3786,44338,3857,4050,913,19701,2209,90734,4979,60725,4336,56281,4185,4444,1102,30009,2471,599135,11157,134920,5752,30389,2787,29284,2673,1105,527,104531,5114,464215,8187,87773,4768,82737,4659,5036,1155,376442,7089,1012382,16886,424912,9262,272739,8035,252958,7660,19781,2344,152173,5672,587470,11455,370091,8556,351560,8621,18531,2029,217379,6865,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2506580,3373,735152,10478,404491,7462,289556,7170,268816,6676,20740,2351,114935,4989,330661,6060,240019,6256,222485,6192,17534,2154,90642,3487,1304249,16290,651629,9589,485452,8848,478252,8735,7200,1312,166177,4509,652620,8674,425780,8156,419483,8206,6297,1271,226840,5829,27494,2858,11550,1402,8891,1237,7843,1083,1048,610,2659,621,15944,2101,11723,1716,10314,1551,1409,689,4221,1127,159135,5407,37680,3124,9200,1495,8985,1478,215,191,28480,2647,121455,4290,19540,1906,19192,1859,348,214,101915,3851,280550,7420,126269,4830,85690,3877,82553,3823,3137,890,40579,2789,154281,4982,102220,4351,99431,4331,2789,703,52061,3332,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1129682,1937,334067,7601,184921,4996,134696,4672,123391,4569,11305,1898,50225,3487,149146,4051,109865,3718,105239,3589,4626,1188,39281,2715,582341,11643,290689,6350,216774,5719,213176,5658,3598,852,73915,3069,291652,6624,186764,5673,183255,5662,3509,868,104888,4262,12872,1900,5552,1096,3998,963,3900,940,98,157,1554,626,7320,1561,5228,1237,5045,1205,183,182,2092,784,65598,3349,14423,1794,2804,964,2787,965,17,27,11619,1418,51175,2992,10205,1472,9608,1400,597,328,40970,2706,134804,7037,59362,4022,39309,3275,37795,3256,1514,548,20053,2313,75442,4209,47670,3508,46211,3466,1459,664,27772,2564,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2389608,4168,673036,11889,362004,7832,221800,7634,201745,7304,20055,2639,140204,6470,311032,8051,188927,7323,174469,7251,14458,1965,122105,5518,1182874,17828,598513,10038,404968,9138,397781,9201,7187,1275,193545,6201,584361,9960,329225,8121,322655,7963,6570,1166,255136,7137,52521,4172,23092,2755,12564,2195,11352,2049,1212,644,10528,1914,29429,3148,17790,2559,16669,2608,1121,499,11639,1644,162566,6075,35551,3039,6989,1373,6911,1361,78,75,28562,2686,127015,4290,23026,2388,22514,2330,512,282,103989,3681,318611,9642,140336,5689,79049,4808,75009,4658,4040,1165,61287,3209,178275,7078,98414,5445,91775,5095,6639,1535,79861,3873,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,788299,1405,262137,7640,138135,4722,92518,5004,82414,4777,10104,1920,45617,3150,124002,4936,86164,4522,79527,4606,6637,1668,37838,3142,377917,9879,189003,5601,129011,4950,126170,4978,2841,682,59992,2672,188914,5424,107502,4704,103552,4395,3950,1266,81412,4179,13337,2205,5338,1171,3559,914,3332,853,227,237,1779,761,7999,1735,5735,1478,5650,1456,85,109,2264,819,47039,3135,11541,1723,3118,987,2858,927,260,285,8423,1519,35498,2709,6522,1379,6159,1370,363,269,28976,2340,87869,4607,33638,3137,21899,2680,20746,2646,1153,508,11739,1624,54231,3518,33678,2574,31440,2463,2238,809,20553,2357,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4451949,3463,1389518,13702,759459,7936,563937,8927,529004,9036,34933,2503,195522,5802,630059,8391,484745,8060,460592,8367,24153,2389,145314,5182,2324543,18619,1159415,10579,867465,10363,851252,10151,16213,1703,291950,5394,1165128,10805,776665,10608,762971,10510,13694,1727,388463,7998,47263,3709,20730,2166,13378,1785,12087,1699,1291,473,7352,1162,26533,2579,20038,2219,19288,2216,750,412,6495,1137,222292,5335,52124,3052,13016,1734,12552,1660,464,241,39108,2478,170168,3990,30370,2077,29818,2071,552,240,139798,3500,468333,9850,210195,6984,139164,5935,132478,5743,6686,1204,71031,4178,258138,6935,171702,5442,165816,5236,5886,1389,86436,4617,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
