GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001EA,C23008_001MA,C23008_002EA,C23008_002MA,C23008_003EA,C23008_003MA,C23008_004MA,C23008_004EA,C23008_005MA,C23008_005EA,C23008_006EA,C23008_006MA,C23008_007EA,C23008_007MA,C23008_008EA,C23008_008MA,C23008_009EA,C23008_009MA,C23008_010EA,C23008_010MA,C23008_011MA,C23008_011EA,C23008_012MA,C23008_012EA,C23008_013MA,C23008_013EA,C23008_014EA,C23008_014MA,C23008_015EA,C23008_015MA,C23008_016MA,C23008_016EA,C23008_017MA,C23008_017EA,C23008_018MA,C23008_018EA,C23008_019EA,C23008_019MA,state
0400000US08,1216350,4945,392389,5098,292415,7304,173700,7331,108408,6805,7913,1714,2394,843,99974,6377,81455,5928,18519,3041,823961,6975,593472,10165,392240,10977,175522,8310,18458,3109,7252,1874,230489,8569,204904,8611,25585,3085,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1464283,7782,475155,5851,305886,7338,187677,6449,105209,5650,10358,1803,2642,918,169269,7246,139750,6972,29519,3886,989128,7370,652832,12462,439228,11459,174364,8989,27262,3893,11978,2746,336296,11961,288105,11692,48191,5517,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,922990,7447,304797,5180,196179,5467,121903,4709,62726,4134,6257,1681,5293,1816,108618,6029,80574,5410,28044,3614,618193,6725,402877,8577,272355,9358,98261,7331,19656,2703,12605,2397,215316,7680,168386,8249,46930,4422,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1024540,6778,343700,6574,180586,6415,115428,5686,55694,5197,7211,1832,2253,1039,163114,7051,121283,7141,41831,4637,680840,7317,377036,11464,251418,9697,97545,8493,20659,3519,7414,1963,303804,11069,243435,10912,60369,6189,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2731791,7784,872610,6652,577001,9643,375381,9183,184375,6964,12713,1996,4532,1386,295609,10056,243987,9814,51622,5771,1859181,9088,1226226,14654,845356,18478,318633,12456,47605,4966,14632,2967,632955,15026,542330,14856,90625,7197,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,699584,4003,231199,3901,160106,4411,116825,4634,38115,3985,3582,1130,1584,925,71093,4772,60627,4670,10466,2261,468385,4492,320088,7174,251778,6999,57827,4441,7020,1489,3463,1361,148297,6757,132998,6371,15299,2336,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,246095,2633,72834,2109,50685,2875,33790,2816,15922,2034,579,424,394,271,22149,2549,17780,2285,4369,1604,173261,2963,121180,5125,91656,4915,25080,3656,3306,1105,1138,596,52081,4946,43475,4247,8606,2306,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,656612,4630,213739,4194,125245,5160,73193,4532,45036,4162,5121,1488,1895,776,88494,4804,67947,4520,20547,2773,442873,4874,278101,7779,182067,7033,73888,4997,15527,3169,6619,2087,164772,7514,128917,7801,35855,4375,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,190941,2071,59319,1895,35804,2557,24518,2347,10646,1914,582,518,58,103,23515,2289,18141,2521,5374,2079,131622,2238,79330,3720,57573,3984,18425,3188,2672,1029,660,543,52292,3682,42967,3647,9325,3061,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1251901,4632,413963,4363,305082,5468,222758,6455,73132,4723,7433,1300,1759,635,108881,4838,95033,4977,13848,2329,837938,5195,598890,8606,465185,9549,108749,7760,19261,2735,5695,1704,239048,8180,213909,7906,25139,3182,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,214529,2499,70728,2414,52271,2874,31710,3005,17653,2440,2188,645,720,524,18457,2254,14957,2019,3500,1070,143801,2990,101086,4387,72097,4101,23081,3125,3859,1177,2049,920,42715,3501,34043,3176,8672,1952,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,232071,2380,74791,2342,53116,2985,37335,3191,12379,1973,2295,987,1107,876,21675,2523,17400,2288,4275,1028,157280,2574,105971,4294,78448,4389,21396,2795,4380,1231,1747,813,51309,4190,42762,3985,8547,2067,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2153431,8590,683319,7519,424746,9137,252369,9768,154085,7343,12303,1870,5989,2111,258573,9033,205337,9413,53236,4639,1470112,9518,944086,13102,628598,14124,260157,10919,39780,5098,15551,2970,526026,13066,434706,14662,91320,8078,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2345496,11994,732952,9446,441790,10423,262699,9783,160649,9803,11602,2549,6840,2181,291162,11269,238675,11109,52487,5257,1612544,14226,989530,19593,648103,19520,280163,14817,39497,5223,21767,3881,623014,20242,524566,19682,98448,7932,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,172603,1787,60207,1580,40726,2196,22625,2360,15336,2307,2393,890,372,241,19481,2084,14253,1840,5228,1160,112396,2008,81754,3424,52674,3360,22630,3518,5515,1552,935,294,30642,2930,23418,2660,7224,1835,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1006571,7582,324098,6500,191450,7358,112431,6599,69189,5601,6807,1848,3023,1154,132648,6453,99193,6160,33455,3680,682473,8260,424855,10211,274071,10072,120721,8078,18026,3657,12037,2909,257618,8945,200028,9388,57590,6249,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,108112,1631,33985,1509,25498,1738,19235,1782,5266,1008,752,481,245,253,8487,1362,6828,1183,1659,593,74127,1786,49430,2929,37848,2572,7652,1678,2513,931,1417,763,24697,2234,21439,2047,3258,1114,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,648875,4818,211588,3680,129302,5569,75509,5988,49539,5129,3204,1192,1050,475,82286,4816,67186,4644,15100,2989,437287,5326,263488,7428,165556,6302,83304,6068,11007,2775,3621,1259,173799,7838,147225,7775,26574,4335,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,330957,4776,106195,3218,61649,3637,33229,3187,22058,2732,4527,1539,1835,978,44546,3659,31798,3217,12748,2721,224762,4434,148160,5655,88852,5306,38763,3845,10470,2005,10075,2603,76602,4371,60590,4171,16012,2597,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,893669,4313,295246,3656,183130,5311,102198,4458,72436,4295,6332,1330,2164,638,112116,5159,86574,4920,25542,2713,598423,4814,386559,7779,245390,7803,113537,5649,18601,2614,9031,1661,211864,7312,168654,6691,43210,4297,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1215369,4684,386482,4094,269889,6049,180253,5620,78560,4793,7656,1344,3420,1220,116593,5839,98672,5946,17921,2770,828887,5421,562096,9191,421769,9432,112837,6957,19032,2505,8458,1805,266791,8798,234258,9085,32533,3737,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,566492,3335,149861,3387,48159,3621,32334,2888,11660,2107,2412,982,1753,898,101702,4513,62174,4556,39528,4241,416631,4208,169937,8120,101328,7387,45741,4920,10569,2199,12299,2476,246694,8010,167415,7946,79279,5566,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1770747,7490,578988,6213,398489,8892,245663,8581,140317,7078,9658,2101,2851,1170,180499,8545,138373,7602,42126,5168,1191759,8764,812046,12563,564957,14759,210485,9621,25866,3214,10738,2447,379713,11928,320776,11369,58937,5693,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,168288,1582,60717,1866,43477,1955,31303,2057,11461,1596,644,384,69,106,17240,1672,14469,1774,2771,911,107571,2362,79066,3400,59239,3369,17606,2521,1894,880,327,233,28505,3080,25084,3017,3421,1018,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1035801,6019,328729,5828,191997,6235,119129,6680,65295,4724,5652,1490,1921,767,136732,6153,107821,6170,28911,3566,707072,6498,415166,10143,285059,10994,107933,7890,15566,2526,6608,1710,291906,10644,239853,9186,52053,6219,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,830148,4328,265616,4117,189156,5227,113076,5211,64368,5141,6799,1559,4913,2061,76460,4818,61527,4783,14933,2501,564532,5146,394180,9089,258561,9737,109821,6563,18880,3451,6918,1601,170352,8861,142662,8611,27690,4124,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,125063,1991,40478,1858,29943,2093,18061,2244,10604,2131,847,604,431,518,10535,1868,8289,1608,2246,945,84585,2443,60510,3215,41897,3648,16199,2872,1556,757,858,750,24075,2990,21709,2709,2366,763,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8576341,19340,2789122,13914,1864792,19171,1081373,18556,703611,18587,52233,4556,27575,4062,924330,17252,703490,15932,220840,10659,5787219,19172,3857973,28875,2330443,27861,1296008,20046,156700,9771,74822,6212,1929246,31686,1567146,28678,362100,13892,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,655753,5600,203783,4749,111963,5625,71327,5160,36290,4397,3168,1316,1178,636,91820,5090,71118,5201,20702,3122,451970,5594,253811,9252,173132,9463,59808,5867,16259,3237,4612,1498,198159,8765,155885,8403,42274,5241,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,710943,3286,209899,3427,141129,5389,93599,4716,40116,3861,5460,1603,1954,843,68770,5318,56956,5201,11814,2345,501044,4492,326872,7576,232973,8122,78703,5272,11345,2187,3851,1368,174172,7466,154093,7538,20079,3366,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,7025027,18284,2308836,14795,1487851,19928,783968,18917,651171,18555,37681,4397,15031,3124,820985,18909,603186,17823,217799,11452,4716191,17829,3085833,32469,1817333,31863,1112449,29070,107076,8627,48975,5883,1630358,32082,1348798,29317,281560,15100,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1273767,6390,416726,4785,275366,7039,194160,6609,71916,5105,7691,1692,1599,731,141360,6263,115400,6340,25960,3843,857041,7000,567241,10794,414502,12659,127347,7845,19534,3129,5858,1910,289800,10400,253076,10786,36724,4753,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3995636,12627,1299810,11337,775230,14744,453404,14866,282479,12260,26050,5185,13297,2903,524580,14008,416849,12713,107731,10230,2695826,13483,1644038,20090,1054434,21287,472752,17722,78406,7299,38446,6503,1051788,19774,884343,20540,167445,11756,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1312107,5042,413785,5257,292736,6480,207041,7335,72879,6328,9498,2571,3318,1426,121049,5935,98060,6219,22989,3184,898322,5902,614978,11167,456370,11631,125136,8119,24992,3049,8480,2105,283344,11106,234882,10222,48462,4894,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
