GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001EA,B05003_001MA,B05003_002MA,B05003_002EA,B05003_003EA,B05003_003MA,B05003_004MA,B05003_004EA,B05003_005MA,B05003_005EA,B05003_006MA,B05003_006EA,B05003_007EA,B05003_007MA,B05003_008EA,B05003_008MA,B05003_009EA,B05003_009MA,B05003_010MA,B05003_010EA,B05003_011MA,B05003_011EA,B05003_012EA,B05003_012MA,B05003_013EA,B05003_013MA,B05003_014EA,B05003_014MA,B05003_015MA,B05003_015EA,B05003_016MA,B05003_016EA,B05003_017EA,B05003_017MA,B05003_018EA,B05003_018MA,B05003_019EA,B05003_019MA,B05003_020MA,B05003_020EA,B05003_021MA,B05003_021EA,B05003_022EA,B05003_022MA,B05003_023EA,B05003_023MA,state
0400000US08,5695564,-555555555,2864761,4727,649331,3893,632633,4543,16698,2947,4297,1254,12401,2611,2215430,3331,1964163,9185,251267,8733,109463,6499,141804,6759,2830803,4727,617407,3879,599183,4522,18224,2719,6245,1485,11979,2225,2213396,2669,1950404,8289,262992,7892,127010,6203,135982,6709,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,3295973,5458,802057,4096,787896,4415,14161,2277,3538,1030,10623,2112,2493916,3455,2328772,7067,165144,6504,63715,4146,101429,5519,3395905,5458,765000,4375,750189,4531,14811,2161,5494,1181,9317,2130,2630905,3364,2470673,6114,160232,5640,72020,4820,88212,5168,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,2199021,4805,517975,4275,510955,4492,7020,1297,2767,880,4253,1074,1681046,3381,1602407,4766,78639,3877,29878,2783,48761,3385,2269381,4805,489806,3999,481559,4068,8247,1452,3663,1116,4584,1187,1779575,2858,1704135,4126,75440,3291,32499,2502,42941,3034,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,2276530,6576,563535,5842,553814,6073,9721,1979,2013,1049,7708,1740,1712995,3034,1619367,5326,93628,5456,36556,3482,57072,4322,2383448,6576,534050,5854,525403,6029,8647,1997,2474,1064,6173,1552,1849398,2830,1766367,4133,83031,3474,36789,3165,46242,3615,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,6266062,4378,1464121,3527,1425515,5196,38606,3516,12186,2062,26420,2732,4801941,3028,3957435,13623,844506,13134,427905,8943,416601,11960,6475018,4378,1391681,3644,1350431,4800,41250,3634,13742,2006,27508,3014,5083337,2781,4216386,11223,866951,10658,473040,9572,393911,11119,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,1564888,3527,376774,3150,367831,3089,8943,1913,2537,927,6406,1841,1188114,2543,1108949,4219,79165,3874,30301,2538,48864,3300,1591257,3527,356615,3099,349912,3325,6703,1404,1853,677,4850,1332,1234642,2254,1154316,4209,80326,4260,33653,2951,46673,3633,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,669442,2055,129892,1654,127638,1786,2254,958,643,376,1611,942,539550,1523,503384,3083,36166,2812,22442,2268,13724,1865,687016,2055,128236,1775,124283,1905,3953,1280,2100,961,1853,931,558780,1384,518151,3229,40629,3299,25835,2620,14794,1908,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,1476680,3794,357697,3539,353511,3648,4186,1490,765,554,3421,1355,1118983,3038,1051322,4461,67661,3538,23329,2980,44332,3370,1537145,3794,346263,3358,340910,3446,5353,1264,1084,633,4269,1224,1190882,2286,1124373,4221,66509,3812,25088,2928,41421,3852,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,467924,1358,102743,1170,98292,1806,4451,1253,1199,618,3252,1110,365181,699,324871,2771,40310,2660,18955,2307,21355,2306,499247,1358,100407,1126,97834,1558,2573,1032,456,329,2117,978,398840,672,354944,3070,43896,3018,22097,2411,21799,2246,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,2793980,3564,666973,2725,643818,3463,23155,2332,9552,1568,13603,2087,2127007,3035,1916175,7498,210832,6785,107118,5868,103714,5756,2817199,3564,635074,2628,611415,3882,23659,2850,10296,2232,13363,2106,2182125,2316,1955579,6648,226546,6321,128042,5283,98504,5010,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
