GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003EA,B17015_003MA,B17015_004MA,B17015_004EA,B17015_005MA,B17015_005EA,B17015_006MA,B17015_006EA,B17015_007MA,B17015_007EA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010MA,B17015_010EA,B17015_011MA,B17015_011EA,B17015_012EA,B17015_012MA,B17015_013EA,B17015_013MA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016MA,B17015_016EA,B17015_017EA,B17015_017MA,B17015_018MA,B17015_018EA,B17015_019MA,B17015_019EA,B17015_020MA,B17015_020EA,B17015_021MA,B17015_021EA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026MA,B17015_026EA,B17015_027MA,B17015_027EA,B17015_028MA,B17015_028EA,B17015_029MA,B17015_029EA,B17015_030MA,B17015_030EA,B17015_031MA,B17015_031EA,B17015_032MA,B17015_032EA,B17015_033MA,B17015_033EA,B17015_034EA,B17015_034MA,B17015_035EA,B17015_035MA,B17015_036EA,B17015_036MA,B17015_037MA,B17015_037EA,B17015_038MA,B17015_038EA,B17015_039EA,B17015_039MA,B17015_040MA,B17015_040EA,B17015_041MA,B17015_041EA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044EA,B17015_044MA,B17015_045EA,B17015_045MA,B17015_046EA,B17015_046MA,B17015_047MA,B17015_047EA,state
0400000US08,1372705,11369,85547,4645,33505,2957,7210,1103,1158,528,6052,939,26295,2671,3195,872,23100,2478,52042,3833,9781,1619,1549,592,239,252,1310,548,8232,1507,844,376,7388,1411,42261,3590,5263,1286,721,400,4542,1202,36998,3479,6923,1727,30075,3143,1287158,12066,1034680,11425,266042,6405,15625,1784,250417,6265,768638,9512,16918,1908,751720,9584,252478,7778,88954,4188,17731,1678,3219,984,14512,1524,71223,4116,2842,857,68381,3923,163524,6574,40197,3003,5503,979,34694,2866,123327,6185,9048,1713,114279,6203,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,14171,1726,1856,513,12315,1675,40750,3478,4903,1132,35847,3209,101664,5687,17619,2467,3547,841,743,393,2804,784,14072,2249,1908,790,12164,2125,84045,5207,11267,1916,2134,794,9133,1735,72778,4737,9851,1429,62927,4505,1526591,12372,1193356,14682,370793,7394,20880,2241,349913,6806,822563,12763,26115,1964,796448,12512,333235,9913,112408,5718,26112,2809,3555,1013,22557,2489,86296,4776,3088,887,83208,4757,220827,7451,62604,3707,8884,1656,53720,3599,158223,6750,13647,2253,144576,6318,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,16085,1834,3353,903,12732,1794,39086,2976,7804,1535,31282,2788,88328,5350,13980,1967,2877,939,1196,526,1681,622,11103,1760,2113,771,8990,1727,74348,4793,14660,2214,4455,1100,10205,1981,59688,4011,14537,2174,45151,3514,995428,11461,782808,10652,269115,6239,17767,1659,251348,6254,513693,8890,19046,2194,494647,8558,212620,7320,69704,4330,17527,1820,3058,851,14469,1718,52177,3804,2655,726,49522,3970,142916,6010,48831,3243,8697,1498,40134,3066,94085,5069,9670,1675,84415,4922,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,12775,1769,1935,699,10840,1628,28070,3189,4740,1358,23330,2802,109845,5963,18642,2556,4794,1285,1085,616,3709,1163,13848,2413,3280,1289,10568,2241,91203,5519,15870,2031,5489,1081,10381,1674,75333,5475,14992,2398,60341,5030,954157,12371,707759,11650,225866,5926,13516,1634,212350,5789,481893,9807,18444,2275,463449,9524,246398,8481,69647,4560,17628,2192,3765,995,13863,1966,52019,4301,3043,1031,48976,4114,176751,6439,55048,3630,12274,1816,42774,3509,121703,5603,12507,1793,109196,4995,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,24286,2259,3938,912,20348,2126,62913,4206,7051,1393,55862,3836,177479,7404,27547,2604,4721,1203,1420,538,3301,1022,22826,2511,2412,840,20414,2447,149932,7200,21366,2483,5126,1119,16240,2172,128566,6522,24233,2408,104333,6399,2854423,16905,2205892,15963,618177,8380,40223,2573,577954,8545,1587715,14095,46467,2996,1541248,13885,648531,10751,199653,6299,47011,3150,8686,1516,38325,2791,152642,6175,7853,1336,144789,6236,448878,8558,121710,4688,21410,2540,100300,4176,327168,7982,31873,2675,295295,7976,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,5657,858,755,411,4902,791,13485,1846,1743,533,11742,1799,38169,3292,5738,1309,356,183,83,85,273,162,5382,1270,609,320,4773,1171,32431,2670,3042,909,854,547,2188,763,29389,2495,4653,1073,24736,2417,743018,8166,603000,8814,186026,4042,11648,1214,174378,4127,416974,7276,11822,1702,405152,7199,140018,5254,51405,3386,9076,1457,1172,515,7904,1366,42329,3228,1862,825,40467,3154,88613,4043,20387,1952,4287,836,16100,1843,68226,3692,3665,946,64561,3658,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,1730,565,392,383,1338,467,3284,799,449,320,2835,737,11164,1824,1628,708,354,264,68,111,286,237,1274,680,549,500,725,363,9536,1739,1790,857,562,551,1228,606,7746,1766,2963,977,4783,1297,325574,5975,269295,5998,87541,3183,4321,908,83220,2990,181754,5262,6251,1061,175503,5363,56279,3710,20561,2285,5756,1438,424,267,5332,1383,14805,1806,522,301,14283,1807,35718,2833,12242,1720,2475,750,9767,1546,23476,2547,3285,992,20191,2339,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,10465,1739,1348,501,9117,1629,22922,2705,4142,1107,18780,2341,64066,4417,10347,1934,2769,828,483,346,2286,796,7578,1881,934,560,6644,1761,53719,4100,11399,1983,3063,1015,8336,1789,42320,3764,8974,2099,33346,3225,671681,9873,520074,8925,185501,4864,11256,1454,174245,4676,334573,7868,11529,1729,323044,7788,151607,6598,47299,3860,13374,1964,2326,673,11048,1813,33925,3233,1672,712,32253,3160,104308,4843,33902,2660,7574,1371,26328,2585,70406,4138,6272,1278,64134,3923,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,1966,565,328,294,1638,503,5198,1353,681,439,4517,1261,12862,1831,2133,702,382,395,0,200,382,395,1751,625,37,64,1714,624,10729,1770,1168,444,47,55,1121,438,9561,1721,1577,751,7984,1582,218373,5852,166670,4828,63944,2725,4598,1031,59346,2596,102726,3725,3973,775,98753,3659,51703,3861,16090,2287,3876,1012,365,173,3511,960,12214,1950,638,412,11576,1931,35613,3033,11818,1675,1900,781,9918,1559,23795,2500,931,495,22864,2430,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,7857,1035,907,462,6950,956,21787,2012,2996,812,18791,1961,50108,3748,8104,1274,1008,415,196,129,812,387,7096,1203,1769,725,5327,1090,42004,3165,5042,1093,1836,628,3206,901,36962,3040,8897,1337,28065,2679,1317075,9514,1073467,10241,300203,5185,16562,1465,283641,5112,773264,9753,20174,1884,753090,9372,243608,5880,88196,4329,15858,1683,2624,710,13234,1518,72338,3806,4510,1001,67828,3551,155412,5083,35915,2305,6138,1017,29777,2326,119497,4828,12930,1709,106567,4546,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
