GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001EA,B24011_001MA,B24011_002EA,B24011_002MA,B24011_003EA,B24011_003MA,B24011_004MA,B24011_004EA,B24011_005MA,B24011_005EA,B24011_006MA,B24011_006EA,B24011_007EA,B24011_007MA,B24011_008MA,B24011_008EA,B24011_009MA,B24011_009EA,B24011_010MA,B24011_010EA,B24011_011EA,B24011_011MA,B24011_012EA,B24011_012MA,B24011_013EA,B24011_013MA,B24011_014MA,B24011_014EA,B24011_015MA,B24011_015EA,B24011_016MA,B24011_016EA,B24011_017MA,B24011_017EA,B24011_018EA,B24011_018MA,B24011_019MA,B24011_019EA,B24011_020MA,B24011_020EA,B24011_021EA,B24011_021MA,B24011_022EA,B24011_022MA,B24011_023EA,B24011_023MA,B24011_024EA,B24011_024MA,B24011_025EA,B24011_025MA,B24011_026MA,B24011_026EA,B24011_027MA,B24011_027EA,B24011_028MA,B24011_028EA,B24011_029EA,B24011_029MA,B24011_030MA,B24011_030EA,B24011_031MA,B24011_031EA,B24011_032MA,B24011_032EA,B24011_033MA,B24011_033EA,B24011_034EA,B24011_034MA,B24011_035EA,B24011_035MA,B24011_036MA,B24011_036EA,state
0400000US08,41343,303,60747,541,67634,1693,70905,1362,62788,2215,79555,2503,85030,3445,80643,2346,57398,4658,41579,868,41776,1691,80717,6589,40071,1929,35297,1967,60091,1970,67394,2513,38246,1988,22533,547,25608,1449,47974,2930,39565,4984,63280,3813,18656,997,22720,1004,21568,915,35280,537,37312,1621,33426,884,40842,619,25013,3728,40319,991,45428,2496,32000,590,36479,1064,36782,1409,23255,1883,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,36073,290,50935,398,58262,1791,61224,1011,52266,1483,65878,1711,62432,3532,71379,1422,51930,5096,36982,902,38796,2140,59258,6078,36767,1459,28077,3580,50973,885,61155,841,35936,1506,17577,502,21984,529,40439,1908,33790,3716,43724,3658,11739,380,20737,726,14737,1355,31007,371,30575,836,31204,365,42837,1866,30691,3115,41549,751,48451,2009,34413,830,37385,886,40499,924,27164,935,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,33850,620,50134,544,53869,2345,55052,2488,52153,1500,61831,1443,61272,2619,70034,4181,52135,2596,38813,1865,35988,1370,66151,6223,40204,1384,26832,3075,51316,630,59759,1621,36202,1836,18042,903,22866,1159,35466,3278,26410,6620,40382,1523,11941,429,21295,816,15116,1460,29501,849,27728,2040,29994,674,38082,2184,21707,2255,37203,2015,44611,4427,31578,504,36295,866,36457,2005,22029,819,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33955,930,50998,419,60315,1420,60974,1086,56573,2305,64810,3974,56473,6053,80440,3939,50887,2968,41209,702,40059,2495,61550,5667,41516,722,31056,1363,51948,703,62215,1715,35380,3445,18769,646,20039,880,41066,2259,30721,2533,46631,2632,15695,670,17169,1115,17914,1568,28032,1233,25715,1033,30241,750,40389,930,22315,4177,38867,2497,44686,2754,34739,2542,44396,3176,40017,4339,22740,1717,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,40668,195,61988,269,73384,1498,76646,854,69475,1988,75845,1017,80356,1658,76179,1927,57716,4498,45305,734,41758,851,101301,2462,42039,794,40271,1976,57430,1785,68476,2841,38039,1931,21087,236,22131,576,51022,1649,31014,1232,72832,3439,15764,523,23038,1248,17194,625,33297,874,33590,2029,33183,846,46057,787,30550,2241,45917,1123,48693,2096,32017,337,35534,622,39590,1884,24341,816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,37087,325,52252,437,59566,1821,60137,2006,58636,2895,66620,1427,71577,4026,70967,3815,50667,2910,40340,1776,38735,3855,85664,13329,39473,3364,31969,3495,51411,826,60166,2400,35641,1240,18367,877,23329,1396,45083,4197,26890,2206,57283,3948,11853,544,19346,2116,17029,1533,32443,696,32151,2046,32610,719,41848,691,32325,3272,40848,833,47480,2688,36279,608,37801,1354,42822,2767,27947,1910,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,41616,504,62660,1514,71594,1984,72576,3395,68461,5983,78268,4441,84870,5437,77114,4377,56668,11827,41836,1060,40360,1127,68200,6066,41315,1956,39538,3681,55148,2932,71257,5554,34513,7276,21752,770,26309,2635,58785,7160,48824,14563,63002,10664,17245,2027,24254,2866,16268,3775,35272,1312,32194,3083,35909,1100,46499,2084,22371,15903,45817,2777,51138,1534,34151,1661,38201,3502,36489,8764,22038,4873,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,32287,340,49476,1362,55006,3416,55799,2289,52351,2693,60967,2236,64102,7439,60978,3120,55499,7366,40124,1862,41933,3325,52126,5058,37880,1935,36498,6714,51048,1322,61646,1738,36583,1369,18104,822,20248,1295,34850,1716,31097,4511,39195,2301,12326,799,18906,1668,17293,2765,28452,1217,26620,989,29942,1129,34834,2228,28675,3075,31769,1298,40394,1396,30861,526,31579,694,39557,3440,24964,1063,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,38023,1600,60646,1320,65275,3071,69434,5066,62330,2720,73281,4495,76571,8253,75298,9885,66488,5860,47088,1958,44611,5211,67184,21777,46764,2464,41582,7756,63307,6228,70449,2764,44112,10145,20924,1293,22214,5393,38372,6597,26841,1677,54759,7719,13992,3008,25498,2685,18090,1975,31334,1361,24998,3869,33691,1706,38907,2887,22390,12679,34081,5030,42257,5013,31061,1603,35799,6418,30383,4237,28536,4846,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,41433,216,61026,363,68295,1789,70412,1351,66729,1055,75158,1236,79629,2805,73677,2375,63770,4758,44521,1411,44027,2022,81040,8816,41120,1244,41558,1895,57023,1211,68078,2430,39851,1608,20580,399,22652,932,47361,3678,26648,3625,63878,5020,15376,553,22111,1177,18727,1755,35841,452,35809,1106,35853,457,46915,945,30665,1424,49861,2237,50388,657,34780,731,36964,463,38695,2505,25627,917,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
