GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003MA,B14001_003EA,B14001_004MA,B14001_004EA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008MA,B14001_008EA,B14001_009MA,B14001_009EA,B14001_010MA,B14001_010EA,state
0400000US08,5502126,5505,1404986,12912,94179,4353,67900,4247,280003,7165,288929,6304,294164,6345,297300,8862,82511,5157,4097140,12919,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6443607,5414,1657592,12074,98329,4588,84405,4928,342790,6791,359165,8018,361362,5525,339022,7770,72519,5055,4786015,12109,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4301941,4618,1049367,9640,65166,3548,51800,3401,224264,6228,229826,5999,221393,4534,207557,6979,49361,4171,3252574,10098,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4478976,5261,1149802,12719,78277,4477,56326,4782,242561,7878,254366,7826,246736,6178,222235,9155,49301,3815,3329174,11973,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12291165,6715,3173587,15570,216968,7299,149310,6761,608036,11305,657975,9912,688566,7682,655832,11937,196900,9223,9117578,13753,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3039855,3255,791595,7666,52320,3075,41666,2748,154852,4714,172322,4478,164326,3635,170707,6587,35402,2970,2248260,7862,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1319426,1877,303448,4169,18907,2026,12692,1995,55405,3091,62845,2984,66380,2421,70678,2945,16541,2115,1015978,4033,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2901703,4037,723650,7753,47591,3722,36776,2922,154611,5046,160553,6248,155445,4712,139935,6071,28739,3056,2178053,7818,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,937066,2146,223499,3992,13363,1842,9538,1733,44449,2785,50766,3039,45872,2036,49835,3329,9676,1625,713567,3948,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5395964,4336,1403727,10509,100494,3697,68759,2831,285856,5740,292900,5664,293238,4449,288024,7566,74456,4210,3992237,10455,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1028186,2056,238739,4905,16214,1754,12878,1882,49043,2736,53999,2876,48335,2142,47339,3435,10931,1699,789447,5004,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1298513,1782,270425,5096,16685,2275,11246,1605,52125,2330,59403,2900,58108,2489,59156,3248,13702,1706,1028088,5048,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10033314,6297,2520040,19257,144483,5814,127541,6036,492060,10821,534223,12891,539327,9161,554783,12996,127623,7804,7513274,19184,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10155794,8507,2776278,20077,172307,8082,131833,6577,567985,12451,585983,11434,606215,9187,572785,13899,139170,7180,7379516,17097,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,708414,1572,185581,4169,12482,1671,10084,1451,40932,2273,40214,2706,38329,1613,35121,3181,8419,1459,522833,4050,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4719009,4771,1174781,11208,63471,4420,60758,4463,244700,7577,247976,8350,256273,6323,245025,8516,56578,4640,3544228,10460,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,609159,1119,141446,3090,10539,1404,5401,1145,24388,2088,27001,2053,27281,1746,37895,2199,8941,1307,467713,3157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2928345,3540,701302,8277,36836,3382,33296,2836,152962,4800,158271,4888,160748,4894,129639,5422,29550,2893,2227043,8452,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1750095,2815,376972,5491,19844,2030,18361,2074,77981,3948,81969,4325,85440,3056,75740,3578,17637,2421,1373123,4914,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3793895,3498,1003616,8710,63375,3587,54861,3243,215569,4846,218928,4861,212012,3525,194626,6543,44245,3347,2790279,8846,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5620459,4276,1391258,8507,78109,3729,72779,2937,274505,5512,299276,5714,295554,4307,308758,6653,62277,3715,4229201,8597,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3122920,2862,742847,9569,35928,3116,27389,2674,142453,5300,146861,5267,153451,4374,203140,8381,33625,3756,2380073,9850,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8222578,6669,2124272,15027,124907,6031,103214,5308,411119,8832,428386,9980,438505,6627,480352,10142,137789,5980,6098306,14020,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,729484,1812,187877,4298,12836,1764,9088,1332,39116,2561,37281,2159,31784,1675,49110,3431,8662,1721,541607,4121,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4913277,5182,1202171,12027,64310,4743,67210,5732,253663,7499,250576,8405,255586,5743,257230,8770,53596,4380,3711106,10197,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4057488,3910,961805,9528,58968,3602,43967,3860,193164,5925,201350,6650,203634,4968,212817,8069,47905,3448,3095683,9906,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,556488,1531,144493,3949,9494,1531,7189,1291,28428,2700,30993,1969,31230,2345,29189,2385,7970,1713,411995,4038,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38151126,12994,10383463,29612,598188,13435,506701,12941,1890174,18014,2059839,17125,2143518,16108,2636541,24364,548502,12855,27767663,29969,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2885964,4553,772346,9319,45748,4225,44201,3579,157083,4826,165700,5770,166038,5883,164015,6857,29561,2952,2113618,8128,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3467011,3650,887421,9675,53261,3382,39142,3375,159960,4889,175027,5122,195985,4492,209100,6258,54946,4304,2579590,8930,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,27518525,12695,7735600,29994,451161,13573,405944,13455,1608867,18085,1729526,19859,1673965,16725,1532999,22940,333138,12119,19782925,30769,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5830552,5904,1526382,12687,94269,5053,72492,4439,289994,7156,307396,8614,307855,5176,341400,9276,112976,6060,4304170,13433,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20636520,12800,4811682,27384,312372,11346,232478,9684,924479,15323,974455,17947,1013303,12593,1096555,17079,258040,10222,15824838,25549,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6689339,4417,1732315,12395,111303,5150,74989,4829,293540,7523,313921,8043,342165,5917,450159,10054,146238,7305,4957024,11791,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,675256,2196,173303,4731,14729,2008,8633,1898,26757,2012,25457,2225,25249,2216,48016,3134,24462,2779,501953,4041,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,3011925,3538,1011152,9658,58365,3738,48289,3371,206792,6070,211986,5810,214503,4193,231188,7056,40029,3414,2000773,9280,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,18869187,9248,4672225,19584,299920,9124,218498,7562,865855,13819,916416,14209,958107,10858,1113361,14485,300068,9966,14196962,18814,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8604563,6054,2194158,15380,162326,6834,106061,5205,426245,9120,453960,9152,462909,5979,453314,10529,129343,6234,6410405,14753,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,11283396,7454,2777251,15035,171307,6929,133691,6468,555854,8847,588462,9797,608794,7733,581974,12105,137169,6454,8506145,16746,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
