GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003MA,B14001_003EA,B14001_004MA,B14001_004EA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008MA,B14001_008EA,B14001_009MA,B14001_009EA,B14001_010MA,B14001_010EA,state
0400000US29,5909932,4873,1469063,12089,98666,5261,73234,4362,297752,7619,316816,7253,306222,5447,297711,8382,78662,4506,4440869,11295,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12398819,5850,2926454,14535,183161,6101,137877,5548,567979,10705,614727,11246,614858,6337,632287,10372,175565,7574,9472365,14024,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9665274,4902,2399567,12890,143017,5388,121422,5647,459719,8829,492430,8839,524346,6808,538072,9580,120561,5704,7265707,13151,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1855185,2354,505974,6161,36982,2523,27529,2491,98554,3623,105196,3302,106338,3532,102706,4726,28669,2722,1349211,5870,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1688927,2922,451266,7681,22880,2627,23491,3009,96093,4946,101298,4657,102954,4225,87430,5387,17120,2553,1237661,7549,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,2026309,3060,521738,7749,28346,2671,23857,2609,104737,4415,120055,4391,111834,4014,109673,5364,23236,2245,1504571,7390,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1370130,2496,325091,6646,22528,2387,14393,1576,66822,3289,68113,3449,61031,2470,75266,4300,16938,2292,1045039,6309,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,846698,1717,219023,3774,17294,1406,11547,1341,48216,2548,46733,2420,45809,2151,40852,2588,8572,1476,627675,3634,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7267562,5345,1776612,12917,119320,5400,89264,4305,373519,9059,368871,8417,357441,5147,384412,10511,83785,4726,5490950,12741,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1027964,2310,245923,4361,13178,1923,10749,1589,46134,2465,42842,2768,49786,2464,67605,3279,15629,1951,782041,4612,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,6915138,5714,1762743,14270,82521,4534,86655,5094,358933,9303,391692,8089,375031,6802,390374,11413,77537,4960,5152395,14179,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6533676,5813,1583282,10716,85901,5018,81907,4553,323178,8444,347876,8668,347930,6646,315877,9301,80613,5467,4950394,10857,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2802047,3028,770432,9273,49133,3649,36179,2694,155972,4916,165093,5323,159064,4470,161325,6256,43666,4276,2031615,9158,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
