GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002EA,B25106_002MA,B25106_003EA,B25106_003MA,B25106_004MA,B25106_004EA,B25106_005EA,B25106_005MA,B25106_006EA,B25106_006MA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009MA,B25106_009EA,B25106_010MA,B25106_010EA,B25106_011EA,B25106_011MA,B25106_012EA,B25106_012MA,B25106_013EA,B25106_013MA,B25106_014EA,B25106_014MA,B25106_015EA,B25106_015MA,B25106_016EA,B25106_016MA,B25106_017EA,B25106_017MA,B25106_018EA,B25106_018MA,B25106_019EA,B25106_019MA,B25106_020EA,B25106_020MA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023MA,B25106_023EA,B25106_024EA,B25106_024MA,B25106_025EA,B25106_025MA,B25106_026MA,B25106_026EA,B25106_027EA,B25106_027MA,B25106_028EA,B25106_028MA,B25106_029EA,B25106_029MA,B25106_030EA,B25106_030MA,B25106_031MA,B25106_031EA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034EA,B25106_034MA,B25106_035EA,B25106_035MA,B25106_036EA,B25106_036MA,B25106_037MA,B25106_037EA,B25106_038EA,B25106_038MA,B25106_039EA,B25106_039MA,B25106_040EA,B25106_040MA,B25106_041EA,B25106_041MA,B25106_042EA,B25106_042MA,B25106_043EA,B25106_043MA,B25106_044MA,B25106_044EA,B25106_045MA,B25106_045EA,B25106_046EA,B25106_046MA,state
0400000US08,2176757,7548,1417981,9500,90007,4904,7528,1418,10567,1271,71912,3900,117476,4739,34167,2465,21276,1935,62033,3449,133974,6108,51670,3842,23147,2371,59157,4113,230586,6276,99879,4258,59885,3498,70822,4144,837434,9806,593008,9601,189709,6329,54717,3283,8504,1350,758776,10471,131395,4918,3729,1140,12021,1996,115645,4716,123977,5922,4696,1310,11335,1957,107946,5501,115690,4985,10346,1810,26816,2737,78528,5125,146389,6092,27984,2845,62309,3965,56096,4166,206164,6970,122264,6075,70872,4676,13028,1914,12117,2080,23044,2522,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,1791749,12877,149096,5364,16601,1487,21413,2107,111082,4400,214236,5908,74570,3762,48825,3480,90841,4283,232852,6871,118080,5273,66034,4083,48738,4011,366656,9257,238911,7022,97114,4378,30631,2803,816055,13360,716998,12429,84609,3966,14448,1749,12854,1570,807420,11150,201691,6046,4617,1085,17237,2182,179837,5762,172001,6889,8473,1127,40877,3492,122651,6318,127329,6317,28529,2829,64760,3647,34040,3834,128889,5199,74560,3981,45274,3118,9055,1850,114622,5858,101310,5334,11930,1979,1382,651,19227,2598,43661,3752,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1167729,12565,140467,5963,23974,2284,27144,2803,89349,4965,163101,6061,74867,3710,30854,2642,57380,3460,153055,6053,85916,4395,35122,2961,32017,3248,218607,6467,141118,4981,58877,4080,18612,1912,480067,8885,418560,8973,49620,3166,11887,1466,12432,1778,564984,10983,147917,6352,5281,1162,15799,1889,126837,5979,108999,4448,8732,1648,28796,2567,71471,4075,82978,5100,21243,2217,43865,3429,17870,2199,84685,3794,51446,3564,28148,2706,5091,1268,75074,4386,66842,4005,7641,1792,591,302,13144,2010,52187,3595,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1137524,12385,142891,5985,31515,3032,26178,2284,85198,4459,157095,5612,78047,4163,26462,2417,52586,4377,139065,6196,82352,5502,25832,2447,30881,3008,196545,7428,127672,6126,44135,3802,24738,2729,487046,9728,408710,9488,63705,4738,14631,1791,14882,2055,599696,11233,167965,7702,3341,1082,12421,1933,152203,7759,130205,7111,8331,1748,23312,3000,98562,6378,75877,5338,12167,2192,34219,3728,29491,2955,71800,4700,35500,3710,27214,3137,9086,1515,74603,5522,64885,5128,8369,1667,1349,574,20818,2760,58428,3690,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3210113,17405,232039,6754,14635,1363,23552,2271,193852,6826,320965,7955,68802,3751,74482,4189,177681,5978,334334,7230,125198,4848,88258,4666,120878,5531,550688,9959,269751,6870,145670,5626,135267,4671,1748967,14365,1279592,14163,357051,7534,112324,5487,23120,2406,1654751,16516,366189,9303,10168,1808,36106,3171,319915,8515,309217,10365,17106,2587,49892,3482,242219,9457,223392,7915,32283,2841,91032,5290,100077,5681,276032,8352,99685,5977,123796,6027,52551,3569,363927,9979,259645,8019,88722,5096,15560,2346,48024,4291,67970,3900,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,903751,8439,68946,3178,5902,1049,11223,1380,51821,2673,102161,4503,33671,2474,27568,2481,40922,2618,113987,4912,57375,3290,28788,2270,27824,2421,178179,5023,113122,4286,47644,3279,17413,2038,435250,7763,367908,7122,58122,3871,9220,1728,5228,911,364122,7753,92640,4122,1940,562,9209,1346,81491,4061,72026,4121,4784,1105,22363,2207,44879,3584,53769,3232,16745,1920,25212,2355,11812,1801,62243,4035,41086,3295,18086,2122,3071,867,53575,3023,47247,2975,5710,1442,618,456,6647,1213,23222,2248,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,378742,6605,20838,2271,951,442,822,498,19065,2221,33764,2770,2810,693,7277,1331,23677,2411,34290,2831,7662,1256,9643,1355,16985,1917,59870,3479,22572,2164,16399,1701,20899,2258,228095,5794,151010,4681,60116,3881,16969,2106,1885,751,152470,5181,33449,2943,421,277,5607,1229,27421,2913,28207,2845,1422,664,4794,1277,21991,2411,21379,2419,2119,760,7097,1491,12163,2043,25641,2584,6473,1256,12650,1702,6518,1571,36454,2707,26030,2421,9325,1546,1099,533,3013,932,4327,830,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,760401,8395,90449,4602,16953,1866,16393,2009,57103,3911,116140,4799,55125,3368,24307,2454,36708,2919,108730,4795,63242,3782,25130,2391,20358,2516,146360,5723,107915,4741,28623,3013,9822,1711,291484,7495,262575,7668,23922,2526,4987,1194,7238,1227,395946,7521,113247,5313,2563,908,12470,1920,98214,5037,80291,4021,6535,1402,24421,2400,49335,3397,62198,4566,19791,2263,29680,3461,12727,2257,54989,4448,35651,3285,17322,2952,2016,735,43582,3680,40187,3524,3301,1063,94,156,7701,1915,33938,2545,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,261145,4466,19826,2016,1302,567,1717,553,16807,1907,29807,2673,7819,1358,7127,1519,14861,1927,27703,2988,11894,1640,4085,1003,11724,2016,49471,3344,21908,1992,14295,1712,13268,1592,131994,4066,101908,3820,22880,2263,7206,1533,2344,903,106526,4571,22397,2372,533,367,1389,586,20475,2449,21993,2281,1625,708,1558,704,18810,2483,14119,2236,1090,591,4899,1193,8130,1581,16839,2579,3863,1171,8626,1744,4350,1220,24486,2529,18788,2403,4929,1238,769,527,2298,903,4394,972,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1567939,9341,92285,3462,5698,642,10943,1106,75644,3290,133285,4227,34920,2426,31854,2013,66511,3571,164220,5008,69697,2894,38107,2186,56416,3255,271652,7129,141453,4436,79924,3566,50275,2933,898575,8581,691604,8165,171669,5168,35302,2768,7922,1079,626513,8243,139138,5018,6025,998,18649,2036,114464,4857,122365,5149,8755,1200,20443,2209,93167,4826,96901,5422,16085,1873,39192,3362,41624,3732,105939,4770,37300,2880,48611,2983,20028,2539,126659,5391,97705,5469,25343,2235,3611,918,9669,1524,25842,1959,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
