GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001MA,B27006_001EA,B27006_002MA,B27006_002EA,B27006_003EA,B27006_003MA,B27006_004EA,B27006_004MA,B27006_005MA,B27006_005EA,B27006_006MA,B27006_006EA,B27006_007MA,B27006_007EA,B27006_008EA,B27006_008MA,B27006_009EA,B27006_009MA,B27006_010MA,B27006_010EA,B27006_011MA,B27006_011EA,B27006_012MA,B27006_012EA,B27006_013MA,B27006_013EA,B27006_014EA,B27006_014MA,B27006_015MA,B27006_015EA,B27006_016MA,B27006_016EA,B27006_017MA,B27006_017EA,B27006_018MA,B27006_018EA,B27006_019MA,B27006_019EA,B27006_020EA,B27006_020MA,B27006_021EA,B27006_021MA,B27006_022EA,B27006_022MA,B27006_023MA,B27006_023EA,B27006_024MA,B27006_024EA,B27006_025EA,B27006_025MA,B27006_026EA,B27006_026MA,B27006_027EA,B27006_027MA,B27006_028MA,B27006_028EA,B27006_029MA,B27006_029EA,B27006_030EA,B27006_030MA,B27006_031EA,B27006_031MA,B27006_032EA,B27006_032MA,B27006_033MA,B27006_033EA,B27006_034MA,B27006_034EA,B27006_035MA,B27006_035EA,B27006_036EA,B27006_036MA,B27006_037EA,B27006_037MA,B27006_038MA,B27006_038EA,B27006_039MA,B27006_039EA,B27006_040EA,B27006_040MA,B27006_041EA,B27006_041MA,B27006_042EA,B27006_042MA,B27006_043EA,B27006_043MA,B27006_044EA,B27006_044MA,B27006_045MA,B27006_045EA,B27006_046MA,B27006_046EA,B27006_047MA,B27006_047EA,B27006_048EA,B27006_048MA,B27006_049EA,B27006_049MA,B27006_050MA,B27006_050EA,B27006_051MA,B27006_051EA,B27006_052MA,B27006_052EA,B27006_053EA,B27006_053MA,B27006_054EA,B27006_054MA,B27006_055MA,B27006_055EA,B27006_056MA,B27006_056EA,B27006_057MA,B27006_057EA,state
0400000US08,5604105,2082,2794853,5393,205962,3538,928,577,205034,3608,483517,5194,3161,1349,480356,5080,265288,5735,1037,563,264251,5733,396805,4796,3339,1070,393466,4738,386800,2920,5265,1259,381535,2985,350042,2378,7624,1620,342418,2827,341883,1853,25619,2677,316264,3326,237847,1330,223296,2261,14551,1867,126709,1018,125106,1009,1603,565,2809252,4984,198625,3536,1144,604,197481,3554,456954,5551,2742,1998,454212,5648,257103,4280,895,450,256208,4326,375973,4524,3784,1435,372189,4719,376112,2851,6201,1540,369911,2866,352293,2442,8399,1520,343894,2730,363118,1740,29982,2495,333136,3006,260627,1922,245494,3018,15133,1945,168447,2076,165389,2179,3058,932,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,256042,4346,670,370,255372,4304,594285,6271,2737,976,591548,6240,327421,6483,2626,772,324795,6387,376527,6449,7350,1262,369177,6625,398371,3408,10807,1859,387564,3866,408902,3159,17368,2022,391534,4041,419899,1995,46119,3490,373780,4094,283231,1950,269297,2408,13934,1743,166440,1919,164335,1911,2105,760,3361386,5708,243732,3880,1190,714,242542,4047,566317,5495,2360,921,563957,5415,314992,5403,2705,788,312287,5397,386787,4567,4937,1195,381850,4775,412769,3209,9079,1759,403690,3592,424680,2919,18526,2100,406154,3489,445892,2184,50742,3127,395150,3496,321759,1995,310266,2424,11493,1629,244458,1970,241477,2237,2981,971,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,167410,3226,1546,702,165864,3201,380029,5158,3621,997,376408,5262,208890,4722,3027,954,205863,4948,243444,4058,4562,1467,238882,4160,266231,2640,8668,1722,257563,3231,276674,2487,19456,2121,257218,2986,284256,2136,45281,3077,238975,3881,201184,1437,192895,2097,8289,1282,114452,1464,113344,1527,1108,473,2245634,5101,159248,3822,677,489,158571,3865,359407,5119,2885,1132,356522,5089,205441,4981,1902,849,203539,4839,255570,4015,3989,1146,251581,4065,273135,2826,10318,1791,262817,3203,290390,2570,20520,2470,269870,3625,308563,2012,48734,3447,259829,3674,228741,1587,221364,1880,7377,1438,165139,1437,162884,1691,2255,900,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,184923,5133,845,677,184078,5067,411566,5234,2718,1027,408848,5209,207993,5607,2248,1262,205745,5643,264646,6146,5396,1889,259250,6310,271980,3598,9505,2237,262475,4437,265982,4539,17146,2250,248836,4706,281074,2449,40110,2546,240964,3328,197498,2605,185258,3044,12240,1898,109129,1990,106784,1978,2345,839,2361287,6963,178531,5048,999,454,177532,5066,385474,5457,2511,968,382963,5483,213050,4356,2584,1232,210466,4613,291925,4775,6376,1771,285549,4869,296956,3760,8627,1939,288329,4271,289956,3528,15754,2495,274202,3947,313137,1975,43270,3425,269867,3943,229927,2816,217391,3157,12536,1900,162331,2444,159213,2494,3118,848,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,462125,4293,1470,741,460655,4189,1086053,5431,4676,1295,1081377,5268,581862,6383,4800,1236,577062,6250,778536,6185,10053,1893,768483,5957,801232,3697,11757,1829,789475,4144,793935,3411,23735,2618,770200,4229,798956,2288,62530,3650,736426,4202,523834,2299,485335,3484,38499,2944,321891,1720,316423,2136,5468,1108,6415484,5220,440023,4920,1056,482,438967,4807,1039543,6666,4515,1158,1035028,6642,574785,6842,4139,1037,570646,6836,780385,5112,6414,1602,773971,5160,821859,3231,14963,2150,806896,3409,825804,3572,30962,3085,794842,4629,853274,1913,71410,4209,781864,4612,602170,2425,564686,3353,37484,2435,477641,2429,467656,2973,9985,1649,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,120285,2771,190,139,120095,2798,280180,4009,887,369,279293,3990,152836,3935,1892,696,150944,4059,178095,3696,2006,871,176089,3675,190309,2484,3903,771,186406,2599,182472,2286,5215,1060,177257,2232,204046,1572,16195,1705,187851,2090,141383,1123,133702,1808,7681,1340,91084,851,90748,875,336,188,1572339,3755,117608,3453,985,756,116623,3593,262689,2639,1467,629,261222,2668,148645,3478,564,417,148081,3441,175713,3195,2065,645,173648,3130,189481,2403,3610,1073,185871,2489,183403,1860,7222,1155,176181,2098,211562,1596,17820,2250,193742,2346,153923,1314,148341,1730,5582,1171,129315,1444,128838,1442,477,214,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,38569,1963,264,364,38305,1868,102058,2507,466,348,101592,2486,62974,2374,596,421,62378,2344,74094,2195,1864,642,72230,2371,75599,1360,2499,761,73100,1572,92991,1297,4486,1229,88505,1762,103932,1054,9579,1545,94353,1944,69896,922,65320,1437,4576,1154,39179,695,38871,682,308,254,680257,2304,37610,1579,0,192,37610,1579,101670,2600,325,216,101345,2588,58967,2191,631,731,58336,2134,72867,1629,1154,535,71713,1752,77386,1352,2173,860,75213,1546,95459,1091,4367,920,91092,1481,108438,904,9874,1580,98564,1858,74678,910,70530,1255,4148,1007,53182,908,52383,884,799,385,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,115421,3067,1143,658,114278,3330,263600,4219,3218,1186,260382,4377,140213,4675,2154,797,138059,4577,169517,3984,3897,1078,165620,4149,172460,3162,7205,1429,165255,3465,177086,3504,13789,2231,163297,3925,181442,1705,29397,2505,152045,2590,136296,1722,131565,2137,4731,1308,85562,1232,84726,1289,836,385,1518906,4340,108534,3343,1216,676,107318,3398,259199,4042,2084,840,257115,3964,135283,4053,1940,812,133343,4016,177300,3991,4185,1142,173115,3988,183941,2693,7350,1466,176591,2787,187809,2588,17551,1912,170258,2942,197806,1858,30358,3253,167448,3727,156164,1821,151482,2135,4682,1068,112870,1563,112451,1602,419,299,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,32204,1678,321,317,31883,1681,75809,1791,110,185,75699,1832,40833,1620,477,328,40356,1652,54727,1655,1663,1125,53064,1970,52253,1154,1906,816,50347,1339,57622,908,3010,884,54612,1213,63212,750,6389,1407,56823,1384,49319,912,47340,960,1979,806,30440,770,29978,767,462,285,495792,1400,30441,1299,100,134,30341,1311,76676,1859,132,185,76544,1867,40906,2237,202,195,40704,2261,57326,1824,465,449,56861,1936,57552,1039,1479,648,56073,1152,63679,1122,3582,1031,60097,1450,72084,563,6761,1267,65323,1300,57612,670,55294,879,2318,634,39516,705,39133,742,383,270,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,218759,3309,67,77,218692,3323,485623,4013,1395,632,484228,4021,251483,4144,1552,577,249931,4170,341542,3948,4183,987,337359,4021,356256,2415,5883,1060,350373,2632,343948,2309,11257,1401,332691,2921,370298,1609,24765,1979,345533,2292,242775,1445,230565,1833,12210,1523,150852,1513,149504,1461,1348,520,2792028,3590,207005,3011,255,189,206750,3019,464727,3604,1698,626,463029,3661,241591,3246,1181,418,240410,3308,337731,3220,3711,1019,334020,3268,352529,2439,5509,1046,347020,2372,341666,1928,8725,1161,332941,2387,382054,1903,27444,2127,354610,2808,262786,1633,251436,1928,11350,1371,201939,1787,199559,1855,2380,681,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
