GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,B25074_051E,B25074_051M,B25074_052E,B25074_052M,B25074_053E,B25074_053M,B25074_054E,B25074_054M,B25074_055E,B25074_055M,B25074_056E,B25074_056M,B25074_057E,B25074_057M,B25074_058E,B25074_058M,B25074_059E,B25074_059M,B25074_060E,B25074_060M,B25074_061E,B25074_061M,B25074_062E,B25074_062M,B25074_063E,B25074_063M,B25074_064E,B25074_064M,NAME,B25074_001MA,B25074_001EA,B25074_002MA,B25074_002EA,B25074_003MA,B25074_003EA,B25074_004MA,B25074_004EA,B25074_005MA,B25074_005EA,B25074_006MA,B25074_006EA,B25074_007MA,B25074_007EA,B25074_008MA,B25074_008EA,B25074_009MA,B25074_009EA,B25074_010MA,B25074_010EA,B25074_011MA,B25074_011EA,B25074_012EA,B25074_012MA,B25074_013MA,B25074_013EA,B25074_014MA,B25074_014EA,B25074_015MA,B25074_015EA,B25074_016MA,B25074_016EA,B25074_017MA,B25074_017EA,B25074_018MA,B25074_018EA,B25074_019MA,B25074_019EA,B25074_020MA,B25074_020EA,B25074_021MA,B25074_021EA,B25074_022MA,B25074_022EA,B25074_023MA,B25074_023EA,B25074_024MA,B25074_024EA,B25074_025MA,B25074_025EA,B25074_026MA,B25074_026EA,B25074_027MA,B25074_027EA,B25074_028MA,B25074_028EA,B25074_029MA,B25074_029EA,B25074_030MA,B25074_030EA,B25074_031MA,B25074_031EA,B25074_032MA,B25074_032EA,B25074_033MA,B25074_033EA,B25074_034MA,B25074_034EA,B25074_035MA,B25074_035EA,B25074_036MA,B25074_036EA,B25074_037MA,B25074_037EA,B25074_038MA,B25074_038EA,B25074_039MA,B25074_039EA,B25074_040MA,B25074_040EA,B25074_041MA,B25074_041EA,B25074_042MA,B25074_042EA,B25074_043MA,B25074_043EA,B25074_044MA,B25074_044EA,B25074_045MA,B25074_045EA,B25074_046MA,B25074_046EA,B25074_047MA,B25074_047EA,B25074_048MA,B25074_048EA,B25074_049EA,B25074_049MA,B25074_050MA,B25074_050EA,B25074_051MA,B25074_051EA,B25074_052MA,B25074_052EA,B25074_053MA,B25074_053EA,B25074_054MA,B25074_054EA,B25074_055MA,B25074_055EA,B25074_056MA,B25074_056EA,B25074_057MA,B25074_057EA,B25074_058MA,B25074_058EA,B25074_059MA,B25074_059EA,B25074_060MA,B25074_060EA,B25074_061MA,B25074_061EA,B25074_062MA,B25074_062EA,B25074_063MA,B25074_063EA,B25074_064MA,B25074_064EA,state
0400000US08,758776,10471,66691,5001,972,604,334,267,4312,1090,2420,1188,1908,1046,1639,813,39905,3932,15201,2161,83485,4684,2757,949,2250,815,5125,1327,3295,1038,3190,899,7238,1285,56050,3807,3580,931,128483,5887,4696,1310,4219,1111,7116,1552,12074,2005,10497,2132,26647,2987,58728,4514,4506,946,119659,5160,10346,1810,9135,1522,17681,2356,18959,2814,17815,2598,23801,2970,17953,2586,3969,960,150610,6133,27984,2845,30153,2936,32156,3022,25430,2878,14890,2199,12273,2057,3503,934,4221,1064,85163,4819,29760,3146,26705,2876,15347,2582,6364,1403,3287,1211,1378,731,567,362,1755,632,124685,5882,92504,5298,22244,2411,6576,1487,955,599,344,263,133,166,0,204,1929,675,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,807420,11150,102062,5798,1163,631,1391,610,3814,852,2679,802,1392,544,1528,575,63261,4016,26834,3242,135385,5180,3454,832,4134,954,7898,1542,7849,1435,8460,1599,20596,2709,74072,4130,8922,1476,181519,6939,8473,1127,15564,1946,25313,3133,31359,3169,27660,3343,36055,3444,27577,3151,9518,1526,133363,6219,28529,2829,34192,3105,30568,2491,15524,2332,7845,1765,8146,1787,2525,972,6034,1244,134999,5381,74560,3981,32266,3167,13008,2192,4446,1158,2404,990,1306,594,899,559,6110,1180,63140,4435,49371,3777,7456,1597,2591,1085,788,511,86,145,94,141,103,141,2651,743,56952,4418,51939,4113,1727,803,156,194,211,215,100,167,0,198,0,198,2819,818,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,564984,10983,88085,5113,1333,741,817,437,4318,1002,3556,1195,1999,573,2665,892,46929,4108,26468,2492,95383,4205,3948,1013,3670,956,6994,1426,7189,1169,7719,1395,13931,1839,42849,2868,9083,1421,119770,4706,8732,1648,11435,1657,17361,2150,20052,2749,16974,2015,18423,2381,16022,2340,10771,1868,89844,4853,21243,2217,24715,2731,19150,2367,9713,1697,4378,1314,2409,752,1370,668,6866,1493,91486,4125,51446,3564,19724,2204,8424,1490,3039,961,1182,629,419,411,451,340,6801,1202,43520,3687,33796,3141,5005,1406,1126,866,214,135,52,90,77,131,171,216,3079,767,36896,3309,33046,3242,1151,567,359,296,77,91,0,197,0,197,0,197,2263,714,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,599696,11233,101375,5665,511,295,1341,560,2626,754,3237,794,3283,891,3122,1040,52827,4286,34428,3440,114171,6304,2830,1032,3481,941,4973,1427,5271,1168,5777,1504,13255,1850,65431,5144,13153,1804,142219,7435,8331,1748,8294,1483,15018,2649,21114,3258,18942,3088,31528,3644,26978,3441,12014,1683,82835,5355,12167,2192,16664,2755,17555,2305,13338,2221,6895,1475,6636,1449,2622,806,6958,1553,79641,5052,35500,3710,18549,2616,8665,1599,5996,1398,1830,750,958,545,302,261,7841,1241,38190,3456,28793,2760,4360,1180,1487,612,1084,542,222,161,0,217,0,217,2244,859,41265,3768,36092,3619,1741,637,781,373,0,217,33,57,10,20,0,217,2608,801,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1654751,16516,210637,8804,1548,634,2420,740,8977,1516,7627,1585,3245,1038,4953,1097,118432,5860,63435,4620,227929,8276,8620,1556,9077,1508,15632,2344,12820,1832,11927,1779,24676,2175,136235,6430,8942,1332,322417,10610,17106,2587,19783,2385,30109,2528,39382,3341,41142,3850,68731,4251,92964,5986,13200,1824,230920,7825,32283,2841,44063,3756,46969,3786,34404,2860,24260,2857,25676,2993,15737,1992,7528,1181,286239,8291,99685,5977,73926,4813,49870,4270,24449,2376,12557,1840,10381,1964,5164,1271,10207,1455,154837,6163,86416,4359,32016,2958,19730,2647,7092,1667,1525,641,1539,641,745,442,5774,1127,221772,7389,173229,6817,27531,3019,9445,1874,2419,930,1370,759,622,337,248,451,6908,1234,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,364122,7753,45227,2882,162,132,533,386,2561,866,1084,486,1282,613,1570,676,28435,2790,9600,1517,60211,3544,1778,556,2138,501,3977,821,4618,1039,4355,1009,9583,1483,30564,2676,3198,843,76258,4019,4784,1105,7994,1239,14369,1818,11566,1775,10551,1756,10846,1429,11916,1941,4232,815,57814,3565,16745,1920,14505,1737,10707,1575,6745,1255,2760,862,1723,697,584,357,4045,1026,66127,4045,41086,3295,13164,1896,4922,1150,1369,581,734,418,495,284,473,209,3884,783,32338,2525,24280,2134,4034,1123,1036,853,471,442,16,27,44,62,37,60,2420,699,26147,2120,22967,2054,522,336,118,114,50,86,0,163,0,163,0,163,2490,754,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,152470,5181,14168,2109,85,142,294,360,308,258,271,237,391,426,325,293,8967,1739,3527,1023,23615,2508,336,237,1696,694,3309,911,2654,992,1097,562,1414,675,12302,2286,807,387,28817,2846,1422,664,2141,770,2653,1055,2390,738,3362,1077,6533,1382,9706,1657,610,307,21917,2423,2119,760,3415,1225,3682,928,4239,1047,3004,887,3198,1022,1722,739,538,229,26467,2702,6473,1256,7009,1476,5641,1091,3600,1028,1151,661,1331,750,436,301,826,433,16322,2079,8602,1564,4520,922,1707,725,672,418,58,94,219,246,84,138,460,286,21164,2153,17428,2059,2527,848,571,403,66,109,0,192,0,192,0,192,572,290,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,395946,7521,59107,4536,307,282,639,526,4183,1391,2495,782,1306,746,2808,908,33038,3095,14331,2490,75032,5307,2256,855,2774,786,4874,1084,5478,1372,6585,1610,10934,2029,35570,3412,6561,1226,88645,4242,6535,1402,10011,1761,14410,2111,14865,2389,11507,2213,14035,2067,8928,1636,8354,1361,66753,4733,19791,2263,17818,2860,11862,1884,7173,1518,3482,1280,1555,786,517,324,4555,1109,59564,4562,35651,3285,10868,2164,6454,1912,1224,639,558,378,76,135,158,186,4575,1012,26015,3173,21512,2851,2275,793,646,649,94,156,0,201,0,201,0,201,1488,551,20830,2383,18675,2361,319,241,61,101,0,201,0,201,0,201,0,201,1775,565,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,106526,4571,13111,2254,118,152,415,484,161,143,560,517,154,241,752,533,7805,1752,3146,980,13481,1901,415,332,262,170,551,323,517,440,544,358,843,512,9300,1686,1049,597,22974,2360,1625,708,288,226,1270,634,2356,1020,1945,743,6032,1396,8477,1684,981,483,14665,2288,1090,591,2312,745,2587,894,3604,1211,1831,777,1537,714,1158,606,546,284,17569,2642,3863,1171,4214,1277,4412,1201,2706,1043,1018,661,532,433,94,114,730,333,11195,1868,6599,1459,2971,900,834,510,334,356,38,65,261,337,0,200,158,210,13531,2011,12189,1889,1041,600,83,92,95,152,0,200,41,68,0,200,82,115,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,626513,8243,61740,3972,944,433,647,443,2504,875,2844,801,1748,609,1628,549,38493,3196,12932,1697,94083,4092,5081,970,4460,1045,11038,1501,8097,1258,4312,1098,7477,1175,49865,3327,3753,759,126753,5146,8755,1200,8276,1407,12167,1741,16542,1927,18723,2663,25065,2756,32837,2672,4388,843,101032,5567,16085,1873,19512,2518,19680,2115,12537,2156,11786,2111,10693,1552,6608,1265,4131,868,110977,4855,37300,2880,29082,2627,19529,2162,10914,1612,4179,1313,3219,1004,1716,741,5038,739,56556,3802,32411,3272,14183,1610,4809,1040,1337,517,456,271,662,274,0,147,2698,597,75372,3857,65294,4171,5034,1002,1317,598,346,299,145,164,665,473,0,147,2571,561,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
