GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001EA,C16010_001MA,C16010_002EA,C16010_002MA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006MA,C16010_006EA,C16010_007MA,C16010_007EA,C16010_008MA,C16010_008EA,C16010_009MA,C16010_009EA,C16010_010MA,C16010_010EA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013EA,C16010_013MA,C16010_014MA,C16010_014EA,C16010_015EA,C16010_015MA,C16010_016EA,C16010_016MA,C16010_017EA,C16010_017MA,C16010_018EA,C16010_018MA,C16010_019MA,C16010_019EA,C16010_020MA,C16010_020EA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023EA,C16010_023MA,C16010_024EA,C16010_024MA,C16010_025MA,C16010_025EA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028EA,C16010_028MA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031EA,C16010_031MA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034EA,C16010_034MA,C16010_035EA,C16010_035MA,C16010_036MA,C16010_036EA,C16010_037EA,C16010_037MA,state
0400000US08,3900287,4963,317116,10676,172698,7683,74266,5578,88786,6858,9646,2063,144418,6837,79854,4783,53045,4194,11519,1993,812615,16824,498191,14291,398480,12201,76844,7060,22867,3241,314424,8773,267504,7379,33453,3422,13467,1843,1145007,20486,788005,18164,687270,17137,69518,5328,31217,3180,357002,9995,323835,9662,20076,2694,13091,1714,1625549,16434,1231699,15057,1101663,13966,51365,4038,78671,4947,393850,8392,354274,7973,13394,1780,26182,2751,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,491834,12470,216178,7807,150440,6535,42318,4120,23420,2914,275656,9359,234844,8387,20442,2531,20370,2774,1480040,18309,835325,14184,777121,13800,41124,3403,17080,2306,644715,12159,618737,11681,17301,2015,8677,1830,1284953,16754,892847,16034,844498,14713,28536,2973,19813,2635,392106,9744,375727,10129,7236,1304,9143,1539,1211066,20496,922692,18157,840564,17660,22149,2639,59979,4633,288374,8526,261730,8290,6022,1642,20622,2513,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,401064,10290,123807,5814,99825,5435,16577,2357,7405,1413,277257,8088,262162,7765,6992,1555,8103,1541,990911,13404,514758,10394,490709,10103,14150,2185,9899,1809,476153,9965,465281,10215,5653,1292,5219,1362,893654,13721,582615,11983,560642,11849,11818,1903,10155,1715,311039,8949,299661,8689,4483,1151,6895,1562,753785,13036,562830,10092,523535,9876,12747,1942,26548,3229,190955,5649,180720,5606,2590,973,7645,1371,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,442559,13418,171087,8295,142287,7289,20472,2993,8328,1834,271472,9690,240321,8899,10510,1720,20641,2530,1071772,18924,590390,15323,547205,15800,22179,3247,21006,3427,481382,11441,445455,10995,10520,1967,25407,2590,852749,16829,554492,14338,521765,14588,16153,2385,16574,2284,298257,10027,279802,9988,7161,1469,11294,1587,758653,13151,560110,12326,514065,12068,14388,2221,31657,3134,198543,7213,183393,6728,4898,1352,10252,1624,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,914782,15662,418622,11317,157591,7041,216219,8921,44812,4164,496160,10544,300471,8298,135114,5829,60575,4535,2269285,22474,1288281,16910,937205,15995,252544,8820,98532,5951,981004,13590,830145,12463,85982,4962,64877,4668,2469625,22218,1694227,19577,1387315,16097,181078,8312,125834,6648,775398,12884,673663,12039,47767,3617,53968,3939,3052684,24472,2362100,22309,1877317,19678,131516,7297,353267,9047,690584,9977,553890,10126,20890,2361,115804,5958,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,162649,6432,75447,4402,43963,2970,20074,2062,11410,2088,87202,4323,70876,3900,8287,1265,8039,1607,649269,9810,369767,8096,340340,7834,14450,1896,14977,2300,279502,6211,269952,6156,3721,1056,5829,1128,682334,9528,488742,8228,463427,8028,11047,1858,14268,2412,193592,4921,185768,4759,2108,579,5716,1431,610540,11363,471676,9668,434310,8743,10699,1735,26667,3026,138864,5180,130738,4966,1182,426,6944,1398,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,66510,4177,28022,3190,21968,2772,2760,918,3294,1346,38488,3236,31228,2770,2545,906,4715,1157,269202,6894,165490,5567,154561,5551,4435,1017,6494,1299,103712,4072,96358,4004,1466,540,5888,1368,277457,6815,194487,5905,182597,5883,4330,1216,7560,1279,82970,4498,77600,4212,1341,582,4029,962,357579,7419,261944,6699,241660,6480,3923,1010,16361,2005,95635,4847,87776,4701,1168,626,6691,1171,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,258986,8253,100313,5698,67669,4639,28548,3087,4096,980,158673,5437,144802,5158,11525,1815,2346,856,686867,12671,361958,9019,336193,8470,18926,2358,6839,1826,324909,9200,313956,8861,5522,1238,5431,1414,604811,11937,385497,10460,364952,9697,13651,2567,6894,1595,219314,6782,213095,6761,3662,912,2557,619,471275,11367,331352,9947,309462,9886,9282,1863,12608,1715,139923,4698,132637,4881,2155,739,5131,1328,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,69081,4750,29451,3203,15329,2053,11595,1982,2527,1211,39630,2845,32417,3041,4799,1162,2414,928,225797,8197,131784,6459,116242,5723,7655,1373,7887,2219,94013,4624,87902,4618,3339,981,2772,796,171830,5832,112784,5189,104158,4632,4505,1277,4121,1513,59046,3665,55385,3521,1933,881,1728,598,212992,6726,150109,5297,131326,5076,5526,1324,13257,2066,62883,3726,55707,3701,968,401,6208,1113,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,252805,7381,126649,5161,66563,3506,32387,2875,27699,3020,126156,5266,88775,3883,10413,1690,26968,3055,921287,12474,532410,10306,469910,9341,22999,2534,39501,4308,388877,7901,368002,7021,6525,1297,14350,1782,1237009,12671,892463,10187,818856,9375,19193,2296,54414,3706,344546,7686,323131,7398,5425,1089,15990,1861,1398128,12536,1082001,11522,967162,10933,23831,2771,91008,4490,316127,6570,287314,6227,5070,1082,23743,2492,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
