GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001MA,B08007_001EA,B08007_002MA,B08007_002EA,B08007_003MA,B08007_003EA,B08007_004EA,B08007_004MA,B08007_005EA,B08007_005MA,B08007_006EA,B08007_006MA,B08007_007EA,B08007_007MA,B08007_008EA,B08007_008MA,B08007_009MA,B08007_009EA,B08007_010EA,B08007_010MA,B08007_011MA,B08007_011EA,B08007_012EA,B08007_012MA,B08007_013EA,B08007_013MA,B08007_014MA,B08007_014EA,B08007_015MA,B08007_015EA,state
0400000US08,2963212,17754,2932296,18252,1951057,17422,981239,15464,30916,2736,1598131,11800,1576768,12042,1022788,10991,553980,10393,21363,2463,1365081,12180,1355528,12417,928269,12563,427259,9911,9553,1487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,2998481,17507,2134977,18054,863504,14596,176541,6577,1672752,11082,1562927,11601,1073213,12545,489714,10782,109825,5586,1502270,12937,1435554,12451,1061764,12364,373790,9715,66716,4392,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,1837869,14889,1331957,14420,505912,10662,127089,5100,1037312,9411,961218,9303,678382,9801,282836,7954,76094,4024,927646,10615,876651,10324,653575,9451,223076,7108,50995,3268,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,1948731,18185,1373229,18113,575502,12148,45248,3544,1024445,11020,991304,10586,664058,10624,327246,8380,33141,3114,969534,12804,957427,13154,709171,13182,248256,8703,12107,1786,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,5962574,21998,4506491,26168,1456083,18008,229012,7597,3252602,13790,3117308,14082,2283313,19545,833995,13900,135294,5304,2938984,15190,2845266,14639,2223178,14547,622088,11282,93718,4919,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,1513166,10596,1187631,11324,325535,7100,75554,3754,833975,6298,789401,6931,610404,7410,178997,5013,44574,2950,754745,8192,723765,8303,577227,8942,146538,5729,30980,2273,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,604655,7934,465061,9357,139594,5327,109330,4742,374104,4953,306342,5224,230392,6730,75950,4083,67762,3647,339881,5184,298313,5385,234669,5599,63644,3464,41568,2791,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,1251999,12828,976623,13337,275376,8453,49151,3819,683585,9433,652769,9402,499704,9410,153065,6212,30816,3149,617565,8154,599230,7904,476919,7733,122311,4897,18335,1937,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,379480,8504,348513,7705,30967,3297,73227,4897,232446,4547,189239,5317,172502,5045,16737,2186,43207,3840,220261,4747,190241,5866,176011,5849,14230,1930,30020,2969,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,2854117,12376,1870786,14157,983331,12701,68749,3056,1515287,8743,1476006,8594,939811,9780,536195,8744,39281,1975,1407579,9106,1378111,9465,930975,11312,447136,8376,29468,2124,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,514776,6490,506527,6503,468606,6947,37921,2872,8249,1468,270377,4816,264884,4795,241393,4975,23491,2089,5493,1236,244399,4862,241643,4986,227213,5157,14430,1546,2756,737,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,665930,6676,639354,6956,517387,8183,121967,5292,26576,2749,339736,5021,324796,5357,260286,6210,64510,3431,14940,1934,326194,4875,314558,5062,257101,4805,57457,3525,11636,1738,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4858875,25677,4730241,25138,3439384,24976,1290857,20199,128634,6632,2547862,17417,2464007,16418,1748822,17559,715185,14673,83855,4977,2311013,16120,2266234,16630,1690562,16516,575672,10925,44779,3730,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4891031,25597,4754481,25588,2816684,24147,1937797,21840,136550,8069,2549645,14946,2461902,15622,1409501,13895,1052401,13083,87743,6086,2341386,18882,2292579,18014,1407183,18235,885396,17103,48807,4548,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,355403,4860,353717,4724,331621,4774,22096,2132,1686,633,195755,4236,194511,4166,177883,4029,16628,2019,1244,562,159648,3741,159206,3713,153738,3736,5468,871,442,290,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2068020,16785,1984200,16073,1498979,16334,485221,11459,83820,5110,1081726,10747,1029445,10860,751523,10867,277922,7520,52281,3916,986294,11334,954755,10913,747456,12131,207299,8187,31539,2972,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,324340,4911,302741,5273,248956,4907,53785,3277,21599,1966,161886,3355,150584,3580,121218,2969,29366,2041,11302,1261,162454,3024,152157,3230,127738,3453,24419,1995,10297,1176,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1426768,11260,1401182,11600,1347268,11833,53914,3682,25586,2728,765857,8044,747187,8173,713285,8120,33902,3023,18670,2153,660911,8529,653995,8844,633983,9002,20012,2043,6916,1237,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
